"Student Counts by School and Race"
"All Districts, All Schools"
"2009-10"

"",,,,"Race",,,,,,
"District","District Code","School","School Code","American Indian","Asian","Black, not of Hispanic Origin","Hispanic/Latino","Not Reported","White, not of Hispanic Origin","Total"
"Stamford School District","""1350011""","Roxbury School","""1350911""",0,52,162,193,0,290,697
"Stamford School District","""1350011""","Scofield Middle School","""1355711""",0,66,110,187,0,254,617
"Stamford School District","""1350011""","Springdale School","""1351111""","*","*",78,224,0,225,556
"Stamford School District","""1350011""","Stamford High School","""1356111""",0,99,461,460,0,713,1733
"Stamford School District","""1350011""","Stillmeadow School","""1352111""","*","*",95,233,0,229,612
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",0,51,140,163,0,325,679
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""","*","*",122,186,0,204,582
"Stamford School District","""1350011""","Turn of River School","""1355511""",0,37,100,180,0,222,539
"Stamford School District","""1350011""","Westhill High School","""1356311""","*","*",504,759,0,895,2281
"Stamford School District","""1350011""","Westover School","""1351411""",0,92,184,168,0,234,678
"Sterling School District","""1360011""","Sterling Community School","""1360311""","*",8,"*",8,0,484,507
"Stonington School District","""1370011""","Deans Mill School","""1370511""","*",23,"*",14,0,458,505
"Stonington School District","""1370011""","Mystic Middle School","""1375211""","*",20,11,"*",0,370,412
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",11,15,21,7,0,319,373
"Stonington School District","""1370011""","Special Needs Preschool Program","""1378011""",0,0,0,"*",0,"*",22
"Stonington School District","""1370011""","Stonington High School","""1376111""",13,27,18,25,0,710,793
"Stonington School District","""1370011""","West Broad Street School","""1370411""",0,9,"*","*",0,168,184
"Stonington School District","""1370011""","West Vine Street School","""1370611""",10,"*","*",10,0,198,231
"Stratford School District","""1380011""","Eli Whitney School","""1381311""","*","*",106,98,0,305,525
"Stratford School District","""1380011""","Bunnell High School","""1386211""",8,33,266,231,0,708,1246
"Stratford School District","""1380011""","Chapel School","""1380311""","*","*",141,78,0,311,563
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""","*","*",149,117,0,293,573
"Stratford School District","""1380011""","Franklin School","""1380411""","*","*",89,92,0,147,342
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""","*","*",133,124,0,336,604
"Stratford School District","""1380011""","Honeyspot School","""1381611""","*","*",59,34,0,133,239
"Stratford School District","""1380011""","Lordship School","""1380811""","*","*",61,37,0,112,217
"Stratford School District","""1380011""","Nichols School","""1380911""","*","*",83,115,0,224,437
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",9,36,123,172,0,383,723
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""",0,12,112,64,0,265,453
"Stratford School District","""1380011""","Stratford High School","""1386111""","*","*",290,204,0,451,981
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",0,"*","*","*",0,11,17
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",0,15,74,89,0,228,406
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""","*","*",8,13,0,486,515
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""",0,14,13,18,0,515,560
"Suffield School District","""1390011""","Suffield High School","""1396111""",0,14,26,27,0,785,852
"Suffield School District","""1390011""","Suffield Middle School","""1395111""","*",18,"*",20,0,577,631
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",0,"*",180,79,0,"*",263
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""","*","*",10,41,0,326,381
"Thomaston School District","""1400011""","Black Rock School","""1400111""","*","*","*","*",0,340,348
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",0,"*","*","*",0,256,262
"Thomaston School District","""1400011""","Thomaston High School","""1406211""",0,"*","*",11,0,541,558
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""","*","*",10,20,0,467,507
"Thompson School District","""1410011""","Thompson Middle School","""1415111""",10,7,7,11,0,404,439
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""","*","*","*",8,0,362,378
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""","*",26,"*",18,0,651,708
"Tolland School District","""1420011""","Tolland High School","""1426111""","*",22,19,"*",0,885,941
"Tolland School District","""1420011""","Tolland Intermediate School","""1420211""","*",25,17,"*",0,673,731
"Tolland School District","""1420011""","Tolland Middle School","""1425111""","*",30,15,15,"*",710,772
"Torrington School District","""1430011""","East School","""1430111""","*","*",19,23,0,422,479
"Torrington School District","""1430011""","Forbes School","""1430211""",0,14,26,97,0,246,383
"Torrington School District","""1430011""","Southwest School","""1430811""","*","*",17,54,0,249,331
"Torrington School District","""1430011""","Torringford School","""1430911""",0,30,27,50,0,553,660
"Torrington School District","""1430011""","Torrington High School","""1436111""","*","*",83,156,0,896,1184
"Torrington School District","""1430011""","Torrington Middle School","""1435111""","*","*",69,160,0,875,1136
"Torrington School District","""1430011""","Vogel-Wetmore School","""1431311""","*","*",45,139,0,264,458
"Trailblazers Academy District","""2780013""","Trailblazers Academy","""2785113""",0,0,100,"*",0,"*",165
"Trumbull School District","""1440011""","Booth Hill School","""1440111""",6,25,26,21,0,446,524
"Trumbull School District","""1440011""","Daniels Farm School","""1440811""","*",31,"*",16,0,468,524
"Trumbull School District","""1440011""","Frenchtown Elementary School","""1441011""","*",78,"*",57,0,492,657
"Trumbull School District","""1440011""","Hillcrest Middle School","""1445211""","*",56,"*",36,0,597,720
"Trumbull School District","""1440011""","Jane Ryan School","""1440411""",0,19,9,23,0,362,413
"Trumbull School District","""1440011""","Madison Middle School","""1445111""","*",51,"*",60,0,751,899
"Trumbull School District","""1440011""","Middlebrook School","""1440311""","*","*",28,49,0,376,481
"Trumbull School District","""1440011""","Tashua School","""1440911""","*",25,"*",16,0,360,411
"Trumbull School District","""1440011""","Trumbull Early Childhood Education Center","""1448011""",0,21,12,25,0,178,236
"Trumbull School District","""1440011""","Trumbull High School","""1446111""",0,94,119,129,0,1807,2149
"Unified School District #1","""3360015""","Bergin Correctional Institution","""3361715""",0,0,15,"*",0,"*",32
"Unified School District #1","""3360015""","Bridgeport Correctional Center","""3360115""",0,0,"*","*",0,"*",8
"Unified School District #1","""3360015""","Brooklyn Correctional Institution","""3360215""",0,0,"*","*",0,0,7
"Unified School District #1","""3360015""","Cheshire Correctional Institution","""3360315""",0,0,19,"*",0,"*",27
"Unified School District #1","""3360015""","Corrigan/Radgowski Correctional Institution","""3362415""","*",0,24,20,0,"*",56
"Unified School District #1","""3360015""","Enfield Correctional Institution","""3360415""",0,0,12,"*",0,"*",19
"Unified School District #1","""3360015""","Garner Correctional Institution","""3361915""",0,0,9,"*",0,"*",20
"Unified School District #1","""3360015""","Gates Correctional Institution","""3360515""",0,0,11,"*",0,"*",17
"Unified School District #1","""3360015""","Hartford Correctional Center","""3360615""",0,0,31,21,0,8,60
"Unified School District #1","""3360015""","MacDougall/Walker Correctional Institution","""3362215""",0,0,50,17,0,10,77
"Unified School District #1","""3360015""","Manson Youth Institution","""3361115""",0,0,269,153,0,76,498
"Unified School District #1","""3360015""","New Haven Correctional Center","""3360915""",0,0,9,"*",0,"*",16
"Unified School District #1","""3360015""","Northern Correctional Institution","""3362615""",0,0,7,"*",0,"*",13
"Unified School District #1","""3360015""","Osborn Correctional Institution","""3361215""",0,0,14,9,0,6,29
"Unified School District #1","""3360015""","Robinson Correctional Institution","""3361315""","*",0,12,16,0,"*",32
"Unified School District #1","""3360015""","Webster Correctional Institution","""3361415""",0,0,"*","*",0,0,6
"Unified School District #1","""3360015""","Willard/Cybulski Correctional Institution","""3361515""",0,0,"*",6,0,"*",12
"Unified School District #1","""3360015""","York Correctional Institution","""3362515""",0,"*",22,22,0,"*",61
"Unified School District #2","""3470015""","Children's Place School","""3470115""",0,0,15,8,0,12,35
"Unified School District #2","""3470015""","High Meadows","""3476515""",0,0,"*",6,0,"*",12
"Unified School District #2","""3470015""","Riverview School","""3470315""",0,"*",18,"*",0,25,63
"Unified School District #2","""3470015""","Walter G. Cady School","""3476715""",0,"*",47,27,0,"*",97
"Union School District","""1450011""","Union Elementary School","""1450111""",0,0,"*",0,0,"*",78
"Vernon School District","""1460011""","Northeast School","""1460311""","*","*",27,46,0,194,281
"Vernon School District","""1460011""","Center Road School","""1461411""","*","*",46,38,0,381,490
"Vernon School District","""1460011""","Lake Street School","""1460111""","*","*",36,21,0,234,312
"Vernon School District","""1460011""","Maple Street School","""1460211""","*","*",67,81,0,168,324
"Vernon School District","""1460011""","Next Step Program (AACBP)","""1469011""",0,0,"*","*",0,7,12
"Vernon School District","""1460011""","Rockville High School","""1466111""",6,75,126,87,0,814,1108
"Vernon School District","""1460011""","Skinner Road School","""1461011""",6,31,66,35,0,214,352
"Vernon School District","""1460011""","Vernon Center Middle School","""1465111""",0,43,98,80,0,581,802
"Voluntown School District","""1470011""","Voluntown Elementary School","""1470111""",10,6,8,11,0,265,300
"Wallingford School District","""1480011""","Highland School","""1480211""","*",15,"*",10,0,274,308
"Wallingford School District","""1480011""","A.R.T.S. Academy","""1489011""",0,0,0,0,0,11,11
"Wallingford School District","""1480011""","Cook Hill School","""1481011""",0,18,17,20,0,341,396
"Wallingford School District","""1480011""","Dag Hammarskjold Middle School","""1485211""","*",31,"*",69,0,580,700
"Wallingford School District","""1480011""","Evarts C. Stevens School","""1480911""","*",26,12,62,"*",327,430
"Wallingford School District","""1480011""","James H. Moran Middle School","""1485311""","*",41,"*",67,0,704,839
"Wallingford School District","""1480011""","Lyman Hall High School","""1486111""","*",32,"*",118,0,974,1156
"Wallingford School District","""1480011""","Mark T. Sheehan High School","""1486211""",0,42,26,60,0,851,979
"Wallingford School District","""1480011""","Moses Y. Beach School","""1480111""",0,8,9,101,0,238,356
"Wallingford School District","""1480011""","Parker Farms School","""1480311""",0,23,20,92,0,220,355
"Wallingford School District","""1480011""","Pond Hill School","""1481211""",0,6,7,45,0,230,288
"Wallingford School District","""1480011""","Rock Hill School","""1480411""","*",23,"*",22,0,274,328
"Wallingford School District","""1480011""","Yalesville School","""1480811""",0,43,12,36,0,420,511
"Waterbury School District","""1510011""","Brooklyn Elementary School","""1511011""",0,"*",47,110,0,"*",203
"Waterbury School District","""1510011""","West Side Middle School","""1515211""","*","*",314,550,0,313,1193
"Waterbury School District","""1510011""","Washington School","""1512311""","*","*",47,215,0,41,310
"Waterbury School District","""1510011""","B. W. Tinker School","""1512111""","*","*",119,187,0,225,551
"Waterbury School District","""1510011""","Barnard School","""1510311""","*",0,"*",114,0,69,250
"Waterbury School District","""1510011""","Bucks Hill School","""1510511""",0,6,178,297,0,84,565
"Waterbury School District","""1510011""","Bunker Hill School","""1510611""","*",12,162,196,"*",119,491
"Waterbury School District","""1510011""","Carrington School","""1512711""",0,9,83,261,0,141,494
"Waterbury School District","""1510011""","Crosby High School","""1516211""","*","*",423,547,0,318,1330
"Waterbury School District","""1510011""","Driggs School","""1510911""",0,6,171,306,0,64,547
"Waterbury School District","""1510011""","Enlightenment School","""1519111""",0,0,62,96,0,17,175
"Waterbury School District","""1510011""","F. J. Kingsbury School","""1511411""","*","*",155,234,0,76,471
"Waterbury School District","""1510011""","Gilmartin School","""1512611""","*","*",62,109,0,67,249
"Waterbury School District","""1510011""","H. S. Chase School","""1510711""","*","*",203,350,0,216,785
"Waterbury School District","""1510011""","Hopeville School","""1511311""","*","*",68,255,0,79,414
"Waterbury School District","""1510011""","John F. Kennedy High School","""1516411""","*","*",309,574,0,461,1369
"Waterbury School District","""1510011""","Maloney Interdistrict Magnet School","""1513111""",7,16,140,146,0,298,607
"Waterbury School District","""1510011""","Margaret M. Generali Elementary School","""1511111""","*","*",147,239,0,186,583
"Waterbury School District","""1510011""","Michael F. Wallace Middle School","""1515111""","*","*",399,589,0,315,1340
"Waterbury School District","""1510011""","North End Middle School","""1515311""","*","*",421,613,0,181,1231
"Waterbury School District","""1510011""","Regan School","""1512811""",0,"*",103,127,0,"*",291
"Waterbury School District","""1510011""","Rotella Interdistrict Magnet School","""1513311""","*","*",128,126,0,341,613
"Waterbury School District","""1510011""","Special Education Preschool","""1518011""","*","*",43,99,0,69,218
"Waterbury School District","""1510011""","Sprague School","""1512011""",0,"*",122,278,0,"*",457
"Waterbury School District","""1510011""","State Street School","""1519011""",0,0,31,43,0,12,86
"Waterbury School District","""1510011""","Walsh School","""1512211""","*","*",204,297,0,36,543
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (High)","""1516011""","*","*",129,90,0,259,485
"Waterbury School District","""1510011""","Waterbury Arts Magnet School (Middle)","""1515011""","*","*",88,74,0,149,316
"Waterbury School District","""1510011""","Wendell L. Cross School","""1510811""","*","*",93,137,0,120,367
"Waterbury School District","""1510011""","Wilby High School","""1516311""","*","*",436,560,0,163,1184
"Waterbury School District","""1510011""","Woodrow Wilson School","""1513211""","*","*",145,234,0,44,427
"Waterford School District","""1520011""","Clark Lane Middle School","""1525111""",13,38,31,42,0,543,667
"Waterford School District","""1520011""","Oswegatchie Elementary School","""1520611""","*",34,"*",19,0,367,437
"Waterford School District","""1520011""","Quaker Hill Elementary School","""1520711""",6,32,15,35,0,315,403
"Waterford School District","""1520011""","Southwest Elementary School","""1520511""","*",20,"*",31,0,311,380
"Waterford School District","""1520011""","Waterford High School","""1526111""","*",51,"*",57,0,818,980
"Watertown School District","""1530011""","Fletcher W. Judson School","""1530311""","*",6,"*",15,0,317,345
"Watertown School District","""1530011""","John Trumbull Primary School","""1530211""",8,15,18,32,0,660,733
"Watertown School District","""1530011""","Polk School","""1530411""","*",13,"*",25,0,340,390
"Watertown School District","""1530011""","Swift Middle School","""1535111""","*",22,"*",27,0,712,784
"Watertown School District","""1530011""","Watertown High School","""1536111""",6,16,17,29,0,918,986
"West Hartford School District","""1550011""","Smith School","""1551711""",0,71,"*",125,"*",101,368
"West Hartford School District","""1550011""","Achieve","""1559111""",0,0,"*",0,0,"*","*"
"West Hartford School District","""1550011""","Aiken School","""1551611""","*",97,38,"*",0,298,459
"West Hartford School District","""1550011""","Braeburn School","""1550211""","*",36,"*",38,0,332,438
"West Hartford School District","""1550011""","Bristow Middle School","""1555311""",0,31,38,57,0,294,420
"West Hartford School District","""1550011""","Bugbee School","""1550411""","*",30,"*",19,0,343,411
"West Hartford School District","""1550011""","Charter Oak International Academy","""1550511""","*",77,"*",140,0,67,340
"West Hartford School District","""1550011""","Conard High School","""1556111""",6,158,178,290,0,932,1564
"West Hartford School District","""1550011""","Duffy School","""1550611""",0,34,35,32,0,481,582
"West Hartford School District","""1550011""","Hall High School","""1556211""",6,138,177,204,0,1055,1580
"West Hartford School District","""1550011""","King Philip Middle School","""1555111""","*",105,"*",94,0,588,876
"West Hartford School District","""1550011""","Morley School","""1550911""","*",24,28,"*",0,302,379
"West Hartford School District","""1550011""","Norfeldt School","""1551011""",0,60,23,30,0,314,427
"West Hartford School District","""1550011""","Sedgwick Middle School","""1555211""","*",109,"*",162,0,511,879
"West Hartford School District","""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","""1559011""",0,0,"*","*",0,8,12
"West Hartford School District","""1550011""","Webster Hill School","""1551211""",0,60,42,83,0,261,446
"West Hartford School District","""1550011""","Whiting Lane School","""1551311""","*","*",57,87,0,314,505
"West Hartford School District","""1550011""","Wolcott School","""1551511""","*",80,28,89,"*",298,497
"West Haven School District","""1560011""","Washington School","""1561211""",0,"*",102,127,"*",193,431
"West Haven School District","""1560011""","Alma E. Pagels School","""1560811""",0,27,77,50,0,213,367
"West Haven School District","""1560011""","Anna V. Molloy School","""1561311""",0,22,83,109,0,72,286
"West Haven School District","""1560011""","Carrigan 5/6 Intermediate School","""1565311""",0,16,203,253,0,229,701
"West Haven School District","""1560011""","Clarence E. Thompson School","""1561011""","*","*",121,158,0,94,383
"West Haven School District","""1560011""","Edith E. Mackrille School","""1560611""",7,19,54,68,0,218,366
"West Haven School District","""1560011""","Forest School","""1560311""",0,18,149,169,0,125,461
"West Haven School District","""1560011""","Harry M. Bailey Middle School","""1565111""",8,42,134,125,0,420,729
"West Haven School District","""1560011""","Savin Rock Community School","""1561411""",0,10,105,158,0,165,438
"West Haven School District","""1560011""","Seth G. Haley School","""1560411""",0,27,89,76,0,311,503
"West Haven School District","""1560011""","West Haven High School","""1566111""",9,49,426,338,0,747,1569
"Westbrook School District","""1540011""","Daisy Ingraham School","""1540211""","*",8,"*",20,0,335,368
"Westbrook School District","""1540011""","Westbrook High School","""1546111""","*",6,"*",9,0,283,300
"Westbrook School District","""1540011""","Westbrook Middle School","""1545111""",0,"*","*",13,0,281,304
"Weston School District","""1570011""","Hurlbutt Elementary School","""1570111""","*",24,"*",13,0,482,528
"Weston School District","""1570011""","Weston High School","""1576111""","*",27,"*",16,0,742,798
"Weston School District","""1570011""","Weston Intermediate School","""1570211""",0,31,15,17,0,563,626
"Weston School District","""1570011""","Weston Middle School","""1575111""",0,16,13,7,0,564,600
"Westport School District","""1580011""","Bedford Middle School","""1585111""","*",42,"*",34,0,750,845
"Westport School District","""1580011""","Coleytown Elementary School","""1580311""","*",22,9,"*",0,427,467
"Westport School District","""1580011""","Coleytown Middle School","""1585311""","*",21,"*",11,0,453,492
"Westport School District","""1580011""","Green's Farms School","""1580411""",0,30,"*","*",0,416,467
"Westport School District","""1580011""","King's Highway Elementary School","""1580511""","*",16,"*",7,0,450,483
"Westport School District","""1580011""","Long Lots School","""1580711""","*",40,"*",34,0,511,596
"Westport School District","""1580011""","Saugatuck Elementary School","""1580811""","*",10,"*",18,0,487,525
"Westport School District","""1580011""","Staples High School","""1586111""","*",72,"*",36,0,1639,1785
"Westport School District","""1580011""","Stepping Stones Preschool","""1588011""",0,6,0,0,0,50,56
"Wethersfield School District","""1590011""","Alfred W. Hanmer School","""1590811""",0,24,26,40,0,304,394
"Wethersfield School District","""1590011""","Charles Wright School","""1591011""","*","*",19,60,0,211,311
"Wethersfield School District","""1590011""","Emerson-Williams School","""1590211""","*",19,"*",57,0,380,472
"Wethersfield School District","""1590011""","Highcrest School","""1591111""","*",18,"*",50,0,345,430
"Wethersfield School District","""1590011""","Samuel B. Webb Elementary School","""1591211""",0,16,21,54,0,353,444
"Wethersfield School District","""1590011""","Silas Deane Middle School","""1595211""","*",29,"*",76,0,443,578
"Wethersfield School District","""1590011""","Wethersfield High School","""1596111""","*","*",76,157,0,906,1181
"Willington School District","""1600011""","Center School","""1600111""",0,"*","*",12,0,210,227
"Willington School District","""1600011""","Hall Memorial School","""1605111""",0,"*","*",16,0,289,315
"Wilton School District","""1610011""","Middlebrook School","""1615211""",0,73,10,17,0,934,1034
"Wilton School District","""1610011""","Cider Mill School","""1610711""",0,56,7,13,0,948,1024
"Wilton School District","""1610011""","Ina E. Driscoll School","""1610611""",0,34,9,11,0,446,500
"Wilton School District","""1610011""","Miller-Driscoll School","""1610511""","*",33,"*",16,0,437,492
"Wilton School District","""1610011""","Wilton High School","""1616111""",0,56,21,27,0,1187,1291
"Winchester School District","""1620011""","Batcheller Early Education Center","""1620411""","*","*","*",15,0,82,103
"Winchester School District","""1620011""","Mary P. Hinsdale School","""1620211""","*","*",17,31,0,349,408
"Winchester School District","""1620011""","Pearson Academy","""1620511""","*","*",10,16,0,188,227
"Winchester School District","""1620011""","Pearson Middle School","""1625111""","*","*",11,19,0,187,224
"Windham School District","""1630011""","Early Headstart","""1638011""",0,0,"*",20,0,"*",30
"Windham School District","""1630011""","Eastern Regional Academy/Windham","""1639011""",0,0,"*",22,0,"*",34
"Windham School District","""1630011""","Natchaug School","""1630111""","*","*",32,153,0,76,269
"Windham School District","""1630011""","North Windham School","""1630311""","*","*",31,246,0,151,440
"Windham School District","""1630011""","W. B. Sweeney School","""1630611""","*","*",33,246,0,71,358
"Windham School District","""1630011""","Windham Center School","""1630511""",0,"*","*",195,0,113,315
"Windham School District","""1630011""","Windham Early Childhood Prospect Street","""1638311""","*","*",15,145,0,40,204
"Windham School District","""1630011""","Windham High School","""1636111""","*","*",46,473,0,332,865
"Windham School District","""1630011""","Windham Middle School","""1635111""",8,12,60,604,0,267,951
"Windsor Locks School District","""1650011""","North Street School","""1650111""",0,43,49,36,0,314,442
"Windsor Locks School District","""1650011""","South Elementary School","""1650411""","*",41,45,"*",0,274,387
"Windsor Locks School District","""1650011""","Windsor Locks High School","""1656111""","*",48,46,"*",0,427,551
"Windsor Locks School District","""1650011""","Windsor Locks Middle School","""1655111""","*","*",40,34,0,321,422
"Windsor School District","""1640011""","Clover Street School","""1640111""",0,22,161,28,0,75,286
"Windsor School District","""1640011""","John F. Kennedy School","""1640811""","*","*",186,66,0,59,333
"Windsor School District","""1640011""","Oliver Ellsworth School","""1640911""","*","*",197,54,0,145,410
"Windsor School District","""1640011""","Poquonock Elementary School","""1640511""","*",27,108,"*",0,138,298
"Windsor School District","""1640011""","Roger Wolcott Early Child Center","""1641011""",0,11,91,26,0,95,223
"Windsor School District","""1640011""","Sage Park Middle School","""1645311""","*","*",453,104,0,241,840
"Windsor School District","""1640011""","Windsor High School","""1646111""",8,56,738,141,0,425,1368
"Wolcott School District","""1660011""","Alcott School","""1660611""","*",12,"*",18,0,325,366
"Wolcott School District","""1660011""","Frisbie School","""1660211""","*",17,"*",16,0,345,383
"Wolcott School District","""1660011""","Tyrrell Middle School","""1665111""",0,11,19,22,0,675,727
"Wolcott School District","""1660011""","Wakelee School","""1660511""",0,6,12,19,0,395,432
"Wolcott School District","""1660011""","Wolcott High School","""1666111""",0,12,20,27,0,784,843
"Woodbridge School District","""1670011""","Beecher Road Intermediate School","""1670211""","*",57,13,"*",0,349,434
"Woodbridge School District","""1670011""","Beecher Road Primary School","""1670111""","*",30,"*",15,0,243,299
"Woodstock Academy District","""9030022""","Woodstock Academy","""9036122""",14,11,11,27,0,1090,1153
"Woodstock School District","""1690011""","Woodstock Elementary School","""1690211""","*",10,"*",13,0,471,500
"Woodstock School District","""1690011""","Woodstock Middle School","""1695111""","*",12,"*",15,0,379,417

