"Student Counts by School and Race"
"All Districts, All Schools"
"2008-09"

"",,,,"Race",,,,,,
"New Haven School District","""0930011""","Lincoln-Bassett School","""0932011""",0,0,307,"*",0,"*",323
"New Haven School District","""0930011""","Metropolitan Business Academy","""0936011""",0,0,97,37,0,10,144
"New Haven School District","""0930011""","New Haven Academy","""0937011""",0,0,115,48,"*","*",200
"New Haven School District","""0930011""","Polly T. McCabe Center","""0936511""",0,0,20,"*",0,"*",33
"New Haven School District","""0930011""","Riverside Education Academy","""0936911""",0,0,113,45,0,0,158
"New Haven School District","""0930011""","Roberto Clemente Leadership Academy for Global Awareness","""0934211""",0,0,239,140,0,10,389
"New Haven School District","""0930011""","Ross/Woodward School","""0931011""","*","*",233,224,0,57,533
"New Haven School District","""0930011""","Sheridan Communications and Technology Magnet School","""0935311""",0,10,99,39,0,47,195
"New Haven School District","""0930011""","Sound School","""0936711""",0,"*","*",75,0,231,332
"New Haven School District","""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","""0932811""","*","*",80,108,0,8,199
"New Haven School District","""0930011""","Truman School","""0932911""","*",0,145,400,0,"*",556
"New Haven School District","""0930011""","Urban Youth Center Middle School","""0935111""",0,0,20,"*",0,"*",34
"New Haven School District","""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","""0932511""","*","*",176,197,0,64,440
"New Haven School District","""0930011""","West Rock Authors Academy","""0934911""",0,"*",129,66,0,"*",226
"New Haven School District","""0930011""","Wexler/Grant Community School","""0933211""",0,"*",411,27,0,"*",452
"New Haven School District","""0930011""","Wilbur Cross High School","""0936111""","*","*",713,745,0,170,1661
"New Haven School District","""0930011""","Worthington Hooker School","""0933811""","*",98,96,"*",0,191,405
"New London School District","""0950011""","Jennings School","""0950311""","*","*",108,416,0,40,573
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",19,10,215,280,0,97,621
"New London School District","""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","""0955211""",0,0,"*",34,0,"*",50
"New London School District","""0950011""","Harbor School","""0950211""","*","*",143,101,0,71,332
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""",8,9,112,101,0,76,306
"New London School District","""0950011""","New London Clinical Day Program","""0959111""","*",0,6,6,0,"*",16
"New London School District","""0950011""","New London High School","""0956111""","*",21,288,353,"*",190,871
"New London School District","""0950011""","Shoreline Academy","""0950511""","*","*",29,22,0,32,91
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*","*",89,93,0,34,225
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,35,12,34,0,380,461
"New Milford School District","""0960011""","John Pettibone School","""0960711""","*",23,"*",39,0,395,479
"New Milford School District","""0960011""","New Milford High School","""0966111""",0,48,30,88,0,1376,1542
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,17,13,24,0,487,541
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",49,"*",82,0,934,1095
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,29,10,67,0,670,776
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",54,"*",47,0,339,455
"Newington School District","""0940011""","Elizabeth Green School","""0940211""","*","*",24,30,0,235,308
"Newington School District","""0940011""","John Paterson School","""0940811""","*",51,"*",40,0,347,471
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",71,"*",69,0,561,751
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*","*",49,77,0,512,681
"Newington School District","""0940011""","Newington High School","""0946111""","*",100,"*",121,0,1166,1465
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""","*",31,"*",55,0,262,379
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,17,"*","*",0,376,403
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""","*",13,"*",12,0,401,430
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,17,7,11,0,481,516
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",51,"*",55,0,1576,1704
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,29,14,32,0,854,929
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*","*","*",0,50,54
"Newtown School District","""0970011""","Newtown Preschool at RIS","""0978111""",0,"*",0,"*",0,26,30
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""","*",25,"*",32,0,835,902
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,27,16,22,0,568,633
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,"*","*","*",0,144,154
"Norfolk School District","""0980011""","IEP Program","""0989011""",0,"*",0,"*",0,"*","*"
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*","*","*",8,0,318,339
"North Branford School District","""0990011""","North Branford High School","""0996111""","*","*",14,18,0,655,701
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*","*",17,30,0,558,622
"North Branford School District","""0990011""","Stanley T. Williams School","""0990511""","*",7,"*",6,0,232,250
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",0,"*",6,"*",0,470,486
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,0,"*","*",0,318,338
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",0,23,19,13,0,298,353
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""",0,39,35,21,0,331,426
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""","*",23,"*",16,0,431,478
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",73,80,"*",0,1006,1222
"North Haven School District","""1010011""","North Haven Middle School","""1015211""",0,54,37,53,0,765,909
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,38,17,15,0,349,419
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",8,7,8,8,0,350,381
"North Stonington School District","""1020011""","Wheeler High School","""1026111""",6,7,"*","*",0,207,227
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*",8,"*",0,165,186
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",7,67,524,494,0,616,1708
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,12,84,232,0,107,435
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""",0,39,83,52,0,164,338
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,19,64,104,0,279,466
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,23,108,86,0,235,452
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*","*",124,261,0,85,518
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""","*","*",136,222,0,85,472
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""","*","*",74,157,0,199,449
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""",0,20,49,108,0,228,405
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""","*","*",77,140,0,287,533
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*","*",335,409,0,702,1515
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,"*",50,37,0,"*",106
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""",0,45,179,230,0,231,685
"Norwalk School District","""1030011""","Roton Middle School","""1035511""","*","*",107,128,0,161,412
"Norwalk School District","""1030011""","Rowayton School","""1031311""","*","*",66,91,0,270,444
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""","*","*",59,188,0,96,356
"Norwalk School District","""1030011""","Tracey School","""1031411""","*","*",100,188,0,120,433
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,23,176,243,0,265,707
"Norwalk School District","""1030011""","Wolfpit School","""1032411""",0,11,58,97,0,144,310
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",36,164,335,259,0,1694,2488
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",7,15,44,38,0,69,173
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,"*",10,0,26,47
"Norwich School District","""1040011""","Greeneville School","""1040611""","*","*",105,126,0,78,326
"Norwich School District","""1040011""","Hickory Street School","""1049011""",0,0,"*","*",0,7,14
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""",13,42,97,74,0,163,389
"Norwich School District","""1040011""","Kelly Middle School","""1045111""",24,19,164,137,0,334,678
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""",12,19,78,91,0,229,429
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*","*",56,52,0,247,378
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""",13,57,101,103,0,198,472
"Norwich School District","""1040011""","Thames River Academy","""1046111""","*","*",25,14,0,49,91
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",9,72,50,45,0,113,289
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*","*",60,42,0,55,178
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",9,6,69,61,0,89,234
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",68,43,0,104,225
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*","*",52,36,0,83,178
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""","*",23,"*",17,0,437,487
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""",0,43,19,28,0,519,609
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""","*",25,"*",13,0,477,525
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,20,"*","*",0,156,184
"Orange School District","""1070011""","Peck Place School","""1070511""","*",52,"*",16,0,361,439
"Orange School District","""1070011""","Race Brook School","""1070311""",0,46,9,16,0,324,395
"Orange School District","""1070011""","Turkey Hill School","""1070411""",0,30,15,8,0,245,298
"Oxford School District","""1080011""","Great Oak School","""1085111""","*","*",10,26,0,446,490
"Oxford School District","""1080011""","Oxford Center School","""1080111""","*",14,"*",18,0,490,533
"Oxford School District","""1080011""","Oxford High School","""1086011""","*","*",9,12,0,388,418
"Oxford School District","""1080011""","Quaker Farms School","""1080311""","*",10,"*",12,0,544,573
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""","*","*",150,67,0,"*",224
"Plainfield School District","""1090011""","Early Childhood Center","""1090511""","*","*",9,16,"*",248,277
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""","*","*",8,17,0,252,287
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",12,11,20,24,0,493,560
"Plainfield School District","""1090011""","Plainfield High School","""1096111""",6,11,20,38,0,798,873
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",9,8,16,16,0,349,398
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*","*",11,19,0,267,308
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",0,13,34,28,0,239,314
"Plainville School District","""1100011""","Linden Street School","""1100211""","*","*",14,43,0,338,408
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*","*",16,23,0,293,338
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""","*","*",39,41,0,488,580
"Plainville School District","""1100011""","Plainville High School","""1106111""","*","*",54,44,0,715,841
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*","*",0,33,39
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""",0,"*",13,"*",0,444,475
"Plymouth School District","""1110011""","Harry S. Fisher Elementary School","""1110411""",0,"*","*",11,0,379,400
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""",0,"*","*",17,0,393,417
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*","*",7,16,0,525,556
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""",0,13,9,9,0,509,540
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""","*","*",10,8,0,208,229
"Portland School District","""1130011""","Gildersleeve School","""1130411""",0,7,8,8,0,206,229
"Portland School District","""1130011""","Portland High School","""1136111""","*","*",11,15,0,333,362
"Portland School District","""1130011""","Portland Middle School","""1135111""","*","*",8,6,0,225,245
"Portland School District","""1130011""","Valley View School","""1130211""","*","*",20,10,0,323,364
"Preston School District","""1140011""","Preston Plains School","""1145111""","*",8,6,"*",0,145,168
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""",11,12,"*","*",0,285,320
"Putnam School District","""1160011""","Helping Hands","""1169011""",0,0,0,0,0,"*","*"
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*","*",18,24,0,593,646
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",13,9,0,299,325
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*","*","*",13,0,248,270
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",16,"*","*",0,562,587
"Redding School District","""1170011""","Redding Elementary School","""1170111""","*",45,"*",25,0,637,714
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""",0,"*","*",15,0,533,555
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""","*","*","*",9,0,315,332
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*",16,"*",19,0,573,617
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",0,43,9,9,0,339,400
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",46,"*",12,0,363,431
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",146,"*",50,0,1418,1657
"Regional School District 06","""2060012""","Goshen Center School","""2060112""",0,0,"*","*",0,211,215
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*","*",0,201,208
"Regional School District 06","""2060012""","Stepping Stones Preschool Program","""2068012""",0,0,"*",0,0,"*",10
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""","*","*",7,8,0,539,559
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,"*","*","*",0,83,90
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,0,"*",0,"*",9
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,"*","*",0,10,12
"Regional School District 07","""2070012""","Intensive Learning Program","""2079412""",0,0,0,0,0,"*","*"
"Regional School District 07","""2070012""","Links","""2079212""","*","*",0,0,0,19,21
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",0,7,"*","*",0,740,753
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",0,"*","*","*",0,350,358
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,33,33
"Regional School District 08","""2080012""","RHAM High School","""2086112""","*",18,"*",15,0,1044,1084
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""","*",9,"*",9,0,634,660
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""","*",24,"*",29,0,895,957
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,19,"*","*",0,846,889
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",0,6,"*","*",0,499,508
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,13,7,23,0,577,620
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""","*",16,"*",21,0,786,830
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*","*",11,0,290,309
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,"*",0,"*",0,115,121
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",0,0,0,0,0,21,21
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""","*","*",6,8,0,327,347
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""","*",8,"*",9,0,224,244
"Regional School District 12","""2120012""","The Burnham School","""2120112""","*","*",0,0,0,91,94
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",7,0,171,184
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*","*",6,10,0,546,569
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""","*","*","*",14,0,177,199
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""","*",6,"*","*",0,338,350
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""","*",6,"*",10,0,289,309
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,13,"*","*",0,324,346
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",0,"*","*",8,0,335,353
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""","*",7,"*",11,0,360,380
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,0,0,0,0,10,10
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""","*",8,"*",12,0,381,407
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*","*",10,17,0,806,843
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",0,"*","*",14,0,467,487
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""",0,31,"*","*",0,389,440
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,22,7,15,0,573,617
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""","*",9,"*",11,0,490,519
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,11,"*","*",0,440,467
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""",9,30,14,29,0,1322,1404
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",29,"*",16,0,480,531
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",32,"*",11,0,510,566
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,6,10,6,0,457,479
"Regional School District 16","""2160012""","Community School","""2160212""",0,"*","*","*",0,248,256
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""",0,"*","*",21,0,436,468
"Regional School District 16","""2160012""","Long River Middle School","""2165112""","*","*",17,18,0,583,621
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""","*","*",23,20,0,734,784
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",0,6,"*","*",0,283,294
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,"*","*","*",0,258,267
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",10,"*",6,0,694,716
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",19,"*",12,0,770,812
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",0,"*","*","*",0,443,453
"Regional School District 18","""2180012""","Center School","""2180312""","*",12,0,"*",0,223,239
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*","*",0,152,157
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,10,"*","*",0,425,445
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",0,13,"*","*",0,312,336
"Regional School District 18","""2180012""","Mile Creek School","""2180212""","*",12,"*",11,0,257,285
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""",7,58,29,43,0,1033,1170
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""","*",21,"*","*",0,402,429
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""",0,34,"*","*",0,377,431
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,27,6,18,0,697,748
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""","*",12,0,"*",0,346,369
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",22,"*",20,0,408,455
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""","*",56,"*",48,0,1657,1780
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""",0,"*","*",15,0,363,395
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,"*","*",20,0,553,592
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,"*","*",14,0,308,337
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""",0,60,26,40,0,469,595
"Rocky Hill School District","""1190011""","Dr. Oran A. Moser School","""1190211""",0,10,"*","*",0,60,76
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",0,55,23,43,0,397,518
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""","*",52,"*",53,0,637,776
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",132,"*",22,0,481,648
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",24,14,"*",0,474,520
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,7,17,7,0,288,319
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""",0,0,"*","*",0,182,190
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""","*","*",28,38,0,244,320
"Seymour School District","""1240011""","Bungay School","""1240111""","*",24,"*",34,0,508,576
"Seymour School District","""1240011""","Paul E. Chatfield School","""1240411""","*","*",7,15,0,279,309
"Seymour School District","""1240011""","Seymour High School","""1246111""","*",23,"*",49,0,696,793
"Seymour School District","""1240011""","Seymour Middle School","""1245111""",0,18,27,51,0,474,570
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*","*","*",0,190,196
"Shelton School District","""1260011""","Mohegan School","""1260911""","*",26,"*",15,0,585,639
"Shelton School District","""1260011""","Booth Hill School","""1261011""","*",26,"*",12,0,459,502
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""",0,27,6,24,0,548,605
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",34,"*",65,0,749,875
"Shelton School District","""1260011""","Lafayette School","""1260411""","*","*",37,63,0,242,364
"Shelton School District","""1260011""","Long Hill School","""1260811""","*",44,"*",53,0,496,618
"Shelton School District","""1260011""","Shelton High School","""1266111""",6,68,57,112,0,1410,1653
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",29,"*",27,0,216,291
"Sherman School District","""1270011""","Sherman School","""1270111""","*",8,7,"*",0,436,458
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",0,26,77,68,0,58,229
"Simsbury School District","""1280011""","Central School","""1280111""","*","*",25,23,0,375,443
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""","*",31,29,"*",0,748,838
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""","*",32,17,"*",0,458,523
"Simsbury School District","""1280011""","Simsbury High School","""1286111""","*",71,52,"*",0,1388,1562
"Simsbury School District","""1280011""","Squadron Line School","""1280711""","*",45,26,"*",0,686,778
"Simsbury School District","""1280011""","Tariffville School","""1280311""","*",15,26,"*",0,203,257
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",0,21,11,18,0,481,531
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,7,13,9,0,395,424
"Somers School District","""1290011""","Somers Elementary School","""1290411""",0,11,17,11,0,676,715
"Somers School District","""1290011""","Somers High School","""1296111""",0,7,11,12,0,547,577
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""","*",45,34,"*",0,331,445
"South Windsor School District","""1320011""","Eli Terry School","""1320711""","*",31,25,"*",0,352,433
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""","*",55,"*",22,0,370,468
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,41,27,20,0,327,415
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",102,95,"*",0,1338,1613
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",89,58,"*",0,914,1114
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,25,24,26,0,232,307
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""","*",21,"*",30,0,740,808
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""","*",20,"*",28,0,633,691
"Southington School District","""1310011""","Flanders Elementary School","""1311311""","*",11,"*",33,0,272,322
"Southington School District","""1310011""","Hatton Elementary School","""1310211""","*","*",15,27,0,381,434
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""","*","*",24,45,0,661,752
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""","*","*","*",6,0,198,213
"Southington School District","""1310011""","South End Elementary School","""1310711""",0,6,7,8,0,191,212
"Southington School District","""1310011""","Southington High School","""1316211""","*",64,"*",76,0,1908,2098
"Southington School District","""1310011""","Strong Elementary School","""1310811""","*",13,13,"*",0,424,460
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""","*",29,"*",13,0,376,423
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",0,23,7,12,0,371,413
"Sprague School District","""1330011""","Sayles School","""1330111""","*","*",25,30,0,287,354
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""","*","*",7,17,0,517,549
"Stafford School District","""1340011""","Stafford High School","""1346111""",0,13,10,12,0,512,547
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",0,"*","*",11,0,402,424
"Stafford School District","""1340011""","Staffordville School","""1340311""","*","*","*",13,0,166,189
"Stafford School District","""1340011""","West Stafford School","""1340411""","*",7,"*",6,0,178,194
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",0,0,87,37,0,7,131
"Stamford School District","""1350011""","Cloonan School","""1355611""",0,43,119,166,0,246,574
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",0,25,154,117,0,215,511
"Stamford School District","""1350011""","Dolan School","""1355311""",0,22,159,229,0,226,636
"Stamford School District","""1350011""","Hart School","""1352211""",0,34,121,176,0,95,426
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",0,36,173,242,0,145,596
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",0,41,83,277,0,139,540
"Stamford School District","""1350011""","Newfield School","""1350611""",0,65,83,142,0,339,629
"Stamford School District","""1350011""","Northeast School","""1351811""","*","*",97,257,0,371,794
"Stamford School District","""1350011""","Preschool Team","""1358011""",0,"*","*",22,0,30,64
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",0,48,168,219,0,311,746
"Stamford School District","""1350011""","Rogers International School","""1350811""",0,29,96,228,0,180,533
"Stamford School District","""1350011""","Roxbury School","""1350911""",0,54,150,178,0,280,662
"Stamford School District","""1350011""","Scofield Middle School","""1355711""","*","*",121,167,0,268,615
"Stamford School District","""1350011""","Springdale School","""1351111""","*","*",75,232,0,229,572
"Stamford School District","""1350011""","Stamford High School","""1356111""",0,95,431,430,0,706,1662
"Stamford School District","""1350011""","Stillmeadow School","""1352111""","*","*",109,219,0,234,627
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",0,37,126,150,0,292,605
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",0,47,115,143,0,182,487
"Stamford School District","""1350011""","Turn of River School","""1355511""","*","*",92,215,0,251,595
"Stamford School District","""1350011""","Westhill High School","""1356311""",0,112,552,741,0,934,2339
"Stamford School District","""1350011""","Westover School","""1351411""",0,88,137,147,0,276,648
"Sterling School District","""1360011""","Sterling Community School","""1360311""",9,"*","*",14,0,479,513
"Stonington School District","""1370011""","Deans Mill School","""1370511""","*",22,"*",15,0,472,519
"Stonington School District","""1370011""","Mystic Middle School","""1375211""","*",20,"*",9,0,380,419
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""",10,14,25,6,0,307,362
"Stonington School District","""1370011""","Special Needs Preschool Program","""1378011""",0,0,"*","*",0,13,15
"Stonington School District","""1370011""","Stonington High School","""1376111""",17,22,20,26,0,699,784
"Stonington School District","""1370011""","West Broad Street School","""1370411""","*","*",8,"*",0,160,178
"Stonington School District","""1370011""","West Vine Street School","""1370611""","*",7,"*",7,0,209,231
"Stratford School District","""1380011""","Eli Whitney School","""1381311""","*","*",106,91,0,307,518
"Stratford School District","""1380011""","Bunnell High School","""1386211""",7,33,257,225,0,790,1312
"Stratford School District","""1380011""","Chapel School","""1380311""","*","*",115,70,0,320,531
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""","*","*",150,99,0,300,571
"Stratford School District","""1380011""","Franklin School","""1380411""","*","*",91,95,0,159,358
