"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, Special Education Status"

"",,,"Graduates",,,,
"",,,"Four-Year Graduation Rate by Year",,,,
"District","School","Special Education Status","2011-12","2012-13","2013-14","2014-15","2015-16"
"New Haven School District","Engineering - Science University Magnet School","Non-Special Education","N/A","N/A","N/A",98.1,94.2
"New Haven School District","Engineering - Science University Magnet School","Special Education","N/A","N/A","N/A","*","*"
"New Haven School District","High School In The Community","Non-Special Education",56.5,61.1,46.8,51.1,56.3
"New Haven School District","High School In The Community","Special Education","*","*","*","*","*"
"New Haven School District","Hill Regional Career High School","Non-Special Education",90.6,92.5,88.4,91.5,87.4
"New Haven School District","Hill Regional Career High School","Special Education","*","*","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-Special Education",82.1,75.0,89.7,92.3,97.1
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Special Education","*","*","*","*","*"
"New Haven School District","James Hillhouse High School","Non-Special Education",56.2,60.1,72.1,73.9,79.2
"New Haven School District","James Hillhouse High School","Special Education",44.8,40.6,53.8,52.4,87.2
"New Haven School District","Metropolitan Business Academy","Non-Special Education",80.0,80.0,91.9,87.4,92.4
"New Haven School District","Metropolitan Business Academy","Special Education","*","*","*","*","*"
"New Haven School District","New Haven Academy","Non-Special Education",66.7,65.3,84.5,77.4,72.5
"New Haven School District","New Haven Academy","Special Education","*","*","*","*","*"
"New Haven School District","Sound School","Non-Special Education",91.8,92.6,93.3,87.5,96.6
"New Haven School District","Sound School","Special Education","*","*","*","*","*"
"New Haven School District","Wilbur Cross High School","Non-Special Education",71.9,67.7,68.6,67.6,78.4
"New Haven School District","Wilbur Cross High School","Special Education",48.0,41.0,35.5,55.8,62.5
"New London School District","New London High School","Non-Special Education",68.1,"*",76.2,79.9,"*"
"New London School District","New London High School","Special Education",51.2,"*",52.9,64.1,"*"
"New London School District","Science and Technology Magnet School of Southeastern Connecticut","Non-Special Education","N/A","N/A","N/A","N/A","*"
"New London School District","Science and Technology Magnet School of Southeastern Connecticut","Special Education","N/A","N/A","N/A","N/A","*"
"New Milford School District","New Milford High School","Non-Special Education",94.0,91.7,93.6,96.4,95.0
"New Milford School District","New Milford High School","Special Education",79.6,70.5,62.5,74.1,78.1
"Newington School District","Newington High School","Non-Special Education",93.5,93.8,96.4,94.2,96.1
"Newington School District","Newington High School","Special Education",65.8,61.1,60.6,83.0,75.0
"Newtown School District","Newtown High School","Non-Special Education",96.5,97.0,"*",98.8,98.2
"Newtown School District","Newtown High School","Special Education",81.1,67.5,"*",68.8,72.7
"North Branford School District","North Branford High School","Non-Special Education","*",96.6,"*","*",96.5
"North Branford School District","North Branford High School","Special Education","*",90.5,"*","*",75.0
"North Haven School District","North Haven High School","Non-Special Education",96.6,92.0,93.3,96.1,96.2
"North Haven School District","North Haven High School","Special Education",80.0,60.0,70.8,82.1,82.6
"North Stonington School District","Wheeler High School","Non-Special Education","*","*","*","*","*"
"North Stonington School District","Wheeler High School","Special Education","*","*","*","*","*"
"Norwalk School District","Brien McMahon High School","Non-Special Education",89.8,88.8,87.8,95.4,96.7
"Norwalk School District","Brien McMahon High School","Special Education",80.0,88.9,79.1,91.5,90.3
"Norwalk School District","Norwalk High School","Non-Special Education",85.6,"*","*",93.3,92.6
"Norwalk School District","Norwalk High School","Special Education",79.6,"*",86.0,69.4,73.9
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-Special Education",40.0,"*","*",47.2,53.8
"Norwalk School District","Norwalk Pathways Academy at Briggs","Special Education","*","*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","Non-Special Education",87.4,88.1,90.7,91.0,90.0
"Norwich Free Academy District","Norwich Free Academy","Special Education",78.4,65.7,64.3,70.4,56.4
