"Student Counts by School and Race"
"All Districts, All Schools"
"2007-08"

"",,,,"Race",,,,,,
"New London School District","""0950011""","Jennings School","""0950311""","*","*",88,212,0,45,352
"New London School District","""0950011""","Bennie Dover Jackson Middle School","""0955111""",12,"*",215,301,"*",87,628
"New London School District","""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","""0955211""",0,0,"*",18,0,"*",31
"New London School District","""0950011""","Harbor School","""0950211""","*","*",168,117,0,89,393
"New London School District","""0950011""","Nathan Hale Arts Magnet School","""0950911""",12,10,143,120,0,84,369
"New London School District","""0950011""","New London Clinical Day Program","""0959111""","*",0,7,11,0,"*",25
"New London School District","""0950011""","New London High School","""0956111""",14,16,288,333,0,147,798
"New London School District","""0950011""","Winthrop STEM Elementary Magnet School","""0950811""","*","*",67,198,0,39,316
"New Milford School District","""0960011""","Hill And Plain School","""0960511""",0,40,13,35,0,395,483
"New Milford School District","""0960011""","John Pettibone School","""0960711""","*",21,"*",32,0,420,490
"New Milford School District","""0960011""","New Milford High School","""0966111""","*",39,"*",87,0,1434,1591
"New Milford School District","""0960011""","Northville Elementary School","""0960811""",0,9,11,30,0,497,547
"New Milford School District","""0960011""","Sarah Noble Intermediate School","""0960911""","*",45,"*",88,0,964,1119
"New Milford School District","""0960011""","Schaghticoke Middle School","""0965211""",0,28,13,54,0,687,782
"Newington School District","""0940011""","Anna Reynolds School","""0940611""","*",45,"*",45,0,333,440
"Newington School District","""0940011""","Elizabeth Green School","""0940211""","*","*",27,26,0,241,313
"Newington School District","""0940011""","John Paterson School","""0940811""","*",47,"*",42,0,338,455
"Newington School District","""0940011""","John Wallace Middle School","""0945311""","*",70,"*",67,0,580,758
"Newington School District","""0940011""","Martin Kellogg Middle School","""0945111""","*",42,"*",60,0,528,666
"Newington School District","""0940011""","Newington High School","""0946111""","*",107,"*",125,0,1205,1528
"Newington School District","""0940011""","Ruth Chaffee School","""0940711""","*","*",35,59,0,263,388
"Newtown School District","""0970011""","Hawley Elementary School","""0970111""",0,16,"*","*",0,390,418
"Newtown School District","""0970011""","Head O'Meadow Elementary School","""0970411""","*",11,"*",17,0,411,443
"Newtown School District","""0970011""","Middle Gate Elementary School","""0970311""",0,14,10,16,0,491,531
"Newtown School District","""0970011""","Newtown High School","""0976111""","*",37,"*",58,0,1606,1719
"Newtown School District","""0970011""","Newtown Middle School","""0975111""",0,31,12,27,0,860,930
"Newtown School District","""0970011""","Newtown Preschool","""0978011""",0,"*",0,"*",0,57,62
"Newtown School District","""0970011""","Reed Intermediate School","""0970511""","*",25,"*",36,0,814,886
"Newtown School District","""0970011""","Sandy Hook Elementary School","""0970211""",0,23,14,23,0,579,639
"Norfolk School District","""0980011""","Botelle Elementary School","""0980111""",0,"*","*","*",0,155,164
"Norfolk School District","""0980011""","IEP Program","""0989011""",0,"*",0,"*",0,"*","*"
"North Branford School District","""0990011""","Jerome Harrison School","""0990411""","*","*","*",7,0,337,355
"North Branford School District","""0990011""","North Branford High School","""0996111""","*","*",12,15,0,695,730
"North Branford School District","""0990011""","North Branford Intermediate School","""0995111""","*","*",16,23,0,518,570
"North Branford School District","""0990011""","Stanley T. Williams School","""0990511""","*","*","*","*",0,253,268
"North Branford School District","""0990011""","Totoket Valley Elementary School","""0990611""",0,8,7,11,0,482,508
"North Canaan School District","""1000011""","North Canaan Elementary School","""1000111""",0,0,"*","*",0,339,359
"North Haven School District","""1010011""","Clintonville Elementary School","""1010811""",0,27,15,15,0,316,373
"North Haven School District","""1010011""","Green Acres Elementary School","""1010711""",0,39,29,14,0,355,437
"North Haven School District","""1010011""","Montowese Elementary School","""1010211""","*",20,11,"*",0,419,461
"North Haven School District","""1010011""","North Haven High School","""1016111""","*",73,85,"*",0,1018,1240
"North Haven School District","""1010011""","North Haven Middle School","""1015211""",0,63,35,43,0,776,917
"North Haven School District","""1010011""","Ridge Road Elementary School","""1010311""",0,42,21,17,0,355,435
"North Stonington School District","""1020011""","North Stonington Elementary School","""1020111""",9,6,10,10,0,338,373
"North Stonington School District","""1020011""","Wheeler High School","""1026111""",7,8,"*","*",0,220,245
"North Stonington School District","""1020011""","Wheeler Middle School","""1025111""","*","*","*","*",0,173,187
"Norwalk School District","""1030011""","Brien McMahon High School","""1036211""",6,65,500,465,0,626,1662
"Norwalk School District","""1030011""","Brookside Elementary School","""1030211""",0,8,90,191,0,113,402
"Norwalk School District","""1030011""","Columbus Magnet School","""1030311""","*","*",87,57,0,174,356
"Norwalk School District","""1030011""","Cranbury Elementary School","""1030411""",0,19,70,86,0,289,464
"Norwalk School District","""1030011""","Fox Run Elementary School","""1032011""",0,27,95,82,0,244,448
"Norwalk School District","""1030011""","Jefferson Magnet School","""1030711""","*","*",129,223,0,94,494
"Norwalk School District","""1030011""","Kendall Elementary School","""1030811""","*","*",138,234,0,81,484
"Norwalk School District","""1030011""","Marvin Elementary School","""1032211""","*","*",70,173,0,207,466
"Norwalk School District","""1030011""","Naramake Elementary School","""1032111""","*","*",57,98,0,221,397
"Norwalk School District","""1030011""","Nathan Hale Middle School","""1035211""",0,22,87,116,0,281,506
"Norwalk School District","""1030011""","Norwalk High School","""1036111""","*","*",359,387,0,741,1558
"Norwalk School District","""1030011""","Norwalk Pathways Academy at Briggs","""1036311""",0,0,50,30,0,16,96
"Norwalk School District","""1030011""","Ponus Ridge Middle School","""1035311""",0,41,181,216,0,204,642
"Norwalk School District","""1030011""","Roton Middle School","""1035511""","*","*",118,138,0,148,425
"Norwalk School District","""1030011""","Rowayton School","""1031311""","*","*",66,92,0,250,424
"Norwalk School District","""1030011""","Silvermine Elementary School","""1032311""",0,12,67,193,0,102,374
"Norwalk School District","""1030011""","Tracey School","""1031411""","*","*",100,164,0,126,413
"Norwalk School District","""1030011""","West Rocks Middle School","""1035411""",0,19,168,244,0,262,693
"Norwalk School District","""1030011""","Wolfpit School","""1032411""","*","*",67,79,0,152,308
"Norwich Free Academy District","""9010022""","Norwich Free Academy","""9016122""",35,138,296,238,0,1742,2449
"Norwich School District","""1040011""","Bishop School Early Learning Center","""1040111""",8,13,45,32,0,74,172
"Norwich School District","""1040011""","Deborah-Tennant Zinewicz  School","""1049111""","*",0,9,"*",0,28,44
"Norwich School District","""1040011""","Greeneville School","""1040611""","*","*",125,131,0,68,342
"Norwich School District","""1040011""","Hickory Street School","""1049011""","*",0,"*","*",0,7,15
"Norwich School District","""1040011""","John B. Stanton Network School","""1041411""",10,31,71,45,0,125,282
"Norwich School District","""1040011""","Kelly Middle School","""1045111""",28,22,154,137,0,405,746
"Norwich School District","""1040011""","Moriarty Magnet School","""1042011""","*","*",64,59,0,228,369
"Norwich School District","""1040011""","Samuel Huntington School","""1040811""","*","*",55,77,0,238,398
"Norwich School District","""1040011""","Teachers' Memorial Middle School","""1045211""",12,59,132,107,0,230,540
"Norwich School District","""1040011""","Thames River Academy","""1046111""",0,"*",22,"*",0,45,79
"Norwich School District","""1040011""","Thomas W. Mahan School","""1041711""",8,67,38,46,0,120,279
"Norwich School District","""1040011""","Uncas Network School","""1041911""","*","*",56,57,0,56,193
"Norwich School District","""1040011""","Veterans' Memorial School","""1041811""",9,19,79,68,0,103,278
"Norwich School District","""1040011""","Wequonnoc Magnet School","""1041511""","*","*",79,44,0,119,255
"Odyssey Community School District","""2630013""","Odyssey Community School","""2635113""","*","*",43,32,0,97,177
"Old Saybrook School District","""1060011""","Kathleen E. Goodwin School","""1060211""",0,25,12,13,0,428,478
"Old Saybrook School District","""1060011""","Old Saybrook Middle School","""1065211""","*",44,"*",25,0,566,652
"Old Saybrook School District","""1060011""","Old Saybrook Senior High School","""1066111""","*",24,"*",15,0,434,483
"Orange School District","""1070011""","Mary L. Tracy School","""1070211""",0,20,"*","*",0,165,197
"Orange School District","""1070011""","Peck Place School","""1070511""","*",50,"*",16,0,365,439
"Orange School District","""1070011""","Race Brook School","""1070311""",0,41,13,15,0,348,417
"Orange School District","""1070011""","Turkey Hill School","""1070411""",0,37,13,6,0,263,319
"Oxford School District","""1080011""","Great Oak School","""1085111""","*","*",11,23,0,475,520
"Oxford School District","""1080011""","Oxford Center School","""1080111""","*",15,"*",18,0,460,499
"Oxford School District","""1080011""","Oxford High School","""1086011""","*",7,"*",6,0,249,266
"Oxford School District","""1080011""","Quaker Farms School","""1080311""",0,"*","*",13,0,544,565
"Park City Prep Charter School District","""2830013""","Park City Prep Charter School","""2835113""",0,"*",136,64,0,"*",206
"Plainfield School District","""1090011""","Early Childhood Center","""1090511""",0,"*","*",18,0,238,266
"Plainfield School District","""1090011""","Moosup Elementary School","""1090111""",7,9,11,14,0,260,301
"Plainfield School District","""1090011""","Plainfield Central School","""1095111""",14,7,16,23,0,512,572
"Plainfield School District","""1090011""","Plainfield High School","""1096111""","*","*",20,36,0,840,916
"Plainfield School District","""1090011""","Plainfield Memorial School","""1090311""",11,8,14,18,0,335,386
"Plainfield School District","""1090011""","Shepard Hill Elementary School","""1090411""","*","*",16,17,0,274,321
"Plainville School District","""1100011""","Frank T. Wheeler School","""1100411""",0,9,34,24,0,261,328
"Plainville School District","""1100011""","Linden Street School","""1100211""","*","*",11,47,0,319,388
"Plainville School District","""1100011""","Louis Toffolon School","""1100511""","*","*",14,27,0,282,330
"Plainville School District","""1100011""","Middle School of Plainville","""1105211""","*","*",52,40,0,517,622
"Plainville School District","""1100011""","Plainville High School","""1106111""","*","*",51,44,0,778,898
"Plainville School District","""1100011""","Prekindergarten Program","""1108011""",0,"*","*",0,0,31,35
"Plymouth School District","""1110011""","Eli Terry Jr. Middle School","""1115111""",0,"*",15,"*",0,453,484
"Plymouth School District","""1110011""","Main Street School","""1110111""",0,"*","*",6,0,169,181
"Plymouth School District","""1110011""","Plymouth Center School","""1110211""","*","*","*",10,0,487,506
"Plymouth School District","""1110011""","Prospect Street School","""1110311""",0,"*",9,"*",0,159,173
"Plymouth School District","""1110011""","Terryville High School","""1116111""","*","*",8,15,0,521,553
"Pomfret School District","""1120011""","Pomfret Community School","""1120111""",0,13,10,11,0,506,540
"Portland School District","""1130011""","Brownstone Intermediate School","""1130511""",0,"*",12,"*",0,222,240
"Portland School District","""1130011""","Gildersleeve School","""1130411""","*","*",12,12,0,209,240
"Portland School District","""1130011""","Portland High School","""1136111""","*","*",14,11,0,336,364
"Portland School District","""1130011""","Portland Middle School","""1135111""","*","*",7,7,0,194,215
"Portland School District","""1130011""","Valley View School","""1130211""","*",8,16,"*",0,337,370
"Preston School District","""1140011""","Preston Plains School","""1145111""","*","*",7,8,0,169,191
"Preston School District","""1140011""","Preston Veterans' Memorial School","""1140411""",12,12,"*","*",0,277,312
"Putnam School District","""1160011""","Putnam Elementary School","""1160311""","*","*",21,25,0,574,629
"Putnam School District","""1160011""","Putnam High School","""1166111""","*","*",21,11,0,357,394
"Putnam School District","""1160011""","Putnam Middle School","""1165111""","*","*","*",8,0,268,284
"Redding School District","""1170011""","John Read Middle School","""1175111""","*",15,"*","*",0,551,574
"Redding School District","""1170011""","Redding Elementary School","""1170111""","*",40,"*",17,0,670,734
"Regional School District 01","""2010012""","Housatonic Valley Regional High School","""2016112""","*","*",6,8,0,545,562
"Regional School District 04","""2040012""","John Winthrop Middle School","""2045112""","*","*","*",6,0,326,338
"Regional School District 04","""2040012""","Valley Regional High School","""2046112""","*",15,"*",22,0,570,616
"Regional School District 05","""2050012""","Amity Middle School: Bethany","""2055112""",0,44,13,7,0,340,404
"Regional School District 05","""2050012""","Amity Middle School: Orange","""2055212""","*",35,"*",12,0,359,415
"Regional School District 05","""2050012""","Amity Regional High School","""2056112""","*",129,"*",54,0,1427,1649
"Regional School District 06","""2060012""","Goshen Center School","""2060112""",0,0,"*","*",0,215,218
"Regional School District 06","""2060012""","James Morris School","""2060212""",0,"*","*","*",0,202,211
"Regional School District 06","""2060012""","Stepping Stones Preschool Program","""2068012""",0,0,"*",0,0,"*",14
"Regional School District 06","""2060012""","Wamogo Regional High School","""2066112""",0,"*",6,"*",0,559,573
"Regional School District 06","""2060012""","Warren Elementary School","""2060312""",0,"*","*","*",0,101,108
"Regional School District 07","""2070012""","AIM","""2079112""",0,0,"*","*",0,"*",7
"Regional School District 07","""2070012""","FLEX","""2079012""",0,0,0,0,0,6,6
"Regional School District 07","""2070012""","Links","""2079212""",0,"*",0,0,0,"*",23
"Regional School District 07","""2070012""","Northwestern Regional High School","""2076112""",0,"*","*","*",0,739,748
"Regional School District 07","""2070012""","Northwestern Regional Middle School","""2075112""",0,"*","*","*",0,343,351
"Regional School District 07","""2070012""","STEP","""2079312""",0,0,0,0,0,15,15
"Regional School District 08","""2080012""","RHAM High School","""2086112""","*",13,"*",13,0,984,1019
"Regional School District 08","""2080012""","RHAM Middle School","""2085112""","*",9,"*",6,0,622,644
"Regional School District 09","""2090012""","Joel Barlow High School","""2096112""","*",31,"*",23,0,903,963
"Regional School District 10","""2100012""","Har-Bur Middle School","""2105112""",0,"*","*",22,0,886,929
"Regional School District 10","""2100012""","Harwinton Consolidated School","""2100312""",0,"*",0,"*",0,520,532
"Regional School District 10","""2100012""","Lake Garda Elementary School","""2100212""",0,16,10,22,0,557,605
"Regional School District 10","""2100012""","Lewis S. Mills High School","""2106112""","*",13,"*",15,0,744,778
"Regional School District 11","""2110012""","Parish Hill High School","""2116112""","*","*",7,8,0,273,291
"Regional School District 12","""2120012""","Booth Free School","""2120212""",0,"*",0,"*",0,123,129
"Regional School District 12","""2120012""","Early Childhood Education Center","""2128012""",0,0,0,0,0,21,21
"Regional School District 12","""2120012""","Shepaug Valley High School","""2126112""","*","*","*",12,0,373,393
"Regional School District 12","""2120012""","Shepaug Valley Middle School","""2125112""",0,"*","*",6,0,216,232
"Regional School District 12","""2120012""","The Burnham School","""2120112""","*","*",0,0,0,102,106
"Regional School District 12","""2120012""","Washington Primary School","""2120412""",0,"*","*",6,0,165,177
"Regional School District 13","""2130012""","Coginchaug Regional High School","""2136112""","*","*",6,9,0,568,587
"Regional School District 13","""2130012""","Francis E. Korn School","""2130212""","*","*","*",13,0,193,213
"Regional School District 13","""2130012""","Frank Ward Strong School","""2135112""","*",8,"*","*",0,345,360
"Regional School District 13","""2130012""","Frederick Brewster School","""2130112""","*",6,"*",14,0,279,302
"Regional School District 13","""2130012""","John Lyman School","""2130512""",0,7,"*","*",0,318,333
"Regional School District 13","""2130012""","Middlefield Memorial School","""2130412""",0,"*","*","*",0,336,350
"Regional School District 14","""2140012""","Bethlehem Elementary School","""2140112""","*",8,"*",12,0,358,380
"Regional School District 14","""2140012""","Integrated Star Preschool Program","""2148012""",0,0,0,0,0,16,16
"Regional School District 14","""2140012""","Mitchell Elementary School","""2140212""","*","*",6,10,0,423,444
"Regional School District 14","""2140012""","Nonnewaug High School","""2146112""","*",9,"*",22,0,827,866
"Regional School District 14","""2140012""","Woodbury Middle School","""2145112""",0,6,6,16,0,470,498
"Regional School District 15","""2150012""","Gainfield Elementary School","""2150412""",0,36,9,14,0,408,467
"Regional School District 15","""2150012""","Long Meadow Elementary School","""2150712""",0,15,"*","*",0,586,615
"Regional School District 15","""2150012""","Memorial Middle School","""2155212""","*",10,9,"*",0,492,521
"Regional School District 15","""2150012""","Middlebury Elementary School","""2150612""",0,"*","*",13,0,429,456
"Regional School District 15","""2150012""","Pomperaug Regional High School","""2156212""",7,23,12,39,0,1334,1415
"Regional School District 15","""2150012""","Pomperaug School","""2150512""","*",23,"*",15,0,500,541
"Regional School District 15","""2150012""","Rochambeau Middle School","""2155112""","*",30,"*",12,0,497,555
"Regional School District 16","""2160012""","Algonquin School","""2160312""",0,"*","*",11,0,471,497
"Regional School District 16","""2160012""","Community School","""2160212""","*","*","*","*",0,240,247
"Regional School District 16","""2160012""","Laurel Ledge School","""2160112""",0,"*","*",22,0,462,494
"Regional School District 16","""2160012""","Long River Middle School","""2165112""",0,"*",19,"*",0,594,631
"Regional School District 16","""2160012""","Woodland Regional High School","""2166012""","*","*",19,25,0,767,816
"Regional School District 17","""2170012""","Burr District Elementary School","""2170212""",0,9,"*","*",0,265,279
"Regional School District 17","""2170012""","Haddam Elementary School","""2170112""",0,"*",0,"*",0,258,266
"Regional School District 17","""2170012""","Haddam-Killingworth High School","""2176112""","*",12,"*",6,0,693,716
"Regional School District 17","""2170012""","Haddam-Killingworth Middle School","""2175112""","*",16,11,"*",0,805,843
"Regional School District 17","""2170012""","Killingworth Elementary School","""2170312""",0,8,"*","*",0,438,452
"Regional School District 18","""2180012""","Center School","""2180312""","*",16,0,"*",0,213,233
"Regional School District 18","""2180012""","Lyme Consolidated School","""2180112""",0,"*","*",0,0,159,162
"Regional School District 18","""2180012""","Lyme-Old Lyme High School","""2186112""",0,8,7,7,0,449,471
"Regional School District 18","""2180012""","Lyme-Old Lyme Middle School","""2185112""",0,14,"*","*",0,348,371
"Regional School District 18","""2180012""","Mile Creek School","""2180212""","*",6,"*",9,0,275,295
"Regional School District 19","""2190012""","E. O. Smith High School","""2196112""",10,51,36,46,0,1041,1184
"Ridgefield School District","""1180011""","Barlow Mountain Elementary School","""1180811""","*",9,"*","*",0,433,446
"Ridgefield School District","""1180011""","Branchville Elementary School","""1180611""",0,31,"*","*",0,392,438
"Ridgefield School District","""1180011""","East Ridge Middle School","""1185111""",0,27,6,19,0,691,743
"Ridgefield School District","""1180011""","Farmingville Elementary School","""1180411""",0,11,"*","*",0,361,384
"Ridgefield School District","""1180011""","Ridgebury Elementary School","""1180311""","*",17,"*",20,0,424,465
"Ridgefield School District","""1180011""","Ridgefield High School","""1186111""","*",60,"*",45,0,1631,1751
"Ridgefield School District","""1180011""","Scotland Elementary School","""1180511""",0,"*","*",15,0,362,390
"Ridgefield School District","""1180011""","Scotts Ridge Middle School","""1185211""",0,"*","*",20,0,541,577
"Ridgefield School District","""1180011""","Veterans Park Elementary School","""1180211""",0,"*","*",16,0,314,344
"Rocky Hill School District","""1190011""","Albert D. Griswold Middle School","""1195111""","*",56,"*",42,0,479,611
"Rocky Hill School District","""1190011""","Dr. Oran A. Moser School","""1190211""",0,19,"*","*",0,64,89
"Rocky Hill School District","""1190011""","Myrtle H. Stevens School","""1190411""",0,51,21,45,0,403,520
"Rocky Hill School District","""1190011""","Rocky Hill High School","""1196111""",0,39,32,52,0,632,755
"Rocky Hill School District","""1190011""","West Hill School","""1190511""","*",118,22,"*",0,473,631
"Salem School District","""1210011""","Salem Elementary School","""1210111""","*",17,14,"*",0,471,506
"Salisbury School District","""1220011""","Salisbury Central School","""1220111""",0,"*",11,"*",0,283,307
"Scotland School District","""1230011""","Scotland Elementary School","""1230111""","*",0,"*","*",0,184,190
"Seymour School District","""1240011""","Anna L. Lopresti School","""1240311""","*","*",25,26,0,273,339
"Seymour School District","""1240011""","Bungay School","""1240111""","*",21,"*",31,0,497,562
"Seymour School District","""1240011""","Paul E. Chatfield School","""1240411""","*","*",8,9,0,258,284
"Seymour School District","""1240011""","Seymour High School","""1246111""",6,19,28,55,0,754,862
"Seymour School District","""1240011""","Seymour Middle School","""1245111""","*","*",21,40,0,483,558
"Sharon School District","""1250011""","Sharon Center School","""1250111""",0,"*",6,"*",0,207,219
"Shelton School District","""1260011""","Mohegan School","""1260911""","*",28,"*",15,0,574,629
"Shelton School District","""1260011""","Booth Hill School","""1261011""","*",22,"*",11,0,457,494
"Shelton School District","""1260011""","Elizabeth Shelton School","""1260511""",0,"*","*",19,0,513,553
"Shelton School District","""1260011""","Intermediate School","""1265111""","*",26,"*",64,0,790,907
"Shelton School District","""1260011""","Lafayette School","""1260411""","*","*",32,67,0,264,386
"Shelton School District","""1260011""","Long Hill School","""1260811""","*",37,"*",50,0,502,609
"Shelton School District","""1260011""","Shelton High School","""1266111""","*",67,"*",118,0,1450,1687
"Shelton School District","""1260011""","Sunnyside School","""1260611""","*",32,"*",31,0,293,379
"Sherman School District","""1270011""","Sherman School","""1270111""","*",11,6,"*",0,433,456
"Side By Side Charter School District","""2700013""","Side By Side Charter School","""2700113""",0,23,76,72,0,59,230
"Simsbury School District","""1280011""","Central School","""1280111""","*",26,22,"*",0,370,440
"Simsbury School District","""1280011""","Henry James Memorial School","""1285111""",0,30,26,28,0,732,816
"Simsbury School District","""1280011""","Latimer Lane School","""1280611""","*",32,21,"*",0,469,532
"Simsbury School District","""1280011""","Simsbury High School","""1286111""","*",70,53,"*",0,1371,1535
"Simsbury School District","""1280011""","Squadron Line School","""1280711""",0,44,23,20,0,715,802
"Simsbury School District","""1280011""","Tariffville School","""1280311""",0,17,24,10,0,207,258
"Simsbury School District","""1280011""","Tootin' Hills School","""1280411""",0,20,10,19,0,517,566
"Somers School District","""1290011""","Mabelle B. Avery Middle School","""1295111""",0,"*",12,"*",0,404,427
"Somers School District","""1290011""","Somers Elementary School","""1290411""",0,11,18,15,0,685,729
"Somers School District","""1290011""","Somers High School","""1296111""",0,8,10,9,0,540,567
"South Windsor School District","""1320011""","Pleasant Valley School","""1320211""","*",41,36,"*",0,343,448
"South Windsor School District","""1320011""","Eli Terry School","""1320711""","*",29,"*",25,0,354,433
"South Windsor School District","""1320011""","Orchard Hill School","""1320611""","*",56,"*",22,0,409,507
"South Windsor School District","""1320011""","Philip R. Smith School","""1320111""",0,46,24,19,0,347,436
"South Windsor School District","""1320011""","South Windsor High School","""1326211""","*",99,92,"*",0,1380,1651
"South Windsor School District","""1320011""","Timothy Edwards School","""1325111""","*",80,61,"*",0,953,1149
"South Windsor School District","""1320011""","Wapping Elementary School","""1320411""",0,27,20,21,0,242,310
"Southington School District","""1310011""","John F. Kennedy Middle School","""1315311""","*",21,"*",17,0,740,797
"Southington School District","""1310011""","Derynoski Elementary School","""1311511""","*",24,"*",28,0,638,702
"Southington School District","""1310011""","Flanders Elementary School","""1311311""","*",16,"*",39,0,264,334
"Southington School District","""1310011""","Hatton Elementary School","""1310211""","*","*",10,28,0,383,430
"Southington School District","""1310011""","Joseph A. Depaolo Middle School","""1315111""","*","*",25,32,0,655,735
"Southington School District","""1310011""","Plantsville Elementary School","""1310611""","*","*","*","*",0,204,215
"Southington School District","""1310011""","South End Elementary School","""1310711""",0,6,"*","*",0,191,207
"Southington School District","""1310011""","Southington High School","""1316211""","*",60,"*",88,0,1967,2164
"Southington School District","""1310011""","Strong Elementary School","""1310811""","*",15,12,"*",0,427,466
"Southington School District","""1310011""","Thalberg Elementary School","""1310911""",0,30,"*","*",0,385,430
"Southington School District","""1310011""","Urbin T. Kelley School","""1311411""",0,22,8,15,0,369,414
"Sprague School District","""1330011""","Sayles School","""1330111""","*","*",27,23,0,290,351
"Stafford School District","""1340011""","Stafford Elementary School","""1340611""",0,"*","*",15,0,500,526
"Stafford School District","""1340011""","Stafford High School","""1346111""",0,11,7,15,0,488,521
"Stafford School District","""1340011""","Stafford Middle School","""1345211""",0,"*","*",13,0,451,477
"Stafford School District","""1340011""","Staffordville School","""1340311""",0,"*","*",11,0,162,178
"Stafford School District","""1340011""","West Stafford School","""1340411""","*",7,"*",7,0,185,205
"Stamford Academy District","""2820013""","Stamford Academy","""2826013""",0,0,89,32,0,10,131
"Stamford School District","""1350011""","Cloonan School","""1355611""",0,42,132,175,0,245,594
"Stamford School District","""1350011""","Davenport Ridge School","""1352011""",0,25,152,125,0,213,515
"Stamford School District","""1350011""","Dolan School","""1355311""",0,27,155,200,0,243,625
"Stamford School District","""1350011""","Hart School","""1352211""",0,23,142,163,0,92,420
"Stamford School District","""1350011""","Julia A. Stark School","""1351211""",0,41,171,233,0,156,601
"Stamford School District","""1350011""","K. T. Murphy School","""1350511""",0,36,93,281,0,138,548
"Stamford School District","""1350011""","Newfield School","""1350611""",0,63,85,138,0,346,632
"Stamford School District","""1350011""","Northeast School","""1351811""","*","*",92,247,0,390,814
"Stamford School District","""1350011""","Preschool Team","""1358011""",0,"*","*",36,0,38,83
"Stamford School District","""1350011""","Rippowam Middle School","""1355811""",0,49,186,225,0,347,807
"Stamford School District","""1350011""","Rogers International School","""1350811""",0,28,108,232,0,157,525
"Stamford School District","""1350011""","Roxbury School","""1350911""",0,45,144,148,0,317,654
"Stamford School District","""1350011""","Scofield Middle School","""1355711""","*","*",109,143,0,290,604
"Stamford School District","""1350011""","Springdale School","""1351111""","*","*",84,212,0,229,565
"Stamford School District","""1350011""","Stamford High School","""1356111""",0,95,493,444,0,765,1797
"Stamford School District","""1350011""","Stillmeadow School","""1352111""","*","*",115,212,0,210,601
"Stamford School District","""1350011""","The Academy of Information Technology","""1356411""",0,23,116,121,0,218,478
"Stamford School District","""1350011""","Toquam Magnet School","""1351911""",0,38,106,118,0,191,453
"Stamford School District","""1350011""","Turn of River School","""1355511""",0,34,95,215,0,265,609
"Stamford School District","""1350011""","Westhill High School","""1356311""",0,115,537,714,0,965,2331
"Stamford School District","""1350011""","Westover School","""1351411""",0,80,128,127,0,303,638
"Sterling School District","""1360011""","Sterling Community School","""1360311""","*",6,"*","*",0,485,503
"Stonington School District","""1370011""","Deans Mill School","""1370511""","*",25,"*",14,0,476,529
"Stonington School District","""1370011""","Mystic Middle School","""1375211""","*",18,"*",12,0,395,435
"Stonington School District","""1370011""","Pawcatuck Middle School","""1375111""","*",12,22,"*",0,287,332
"Stonington School District","""1370011""","Special Needs Preschool Program","""1378011""",0,"*","*",0,0,15,18
"Stonington School District","""1370011""","Stonington High School","""1376111""",11,22,15,32,0,731,811
"Stonington School District","""1370011""","West Broad Street School","""1370411""","*","*","*","*",0,159,175
"Stonington School District","""1370011""","West Vine Street School","""1370611""","*",6,6,"*",0,217,236
"Stratford School District","""1380011""","Eli Whitney School","""1381311""","*","*",96,77,0,328,516
"Stratford School District","""1380011""","Bunnell High School","""1386211""","*","*",259,206,0,881,1387
"Stratford School District","""1380011""","Chapel School","""1380311""","*","*",122,59,0,309,505
"Stratford School District","""1380011""","David Wooster Middle School","""1385211""","*","*",154,110,0,283,570
"Stratford School District","""1380011""","Franklin School","""1380411""","*","*",108,100,0,173,396
"Stratford School District","""1380011""","Harry B. Flood Middle School","""1385311""","*","*",121,128,0,302,569
"Stratford School District","""1380011""","Lordship School","""1380811""","*","*",49,50,0,121,225
"Stratford School District","""1380011""","Nichols School","""1380911""","*","*",88,108,0,218,430
"Stratford School District","""1380011""","Second Hill Lane School","""1381011""",8,35,106,165,0,374,688
"Stratford School District","""1380011""","Stratford Academy - Johnson House","""1381511""","*","*",195,83,0,422,720
"Stratford School District","""1380011""","Stratford High School","""1386111""","*","*",296,167,0,473,971
"Stratford School District","""1380011""","Strive-Stratford","""1389011""",0,0,"*","*",0,"*",8
"Stratford School District","""1380011""","Wilcoxson School","""1381411""",0,15,71,87,0,225,398
"Suffield School District","""1390011""","A. Ward Spaulding School","""1390411""",0,9,14,10,0,508,541
"Suffield School District","""1390011""","McAlister Intermediate School","""1390311""","*",17,"*",13,0,531,572
"Suffield School District","""1390011""","Suffield High School","""1396111""",0,6,17,15,0,807,845
"Suffield School District","""1390011""","Suffield Middle School","""1395111""","*","*",13,14,0,597,636
"The Bridge Academy District","""2690013""","The Bridge Academy","""2696113""",0,0,177,77,0,6,260
"The Gilbert School District","""9020022""","The Gilbert School","""9026122""","*","*",14,33,0,354,408
"Thomaston School District","""1400011""","Black Rock School","""1400111""",0,"*","*","*",0,379,387
"Thomaston School District","""1400011""","Thomaston Center School","""1400211""",0,"*","*","*",0,285,294
"Thomaston School District","""1400011""","Thomaston High School","""1406211""",0,"*","*",10,0,567,585
"Thompson School District","""1410011""","Mary R. Fisher Elementary School","""1410111""",14,9,11,16,0,524,574
"Thompson School District","""1410011""","Thompson Middle School","""1415111""",7,"*","*",13,0,474,503
"Thompson School District","""1410011""","Tourtellotte Memorial High School","""1416111""","*","*","*",9,0,383,399
"Tolland School District","""1420011""","Birch Grove Primary School","""1420111""","*",28,17,"*",0,701,760
