"school_code","district_code","district","school","subject","special_education","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","ELA","Y","64","64","100.0","64","52","81.3","12","18.8","0","0.0","0","0.0","0","0.0"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","Math","N","411","411","100.0","411","237","57.7","*","*","*","*","10","2.4","*","*"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","Math","Y","64","64","100.0","64","61","95.3","*","*","*","*","0","0.0","*","*"
"0151111","0150011","Bridgeport School District","Hall School","ELA","N","108","108","100.0","108","58","53.7","*","*","16","14.8","*","*","*","*"
"0151111","0150011","Bridgeport School District","Hall School","ELA","Y","24","24","100.0","24","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0151111","0150011","Bridgeport School District","Hall School","Math","N","108","108","100.0","108","52","48.1","*","*","12","11.1","*","*","*","*"
"0151111","0150011","Bridgeport School District","Hall School","Math","Y","24","24","100.0","24","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0151211","0150011","Bridgeport School District","Hallen School","ELA","N","124","124","100.0","124","57","46.0","*","*","*","*","*","*","*","*"
"0151211","0150011","Bridgeport School District","Hallen School","ELA","Y","28","27","96.4","27","22","81.5","*","*","*","*","0","0.0","*","*"
"0151211","0150011","Bridgeport School District","Hallen School","Math","N","124","124","100.0","124","74","59.7","40","32.3","10","8.1","0","0.0","*","*"
"0151211","0150011","Bridgeport School District","Hallen School","Math","Y","28","27","96.4","27","*","*","0","0.0","0","0.0","*","*","*","*"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","ELA","N","241","241","100.0","241","*","*","64","26.6","*","*","50","20.7","*","*"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","ELA","Y","27","27","100.0","27","14","51.9","*","*","*","*","0","0.0","*","*"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","Math","N","241","241","100.0","241","93","38.6","*","*","46","19.1","*","*","*","*"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","Math","Y","27","27","100.0","27","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0151311","0150011","Bridgeport School District","Hooker School","ELA","N","201","199","99.0","196","69","35.2","62","31.6","*","*","*","*","*","*"
"0151311","0150011","Bridgeport School District","Hooker School","ELA","Y","41","35","85.4","34","26","76.5","*","*","0","0.0","*","*","*","*"
"0151311","0150011","Bridgeport School District","Hooker School","Math","N","200","193","96.5","193","108","56.0","*","*","*","*","*","*","*","*"
"0151311","0150011","Bridgeport School District","Hooker School","Math","Y","41","33","80.5","33","29","87.9","*","*","*","*","0","0.0","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","ELA","N","252","250","99.2","250","70","28.0","*","*","*","*","30","12.0","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","ELA","Y","22","22","100.0","22","14","63.6","*","*","*","*","0","0.0","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","Math","N","252","250","99.2","250","102","40.8","*","*","*","*","14","5.6","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","Math","Y","22","22","100.0","22","16","72.7","*","*","*","*","0","0.0","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","ELA","N","297","297","100.0","297","138","46.5","93","31.3","*","*","*","*","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","ELA","Y","63","63","100.0","63","54","85.7","*","*","*","*","0","0.0","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","Math","N","296","296","100.0","296","177","59.8","87","29.4","*","*","*","*","32","10.8"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","Math","Y","63","63","100.0","63","57","90.5","6","9.5","0","0.0","0","0.0","0","0.0"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","ELA","N","532","532","100.0","532","428","80.5","*","*","28","5.3","*","*","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","ELA","Y","87","87","100.0","87","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","Math","N","532","532","100.0","532","466","87.6","*","*","10","1.9","*","*","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","Math","Y","87","86","98.9","86","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0152011","0150011","Bridgeport School District","Madison School","ELA","N","248","248","100.0","245","78","31.8","*","*","*","*","*","*","*","*"
"0152011","0150011","Bridgeport School District","Madison School","ELA","Y","47","46","97.9","46","37","80.4","*","*","*","*","*","*","*","*"
"0152011","0150011","Bridgeport School District","Madison School","Math","N","248","248","100.0","246","129","52.4","*","*","*","*","*","*","*","*"
"0152011","0150011","Bridgeport School District","Madison School","Math","Y","47","46","97.9","46","39","84.8","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","ELA","N","288","283","98.3","283","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","Math","N","288","283","98.3","283","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152511","0150011","Bridgeport School District","Read School","ELA","N","471","471","100.0","471","265","56.3","113","24.0","*","*","*","*","*","*"
"0152511","0150011","Bridgeport School District","Read School","ELA","Y","67","66","98.5","66","56","84.8","*","*","*","*","0","0.0","*","*"
"0152511","0150011","Bridgeport School District","Read School","Math","N","472","472","100.0","472","315","66.7","114","24.2","*","*","*","*","*","*"
"0152511","0150011","Bridgeport School District","Read School","Math","Y","67","66","98.5","66","57","86.4","*","*","*","*","0","0.0","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","ELA","N","278","276","99.3","276","200","72.5","*","*","*","*","8","2.9","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","ELA","Y","50","50","100.0","50","48","96.0","*","*","*","*","0","0.0","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","Math","N","278","276","99.3","276","226","81.9","*","*","*","*","0","0.0","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","Math","Y","50","50","100.0","50","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0153011","0150011","Bridgeport School District","Waltersville School","ELA","N","257","256","99.6","255","133","52.2","*","*","*","*","9","3.5","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","ELA","Y","48","48","100.0","48","42","87.5","*","*","*","*","0","0.0","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","Math","N","257","255","99.2","254","179","70.5","*","*","10","3.9","*","*","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","Math","Y","48","47","97.9","47","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0153611","0150011","Bridgeport School District","Winthrop School","ELA","N","395","395","100.0","395","95","24.1","114","28.9","*","*","*","*","186","47.1"
"0153611","0150011","Bridgeport School District","Winthrop School","ELA","Y","48","48","100.0","48","34","70.8","7","14.6","*","*","*","*","7","14.6"
"0153611","0150011","Bridgeport School District","Winthrop School","Math","N","395","395","100.0","395","198","50.1","119","30.1","*","*","*","*","*","*"
"0153611","0150011","Bridgeport School District","Winthrop School","Math","Y","48","48","100.0","48","36","75.0","*","*","*","*","0","0.0","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","ELA","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","Math","Y","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","ELA","N","577","576","99.8","576","*","*","150","26.0","240","41.7","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","ELA","Y","122","121","99.2","121","80","66.1","30","24.8","*","*","*","*","11","9.1"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","Math","N","577","576","99.8","576","134","23.3","205","35.6","*","*","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","Math","Y","122","121","99.2","121","96","79.3","*","*","*","*","0","0.0","*","*"
"0173411","0170011","Bristol School District","Chms Goal","ELA","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0173411","0170011","Bristol School District","Chms Goal","Math","Y","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0170311","0170011","Bristol School District","Edgewood School","ELA","N","152","151","99.3","151","20","13.2","*","*","*","*","59","39.1","*","*"
"0170311","0170011","Bristol School District","Edgewood School","ELA","Y","23","23","100.0","23","18","78.3","*","*","*","*","0","0.0","*","*"
"0170311","0170011","Bristol School District","Edgewood School","Math","N","152","151","99.3","151","19","12.6","51","33.8","*","*","39","25.8","*","*"
"0170311","0170011","Bristol School District","Edgewood School","Math","Y","23","23","100.0","23","14","60.9","6","26.1","*","*","0","0.0","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","ELA","N","160","160","100.0","160","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","ELA","Y","18","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","Math","N","160","160","100.0","160","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","Math","Y","18","17","*","17","*","*","*","*","*","*","*","*","*","*"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","ELA","N","489","489","100.0","489","*","*","130","26.6","181","37.0","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","ELA","Y","91","91","100.0","91","61","67.0","16","17.6","*","*","*","*","14","15.4"
"0170511","0170011","Bristol School District","Greene-Hills School","Math","N","490","490","100.0","490","*","*","171","34.9","126","25.7","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","Math","Y","91","91","100.0","91","69","75.8","15","16.5","*","*","*","*","7","7.7"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","ELA","N","169","169","100.0","169","22","13.0","31","18.3","*","*","*","*","116","68.6"
"0171911","0170011","Bristol School District","Ivy Drive School","ELA","Y","34","34","100.0","34","20","58.8","6","17.6","*","*","*","*","8","23.5"
"0171911","0170011","Bristol School District","Ivy Drive School","Math","N","169","169","100.0","169","18","10.7","38","22.5","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","Math","Y","34","34","100.0","34","23","67.6","7","20.6","*","*","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","ELA","N","149","149","100.0","149","*","*","36","24.2","50","33.6","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","ELA","Y","30","30","100.0","30","14","46.7","*","*","8","26.7","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","Math","N","149","149","100.0","149","*","*","52","34.9","*","*","30","20.1","*","*"
