"school_code","district_code","district","school","subject","ell","total_numberof_students","total_numbertested","smarter_balancedparticipationrate","total_number_with_scored_tests","level_1_not_met_count","_","level_2_approaching_count","_1","level_3_met_count","_2","level_4_exceeded_count","_3","level_3_4_met_or_exceeded_count","_4"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","ELA","N","422","422","100.0","422","329","78.0","62","14.7","*","*","*","*","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","ELA","Y","197","197","100.0","197","182","92.4","*","*","*","*","0","0.0","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","Math","N","421","420","99.8","420","364","86.7","46","11.0","*","*","*","*","*","*"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","Math","Y","198","198","100.0","198","187","94.4","*","*","*","*","0","0.0","*","*"
"0152011","0150011","Bridgeport School District","Madison School","ELA","N","251","250","99.6","249","89","35.7","70","28.1","*","*","*","*","90","36.1"
"0152011","0150011","Bridgeport School District","Madison School","ELA","Y","44","44","100.0","42","26","61.9","10","23.8","*","*","*","*","6","14.3"
"0152011","0150011","Bridgeport School District","Madison School","Math","N","251","250","99.6","249","138","55.4","66","26.5","*","*","*","*","*","*"
"0152011","0150011","Bridgeport School District","Madison School","Math","Y","44","44","100.0","43","30","69.8","*","*","*","*","0","0.0","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","ELA","N","288","283","98.3","283","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","Math","N","288","283","98.3","283","*","*","*","*","*","*","*","*","*","*"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0151711","0150011","Bridgeport School District","Park City Magnet School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0152511","0150011","Bridgeport School District","Read School","ELA","N","493","492","99.8","492","283","57.5","115","23.4","*","*","*","*","*","*"
"0152511","0150011","Bridgeport School District","Read School","ELA","Y","45","45","100.0","45","38","84.4","*","*","*","*","0","0.0","*","*"
"0152511","0150011","Bridgeport School District","Read School","Math","N","494","493","99.8","493","332","67.3","*","*","*","*","12","2.4","*","*"
"0152511","0150011","Bridgeport School District","Read School","Math","Y","45","45","100.0","45","40","88.9","*","*","*","*","0","0.0","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","ELA","N","287","285","99.3","285","209","73.3","*","*","19","6.7","*","*","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","ELA","Y","41","41","100.0","41","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0152611","0150011","Bridgeport School District","Roosevelt School","Math","N","287","285","99.3","285","234","82.1","*","*","*","*","0","0.0","*","*"
"0152611","0150011","Bridgeport School District","Roosevelt School","Math","Y","41","41","100.0","41","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0153011","0150011","Bridgeport School District","Waltersville School","ELA","N","275","274","99.6","273","148","54.2","*","*","35","12.8","*","*","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","ELA","Y","30","30","100.0","30","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0153011","0150011","Bridgeport School District","Waltersville School","Math","N","275","272","98.9","271","197","72.7","*","*","10","3.7","*","*","*","*"
"0153011","0150011","Bridgeport School District","Waltersville School","Math","Y","30","30","100.0","30","*","*","*","*","0","0.0","0","0.0","0","0.0"
"0153611","0150011","Bridgeport School District","Winthrop School","ELA","N","410","410","100.0","410","106","25.9","115","28.0","*","*","*","*","*","*"
"0153611","0150011","Bridgeport School District","Winthrop School","ELA","Y","33","33","100.0","33","23","69.7","6","18.2","*","*","*","*","*","*"
"0153611","0150011","Bridgeport School District","Winthrop School","Math","N","410","410","100.0","410","209","51.0","*","*","*","*","21","5.1","*","*"
"0153611","0150011","Bridgeport School District","Winthrop School","Math","Y","33","33","100.0","33","25","75.8","*","*","*","*","0","0.0","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","ELA","N","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","Math","N","12","12","*","12","*","*","*","*","*","*","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","ELA","N","679","677","99.7","677","151","22.3","*","*","*","*","101","14.9","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","ELA","Y","20","20","100.0","20","16","80.0","*","*","*","*","0","0.0","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","Math","N","679","677","99.7","677","213","31.5","*","*","142","21.0","*","*","*","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","Math","Y","20","20","100.0","20","17","85.0","*","*","0","0.0","*","*","*","*"
"0173411","0170011","Bristol School District","Chms Goal","ELA","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0173411","0170011","Bristol School District","Chms Goal","Math","N","8","8","*","8","*","*","*","*","*","*","*","*","*","*"
"0170311","0170011","Bristol School District","Edgewood School","ELA","N","161","160","99.4","160","*","*","*","*","*","*","*","*","*","*"
"0170311","0170011","Bristol School District","Edgewood School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0170311","0170011","Bristol School District","Edgewood School","Math","N","161","160","99.4","160","*","*","*","*","*","*","*","*","*","*"
"0170311","0170011","Bristol School District","Edgewood School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","ELA","N","164","163","99.4","163","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","ELA","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","Math","N","164","163","99.4","163","*","*","*","*","*","*","*","*","*","*"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","Math","Y","14","14","*","14","*","*","*","*","*","*","*","*","*","*"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","ELA","N","550","550","100.0","550","131","23.8","139","25.3","*","*","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","ELA","Y","30","30","100.0","30","18","60.0","*","*","*","*","0","0.0","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","Math","N","551","551","100.0","551","177","32.1","174","31.6","*","*","*","*","*","*"
"0170511","0170011","Bristol School District","Greene-Hills School","Math","Y","30","30","100.0","30","15","50.0","12","40.0","*","*","*","*","*","*"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","ELA","N","194","194","100.0","194","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","ELA","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","Math","N","194","194","100.0","194","*","*","*","*","*","*","*","*","*","*"
"0171911","0170011","Bristol School District","Ivy Drive School","Math","Y","9","9","*","9","*","*","*","*","*","*","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","ELA","N","172","172","100.0","172","*","*","*","*","*","*","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","Math","N","173","172","99.4","172","*","*","*","*","*","*","*","*","*","*"
"0171711","0170011","Bristol School District","Mountain View School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","ELA","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","Math","N","6","6","*","6","*","*","*","*","*","*","*","*","*","*"
"0175211","0170011","Bristol School District","Northeast Middle School","ELA","N","404","403","99.8","403","*","*","*","*","*","*","*","*","*","*"
"0175211","0170011","Bristol School District","Northeast Middle School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0175211","0170011","Bristol School District","Northeast Middle School","Math","N","404","403","99.8","403","*","*","*","*","*","*","*","*","*","*"
"0175211","0170011","Bristol School District","Northeast Middle School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0173111","0170011","Bristol School District","South Side GOAL","ELA","N","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0173111","0170011","Bristol School District","South Side GOAL","Math","N","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0171111","0170011","Bristol School District","South Side School","ELA","N","204","204","100.0","204","*","*","*","*","*","*","*","*","*","*"
"0171111","0170011","Bristol School District","South Side School","ELA","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0171111","0170011","Bristol School District","South Side School","Math","N","204","204","100.0","204","*","*","*","*","*","*","*","*","*","*"
"0171111","0170011","Bristol School District","South Side School","Math","Y","7","7","*","7","*","*","*","*","*","*","*","*","*","*"
"0173211","0170011","Bristol School District","Stafford Autism","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0173211","0170011","Bristol School District","Stafford Autism","Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"0171211","0170011","Bristol School District","Stafford School","ELA","N","214","213","99.5","213","*","*","*","*","*","*","*","*","*","*"
"0171211","0170011","Bristol School District","Stafford School","ELA","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0171211","0170011","Bristol School District","Stafford School","Math","N","214","213","99.5","213","*","*","*","*","*","*","*","*","*","*"
"0171211","0170011","Bristol School District","Stafford School","Math","Y","11","11","*","11","*","*","*","*","*","*","*","*","*","*"
"0172011","0170011","Bristol School District","West Bristol School","ELA","N","588","583","99.1","583","120","20.6","148","25.4","*","*","*","*","*","*"
"0172011","0170011","Bristol School District","West Bristol School","ELA","Y","35","35","100.0","35","25","71.4","*","*","*","*","0","0.0","*","*"
"0172011","0170011","Bristol School District","West Bristol School","Math","N","588","583","99.1","583","173","29.7","208","35.7","*","*","*","*","*","*"
