"school_code","district_code","district","school","subject","ell","total_numberwith_scored_tests","count","_","count_1","_1","count_2","_2","count_3","_3","count_4","_4","averagescore"
"1186111","1180011","Ridgefield School District","Ridgefield High School","Math","N","410","7","1.7","68","16.6","193","47.1","142","34.6","335","81.7","607"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1190311","1190011","Rocky Hill School District","Pathways","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1246111","1240011","Seymour School District","Seymour High School","ELA","N","151","27","17.9","33","21.9","76","50.3","15","9.9","91","60.3","502"
"1246111","1240011","Seymour School District","Seymour High School","Math","N","151","30","19.9","66","43.7","44","29.1","11","7.3","55","36.4","496"
"1266111","1260011","Shelton School District","Shelton High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1266111","1260011","Shelton School District","Shelton High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1266111","1260011","Shelton School District","Shelton High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1266111","1260011","Shelton School District","Shelton High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1286111","1280011","Simsbury School District","Simsbury High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1290511","1290011","Somers School District","Aspire","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1296111","1290011","Somers School District","Somers High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1326211","1320011","South Windsor School District","South Windsor High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","ELA","N","13","*","*","*","*","*","*","*","*","*","*","*"
"1310111","1310011","Southington School District","Alta","Math","N","13","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1316211","1310011","Southington School District","Southington High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1346111","1340011","Stafford School District","Stafford High School","ELA","N","99","11","11.1","13","13.1","56","56.6","19","19.2","75","75.8","537"
"1346111","1340011","Stafford School District","Stafford High School","Math","N","99","12","12.1","40","40.4","36","36.4","11","11.1","47","47.5","528"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"2826013","2820013","Stamford Academy District","Stamford Academy","ELA","N","25","17","68.0","*","*","*","*","0","0.0","*","*","384"
"2826013","2820013","Stamford Academy District","Stamford Academy","Math","N","25","19","76.0","6","24.0","0","0.0","0","0.0","0","0.0","370"
"1350411","1350011","Stamford School District","Alternate Routes To Success","ELA","N","15","*","*","*","*","*","*","*","*","*","*","*"
"1350411","1350011","Stamford School District","Alternate Routes To Success","Math","N","11","*","*","*","*","*","*","*","*","*","*","*"
"1356111","1350011","Stamford School District","Stamford High School","ELA","N","386","74","19.2","92","23.8","*","*","*","*","*","*","494"
"1356111","1350011","Stamford School District","Stamford High School","ELA","Y","46","36","78.3","*","*","*","*","0","0.0","*","*","390"
"1356111","1350011","Stamford School District","Stamford High School","Math","N","386","101","26.2","166","43.0","*","*","*","*","*","*","480"
"1356111","1350011","Stamford School District","Stamford High School","Math","Y","46","33","71.7","*","*","*","*","0","0.0","*","*","386"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1356411","1350011","Stamford School District","The Academy of Information Technology","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1356411","1350011","Stamford School District","The Academy of Information Technology","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1356311","1350011","Stamford School District","Westhill High School","ELA","N","421","*","*","94","22.3","*","*","78","18.5","*","*","519"
"1356311","1350011","Stamford School District","Westhill High School","ELA","Y","67","51","76.1","*","*","*","*","0","0.0","*","*","385"
"1356311","1350011","Stamford School District","Westhill High School","Math","N","421","101","24.0","155","36.8","*","*","*","*","*","*","506"
"1356311","1350011","Stamford School District","Westhill High School","Math","Y","67","54","80.6","*","*","*","*","0","0.0","*","*","377"
"1370711","1370011","Stonington School District","SAILS","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1370711","1370011","Stonington School District","SAILS","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1376111","1370011","Stonington School District","Stonington High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1380511","1380011","Stratford School District","ALPHA","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1386211","1380011","Stratford School District","Bunnell High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1382011","1380011","Stratford School District","High School STEPS 9-12","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1386111","1380011","Stratford School District","Stratford High School","ELA","N","223","*","*","*","*","*","*","*","*","*","*","513"
"1386111","1380011","Stratford School District","Stratford High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1386111","1380011","Stratford School District","Stratford High School","Math","N","223","*","*","*","*","*","*","*","*","*","*","482"
"1386111","1380011","Stratford School District","Stratford High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1396111","1390011","Suffield School District","Suffield High School","ELA","N","180","13","7.2","19","10.6","105","58.3","43","23.9","148","82.2","556"
"1396111","1390011","Suffield School District","Suffield High School","Math","N","180","18","10.0","64","35.6","77","42.8","21","11.7","98","54.4","534"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","ELA","N","40","14","35.0","14","35.0","12","30.0","0","0.0","12","30.0","438"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","Math","N","40","*","*","21","52.5","*","*","0","0.0","*","*","431"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"9026122","9020022","The Gilbert School District","The Gilbert School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1406211","1400011","Thomaston School District","Thomaston High School","ELA","N","62","*","*","11","17.7","37","59.7","*","*","*","*","502"
"1406211","1400011","Thomaston School District","Thomaston High School","Math","N","62","*","*","32","51.6","17","27.4","*","*","*","*","478"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","ELA","N","44","*","*","11","25.0","24","54.5","*","*","*","*","506"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","Math","N","44","15","34.1","17","38.6","12","27.3","0","0.0","12","27.3","471"
"1426111","1420011","Tolland School District","Tolland High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1426111","1420011","Tolland School District","Tolland High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1431411","1430011","Torrington School District","Migeon Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","ELA","N","181","*","*","*","*","*","*","*","*","*","*","499"
"1436111","1430011","Torrington School District","Torrington High School","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"1436111","1430011","Torrington School District","Torrington High School","Math","N","181","*","*","*","*","*","*","*","*","*","*","474"
"1436111","1430011","Torrington School District","Torrington High School","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1440511","1440011","Trumbull School District","REACH","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children's Place School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3470315","3470015","Unified School District #2","Riverview School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"3480315","1460011","Vernon School District","Hartford Detention Center","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","ELA","N","181","*","*","*","*","*","*","*","*","*","*","524"
"1466111","1460011","Vernon School District","Rockville High School","ELA","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","Math","N","181","*","*","*","*","*","*","*","*","*","*","498"
"1466111","1460011","Vernon School District","Rockville High School","Math","Y","6","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1480511","1480011","Wallingford School District","Education Enhancement Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","N","242","*","*","*","*","*","*","*","*","*","*","516"
"1486111","1480011","Wallingford School District","Lyman Hall High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","N","242","*","*","*","*","*","*","*","*","*","*","488"
"1486111","1480011","Wallingford School District","Lyman Hall High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","N","204","88","43.1","*","*","*","*","9","4.4","*","*","442"
"1516211","1510011","Waterbury School District","Crosby High School","ELA","Y","34","31","91.2","*","*","*","*","0","0.0","*","*","366"
"1516211","1510011","Waterbury School District","Crosby High School","Math","N","203","122","60.1","61","30.0","*","*","*","*","*","*","409"
"1516211","1510011","Waterbury School District","Crosby High School","Math","Y","34","27","79.4","*","*","*","*","0","0.0","*","*","375"
"1519111","1510011","Waterbury School District","Enlightenment School","ELA","N","12","*","*","*","*","*","*","*","*","*","*","*"
"1519111","1510011","Waterbury School District","Enlightenment School","Math","N","12","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1513911","1510011","Waterbury School District","Excel III","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","N","216","87","40.3","*","*","68","31.5","*","*","*","*","452"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","ELA","Y","30","*","*","*","*","0","0.0","0","0.0","0","0.0","369"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","N","215","110","51.2","*","*","15","7.0","*","*","*","*","420"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","Math","Y","29","*","*","*","*","0","0.0","0","0.0","0","0.0","367"
"1519011","1510011","Waterbury School District","State Street School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1519011","1510011","Waterbury School District","State Street School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","ELA","N","112","20","17.9","28","25.0","55","49.1","9","8.0","64","57.1","496"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","Math","N","112","30","26.8","62","55.4","*","*","*","*","20","17.9","461"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","N","194","*","*","*","*","*","*","*","*","*","*","478"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","ELA","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","N","194","*","*","*","*","*","*","0","0.0","*","*","442"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","Math","Y","10","*","*","*","*","*","*","*","*","*","*","*"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","N","206","83","40.3","*","*","55","26.7","*","*","*","*","441"
"1516311","1510011","Waterbury School District","Wilby High School","ELA","Y","28","*","*","*","*","0","0.0","0","0.0","0","0.0","372"
"1516311","1510011","Waterbury School District","Wilby High School","Math","N","205","124","60.5","*","*","10","4.9","*","*","*","*","404"
"1516311","1510011","Waterbury School District","Wilby High School","Math","Y","28","*","*","*","*","0","0.0","0","0.0","0","0.0","367"
"1526111","1520011","Waterford School District","Waterford High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1536111","1530011","Watertown School District","Watertown High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","ELA","N","20","13","65.0","*","*","*","*","0","0.0","*","*","395"
"1557311","1550011","West Hartford School District","REACH","Math","N","19","*","*","*","*","*","*","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","ELA","N","348","*","*","*","*","*","*","*","*","*","*","558"
"1556111","1550011","West Hartford School District","Conard High School","ELA","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1556111","1550011","West Hartford School District","Conard High School","Math","N","348","*","*","*","*","*","*","*","*","*","*","545"
"1556111","1550011","West Hartford School District","Conard High School","Math","Y","9","*","*","*","*","*","*","*","*","*","*","*"
"1556211","1550011","West Hartford School District","Hall High School","ELA","N","350","*","*","*","*","*","*","*","*","*","*","584"
"1556211","1550011","West Hartford School District","Hall High School","ELA","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1556211","1550011","West Hartford School District","Hall High School","Math","N","350","*","*","*","*","*","*","*","*","*","*","568"
"1556211","1550011","West Hartford School District","Hall High School","Math","Y","15","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560711","1560011","West Haven School District","Blended","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1566111","1560011","West Haven School District","West Haven High School","ELA","N","270","63","23.3","*","*","*","*","17","6.3","*","*","481"
"1566111","1560011","West Haven School District","West Haven High School","ELA","Y","25","19","76.0","*","*","*","*","0","0.0","*","*","382"
"1566111","1560011","West Haven School District","West Haven High School","Math","N","270","81","30.0","138","51.1","45","16.7","6","2.2","51","18.9","461"
"1566111","1560011","West Haven School District","West Haven High School","Math","Y","25","18","72.0","7","28.0","0","0.0","0","0.0","0","0.0","383"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1576111","1570011","Weston School District","Weston High School","ELA","N","197","19","9.6","12","6.1","90","45.7","76","38.6","166","84.3","585"
"1576111","1570011","Weston School District","Weston High School","Math","N","197","25","12.7","32","16.2","69","35.0","71","36.0","140","71.1","582"
"1586111","1580011","Westport School District","Staples High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1586111","1580011","Westport School District","Staples High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1586111","1580011","Westport School District","Staples High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1586111","1580011","Westport School District","Staples High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","N","242","*","*","*","*","*","*","*","*","*","*","526"
"1596111","1590011","Wethersfield School District","Wethersfield High School","ELA","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","N","242","*","*","*","*","*","*","*","*","*","*","521"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Math","Y","8","*","*","*","*","*","*","*","*","*","*","*"
"1616111","1610011","Wilton School District","Wilton High School","ELA","N","327","9","2.8","13","4.0","163","49.8","142","43.4","305","93.3","605"
"1616111","1610011","Wilton School District","Wilton High School","Math","N","326","11","3.4","66","20.2","135","41.4","114","35.0","249","76.4","597"
"1636111","1630011","Windham School District","Windham High School","ELA","N","74","25","33.8","*","*","22","29.7","*","*","*","*","455"
"1636111","1630011","Windham School District","Windham High School","ELA","Y","27","*","*","*","*","0","0.0","0","0.0","0","0.0","373"
"1636111","1630011","Windham School District","Windham High School","Math","N","74","38","51.4","*","*","*","*","0","0.0","*","*","430"
"1636111","1630011","Windham School District","Windham High School","Math","Y","27","*","*","*","*","0","0.0","0","0.0","0","0.0","355"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1640311","1640011","Windsor School District","Spark","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1646111","1640011","Windsor School District","Windsor High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1660411","1660011","Wolcott School District","Phoenix Program","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1660411","1660011","Wolcott School District","Phoenix Program","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"1666111","1660011","Wolcott School District","Wolcott High School","Math","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","ELA","N","258","21","8.1","39","15.1","153","59.3","45","17.4","198","76.7","540"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","Math","N","258","34","13.2","93","36.0","76","29.5","55","21.3","131","50.8","538"

