"school_code","district_code","district","school","special_education_status","2011_12","2012_13","2013_14","2014_15","2015_16"
"1559511","1550011","West Hartford School District","Whiting Lane Learning Center","Special Education","","","","*","*"
"1551311","1550011","West Hartford School District","Whiting Lane School","Non-Special Education","4.4","*","3.9","*","*"
"1551311","1550011","West Hartford School District","Whiting Lane School","Special Education","10.9","*","10.0","*","*"
"1559611","1550011","West Hartford School District","Wolcott Learning Center","Special Education","","","","*","*"
"1551511","1550011","West Hartford School District","Wolcott School","Non-Special Education","*","*","4.0","*","*"
"1551511","1550011","West Hartford School District","Wolcott School","Special Education","*","*","11.1","*","*"
"1561211","1560011","West Haven School District","Washington School","Non-Special Education","8.7","17.8","12.9","15.7","10.8"
"1561211","1560011","West Haven School District","Washington School","Special Education","*","28.6","23.5","25.0","14.0"
"1560111","1560011","West Haven School District","Life Skills","Special Education","","","*","*","*"
"1561111","1560011","West Haven School District","ASD Lab","Special Education","","","","","*"
"1560811","1560011","West Haven School District","Alma E. Pagels School","Non-Special Education","5.6","10.8","13.7","11.3","7.9"
"1560811","1560011","West Haven School District","Alma E. Pagels School","Special Education","12.1","28.4","24.0","13.2","20.0"
"1560711","1560011","West Haven School District","Blended","Non-Special Education","","","","","*"
"1560711","1560011","West Haven School District","Blended","Special Education","","","","","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Non-Special Education","","","","","*"
"1560511","1560011","West Haven School District","Blended (Molloy)","Special Education","","","","","*"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","Non-Special Education","11.6","11.4","12.5","13.6","10.0"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","Special Education","22.4","23.1","16.7","19.2","16.7"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","Non-Special Education","*","15.1","10.2","*","*"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","Special Education","*","24.1","19.4","*","*"
"1560311","1560011","West Haven School District","Forest School","Non-Special Education","*","13.2","10.9","12.1","*"
"1560311","1560011","West Haven School District","Forest School","Special Education","*","12.3","17.1","19.4","*"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","Non-Special Education","22.4","25.6","17.2","21.4","12.7"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","Special Education","31.3","39.2","25.9","27.3","23.1"
"1560211","1560011","West Haven School District","PACE","Non-Special Education","","","","*","*"
"1560211","1560011","West Haven School District","PACE","Special Education","","","","*","*"
"1561411","1560011","West Haven School District","Savin Rock Community School","Non-Special Education","12.4","15.5","12.7","12.2","8.2"
"1561411","1560011","West Haven School District","Savin Rock Community School","Special Education","11.1","22.2","22.2","20.0","10.7"
"1560411","1560011","West Haven School District","Seth G. Haley School","Non-Special Education","*","*","7.3","8.4","7.5"
"1560411","1560011","West Haven School District","Seth G. Haley School","Special Education","*","*","14.5","23.0","13.8"
"1566111","1560011","West Haven School District","West Haven High School","Non-Special Education","18.9","14.4","15.1","16.0","9.2"
"1566111","1560011","West Haven School District","West Haven High School","Special Education","25.7","23.9","31.0","30.7","24.0"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","Non-Special Education","*","4.3","*","*","*"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","Special Education","*","0.0","*","*","*"
"1546111","1540011","Westbrook School District","Westbrook High School","Non-Special Education","*","*","*","*","6.3"
"1546111","1540011","Westbrook School District","Westbrook High School","Special Education","*","*","*","*","19.4"
"1545111","1540011","Westbrook School District","Westbrook Middle School","Non-Special Education","*","*","*","*","*"
"1545111","1540011","Westbrook School District","Westbrook Middle School","Special Education","*","*","*","0.0","*"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","Non-Special Education","*","*","*","*","*"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","Special Education","*","*","*","*","*"
"1576111","1570011","Weston School District","Weston High School","Non-Special Education","*","7.6","*","4.5","4.7"
"1576111","1570011","Weston School District","Weston High School","Special Education","*","13.7","*","18.6","13.2"
"1570211","1570011","Weston School District","Weston Intermediate School","Non-Special Education","*","*","*","*","*"
"1570211","1570011","Weston School District","Weston Intermediate School","Special Education","*","*","*","*","*"
"1575111","1570011","Weston School District","Weston Middle School","Non-Special Education","9.9","8.2","7.7","*","*"
"1575111","1570011","Weston School District","Weston Middle School","Special Education","14.3","11.8","14.3","*","*"
"1585111","1580011","Westport School District","Bedford Middle School","Non-Special Education","2.8","3.3","4.0","2.0","3.8"
"1585111","1580011","Westport School District","Bedford Middle School","Special Education","6.7","11.0","11.4","6.8","7.2"
"1580111","1580011","Westport School District","CES Segregated","Special Education","","","","","*"
"1580311","1580011","Westport School District","Coleytown Elementary School","Non-Special Education","*","*","*","*","*"
"1580311","1580011","Westport School District","Coleytown Elementary School","Special Education","*","*","*","*","*"
"1585311","1580011","Westport School District","Coleytown Middle School","Non-Special Education","2.9","3.5","*","*","*"
"1585311","1580011","Westport School District","Coleytown Middle School","Special Education","0.0","11.3","*","*","*"
"1580411","1580011","Westport School District","Green's Farms School","Non-Special Education","*","*","3.6","*","*"
"1580411","1580011","Westport School District","Green's Farms School","Special Education","*","*","0.0","*","*"
"1580211","1580011","Westport School District","Green's Farms Segregated","Special Education","","","","","*"
"1580511","1580011","Westport School District","King's Highway Elementary School","Non-Special Education","*","*","1.7","*","2.2"
"1580511","1580011","Westport School District","King's Highway Elementary School","Special Education","*","*","0.0","*","0.0"
"1580611","1580011","Westport School District","King's Highway Segregated","Special Education","","","","","*"
"1580711","1580011","Westport School District","Long Lots School","Non-Special Education","*","3.7","*","*","*"
"1580711","1580011","Westport School District","Long Lots School","Special Education","*","0.0","*","*","0.0"
"1580811","1580011","Westport School District","Saugatuck Elementary School","Non-Special Education","*","*","*","*","*"
"1580811","1580011","Westport School District","Saugatuck Elementary School","Special Education","0.0","*","*","*","*"
"1586111","1580011","Westport School District","Staples High School","Non-Special Education","1.6","0.9","1.0","1.1","1.4"
"1586111","1580011","Westport School District","Staples High School","Special Education","4.2","4.7","8.2","4.4","7.8"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","Non-Special Education","*","*","*","*","*"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","Special Education","*","*","*","*","*"
"1591011","1590011","Wethersfield School District","Charles Wright School","Non-Special Education","*","*","*","*","*"
"1591011","1590011","Wethersfield School District","Charles Wright School","Special Education","*","*","*","*","*"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","Non-Special Education","*","*","*","*","*"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","Special Education","0.0","*","*","*","*"
"1591111","1590011","Wethersfield School District","Highcrest School","Non-Special Education","*","*","*","*","*"
"1591111","1590011","Wethersfield School District","Highcrest School","Special Education","*","*","*","*","*"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","Non-Special Education","*","3.6","*","*","*"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","Special Education","*","14.6","*","*","*"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","Non-Special Education","6.1","7.4","2.8","*","2.6"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","Special Education","11.3","15.9","8.7","*","7.5"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Non-Special Education","5.8","16.3","7.6","4.9","5.4"
"1596111","1590011","Wethersfield School District","Wethersfield High School","Special Education","15.2","31.8","19.2","14.1","7.8"
"1600111","1600011","Willington School District","Center School","Non-Special Education","4.1","4.8","*","6.2","*"
"1600111","1600011","Willington School District","Center School","Special Education","*","*","*","*","0.0"
