"school_code","district_code","district","school","2010_11","2011_12","2012_13","2013_14","2014_15","2015_16"
"2130212","2130012","Regional School District 13","Francis E. Korn School","200","192","174","146","141","143"
"2135112","2130012","Regional School District 13","Frank Ward Strong School","350","358","334","334","338","318"
"2130112","2130012","Regional School District 13","Frederick Brewster School","269","235","242","224","237","196"
"2130512","2130012","Regional School District 13","John Lyman School","319","300","283","254","239","238"
"2130412","2130012","Regional School District 13","Middlefield Memorial School","334","325","343","330","293","266"
"2130312","2130012","Regional School District 13","Middlesex Transition Academy","0","0","0","0","19","26"
"2140112","2140012","Regional School District 14","Bethlehem Elementary School","349","317","281","283","264","256"
"2148012","2140012","Regional School District 14","Integrated Star Preschool Program","43","45","46","51","51","48"
"2140212","2140012","Regional School District 14","Mitchell Elementary School","387","396","379","379","359","365"
"2140312","2140012","Regional School District 14","Nonnewaug Chiefs Alternative Program","0","0","0","0","*","*"
"2146112","2140012","Regional School District 14","Nonnewaug High School","854","817","806","801","751","750"
"2140412","2140012","Regional School District 14","Region 14 Transition Academy","0","0","0","0","0","*"
"2145112","2140012","Regional School District 14","Woodbury Middle School","447","421","411","371","364","339"
"2150412","2150012","Regional School District 15","Gainfield Elementary School","424","397","374","373","378","372"
"2150712","2150012","Regional School District 15","Long Meadow Elementary School","603","593","562","553","521","517"
"2150112","2150012","Regional School District 15","MIJ Program","0","0","0","0","0","15"
"2155212","2150012","Regional School District 15","Memorial Middle School","508","510","486","471","460","446"
"2150612","2150012","Regional School District 15","Middlebury Elementary School","461","451","421","367","348","329"
"2156212","2150012","Regional School District 15","Pomperaug Regional High School","1381","1288","1259","1254","1204","1185"
"2150512","2150012","Regional School District 15","Pomperaug School","498","481","447","430","391","353"
"2155112","2150012","Regional School District 15","Rochambeau Middle School","550","505","526","530","545","549"
"2160312","2160012","Regional School District 16","Algonquin School","480","475","463","426","415","0"
"2160212","2160012","Regional School District 16","Community School","211","208","214","216","219","0"
"2160112","2160012","Regional School District 16","Laurel Ledge School","471","473","461","422","420","380"
"2165112","2160012","Regional School District 16","Long River Middle School","595","579","557","560","570","568"
"2160512","2160012","Regional School District 16","Prospect Elementary School","0","0","0","0","0","616"
"2160412","2160012","Regional School District 16","WRHS Alternative Education Program","0","0","0","0","13","10"
"2166012","2160012","Regional School District 16","Woodland Regional High School","779","742","720","715","680","685"
"2170212","2170012","Regional School District 17","Burr District Elementary School","301","300","319","307","299","278"
"2170112","2170012","Regional School District 17","Haddam Elementary School","252","270","252","251","235","220"
"2176112","2170012","Regional School District 17","Haddam-Killingworth High School","680","657","634","619","615","618"
"2175112","2170012","Regional School District 17","Haddam-Killingworth Middle School","798","768","768","800","762","746"
"2170312","2170012","Regional School District 17","Killingworth Elementary School","446","389","339","292","264","256"
"2180312","2180012","Regional School District 18","Center School","269","260","261","159","126","46"
"2180412","2180012","Regional School District 18","Alternative Program","0","0","0","0","0","*"
"2180112","2180012","Regional School District 18","Lyme Consolidated School","134","156","188","207","215","204"
"2186112","2180012","Regional School District 18","Lyme-Old Lyme High School","447","412","421","428","437","460"
"2185112","2180012","Regional School District 18","Lyme-Old Lyme Middle School","331","350","360","365","352","351"
"2180212","2180012","Regional School District 18","Mile Creek School","312","270","216","246","221","266"
"2196112","2190012","Regional School District 19","E. O. Smith High School","1185","1225","1223","1196","1152","1153"
"2190112","2190012","Regional School District 19","E.O. Smith High School at the Depot Campus","0","0","0","0","27","28"
"2190212","2190012","Regional School District 19","PM Panthers","0","0","0","0","17","25"
"1188011","1180011","Ridgefield School District","Alternative High School","0","0","0","0","14","13"
"1180811","1180011","Ridgefield School District","Barlow Mountain Elementary School","412","372","362","380","361","331"
"1180611","1180011","Ridgefield School District","Branchville Elementary School","443","430","405","399","379","384"
"1180111","1180011","Ridgefield School District","District Program BMES","0","0","0","0","0","*"
"1181011","1180011","Ridgefield School District","District Program ERMS","0","0","0","0","0","*"
"1180711","1180011","Ridgefield School District","District Program RES","0","0","0","0","0","9"
"1180911","1180011","Ridgefield School District","District Program SES","0","0","0","0","0","*"
"1185111","1180011","Ridgefield School District","East Ridge Middle School","742","767","777","769","760","757"
"1180411","1180011","Ridgefield School District","Farmingville Elementary School","346","340","361","364","345","331"
"1180311","1180011","Ridgefield School District","Ridgebury Elementary School","409","408","393","368","354","342"
"1189011","1180011","Ridgefield School District","Ridgefield 18-21 Transition Program","0","0","0","0","*","7"
"1186111","1180011","Ridgefield School District","Ridgefield High School","1754","1771","1759","1784","1744","1693"
"1189011","1180011","Ridgefield School District","Ridgefield Transition Program","*","*","*","*","0","0"
"1180511","1180011","Ridgefield School District","Scotland Elementary School","385","385","385","380","368","364"
"1185211","1180011","Ridgefield School District","Scotts Ridge Middle School","582","538","495","489","496","496"
"1180211","1180011","Ridgefield School District","Veterans Park Elementary School","344","349","337","333","330","303"
"1190311","1190011","Rocky Hill School District","Pathways","0","0","0","0","6","7"
"1195111","1190011","Rocky Hill School District","Albert D. Griswold Middle School","644","624","563","590","625","636"
"1190111","1190011","Rocky Hill School District","Alternative Learning Program","0","0","0","0","10","*"
"1190211","1190011","Rocky Hill School District","Dr. Oran A. Moser School","85","0","0","0","0","0"
"1190411","1190011","Rocky Hill School District","Myrtle H. Stevens School","469","526","536","492","483","521"
"1196111","1190011","Rocky Hill School District","Rocky Hill High School","752","762","732","727","697","705"
"1190511","1190011","Rocky Hill School District","West Hill School","630","618","631","610","661","731"
"1210111","1210011","Salem School District","Salem Elementary School","461","443","422","430","392","376"
"1220211","1220011","Salisbury School District","SELC","0","0","0","0","*","0"
"1220111","1220011","Salisbury School District","Salisbury Central School","310","310","309","279","269","274"
"1230111","1230011","Scotland School District","Scotland Elementary School","143","132","127","133","129","119"
"1240311","1240011","Seymour School District","Anna L. Lopresti School","314","290","0","0","0","0"
"1240111","1240011","Seymour School District","Bungay School","578","546","507","504","502","448"
"1240211","1240011","Seymour School District","Chatfield-LoPresti School","0","0","570","585","533","530"
"1240411","1240011","Seymour School District","Paul Chatfield School","291","279","0","0","0","0"
"1246111","1240011","Seymour School District","Seymour High School","642","596","610","625","648","664"
"1245111","1240011","Seymour School District","Seymour Middle School","587","588","599","582","591","562"
"1250211","1250011","Sharon School District","TOTAL","0","0","0","0","14","0"
"1250111","1250011","Sharon School District","Sharon Center School","197","191","188","177","163","160"
"1260911","1260011","Shelton School District","Mohegan School","421","380","326","312","293","287"
"1260211","1260011","Shelton School District","Alternative Learning Center 1","0","0","0","0","0","10"
"1261011","1260011","Shelton School District","Booth Hill School","359","360","323","296","323","331"
"1260511","1260011","Shelton School District","Elizabeth Shelton School","479","473","460","440","471","433"
"1265111","1260011","Shelton School District","Intermediate School","925","931","875","840","878","868"
"1260311","1260011","Shelton School District","Life Skills","0","0","0","0","0","*"
"1260811","1260011","Shelton School District","Long Hill School","441","441","451","435","432","406"
"1261111","1260011","Shelton School District","Perry Hill Elementary School","857","829","862","841","749","739"
"1260111","1260011","Shelton School District","Pre-Kindergarten","0","0","0","0","0","59"
"1266111","1260011","Shelton School District","Shelton High School","1546","1563","1578","1556","1550","1513"
"1260611","1260011","Shelton School District","Sunnyside School","263","251","237","239","229","234"
"1260711","1260011","Shelton School District","Work Experience","0","0","0","0","0","21"
"1270111","1270011","Sherman School District","Sherman School","408","397","383","372","346","333"
"2700113","2700013","Side By Side Charter School District","Side By Side Charter School","233","232","233","235","235","236"
"1280111","1280011","Simsbury School District","Central School","408","397","397","392","404","392"
"1285111","1280011","Simsbury School District","Henry James Memorial School","804","791","748","725","739","710"
"1280611","1280011","Simsbury School District","Latimer Lane School","506","454","444","423","404","371"
"1286111","1280011","Simsbury School District","Simsbury High School","1582","1618","1559","1512","1450","1423"
"1280711","1280011","Simsbury School District","Squadron Line School","767","712","659","625","612","609"
"1280311","1280011","Simsbury School District","Tariffville School","267","271","286","274","294","284"
"1280411","1280011","Simsbury School District","Tootin' Hills School","426","424","435","397","372","370"
"1290511","1290011","Somers School District","Aspire","0","0","0","0","0","7"
"1295111","1290011","Somers School District","Mabelle B. Avery Middle School","387","377","363","370","371","359"
"1290411","1290011","Somers School District","Somers Elementary School","681","684","674","649","628","585"
"1296111","1290011","Somers School District","Somers High School","562","552","540","488","474","478"
"1320211","1320011","South Windsor School District","Pleasant Valley School","432","388","360","347","346","356"
"1320711","1320011","South Windsor School District","Eli Terry School","435","417","423","442","444","452"
"1320611","1320011","South Windsor School District","Orchard Hill School","428","386","366","387","389","391"
"1320111","1320011","South Windsor School District","Philip R. Smith School","342","333","343","352","344","320"
"1329011","1320011","South Windsor School District","Project Worth Young Adult Academy","0","0","*","7","11","11"
"1326211","1320011","South Windsor School District","South Windsor High School","1539","1458","1409","1363","1364","1318"
"1325111","1320011","South Windsor School District","Timothy Edwards School","1088","1090","1065","1043","979","968"
"1320411","1320011","South Windsor School District","Wapping Elementary School","293","280","306","301","303","312"
"1315311","1310011","Southington School District","John F. Kennedy Middle School","836","840","845","848","826","839"
"1311711","1310011","Southington School District","Achieve","0","0","0","0","*","*"
"1310111","1310011","Southington School District","Alta","0","0","0","0","38","33"
"1311511","1310011","Southington School District","Derynoski Elementary School","683","650","666","640","611","600"
"1310511","1310011","Southington School District","EASE","0","0","0","0","10","10"
"1311311","1310011","Southington School District","Flanders Elementary School","290","285","280","293","293","300"
"1310211","1310011","Southington School District","Hatton Elementary School","427","436","458","455","384","357"
"1312011","1310011","Southington School District","Hatton Preschool Program","0","0","0","0","0","72"
"1315111","1310011","Southington School District","Joseph A. Depaolo Middle School","734","772","735","776","727","743"
"1310411","1310011","Southington School District","Language Based Classroom","0","0","0","0","7","11"
"1311811","1310011","Southington School District","Language Based Classroom, Multihandicapped","0","0","0","0","8","11"
"1310611","1310011","Southington School District","Plantsville Elementary School","280","275","283","276","287","288"
"1310311","1310011","Southington School District","Preschool/ABA ~ Hatton School","0","0","0","0","33","0"
"1311911","1310011","Southington School District","Preschool/ABA ~ South End School","0","0","0","0","10","0"
"1310711","1310011","Southington School District","South End Elementary School","245","241","235","237","256","232"
"1312111","1310011","Southington School District","South End Preschool Program","0","0","0","0","0","20"
"1316211","1310011","Southington School District","Southington High School","2051","2028","2037","2036","2012","1967"
"1310811","1310011","Southington School District","Strong Elementary School","396","364","356","327","309","295"
"1310911","1310011","Southington School District","Thalberg Elementary School","449","425","428","423","427","429"
"1311611","1310011","Southington School District","Therapeutic Educational Alternative Model (TEAM)","0","0","0","0","*","7"
"1311211","1310011","Southington School District","Therapeutic Educational Setting (TEP)","0","0","0","0","6","11"
"1311411","1310011","Southington School District","Urbin T. Kelley School","407","387","374","360","341","319"
"1330111","1330011","Sprague School District","Sayles School","371","374","370","360","363","360"
"1340611","1340011","Stafford School District","Stafford Elementary School","502","497","477","482","471","471"
"1346111","1340011","Stafford School District","Stafford High School","558","513","480","478","414","409"
"1345211","1340011","Stafford School District","Stafford Middle School","416","407","383","342","354","331"
"1340211","1340011","Stafford School District","Stafford Tutoring Program","0","0","0","0","*","*"
"1340311","1340011","Stafford School District","Staffordville School","190","202","178","161","162","157"
"1340411","1340011","Stafford School District","West Stafford School","188","200","198","164","176","161"
"2826013","2820013","Stamford Academy District","Stamford Academy","137","138","138","147","141","150"
"2960113","2960013","Stamford Charter School for Excellence District","Stamford Charter School for Excellence","0","0","0","0","0","164"
"1350411","1350011","Stamford School District","Alternate Routes To Success","0","0","0","0","96","79"
"1350111","1350011","Stamford School District","Apples PreK","0","0","0","0","120","140"
"1355611","1350011","Stamford School District","Cloonan School","598","577","597","622","616","541"
"1352011","1350011","Stamford School District","Davenport Ridge School","554","537","542","552","626","638"
"1355311","1350011","Stamford School District","Dolan School","553","528","531","573","532","497"
"1352211","1350011","Stamford School District","Hart School","504","555","587","602","656","628"
"1350211","1350011","Stamford School District","Individuals Achieving Independence","0","0","0","0","23","22"
"1351211","1350011","Stamford School District","Julia A. Stark School","532","567","612","616","603","611"
"1350511","1350011","Stamford School District","K. T. Murphy School","540","527","556","527","552","549"
"1350611","1350011","Stamford School District","Newfield School","644","687","690","707","656","623"
"1351811","1350011","Stamford School District","Northeast School","729","687","686","664","686","636"
"1358011","1350011","Stamford School District","Preschool Team","25","25","48","152","35","57"
"1355811","1350011","Stamford School District","Rippowam Middle School","644","646","654","688","751","799"
"1350811","1350011","Stamford School District","Rogers International School","747","804","823","804","801","801"
"1350911","1350011","Stamford School District","Roxbury School","656","645","647","642","615","618"
"1355711","1350011","Stamford School District","Scofield Middle School","631","629","624","624","672","715"
"1351111","1350011","Stamford School District","Springdale School","585","620","654","711","682","651"
"1356111","1350011","Stamford School District","Stamford High School","1811","1861","1952","1928","1790","1719"
"1352111","1350011","Stamford School District","Stillmeadow School","648","715","767","688","672","698"
"1356411","1350011","Stamford School District","The Academy of Information Technology","680","692","684","695","693","686"
"1351911","1350011","Stamford School District","Toquam Magnet School","623","647","680","681","710","706"
"1355511","1350011","Stamford School District","Turn of River School","572","557","578","546","610","584"
"1356311","1350011","Stamford School District","Westhill High School","2310","2275","2130","2146","2088","2096"
"1351411","1350011","Stamford School District","Westover School","718","709","716","688","714","766"
"1360311","1360011","Sterling School District","Sterling Community School","482","489","498","479","461","447"
"1370811","1370011","Stonington School District","Community Classroom","0","0","0","0","*","*"
"1370511","1370011","Stonington School District","Deans Mill School","515","508","485","413","414","387"
"1375211","1370011","Stonington School District","Mystic Middle School","441","421","416","426","396","406"
"1375111","1370011","Stonington School District","Pawcatuck Middle School","349","353","332","312","298","269"
"1378011","1370011","Stonington School District","Special Needs Preschool Program","24","0","0","0","0","0"
"1370111","1370011","Stonington School District","Stonington BOE Pre-School","0","0","0","26","19","19"
"1370211","1370011","Stonington School District","Stonington HS PreK","0","0","0","20","19","19"
"1376111","1370011","Stonington School District","Stonington High School","781","773","771","771","760","713"
"1370411","1370011","Stonington School District","West Broad Street School","163","146","131","126","135","148"
"1370611","1370011","Stonington School District","West Vine Street School","219","203","210","211","203","189"
"1381311","1380011","Stratford School District","Eli Whitney School","532","537","520","517","516","505"
"1382511","1380011","Stratford School District","ABA Nichols","0","0","0","0","0","*"
"1380611","1380011","Stratford School District","ABA Second Hill Lane","0","0","0","0","*","*"
"1382411","1380011","Stratford School District","ABA Whitney","0","0","0","0","0","*"
"1380511","1380011","Stratford School District","ALPHA","0","0","0","0","45","42"
"1386211","1380011","Stratford School District","Bunnell High School","1233","1161","1210","1153","1060","1047"
"1380311","1380011","Stratford School District","Chapel School","547","561","555","560","534","518"
"1382311","1380011","Stratford School District","DLC Whitney","0","0","0","0","0","*"
"1385211","1380011","Stratford School District","David Wooster Middle School","564","543","529","523","512","548"
"1382111","1380011","Stratford School District","Franklin STEPS K-2","0","0","0","0","*","*"
"1380411","1380011","Stratford School District","Franklin School","308","291","293","313","302","281"
"1385311","1380011","Stratford School District","Harry B. Flood Middle School","597","604","556","576","566","560"
"1382011","1380011","Stratford School District","High School STEPS 9-12","0","0","0","0","*","6"
"1380711","1380011","Stratford School District","High School Sails","0","0","0","0","7","10"
"1381611","1380011","Stratford School District","Honeyspot School","247","242","218","224","211","0"
"1381111","1380011","Stratford School District","IPP Classroom - Johnson","0","0","0","0","8","6"
"1381711","1380011","Stratford School District","Intensive Need Classroom","0","0","0","0","*","0"
"1381211","1380011","Stratford School District","Johnson House STEPS 3-6","0","0","0","0","10","8"
"1380811","1380011","Stratford School District","Lordship School","213","219","232","235","270","256"
"1381911","1380011","Stratford School District","Middle School STEPS 7-8","0","0","0","0","*","*"
"1381811","1380011","Stratford School District","Middle School Sails","0","0","0","0","*","*"
"1380911","1380011","Stratford School District","Nichols School","422","430","437","431","452","419"
"1381011","1380011","Stratford School District","Second Hill Lane School","698","707","678","698","692","618"
"1389111","1380011","Stratford School District","Secondary STEPS Program","14","9","13","11","0","0"
"1382611","1380011","Stratford School District","Steps K-2 Nichols","0","0","0","0","0","*"
"1382211","1380011","Stratford School District","Straford Academy - Victoria Soto School","0","0","0","0","0","277"
"1381511","1380011","Stratford School District","Stratford Academy - Johnson House","460","458","470","471","430","411"
"1386111","1380011","Stratford School District","Stratford High School","1044","1083","1075","1041","969","947"
"1389011","1380011","Stratford School District","Strive-Stratford","14","15","17","21","17","14"
"1381411","1380011","Stratford School District","Wilcoxson School","391","382","376","378","370","341"
"1390411","1390011","Suffield School District","A. Ward Spaulding School","494","472","444","481","491","498"
"1390311","1390011","Suffield School District","McAlister Intermediate School","554","552","541","496","501","466"
"1396111","1390011","Suffield School District","Suffield High School","858","867","860","841","822","828"
"1395111","1390011","Suffield School District","Suffield Middle School","600","595","599","594","574","561"
"2696113","2690013","The Bridge Academy District","The Bridge Academy","271","276","276","277","275","279"
"9026122","9020022","The Gilbert School District","The Gilbert School","325","542","505","537","552","553"
"1400111","1400011","Thomaston School District","Black Rock School","340","338","310","284","265","269"
"1400211","1400011","Thomaston School District","Thomaston Center School","256","239","256","240","246","215"
"1406211","1400011","Thomaston School District","Thomaston High School","522","477","438","414","392","410"
"1410211","1410011","Thompson School District","District Autism Program","0","0","0","0","0","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","481","444","471","442","415","387"
"1415111","1410011","Thompson School District","Thompson Middle School","420","403","380","349","337","333"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","362","338","302","277","251","274"
"1420111","1420011","Tolland School District","Birch Grove Primary School","657","614","582","564","560","529"
"1420311","1420011","Tolland School District","TALC","0","0","0","0","13","11"
"1426111","1420011","Tolland School District","Tolland High School","939","916","900","847","828","828"
"1420211","1420011","Tolland School District","Tolland Intermediate School","707","688","666","617","577","545"
"1425111","1420011","Tolland School District","Tolland Middle School","749","733","688","682","679","664"
"1430111","1430011","Torrington School District","East School","446","411","392","377","361","347"
"1431511","1430011","Torrington School District","ABC / Forbes School","0","0","0","0","0","*"
"1430211","1430011","Torrington School District","Forbes School","398","386","395","363","373","384"
"1432311","1430011","Torrington School District","Hilltop Outreach","0","0","0","0","0","7"
"1431411","1430011","Torrington School District","Migeon Academy","0","0","0","0","12","7"
"1431611","1430011","Torrington School District","Pre-K SpEd","0","0","0","0","20","17"
"1432211","1430011","Torrington School District","PreK","0","0","0","0","0","42"
"1430811","1430011","Torrington School District","Southwest School","323","324","328","330","329","313"
"1432411","1430011","Torrington School District","Torringford / ABC","0","0","0","0","0","*"
"1430911","1430011","Torrington School District","Torringford School","669","641","610","623","615","627"
"1436111","1430011","Torrington School District","Torrington High School","1088","1113","1101","1055","1003","955"
"1435111","1430011","Torrington School District","Torrington Middle School","1134","1127","1056","1041","1012","1014"
"1431311","1430011","Torrington School District","Vogel-Wetmore School","451","459","473","475","478","437"
"1431911","1430011","Torrington School District","Vogel-Wetmore/Outreach PreK","0","0","0","0","7","0"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","162","170","168","162","119","125"
"1440111","1440011","Trumbull School District","Booth Hill School","535","521","526","509","482","456"
"1440811","1440011","Trumbull School District","Daniels Farm School","498","472","468","470","472","460"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","644","653","637","671","564","554"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","747","748","777","766","760","769"
"1440411","1440011","Trumbull School District","Jane Ryan School","402","407","392","403","393","377"
"1445111","1440011","Trumbull School District","Madison Middle School","873","857","848","793","780","792"
"1440311","1440011","Trumbull School District","Middlebrook School","486","467","464","454","499","497"
"1440511","1440011","Trumbull School District","REACH","0","0","0","0","11","0"
"1440911","1440011","Trumbull School District","Tashua School","409","392","386","385","384","401"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","0","0","0","0","8","0"
"1448011","1440011","Trumbull School District","Trumbull Early Childhood Education Center","231","237","225","220","224","209"
"1446111","1440011","Trumbull School District","Trumbull High School","2150","2187","2195","2138","2123","2151"
"3361715","3360015","Unified School District #1","Bergin Correctional Institution","19","0","0","0","0","0"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","11","25","17","9","8","6"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","*","*","*","*","*","*"
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","38","25","29","15","18","10"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","43","45","21","29","13","11"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","15","13","12","11","*","*"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","18","14","23","27","18","17"
"3360515","3360015","Unified School District #1","Gates Correctional Institution","11","0","0","0","0","0"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","41","44","38","26","12","8"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","53","43","60","29","9","7"
"3361115","3360015","Unified School District #1","Manson Youth Institution","445","400","315","310","270","295"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","17","10","17","16","7","*"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","16","30","19","10","11","7"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","14","19","24","12","6","7"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","24","20","15","13","7","*"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","13","24","12","7","*","*"
"3362515","3360015","Unified School District #1","York Correctional Institution","36","29","36","22","22","11"
"3470115","3470015","Unified School District #2","Children''s Place School","23","25","23","0","0","0"
"3470115","3470015","Unified School District #2","Children's Place School","0","0","0","22","28","28"
"3470315","3470015","Unified School District #2","Riverview School","64","56","56","54","61","61"
"3476715","3470015","Unified School District #2","Walter G. Cady School","117","99","88","121","101","62"
"1450111","1450011","Union School District","Union Elementary School","81","73","71","78","80","80"
"1460311","1460011","Vernon School District","Northeast School","299","292","322","329","319","322"
"1461411","1460011","Vernon School District","Center Road School","504","499","496","502","494","502"
"1460111","1460011","Vernon School District","Lake Street School","287","286","278","256","238","219"
"1460511","1460011","Vernon School District","Loveland Hill School","0","0","0","8","10","10"
"1460211","1460011","Vernon School District","Maple Street School","309","310","334","323","317","274"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","15","14","11","10","11","7"
"1466111","1460011","Vernon School District","Rockville High School","1060","1052","973","926","872","820"
"1461011","1460011","Vernon School District","Skinner Road School","350","375","332","306","346","334"
"1460711","1460011","Vernon School District","VPS PreK Collaborative - YMCA","0","0","0","0","0","8"
"1465111","1460011","Vernon School District","Vernon Center Middle School","772","741","699","662","652","682"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","312","319","315","303","313","296"
"1480211","1480011","Wallingford School District","Highland School","352","324","285","265","288","307"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","7","17","17","13","15","17"
"1481011","1480011","Wallingford School District","Cook Hill School","391","385","365","343","355","365"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","713","709","681","700","695","733"
"1480511","1480011","Wallingford School District","Education Enhancement Program","0","0","0","0","21","19"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","381","384","360","359","370","329"
"1489211","1480011","Wallingford School District","Harvest Park","*","7","7","7","6","9"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","814","755","705","681","702","696"
"1486111","1480011","Wallingford School District","Lyman Hall High School","1140","1129","1135","1098","1090","1073"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","949","917","914","892","856","849"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","376","354","350","327","331","331"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","7","12","13","7","9","9"
"1480311","1480011","Wallingford School District","Parker Farms School","342","328","327","289","287","267"
"1481211","1480011","Wallingford School District","Pond Hill School","337","333","355","374","370","326"
"1480411","1480011","Wallingford School District","Rock Hill School","357","349","364","343","334","337"
"1480811","1480011","Wallingford School District","Yalesville School","383","397","384","376","340","321"
"1511011","1510011","Waterbury School District","Brooklyn Elementary School","189","0","0","0","0","0"
"1515211","1510011","Waterbury School District","West Side Middle School","1147","1076","1057","988","1021","1020"
"1512311","1510011","Waterbury School District","Washington School","318","348","350","337","340","310"
"1512111","1510011","Waterbury School District","B. W. Tinker School","509","568","563","572","572","591"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","0","0","0","0","0","11"
"1510311","1510011","Waterbury School District","Barnard School","264","0","0","0","0","0"
"1510511","1510011","Waterbury School District","Bucks Hill School","560","571","424","547","561","575"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","0","0","0","0","0","15"
"1510611","1510011","Waterbury School District","Bunker Hill School","486","497","505","514","511","495"
"1511911","1510011","Waterbury School District","Carrington ESC","0","0","0","0","0","13"
"1512711","1510011","Waterbury School District","Carrington School","488","462","457","446","487","504"
"1516211","1510011","Waterbury School District","Crosby High School","1388","1377","1463","1389","1287","1192"
"1514011","1510011","Waterbury School District","Crosby NVCC","0","0","0","0","0","15"
"1510911","1510011","Waterbury School District","Driggs School","530","544","554","547","528","515"
"1513611","1510011","Waterbury School District","Duggan CBL","0","0","0","0","0","8"
"1511611","1510011","Waterbury School District","Duggan School","0","381","437","464","464","463"
"1519111","1510011","Waterbury School District","Enlightenment School","150","176","198","191","179","139"
"1513811","1510011","Waterbury School District","Excel II","0","0","0","0","0","*"
"1513911","1510011","Waterbury School District","Excel III","0","0","0","0","0","6"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","473","515","510","515","513","541"
"1512611","1510011","Waterbury School District","Gilmartin School","330","400","487","518","506","479"
"1510711","1510011","Waterbury School District","H. S. Chase School","716","756","756","784","817","788"
"1511311","1510011","Waterbury School District","Hopeville School","419","445","460","485","476","490"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","1368","1414","1358","1286","1304","1301"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","607","603","601","602","592","590"
"1519811","1510011","Waterbury School District","Maloney Prek","0","0","0","0","0","30"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","0","0","0","0","0","26"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","557","533","585","601","603","557"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","0","0","0","0","0","19"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","1348","1223","1220","1171","1159","1182"
"1511811","1510011","Waterbury School District","North End ESC","0","0","0","0","0","*"
"1515311","1510011","Waterbury School District","North End Middle School","1206","1195","1105","1050","1016","989"
"1512411","1510011","Waterbury School District","Reed ESC","0","0","0","0","0","20"
"1513411","1510011","Waterbury School District","Reed School","0","0","329","378","429","434"
"1512811","1510011","Waterbury School District","Regan School","280","292","254","261","279","256"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","616","615","615","614","612","613"
"1518011","1510011","Waterbury School District","Special Education Preschool","208","213","200","203","201","217"
"1512011","1510011","Waterbury School District","Sprague School","376","370","400","472","461","465"
"1519011","1510011","Waterbury School District","State Street School","77","71","84","79","76","59"
"1512211","1510011","Waterbury School District","Walsh School","567","499","511","459","455","372"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","481","467","469","489","490","488"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","319","330","333","331","330","331"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","0","0","0","245","469","693"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","374","377","352","367","366","324"
"1511711","1510011","Waterbury School District","Wilby ESC","0","0","0","0","0","*"
"1516311","1510011","Waterbury School District","Wilby High School","1306","1321","1329","1292","1236","1172"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","0","0","0","0","0","17"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","418","423","425","417","446","431"
"1521111","1520011","Waterford School District","Autism Class","0","0","0","0","0","*"
"1520311","1520011","Waterford School District","Avery Point Transition Program","0","0","0","0","0","6"
"1525111","1520011","Waterford School District","Clark Lane Middle School","689","683","675","664","656","669"
"1520211","1520011","Waterford School District","Great Neck Elementary School","384","351","353","339","340","314"
