district,district_code,school,school_code,subject,gender,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,ELA,F,202,189,93.6,188,13,6.9,27,14.4,68,36.2,80,42.6,148,78.7,2014-15
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,ELA,M,283,263,92.9,262,23,8.8,51,19.5,105,40.1,83,31.7,188,71.8,2014-15
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,Math,F,202,187,92.6,187,35,18.7,69,36.9,53,28.3,30,16.0,83,44.4,2014-15
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,Math,M,283,262,92.6,262,39,14.9,85,32.4,83,31.7,55,21.0,138,52.7,2014-15
Madison School District,0760011,Island Avenue Elementary School,0760211,ELA,F,62,47,75.8,47,*,*,*,*,9,19.1,34,72.3,43,91.5,2014-15
Madison School District,0760011,Island Avenue Elementary School,0760211,ELA,M,62,44,71.0,43,*,*,*,*,12,27.9,22,51.2,34,79.1,2014-15
Madison School District,0760011,Island Avenue Elementary School,0760211,Math,F,62,47,75.8,47,*,*,*,*,20,42.6,18,38.3,38,80.9,2014-15
Madison School District,0760011,Island Avenue Elementary School,0760211,Math,M,62,42,67.7,42,*,*,*,*,17,40.5,17,40.5,34,81.0,2014-15
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,ELA,F,68,66,97.1,66,*,*,*,*,22,33.3,31,47.0,53,80.3,2014-15
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,ELA,M,88,86,97.7,86,*,*,*,*,29,33.7,31,36.0,60,69.8,2014-15
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,Math,F,68,66,97.1,66,*,*,*,*,23,34.8,26,39.4,49,74.2,2014-15
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,Math,M,88,86,97.7,86,*,*,*,*,39,45.3,30,34.9,69,80.2,2014-15
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,ELA,F,48,47,97.9,47,*,*,*,*,13,27.7,30,63.8,43,91.5,2014-15
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,ELA,M,55,54,98.2,54,*,*,*,*,17,31.5,21,38.9,38,70.4,2014-15
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,Math,F,48,47,97.9,47,*,*,*,*,15,31.9,22,46.8,37,78.7,2014-15
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,Math,M,55,54,98.2,54,*,*,*,*,19,35.2,21,38.9,40,74.1,2014-15
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,ELA,F,294,257,87.4,255,*,*,*,*,136,53.3,83,32.5,219,85.9,2014-15
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,ELA,M,250,233,93.2,233,*,*,58,24.9,99,42.5,*,*,*,*,2014-15
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,Math,F,294,258,87.8,257,24,9.3,84,32.7,72,28.0,77,30.0,149,58.0,2014-15
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,Math,M,250,235,94.0,235,21,8.9,61,26.0,73,31.1,80,34.0,153,65.1,2014-15
Manchester School District,0770011,Bentley Alternative Education Program,0770211,ELA,F,11,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Bentley Alternative Education Program,0770211,ELA,M,12,10,*,10,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Bentley Alternative Education Program,0770211,Math,F,11,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Bentley Alternative Education Program,0770211,Math,M,12,11,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Bowers School,0770111,ELA,F,95,95,100.0,95,20,21.1,24,25.3,30,31.6,21,22.1,51,53.7,2014-15
Manchester School District,0770011,Bowers School,0770111,ELA,M,105,105,100.0,105,51,48.6,15,14.3,22,21.0,17,16.2,39,37.1,2014-15
Manchester School District,0770011,Bowers School,0770111,Math,F,95,95,100.0,95,29,30.5,30,31.6,28,29.5,8,8.4,36,37.9,2014-15
Manchester School District,0770011,Bowers School,0770111,Math,M,106,106,100.0,106,42,39.6,34,32.1,21,19.8,9,8.5,30,28.3,2014-15
Manchester School District,0770011,Buckley School,0770311,ELA,F,69,68,98.6,68,8,11.8,11,16.2,23,33.8,26,38.2,49,72.1,2014-15
Manchester School District,0770011,Buckley School,0770311,ELA,M,93,92,98.9,92,25,27.2,25,27.2,20,21.7,22,23.9,42,45.7,2014-15
Manchester School District,0770011,Buckley School,0770311,Math,F,69,69,100.0,69,9,13.0,23,33.3,22,31.9,15,21.7,37,53.6,2014-15
Manchester School District,0770011,Buckley School,0770311,Math,M,93,89,95.7,88,14,15.9,31,35.2,27,30.7,16,18.2,43,48.9,2014-15
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,ELA,F,205,205,100.0,204,44,21.6,63,30.9,69,33.8,28,13.7,97,47.5,2014-15
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,ELA,M,207,207,100.0,207,75,36.2,69,33.3,44,21.3,19,9.2,63,30.4,2014-15
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,Math,F,205,205,100.0,205,77,37.6,67,32.7,38,18.5,23,11.2,61,29.8,2014-15
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,Math,M,207,207,100.0,207,86,41.5,65,31.4,33,15.9,23,11.1,56,27.1,2014-15
Manchester School District,0770011,Highland Park School,0770411,ELA,F,68,68,100.0,68,18,26.5,14,20.6,17,25.0,19,27.9,36,52.9,2014-15
Manchester School District,0770011,Highland Park School,0770411,ELA,M,69,69,100.0,69,21,30.4,19,27.5,20,29.0,9,13.0,29,42.0,2014-15
Manchester School District,0770011,Highland Park School,0770411,Math,F,68,68,100.0,68,18,26.5,21,30.9,18,26.5,11,16.2,29,42.6,2014-15
Manchester School District,0770011,Highland Park School,0770411,Math,M,69,69,100.0,69,17,24.6,19,27.5,21,30.4,12,17.4,33,47.8,2014-15
Manchester School District,0770011,Illing Middle School,0775311,ELA,F,380,376,98.9,376,107,28.5,98,26.1,132,35.1,39,10.4,171,45.5,2014-15
Manchester School District,0770011,Illing Middle School,0775311,ELA,M,400,392,98.0,391,148,37.9,120,30.7,111,28.4,12,3.1,123,31.5,2014-15
Manchester School District,0770011,Illing Middle School,0775311,Math,F,380,376,98.9,376,162,43.1,119,31.6,66,17.6,29,7.7,95,25.3,2014-15
Manchester School District,0770011,Illing Middle School,0775311,Math,M,400,393,98.3,393,188,47.8,118,30.0,52,13.2,35,8.9,87,22.1,2014-15
Manchester School District,0770011,Keeney School,0770611,ELA,F,82,82,100.0,82,22,26.8,20,24.4,25,30.5,15,18.3,40,48.8,2014-15
Manchester School District,0770011,Keeney School,0770611,ELA,M,63,61,96.8,61,21,34.4,15,24.6,11,18.0,14,23.0,25,41.0,2014-15
Manchester School District,0770011,Keeney School,0770611,Math,F,82,82,100.0,82,25,30.5,32,39.0,19,23.2,6,7.3,25,30.5,2014-15
Manchester School District,0770011,Keeney School,0770611,Math,M,63,62,98.4,62,15,24.2,22,35.5,12,19.4,13,21.0,25,40.3,2014-15
Manchester School District,0770011,Manchester High School,0776111,ELA,F,180,81,45.0,79,21,26.6,28,35.4,17,21.5,13,16.5,30,38.0,2014-15
Manchester School District,0770011,Manchester High School,0776111,ELA,M,167,93,55.7,91,42,46.2,21,23.1,22,24.2,6,6.6,28,30.8,2014-15
Manchester School District,0770011,Manchester High School,0776111,Math,F,180,83,46.1,81,43,53.1,20,24.7,12,14.8,6,7.4,18,22.2,2014-15
Manchester School District,0770011,Manchester High School,0776111,Math,M,167,88,52.7,88,60,68.2,8,9.1,13,14.8,7,8.0,20,22.7,2014-15
Manchester School District,0770011,Manchester Regional Academy,0779011,ELA,F,8,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Manchester Regional Academy,0779011,ELA,M,16,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Manchester Regional Academy,0779011,Math,F,8,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Manchester Regional Academy,0779011,Math,M,16,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Martin School,0771611,ELA,F,69,69,100.0,69,23,33.3,10,14.5,21,30.4,15,21.7,36,52.2,2014-15
Manchester School District,0770011,Martin School,0771611,ELA,M,63,62,98.4,62,25,40.3,19,30.6,11,17.7,7,11.3,18,29.0,2014-15
Manchester School District,0770011,Martin School,0771611,Math,F,69,69,100.0,69,22,31.9,25,36.2,*,*,*,*,22,31.9,2014-15
Manchester School District,0770011,Martin School,0771611,Math,M,63,63,100.0,63,25,39.7,16,25.4,*,*,*,*,22,34.9,2014-15
Manchester School District,0770011,New Horizons,0770711,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,New Horizons,0770711,ELA,M,*,0,*,0,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,New Horizons,0770711,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,New Horizons,0770711,Math,M,*,0,*,0,*,*,*,*,*,*,*,*,*,*,2014-15
Manchester School District,0770011,Robertson School,0771011,ELA,F,78,76,97.4,76,24,31.6,18,23.7,18,23.7,16,21.1,34,44.7,2014-15
Manchester School District,0770011,Robertson School,0771011,ELA,M,71,69,97.2,69,30,43.5,13,18.8,18,26.1,8,11.6,26,37.7,2014-15
Manchester School District,0770011,Robertson School,0771011,Math,F,78,76,97.4,75,27,36.0,29,38.7,*,*,*,*,19,25.3,2014-15
Manchester School District,0770011,Robertson School,0771011,Math,M,71,69,97.2,68,30,44.1,20,29.4,*,*,*,*,18,26.5,2014-15
Manchester School District,0770011,Verplanck School,0771211,ELA,F,75,75,100.0,75,32,42.7,22,29.3,*,*,*,*,21,28.0,2014-15
Manchester School District,0770011,Verplanck School,0771211,ELA,M,115,113,98.3,113,59,52.2,27,23.9,*,*,*,*,27,23.9,2014-15
Manchester School District,0770011,Verplanck School,0771211,Math,F,75,75,100.0,75,41,54.7,21,28.0,*,*,*,*,13,17.3,2014-15
Manchester School District,0770011,Verplanck School,0771211,Math,M,114,112,98.2,112,62,55.4,34,30.4,*,*,*,*,16,14.3,2014-15
Manchester School District,0770011,Waddell School,0771311,ELA,F,74,71,95.9,70,*,*,18,25.7,27,38.6,*,*,*,*,2014-15
Manchester School District,0770011,Waddell School,0771311,ELA,M,81,77,95.1,77,24,31.2,29,37.7,*,*,*,*,24,31.2,2014-15
Manchester School District,0770011,Waddell School,0771311,Math,F,74,71,95.9,71,*,*,29,40.8,22,31.0,*,*,*,*,2014-15
Manchester School District,0770011,Waddell School,0771311,Math,M,81,79,97.5,79,25,31.6,27,34.2,*,*,*,*,27,34.2,2014-15
Manchester School District,0770011,Washington School,0771411,ELA,F,80,79,98.8,79,47,59.5,12,15.2,15,19.0,*,*,*,*,2014-15
Manchester School District,0770011,Washington School,0771411,ELA,M,91,90,98.9,90,58,64.4,17,18.9,11,12.2,*,*,*,*,2014-15
Manchester School District,0770011,Washington School,0771411,Math,F,80,80,100.0,80,47,58.8,23,28.8,10,12.5,0,0.0,10,12.5,2014-15
Manchester School District,0770011,Washington School,0771411,Math,M,89,88,98.9,88,56,63.6,22,25.0,8,9.1,*,*,*,*,2014-15
Mansfield School District,0780011,Annie E. Vinton School,0780411,ELA,F,48,48,100.0,48,*,*,*,*,10,20.8,29,60.4,39,81.3,2014-15
Mansfield School District,0780011,Annie E. Vinton School,0780411,ELA,M,50,48,96.0,48,*,*,*,*,9,18.8,29,60.4,38,79.2,2014-15
Mansfield School District,0780011,Annie E. Vinton School,0780411,Math,F,48,48,100.0,48,*,*,*,*,13,27.1,23,47.9,36,75.0,2014-15
Mansfield School District,0780011,Annie E. Vinton School,0780411,Math,M,52,51,98.1,51,*,*,*,*,10,19.6,31,60.8,41,80.4,2014-15
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,ELA,F,28,27,96.4,27,*,*,*,*,7,25.9,15,55.6,22,81.5,2014-15
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,ELA,M,40,35,87.5,35,*,*,*,*,7,20.0,19,54.3,26,74.3,2014-15
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,Math,F,28,27,96.4,27,*,*,*,*,12,44.4,7,25.9,19,70.4,2014-15
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,Math,M,40,36,90.0,36,*,*,*,*,10,27.8,14,38.9,24,66.7,2014-15
Mansfield School District,0780011,Mansfield Middle School School,0785111,ELA,F,229,206,90.0,206,11,5.3,20,9.7,73,35.4,102,49.5,175,85.0,2014-15
Mansfield School District,0780011,Mansfield Middle School School,0785111,ELA,M,282,258,91.5,257,24,9.3,38,14.8,107,41.6,88,34.2,195,75.9,2014-15
Mansfield School District,0780011,Mansfield Middle School School,0785111,Math,F,229,208,90.8,207,18,8.7,50,24.2,56,27.1,83,40.1,139,67.1,2014-15
Mansfield School District,0780011,Mansfield Middle School School,0785111,Math,M,282,263,93.3,262,31,11.8,60,22.9,54,20.6,117,44.7,171,65.3,2014-15
Mansfield School District,0780011,Southeast Elementary School,0780511,ELA,F,50,50,100.0,50,*,*,*,*,10,20.0,30,60.0,40,80.0,2014-15
Mansfield School District,0780011,Southeast Elementary School,0780511,ELA,M,51,47,92.2,47,*,*,*,*,6,12.8,27,57.4,33,70.2,2014-15
Mansfield School District,0780011,Southeast Elementary School,0780511,Math,F,50,50,100.0,50,*,*,*,*,17,34.0,18,36.0,35,70.0,2014-15
Mansfield School District,0780011,Southeast Elementary School,0780511,Math,M,51,49,96.1,49,*,*,*,*,11,22.4,22,44.9,33,67.3,2014-15
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,ELA,F,168,168,100.0,168,7,4.2,20,11.9,54,32.1,87,51.8,141,83.9,2014-15
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,ELA,M,199,198,99.5,198,30,15.2,33,16.7,70,35.4,65,32.8,135,68.2,2014-15
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,Math,F,168,168,100.0,168,11,6.5,41,24.4,64,38.1,52,31.0,116,69.0,2014-15
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,Math,M,199,198,99.5,198,21,10.6,46,23.2,62,31.3,69,34.8,131,66.2,2014-15
Meriden School District,0800011,Benjamin Franklin School,0800111,ELA,F,95,95,100.0,95,18,18.9,26,27.4,26,27.4,25,26.3,51,53.7,2014-15
Meriden School District,0800011,Benjamin Franklin School,0800111,ELA,M,100,99,99.0,99,41,41.4,27,27.3,17,17.2,14,14.1,31,31.3,2014-15
Meriden School District,0800011,Benjamin Franklin School,0800111,Math,F,93,93,100.0,93,32,34.4,34,36.6,13,14.0,14,15.1,27,29.0,2014-15
Meriden School District,0800011,Benjamin Franklin School,0800111,Math,M,100,98,98.0,98,45,45.9,31,31.6,14,14.3,8,8.2,22,22.4,2014-15
Meriden School District,0800011,Casimir Pulaski School,0801111,ELA,F,165,164,99.4,164,50,30.5,36,22.0,43,26.2,35,21.3,78,47.6,2014-15
Meriden School District,0800011,Casimir Pulaski School,0801111,ELA,M,159,158,99.4,158,52,32.9,40,25.3,42,26.6,24,15.2,66,41.8,2014-15
Meriden School District,0800011,Casimir Pulaski School,0801111,Math,F,165,164,99.4,164,67,40.9,52,31.7,35,21.3,10,6.1,45,27.4,2014-15
Meriden School District,0800011,Casimir Pulaski School,0801111,Math,M,160,158,98.8,158,66,41.8,49,31.0,33,20.9,10,6.3,43,27.2,2014-15
Meriden School District,0800011,Francis T. Maloney High School,0806111,ELA,F,114,102,89.5,102,22,21.6,29,28.4,39,38.2,12,11.8,51,50.0,2014-15
Meriden School District,0800011,Francis T. Maloney High School,0806111,ELA,M,103,95,92.2,94,20,21.3,35,37.2,26,27.7,13,13.8,39,41.5,2014-15
Meriden School District,0800011,Francis T. Maloney High School,0806111,Math,F,114,105,92.1,104,64,61.5,26,25.0,*,*,*,*,14,13.5,2014-15
Meriden School District,0800011,Francis T. Maloney High School,0806111,Math,M,103,96,93.2,95,53,55.8,25,26.3,*,*,*,*,17,17.9,2014-15
Meriden School District,0800011,Hanover School,0800311,ELA,F,125,108,86.4,108,35,32.4,22,20.4,29,26.9,22,20.4,51,47.2,2014-15
Meriden School District,0800011,Hanover School,0800311,ELA,M,119,101,84.9,101,42,41.6,24,23.8,23,22.8,12,11.9,35,34.7,2014-15
Meriden School District,0800011,Hanover School,0800311,Math,F,125,123,98.4,123,60,48.8,39,31.7,17,13.8,7,5.7,24,19.5,2014-15
Meriden School District,0800011,Hanover School,0800311,Math,M,119,112,94.1,112,55,49.1,27,24.1,24,21.4,6,5.4,30,26.8,2014-15
Meriden School District,0800011,Israel Putnam School,0800411,ELA,F,128,127,99.2,127,41,32.3,26,20.5,34,26.8,26,20.5,60,47.2,2014-15
Meriden School District,0800011,Israel Putnam School,0800411,ELA,M,142,142,100.0,141,57,40.4,33,23.4,27,19.1,24,17.0,51,36.2,2014-15
Meriden School District,0800011,Israel Putnam School,0800411,Math,F,129,122,94.6,122,60,49.2,39,32.0,*,*,*,*,23,18.9,2014-15
Meriden School District,0800011,Israel Putnam School,0800411,Math,M,142,135,95.1,135,56,41.5,50,37.0,*,*,*,*,29,21.5,2014-15
Meriden School District,0800011,John Barry School,0800511,ELA,F,119,118,99.2,118,46,39.0,37,31.4,*,*,*,*,35,29.7,2014-15
Meriden School District,0800011,John Barry School,0800511,ELA,M,136,135,99.3,135,93,68.9,28,20.7,*,*,*,*,14,10.4,2014-15
Meriden School District,0800011,John Barry School,0800511,Math,F,119,118,99.2,118,62,52.5,39,33.1,*,*,*,*,17,14.4,2014-15
Meriden School District,0800011,John Barry School,0800511,Math,M,135,132,97.8,132,80,60.6,35,26.5,*,*,*,*,17,12.9,2014-15
Meriden School District,0800011,Lincoln Middle School,0805211,ELA,F,372,357,96.0,357,95,26.6,113,31.7,117,32.8,32,9.0,149,41.7,2014-15
Meriden School District,0800011,Lincoln Middle School,0805211,ELA,M,371,360,97.0,359,138,38.4,99,27.6,105,29.2,17,4.7,122,34.0,2014-15
Meriden School District,0800011,Lincoln Middle School,0805211,Math,F,371,367,98.9,367,206,56.1,111,30.2,38,10.4,12,3.3,50,13.6,2014-15
Meriden School District,0800011,Lincoln Middle School,0805211,Math,M,370,368,99.5,367,207,56.4,115,31.3,35,9.5,10,2.7,45,12.3,2014-15
Meriden School District,0800011,Nathan Hale School,0800711,ELA,F,163,163,100.0,163,55,33.7,42,25.8,38,23.3,28,17.2,66,40.5,2014-15
Meriden School District,0800011,Nathan Hale School,0800711,ELA,M,138,135,97.8,134,61,45.5,30,22.4,23,17.2,20,14.9,43,32.1,2014-15
Meriden School District,0800011,Nathan Hale School,0800711,Math,F,163,162,99.4,162,94,58.0,42,25.9,20,12.3,6,3.7,26,16.0,2014-15
Meriden School District,0800011,Nathan Hale School,0800711,Math,M,137,134,97.8,134,63,47.0,44,32.8,17,12.7,10,7.5,27,20.1,2014-15
Meriden School District,0800011,Orville H. Platt High School,0806211,ELA,F,118,114,96.6,114,25,21.9,36,31.6,35,30.7,18,15.8,53,46.5,2014-15
Meriden School District,0800011,Orville H. Platt High School,0806211,ELA,M,98,93,94.9,93,30,32.3,35,37.6,21,22.6,7,7.5,28,30.1,2014-15
Meriden School District,0800011,Orville H. Platt High School,0806211,Math,F,118,114,96.6,114,73,64.0,*,*,*,*,0,0.0,*,*,2014-15
Meriden School District,0800011,Orville H. Platt High School,0806211,Math,M,98,93,94.9,93,70,75.3,17,18.3,*,*,*,*,6,6.5,2014-15
Meriden School District,0800011,Roger Sherman School,0800811,ELA,F,110,109,99.1,109,40,36.7,22,20.2,30,27.5,17,15.6,47,43.1,2014-15
Meriden School District,0800011,Roger Sherman School,0800811,ELA,M,95,94,98.9,94,43,45.7,22,23.4,21,22.3,8,8.5,29,30.9,2014-15
Meriden School District,0800011,Roger Sherman School,0800811,Math,F,110,108,98.2,108,45,41.7,38,35.2,*,*,*,*,25,23.1,2014-15
Meriden School District,0800011,Roger Sherman School,0800811,Math,M,95,94,98.9,94,47,50.0,23,24.5,*,*,*,*,24,25.5,2014-15
Meriden School District,0800011,STEP-Meriden School District,0800911,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEP-Meriden School District,0800911,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEP-Meriden School District,0800911,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEP-Meriden School District,0800911,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEPS-Meriden School District,0801211,ELA,F,6,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEPS-Meriden School District,0801211,ELA,M,14,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEPS-Meriden School District,0801211,Math,F,6,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,STEPS-Meriden School District,0801211,Math,M,14,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,Thomas Hooker School,0801011,ELA,F,78,77,98.7,77,6,7.8,9,11.7,28,36.4,34,44.2,62,80.5,2014-15
Meriden School District,0800011,Thomas Hooker School,0801011,ELA,M,80,80,100.0,80,15,18.8,14,17.5,33,41.3,18,22.5,51,63.8,2014-15
Meriden School District,0800011,Thomas Hooker School,0801011,Math,F,78,77,98.7,77,13,16.9,26,33.8,26,33.8,12,15.6,38,49.4,2014-15
Meriden School District,0800011,Thomas Hooker School,0801011,Math,M,80,80,100.0,80,23,28.8,26,32.5,21,26.3,10,12.5,31,38.8,2014-15
Meriden School District,0800011,Venture Academy-Meriden School District,0801311,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,Venture Academy-Meriden School District,0801311,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Meriden School District,0800011,Washington Middle School,0805411,ELA,F,327,316,96.6,315,78,24.8,102,32.4,113,35.9,22,7.0,135,42.9,2014-15
Meriden School District,0800011,Washington Middle School,0805411,ELA,M,338,324,95.9,323,147,45.5,98,30.3,67,20.7,11,3.4,78,24.1,2014-15
Meriden School District,0800011,Washington Middle School,0805411,Math,F,327,317,96.9,316,180,57.0,94,29.7,29,9.2,13,4.1,42,13.3,2014-15
Meriden School District,0800011,Washington Middle School,0805411,Math,M,337,331,98.2,330,217,65.8,79,23.9,28,8.5,6,1.8,34,10.3,2014-15
Middletown School District,0830011,Bielefield School,0830211,ELA,F,68,68,100.0,68,17,25.0,17,25.0,18,26.5,16,23.5,34,50.0,2014-15
Middletown School District,0830011,Bielefield School,0830211,ELA,M,75,75,100.0,75,22,29.3,22,29.3,18,24.0,13,17.3,31,41.3,2014-15
