district,district_code,school,school_code,subject,special_education,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Newtown School District,0970011,Sandy Hook Elementary School,0970211,Math,Y,20,20,100.0,20,10,50.0,*,*,*,*,*,*,*,*,2014-15
Norfolk School District,0980011,Botelle Elementary School,0980111,ELA,N,49,49,100.0,49,*,*,*,*,*,*,*,*,*,*,2014-15
Norfolk School District,0980011,Botelle Elementary School,0980111,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
Norfolk School District,0980011,Botelle Elementary School,0980111,Math,N,49,49,100.0,49,*,*,*,*,*,*,*,*,*,*,2014-15
Norfolk School District,0980011,Botelle Elementary School,0980111,Math,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
North Branford School District,0990011,North Branford High School,0996111,ELA,N,117,117,100.0,117,*,*,26,22.2,*,*,26,22.2,*,*,2014-15
North Branford School District,0990011,North Branford High School,0996111,ELA,Y,20,20,100.0,20,13,65.0,*,*,*,*,0,0.0,*,*,2014-15
North Branford School District,0990011,North Branford High School,0996111,Math,N,117,117,100.0,117,45,38.5,37,31.6,28,23.9,7,6.0,35,29.9,2014-15
North Branford School District,0990011,North Branford High School,0996111,Math,Y,20,20,100.0,20,20,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2014-15
North Branford School District,0990011,North Branford Intermediate School,0995111,ELA,N,422,403,95.5,403,75,18.6,132,32.8,*,*,*,*,*,*,2014-15
North Branford School District,0990011,North Branford Intermediate School,0995111,ELA,Y,79,76,96.2,76,59,77.6,*,*,*,*,0,0.0,*,*,2014-15
North Branford School District,0990011,North Branford Intermediate School,0995111,Math,N,422,404,95.7,403,112,27.8,158,39.2,*,*,*,*,*,*,2014-15
North Branford School District,0990011,North Branford Intermediate School,0995111,Math,Y,79,76,96.2,76,60,78.9,12,15.8,*,*,*,*,*,*,2014-15
North Branford School District,0990011,Totoket Valley Elementary School,0990611,ELA,N,388,376,96.9,376,*,*,81,21.5,110,29.3,*,*,*,*,2014-15
North Branford School District,0990011,Totoket Valley Elementary School,0990611,ELA,Y,45,44,97.8,44,22,50.0,14,31.8,*,*,*,*,8,18.2,2014-15
North Branford School District,0990011,Totoket Valley Elementary School,0990611,Math,N,388,376,96.9,376,*,*,122,32.4,*,*,66,17.6,*,*,2014-15
North Branford School District,0990011,Totoket Valley Elementary School,0990611,Math,Y,45,44,97.8,44,30,68.2,*,*,*,*,0,0.0,*,*,2014-15
North Canaan School District,1000011,North Canaan Elementary School,1000111,ELA,N,143,137,95.8,137,*,*,*,*,*,*,*,*,*,*,2014-15
North Canaan School District,1000011,North Canaan Elementary School,1000111,ELA,Y,18,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
North Canaan School District,1000011,North Canaan Elementary School,1000111,Math,N,143,137,95.8,137,*,*,*,*,*,*,*,*,*,*,2014-15
North Canaan School District,1000011,North Canaan Elementary School,1000111,Math,Y,18,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,Clintonville Elementary School,1010811,ELA,N,158,157,99.4,157,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,Clintonville Elementary School,1010811,ELA,Y,14,13,*,13,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,Clintonville Elementary School,1010811,Math,N,158,158,100.0,158,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,Clintonville Elementary School,1010811,Math,Y,14,13,*,13,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,Green Acres Elementary School,1010711,ELA,N,135,132,97.8,132,*,*,22,16.7,43,32.6,*,*,*,*,2014-15
North Haven School District,1010011,Green Acres Elementary School,1010711,ELA,Y,34,31,91.2,31,11,35.5,*,*,8,25.8,*,*,*,*,2014-15
North Haven School District,1010011,Green Acres Elementary School,1010711,Math,N,135,133,98.5,133,11,8.3,39,29.3,*,*,*,*,83,62.4,2014-15
North Haven School District,1010011,Green Acres Elementary School,1010711,Math,Y,34,31,91.2,31,13,41.9,11,35.5,*,*,*,*,7,22.6,2014-15
North Haven School District,1010011,Montowese Elementary School,1010211,ELA,N,136,134,98.5,134,7,5.2,*,*,*,*,54,40.3,*,*,2014-15
North Haven School District,1010011,Montowese Elementary School,1010211,ELA,Y,23,23,100.0,23,17,73.9,*,*,*,*,0,0.0,*,*,2014-15
North Haven School District,1010011,Montowese Elementary School,1010211,Math,N,136,134,98.5,134,*,*,45,33.6,*,*,20,14.9,*,*,2014-15
North Haven School District,1010011,Montowese Elementary School,1010211,Math,Y,23,23,100.0,23,16,69.6,*,*,*,*,0,0.0,*,*,2014-15
North Haven School District,1010011,North Haven High School,1016111,ELA,N,237,*,*,0,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven High School,1016111,ELA,Y,21,*,*,0,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven High School,1016111,Math,N,237,*,*,0,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven High School,1016111,Math,Y,21,0,0.0,0,*,*,*,*,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven Middle School,1015211,ELA,N,702,656,93.4,656,131,20.0,220,33.5,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven Middle School,1015211,ELA,Y,64,62,96.9,61,43,70.5,14,23.0,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven Middle School,1015211,Math,N,702,661,94.2,661,147,22.2,284,43.0,*,*,*,*,*,*,2014-15
North Haven School District,1010011,North Haven Middle School,1015211,Math,Y,64,63,98.4,63,41,65.1,*,*,*,*,0,0.0,*,*,2014-15
North Haven School District,1010011,Ridge Road Elementary School,1010311,ELA,N,192,186,96.9,186,24,12.9,*,*,*,*,66,35.5,*,*,2014-15
North Haven School District,1010011,Ridge Road Elementary School,1010311,ELA,Y,22,20,90.9,20,13,65.0,*,*,*,*,0,0.0,*,*,2014-15
North Haven School District,1010011,Ridge Road Elementary School,1010311,Math,N,192,186,96.9,186,*,*,*,*,56,30.1,38,20.4,94,50.5,2014-15
North Haven School District,1010011,Ridge Road Elementary School,1010311,Math,Y,22,20,90.9,20,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
North Stonington School District,1020011,North Stonington Elementary School,1020111,ELA,N,165,165,100.0,165,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,North Stonington Elementary School,1020111,ELA,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,North Stonington Elementary School,1020111,Math,N,165,165,100.0,165,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,North Stonington Elementary School,1020111,Math,Y,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler High School,1026111,ELA,N,38,35,92.1,35,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler High School,1026111,ELA,Y,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler High School,1026111,Math,N,38,35,92.1,35,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler High School,1026111,Math,Y,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler Middle School,1025111,ELA,N,146,144,98.6,144,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler Middle School,1025111,ELA,Y,18,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler Middle School,1025111,Math,N,146,144,98.6,144,*,*,*,*,*,*,*,*,*,*,2014-15
North Stonington School District,1020011,Wheeler Middle School,1025111,Math,Y,18,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Brien McMahon High School,1036211,ELA,N,366,361,98.6,361,129,35.7,*,*,*,*,34,9.4,*,*,2014-15
Norwalk School District,1030011,Brien McMahon High School,1036211,ELA,Y,31,26,83.9,26,21,80.8,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Brien McMahon High School,1036211,Math,N,366,361,98.6,361,237,65.7,*,*,41,11.4,*,*,*,*,2014-15
Norwalk School District,1030011,Brien McMahon High School,1036211,Math,Y,31,26,83.9,26,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Brookside Elementary School,1030211,ELA,N,202,196,97.0,196,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Brookside Elementary School,1030211,ELA,Y,18,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Brookside Elementary School,1030211,Math,N,202,202,100.0,202,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Brookside Elementary School,1030211,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Columbus Magnet School,1030311,ELA,N,116,115,99.1,115,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Columbus Magnet School,1030311,ELA,Y,18,16,*,16,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Columbus Magnet School,1030311,Math,N,116,114,98.3,114,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Columbus Magnet School,1030311,Math,Y,18,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Cranbury Elementary School,1030411,ELA,N,205,200,97.6,199,*,*,37,18.6,*,*,70,35.2,*,*,2014-15
Norwalk School District,1030011,Cranbury Elementary School,1030411,ELA,Y,27,24,88.9,24,14,58.3,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Cranbury Elementary School,1030411,Math,N,205,204,99.5,204,31,15.2,*,*,*,*,38,18.6,*,*,2014-15
Norwalk School District,1030011,Cranbury Elementary School,1030411,Math,Y,27,24,88.9,24,18,75.0,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Fox Run Elementary School,1032011,ELA,N,184,181,98.4,181,27,14.9,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Fox Run Elementary School,1032011,ELA,Y,26,26,100.0,26,16,61.5,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Fox Run Elementary School,1032011,Math,N,184,183,99.5,183,36,19.7,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Fox Run Elementary School,1032011,Math,Y,26,26,100.0,26,18,69.2,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Jefferson Magnet School,1030711,ELA,N,274,267,97.4,267,*,*,*,*,89,33.3,63,23.6,152,56.9,2014-15
Norwalk School District,1030011,Jefferson Magnet School,1030711,ELA,Y,21,21,100.0,21,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Jefferson Magnet School,1030711,Math,N,274,274,100.0,274,80,29.2,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Jefferson Magnet School,1030711,Math,Y,21,21,100.0,21,16,76.2,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Kendall Elementary School,1030811,ELA,N,244,240,98.4,238,71,29.8,*,*,60,25.2,*,*,*,*,2014-15
Norwalk School District,1030011,Kendall Elementary School,1030811,ELA,Y,23,23,100.0,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Kendall Elementary School,1030811,Math,N,245,243,99.2,243,72,29.6,*,*,53,21.8,*,*,*,*,2014-15
Norwalk School District,1030011,Kendall Elementary School,1030811,Math,Y,23,23,100.0,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Marvin Elementary School,1032211,ELA,N,216,212,98.1,212,31,14.6,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Marvin Elementary School,1032211,ELA,Y,25,25,100.0,25,18,72.0,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Marvin Elementary School,1032211,Math,N,215,214,99.5,214,58,27.1,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Marvin Elementary School,1032211,Math,Y,25,25,100.0,25,19,76.0,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Naramake Elementary School,1032111,ELA,N,192,188,97.9,188,31,16.5,*,*,*,*,36,19.1,*,*,2014-15
Norwalk School District,1030011,Naramake Elementary School,1032111,ELA,Y,27,27,100.0,27,21,77.8,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Naramake Elementary School,1032111,Math,N,192,190,99.0,190,46,24.2,*,*,*,*,22,11.6,*,*,2014-15
Norwalk School District,1030011,Naramake Elementary School,1032111,Math,Y,27,26,96.3,26,19,73.1,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Nathan Hale Middle School,1035211,ELA,N,549,530,96.5,530,*,*,140,26.4,220,41.5,*,*,*,*,2014-15
Norwalk School District,1030011,Nathan Hale Middle School,1035211,ELA,Y,72,71,98.6,71,40,56.3,24,33.8,*,*,*,*,7,9.9,2014-15
Norwalk School District,1030011,Nathan Hale Middle School,1035211,Math,N,550,542,98.5,542,196,36.2,172,31.7,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Nathan Hale Middle School,1035211,Math,Y,72,71,98.6,71,56,78.9,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Norwalk High School,1036111,ELA,N,337,311,92.3,308,87,28.2,102,33.1,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Norwalk High School,1036111,ELA,Y,33,30,90.9,29,21,72.4,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Norwalk High School,1036111,Math,N,336,308,91.7,304,191,62.8,66,21.7,38,12.5,9,3.0,47,15.5,2014-15
Norwalk School District,1030011,Norwalk High School,1036111,Math,Y,33,30,90.9,29,29,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Norwalk Pathways Academy at Briggs,1036311,ELA,N,10,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Norwalk Pathways Academy at Briggs,1036311,ELA,Y,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Norwalk Pathways Academy at Briggs,1036311,Math,N,11,10,*,10,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Norwalk Pathways Academy at Briggs,1036311,Math,Y,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,ELA,N,570,551,96.7,549,101,18.4,188,34.2,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,ELA,Y,65,65,100.0,65,44,67.7,18,27.7,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,Math,N,570,564,98.9,564,259,45.9,173,30.7,99,17.6,33,5.9,132,23.4,2014-15
Norwalk School District,1030011,Ponus Ridge Middle School,1035311,Math,Y,65,64,98.5,64,56,87.5,8,12.5,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Roton Middle School,1035511,ELA,N,401,386,96.3,386,*,*,95,24.6,*,*,82,21.2,*,*,2014-15
Norwalk School District,1030011,Roton Middle School,1035511,ELA,Y,54,54,100.0,54,29,53.7,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Roton Middle School,1035511,Math,N,401,399,99.5,399,153,38.3,122,30.6,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Roton Middle School,1035511,Math,Y,54,54,100.0,54,41,75.9,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Rowayton School,1031311,ELA,N,186,183,98.4,183,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Rowayton School,1031311,ELA,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Rowayton School,1031311,Math,N,186,186,100.0,186,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Rowayton School,1031311,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Silvermine Elementary School,1032311,ELA,N,194,192,99.0,189,38,20.1,*,*,*,*,40,21.2,*,*,2014-15
Norwalk School District,1030011,Silvermine Elementary School,1032311,ELA,Y,20,20,100.0,20,16,80.0,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,Silvermine Elementary School,1032311,Math,N,194,194,100.0,194,52,26.8,*,*,53,27.3,*,*,*,*,2014-15
Norwalk School District,1030011,Silvermine Elementary School,1032311,Math,Y,20,20,100.0,20,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Tracey School,1031411,ELA,N,166,162,97.6,161,30,18.6,31,19.3,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Tracey School,1031411,ELA,Y,31,31,100.0,31,20,64.5,6,19.4,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Tracey School,1031411,Math,N,165,163,98.8,163,46,28.2,61,37.4,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Tracey School,1031411,Math,Y,31,31,100.0,31,22,71.0,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,West Rocks Middle School,1035411,ELA,N,546,534,97.8,534,126,23.6,175,32.8,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,West Rocks Middle School,1035411,ELA,Y,82,80,97.6,80,60,75.0,*,*,*,*,0,0.0,*,*,2014-15
Norwalk School District,1030011,West Rocks Middle School,1035411,Math,N,546,546,100.0,545,250,45.9,171,31.4,87,16.0,37,6.8,124,22.8,2014-15
Norwalk School District,1030011,West Rocks Middle School,1035411,Math,Y,81,80,98.8,80,72,90.0,8,10.0,0,0.0,0,0.0,0,0.0,2014-15
Norwalk School District,1030011,Wolfpit School,1032411,ELA,N,122,119,97.5,119,17,14.3,*,*,45,37.8,*,*,*,*,2014-15
Norwalk School District,1030011,Wolfpit School,1032411,ELA,Y,26,25,96.2,25,13,52.0,*,*,6,24.0,*,*,*,*,2014-15
Norwalk School District,1030011,Wolfpit School,1032411,Math,N,124,123,99.2,123,25,20.3,43,35.0,*,*,*,*,*,*,2014-15
Norwalk School District,1030011,Wolfpit School,1032411,Math,Y,26,25,96.2,25,17,68.0,6,24.0,*,*,*,*,*,*,2014-15
Norwich Free Academy District,9010022,Norwich Free Academy,9016122,ELA,N,495,456,92.1,442,112,25.3,118,26.7,127,28.7,85,19.2,212,48.0,2014-15
Norwich Free Academy District,9010022,Norwich Free Academy,9016122,ELA,Y,52,38,73.1,37,27,73.0,10,27.0,0,0.0,0,0.0,0,0.0,2014-15
Norwich Free Academy District,9010022,Norwich Free Academy,9016122,Math,N,495,450,90.9,447,210,47.0,*,*,81,18.1,*,*,*,*,2014-15
Norwich Free Academy District,9010022,Norwich Free Academy,9016122,Math,Y,54,44,81.5,43,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwich School District,1040011,Hickory Street School,1049011,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Hickory Street School,1049011,Math,Y,14,13,*,12,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,John B. Stanton Network School,1041411,ELA,N,161,154,95.7,152,59,38.8,*,*,*,*,14,9.2,*,*,2014-15
Norwich School District,1040011,John B. Stanton Network School,1041411,ELA,Y,28,27,96.4,27,24,88.9,*,*,*,*,0,0.0,*,*,2014-15
Norwich School District,1040011,John B. Stanton Network School,1041411,Math,N,161,157,97.5,157,68,43.3,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,John B. Stanton Network School,1041411,Math,Y,28,27,96.4,27,20,74.1,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Kelly Middle School,1045111,ELA,N,570,556,97.5,554,181,32.7,201,36.3,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Kelly Middle School,1045111,ELA,Y,89,84,94.4,84,65,77.4,17,20.2,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Kelly Middle School,1045111,Math,N,569,552,97.0,550,281,51.1,184,33.5,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Kelly Middle School,1045111,Math,Y,89,86,96.6,86,77,89.5,*,*,0,0.0,*,*,*,*,2014-15
Norwich School District,1040011,Moriarty Magnet School,1042011,ELA,N,163,163,100.0,163,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Moriarty Magnet School,1042011,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Moriarty Magnet School,1042011,Math,N,163,163,100.0,163,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Moriarty Magnet School,1042011,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Samuel Huntington School,1040811,ELA,N,160,160,100.0,160,46,28.8,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Samuel Huntington School,1040811,ELA,Y,31,30,96.8,29,23,79.3,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Samuel Huntington School,1040811,Math,N,160,160,100.0,160,50,31.3,66,41.3,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Samuel Huntington School,1040811,Math,Y,31,30,96.8,30,23,76.7,*,*,*,*,0,0.0,*,*,2014-15
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,ELA,N,412,406,98.5,405,123,30.4,116,28.6,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,ELA,Y,63,63,100.0,63,50,79.4,*,*,*,*,0,0.0,*,*,2014-15
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,Math,N,412,412,100.0,412,188,45.6,136,33.0,52,12.6,36,8.7,88,21.4,2014-15
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,Math,Y,64,64,100.0,64,58,90.6,6,9.4,0,0.0,0,0.0,0,0.0,2014-15
Norwich School District,1040011,Thomas W. Mahan School,1041711,ELA,N,122,115,94.3,114,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Thomas W. Mahan School,1041711,ELA,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Thomas W. Mahan School,1041711,Math,N,122,121,99.2,121,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Thomas W. Mahan School,1041711,Math,Y,15,15,*,15,*,*,*,*,*,*,*,*,*,*,2014-15
Norwich School District,1040011,Uncas Network School,1041911,ELA,N,90,90,100.0,90,36,40.0,*,*,13,14.4,*,*,*,*,2014-15
Norwich School District,1040011,Uncas Network School,1041911,ELA,Y,23,23,100.0,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwich School District,1040011,Uncas Network School,1041911,Math,N,90,90,100.0,90,44,48.9,*,*,15,16.7,*,*,*,*,2014-15
Norwich School District,1040011,Uncas Network School,1041911,Math,Y,23,23,100.0,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2014-15
Norwich School District,1040011,Veterans' Memorial School,1041811,ELA,N,129,129,100.0,129,51,39.5,*,*,*,*,14,10.9,*,*,2014-15
