,district,school,category,type,2010-11,2011-12,2012-13,2013-14,2014-15,school_code,check_sch_col,check_dist_col
8987,Shelton School District,Booth Hill School,Instructional Specialists Who Support Teachers,Certified,1.5,1.5,1.5,1.5,1.3,1261011,Booth Hill School,Shelton School District
8988,Shelton School District,Booth Hill School,Library/Media - Specialists (Certified),Certified,0.4,0.0,0.5,0.5,0.5,1261011,Booth Hill School,Shelton School District
8989,Shelton School District,Elizabeth Shelton School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1260511,Elizabeth Shelton School,Shelton School District
8990,Shelton School District,Elizabeth Shelton School,Counselors  Social Workers  and School Psychologists,Certified,1.4,1.4,1.5,1.5,1.5,1260511,Elizabeth Shelton School,Shelton School District
8991,Shelton School District,Elizabeth Shelton School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,6.5,15.0,13.0,15.0,1260511,Elizabeth Shelton School,Shelton School District
8992,Shelton School District,Elizabeth Shelton School,General Education - Teachers and Instructors,Certified,24,24.0,24.0,24.0,23.2,1260511,Elizabeth Shelton School,Shelton School District
8993,Shelton School District,Elizabeth Shelton School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1260511,Elizabeth Shelton School,Shelton School District
8994,Shelton School District,Elizabeth Shelton School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,5.3,6.1,6.5,6.6,6.6,1260511,Elizabeth Shelton School,Shelton School District
8995,Shelton School District,Elizabeth Shelton School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1260511,Elizabeth Shelton School,Shelton School District
8996,Shelton School District,Elizabeth Shelton School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,5,7.0,15.0,13.0,15.0,1260511,Elizabeth Shelton School,Shelton School District
8997,Shelton School District,Elizabeth Shelton School,Special Education - Teachers and Instructors,Certified,4,5.0,5.0,4.0,4.0,1260511,Elizabeth Shelton School,Shelton School District
8998,Shelton School District,Elizabeth Shelton School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.8,1260511,Elizabeth Shelton School,Shelton School District
8999,Shelton School District,Elizabeth Shelton School,Library/Media - Specialists (Certified),Certified,0.5,1.0,1.0,1.0,1.0,1260511,Elizabeth Shelton School,Shelton School District
9000,Shelton School District,Intermediate School,Administrators  Coordinators and Department Chairs - School Level,Certified,3.6,3.8,4.0,4.0,5.0,1265111,Intermediate School,Shelton School District
9001,Shelton School District,Intermediate School,Counselors  Social Workers  and School Psychologists,Certified,4,4.0,4.0,3.9,4.6,1265111,Intermediate School,Shelton School District
9002,Shelton School District,Intermediate School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.5,5.5,6.0,6.0,2.0,1265111,Intermediate School,Shelton School District
9003,Shelton School District,Intermediate School,General Education - Teachers and Instructors,Certified,50.7,53.8,55.2,55.2,55.1,1265111,Intermediate School,Shelton School District
9004,Shelton School District,Intermediate School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1265111,Intermediate School,Shelton School District
9005,Shelton School District,Intermediate School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,17.8,17.8,25.0,24.8,24.8,1265111,Intermediate School,Shelton School District
9006,Shelton School District,Intermediate School,School Nurses,Non-Certified,1.5,1.5,1.5,1.5,1.5,1265111,Intermediate School,Shelton School District
9007,Shelton School District,Intermediate School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7,7.0,11.0,11.5,10.0,1265111,Intermediate School,Shelton School District
9008,Shelton School District,Intermediate School,Special Education - Teachers and Instructors,Certified,6.8,7.8,7.8,5.8,8.6,1265111,Intermediate School,Shelton School District
9009,Shelton School District,Intermediate School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.8,1265111,Intermediate School,Shelton School District
9010,Shelton School District,Intermediate School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1265111,Intermediate School,Shelton School District
9011,Shelton School District,Long Hill School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1260811,Long Hill School,Shelton School District
9012,Shelton School District,Long Hill School,Counselors  Social Workers  and School Psychologists,Certified,1.1,1.6,1.5,1.5,1.5,1260811,Long Hill School,Shelton School District
9013,Shelton School District,Long Hill School,General Education - Paraprofessional Instructional Assistants,Non-Certified,3,6.0,6.0,8.0,8.0,1260811,Long Hill School,Shelton School District
9014,Shelton School District,Long Hill School,General Education - Teachers and Instructors,Certified,19.5,19.0,20.5,19.5,22.2,1260811,Long Hill School,Shelton School District
9015,Shelton School District,Long Hill School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1260811,Long Hill School,Shelton School District
9016,Shelton School District,Long Hill School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,5.4,5.6,6.5,6.6,6.6,1260811,Long Hill School,Shelton School District
9017,Shelton School District,Long Hill School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1260811,Long Hill School,Shelton School District
9018,Shelton School District,Long Hill School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,2,6.0,6.0,5.0,6.0,1260811,Long Hill School,Shelton School District
9019,Shelton School District,Long Hill School,Special Education - Teachers and Instructors,Certified,6,5.0,5.0,6.5,7.0,1260811,Long Hill School,Shelton School District
9020,Shelton School District,Long Hill School,Instructional Specialists Who Support Teachers,Certified,2.4,2.5,2.5,2.5,3.3,1260811,Long Hill School,Shelton School District
9021,Shelton School District,Long Hill School,Library/Media - Specialists (Certified),Certified,0.6,0.6,0.6,0.6,0.6,1260811,Long Hill School,Shelton School District
9022,Shelton School District,Perry Hill Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,2.0,1261111,Perry Hill Elementary School,Shelton School District
9023,Shelton School District,Perry Hill Elementary School,Counselors  Social Workers  and School Psychologists,Certified,2.8,2.8,3.8,3.9,4.3,1261111,Perry Hill Elementary School,Shelton School District
9024,Shelton School District,Perry Hill Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,8.0,6.0,5.0,4.0,1261111,Perry Hill Elementary School,Shelton School District
9025,Shelton School District,Perry Hill Elementary School,General Education - Teachers and Instructors,Certified,44.5,44.2,47.3,45.6,45.6,1261111,Perry Hill Elementary School,Shelton School District
9026,Shelton School District,Perry Hill Elementary School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1261111,Perry Hill Elementary School,Shelton School District
9027,Shelton School District,Perry Hill Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,15.9,16.3,19.0,19.0,18.8,1261111,Perry Hill Elementary School,Shelton School District
9028,Shelton School District,Perry Hill Elementary School,School Nurses,Non-Certified,1,1.5,1.5,1.5,1.5,1261111,Perry Hill Elementary School,Shelton School District
9029,Shelton School District,Perry Hill Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,8,13.0,14.0,14.0,12.0,1261111,Perry Hill Elementary School,Shelton School District
9030,Shelton School District,Perry Hill Elementary School,Special Education - Teachers and Instructors,Certified,7,7.0,9.0,8.0,9.0,1261111,Perry Hill Elementary School,Shelton School District
9031,Shelton School District,Perry Hill Elementary School,Instructional Specialists Who Support Teachers,Certified,2,2.0,2.0,2.0,1.8,1261111,Perry Hill Elementary School,Shelton School District
9032,Shelton School District,Perry Hill Elementary School,Library/Media - Specialists (Certified),Certified,1,1.0,1.0,1.0,1.0,1261111,Perry Hill Elementary School,Shelton School District
9033,Shelton School District,Shelton High School,Administrators  Coordinators and Department Chairs - School Level,Certified,7.6,7.6,7.6,7.4,9.0,1266111,Shelton High School,Shelton School District
9034,Shelton School District,Shelton High School,Counselors  Social Workers  and School Psychologists,Certified,8.9,8.9,8.8,8.9,9.0,1266111,Shelton High School,Shelton School District
9035,Shelton School District,Shelton High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,6.0,11.0,5.0,5.0,1266111,Shelton High School,Shelton School District
9036,Shelton School District,Shelton High School,General Education - Teachers and Instructors,Certified,99.8,101.2,99.1,99.0,102.0,1266111,Shelton High School,Shelton School District
9037,Shelton School District,Shelton High School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1266111,Shelton High School,Shelton School District
9038,Shelton School District,Shelton High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,40.1,37.6,45.5,43.3,45.3,1266111,Shelton High School,Shelton School District
9039,Shelton School District,Shelton High School,School Nurses,Non-Certified,2,2.0,2.0,2.0,2.0,1266111,Shelton High School,Shelton School District
9040,Shelton School District,Shelton High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,12,10.0,0.0,12.0,13.0,1266111,Shelton High School,Shelton School District
9041,Shelton School District,Shelton High School,Special Education - Teachers and Instructors,Certified,9.6,9.6,10.6,10.6,11.6,1266111,Shelton High School,Shelton School District
9042,Shelton School District,Shelton High School,Instructional Specialists Who Support Teachers,Certified,1,1.0,1.0,1.0,1.0,1266111,Shelton High School,Shelton School District
9043,Shelton School District,Shelton High School,Library/Media - Specialists (Certified),Certified,0.8,1.0,1.0,1.0,0.8,1266111,Shelton High School,Shelton School District
9044,Shelton School District,Sunnyside School,Administrators  Coordinators and Department Chairs - School Level,Certified,1,1.0,1.0,1.0,1.0,1260611,Sunnyside School,Shelton School District
9045,Shelton School District,Sunnyside School,Counselors  Social Workers  and School Psychologists,Certified,0.9,0.9,0.9,0.9,0.9,1260611,Sunnyside School,Shelton School District
9046,Shelton School District,Sunnyside School,General Education - Paraprofessional Instructional Assistants,Non-Certified,0,9.0,5.0,4.5,5.0,1260611,Sunnyside School,Shelton School District
9047,Shelton School District,Sunnyside School,General Education - Teachers and Instructors,Certified,14,14.1,14.0,15.0,14.2,1260611,Sunnyside School,Shelton School District
9048,Shelton School District,Sunnyside School,Library/Media - Support Staff,Non-Certified,0,0.0,0.0,0.0,0.0,1260611,Sunnyside School,Shelton School District
9049,Shelton School District,Sunnyside School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,4.9,5.1,5.5,5.5,5.5,1260611,Sunnyside School,Shelton School District
9050,Shelton School District,Sunnyside School,School Nurses,Non-Certified,1,1.0,1.0,1.0,1.0,1260611,Sunnyside School,Shelton School District
9051,Shelton School District,Sunnyside School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,3,4.0,4.0,3.0,2.0,1260611,Sunnyside School,Shelton School District
9052,Shelton School District,Sunnyside School,Special Education - Teachers and Instructors,Certified,2,2.0,2.0,2.5,2.5,1260611,Sunnyside School,Shelton School District
9053,Shelton School District,Sunnyside School,Instructional Specialists Who Support Teachers,Certified,0.6,0.5,0.5,0.5,1.3,1260611,Sunnyside School,Shelton School District
9054,Shelton School District,Sunnyside School,Library/Media - Specialists (Certified),Certified,0.5,0.4,0.4,0.4,0.4,1260611,Sunnyside School,Shelton School District
9055,Shelton School District,Other,Administrators  Coordinators and Department Chairs - School Level,Certified,0,0.0,0.0,0.0,1.0,,,
9056,Sherman School District,Sherman School,Administrators  Coordinators and Department Chairs - School Level,Certified,2,2.0,2.0,2.0,0.5,1270111,Sherman School,Sherman School District
9057,Sherman School District,Sherman School,Counselors  Social Workers  and School Psychologists,Certified,1.6,1.6,1.6,1.6,1.6,1270111,Sherman School,Sherman School District
9058,Sherman School District,Sherman School,General Education - Paraprofessional Instructional Assistants,Non-Certified,7.2,7.2,7.3,7.1,7.0,1270111,Sherman School,Sherman School District
9059,Sherman School District,Sherman School,General Education - Teachers and Instructors,Certified,31.5,30.5,29.0,30.0,29.0,1270111,Sherman School,Sherman School District
9060,Sherman School District,Sherman School,Library/Media - Support Staff,Non-Certified,0.9,0.9,0.4,0.4,0.4,1270111,Sherman School,Sherman School District
9061,Sherman School District,Sherman School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,12.9,11.2,11.0,10.6,10.6,1270111,Sherman School,Sherman School District
9062,Sherman School District,Sherman School,School Nurses,Non-Certified,0.9,0.9,1.0,1.0,1.0,1270111,Sherman School,Sherman School District
9063,Sherman School District,Sherman School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,15,13.2,14.0,12.3,12.2,1270111,Sherman School,Sherman School District
