"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Math",138,128,92.8,128,82,64.1,38,29.7,"*","*","*","*",8,6.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","ELA",251,248,98.8,248,81,32.7,72,29.0,62,25.0,33,13.3,95,38.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Math",250,247,98.8,247,116,47.0,84,34.0,33,13.4,14,5.7,47,19.0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","ELA",33,33,100.0,33,27,81.8,6,18.2,0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Math",34,34,100.0,34,31,91.2,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","ELA",279,278,99.6,278,104,37.4,81,29.1,72,25.9,21,7.6,93,33.5
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Math",279,279,100.0,279,157,56.3,79,28.3,37,13.3,6,2.2,43,15.4
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","ELA",320,310,96.9,310,44,14.2,80,25.8,134,43.2,52,16.8,186,60.0
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Math",320,309,96.6,308,82,26.6,85,27.6,80,26.0,61,19.8,141,45.8
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","ELA",547,474,86.7,465,303,65.2,110,23.7,46,9.9,6,1.3,52,11.2
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Math",547,536,98.0,536,451,84.1,66,12.3,"*","*","*","*",19,3.5
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","ELA",46,42,91.3,41,13,31.7,15,36.6,"*","*","*","*",13,31.7
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Math",46,42,91.3,42,33,78.6,6,14.3,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","ELA",292,287,98.3,286,135,47.2,87,30.4,52,18.2,12,4.2,64,22.4
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Math",292,289,99.0,288,166,57.6,97,33.7,"*","*","*","*",25,8.7
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","ELA",135,130,96.3,130,88,67.7,31,23.8,"*","*","*","*",11,8.5
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Math",135,129,95.6,129,83,64.3,31,24.0,"*","*","*","*",15,11.6
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","ELA",42,41,97.6,41,17,41.5,14,34.1,10,24.4,0,0.0,10,24.4
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Math",42,41,97.6,41,33,80.5,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","ELA",240,165,68.8,148,124,83.8,16,10.8,"*","*","*","*",8,5.4
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Math",240,132,55.0,124,108,87.1,10,8.1,6,4.8,0,0.0,6,4.8
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","ELA",258,252,97.7,251,90,35.9,68,27.1,75,29.9,18,7.2,93,37.1
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Math",258,254,98.4,254,126,49.6,85,33.5,35,13.8,8,3.1,43,16.9
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","ELA",341,339,99.4,339,173,51.0,97,28.6,62,18.3,7,2.1,69,20.4
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Math",341,339,99.4,339,227,67.0,84,24.8,"*","*","*","*",28,8.3
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","ELA",232,230,99.1,228,91,39.9,79,34.6,40,17.5,18,7.9,58,25.4
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Math",232,231,99.6,231,152,65.8,65,28.1,14,6.1,0,0.0,14,6.1
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","ELA",297,296,99.7,296,119,40.2,89,30.1,70,23.6,18,6.1,88,29.7
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Math",297,296,99.7,296,170,57.4,88,29.7,26,8.8,12,4.1,38,12.8
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","ELA",166,162,97.6,161,97,60.2,42,26.1,"*","*","*","*",22,13.7
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Math",167,165,98.8,165,121,73.3,35,21.2,9,5.5,0,0.0,9,5.5
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","ELA",299,296,99.0,296,85,28.7,86,29.1,96,32.4,29,9.8,125,42.2
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Math",299,297,99.3,296,144,48.6,98,33.1,42,14.2,12,4.1,54,18.2
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","ELA",99,23,23.2,22,11,50.0,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Math",99,27,27.3,26,17,65.4,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","ELA",58,50,86.2,49,27,55.1,12,24.5,"*","*","*","*",10,20.4
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Math",58,54,93.1,53,37,69.8,14,26.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","ELA",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Math",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","ELA",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Math",6,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","ELA",67,67,100.0,67,42,62.7,12,17.9,"*","*","*","*",13,19.4
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Math",67,67,100.0,67,41,61.2,21,31.3,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","ELA",33,11,33.3,10,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Math",33,14,42.4,14,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","ELA",391,381,97.4,381,147,38.6,110,28.9,93,24.4,31,8.1,124,32.5
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Math",391,380,97.2,380,220,57.9,121,31.8,"*","*","*","*",39,10.3
"New Haven School District","=""0930011""","Sound School","=""0936711""","ELA",76,68,89.5,68,25,36.8,18,26.5,15,22.1,10,14.7,25,36.8
"New Haven School District","=""0930011""","Sound School","=""0936711""","Math",76,67,88.2,67,38,56.7,11,16.4,12,17.9,6,9.0,18,26.9
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","ELA",131,130,99.2,130,78,60.0,30,23.1,"*","*","*","*",22,16.9
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Math",131,131,100.0,131,84,64.1,33,25.2,"*","*","*","*",14,10.7
"New Haven School District","=""0930011""","Truman School","=""0932911""","ELA",298,284,95.3,284,172,60.6,79,27.8,27,9.5,6,2.1,33,11.6
"New Haven School District","=""0930011""","Truman School","=""0932911""","Math",297,289,97.3,287,216,75.3,57,19.9,"*","*","*","*",14,4.9
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","ELA",43,43,100.0,43,30,69.8,"*","*",6,14.0,"*","*","*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Math",43,43,100.0,43,31,72.1,12,27.9,0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","ELA",234,234,100.0,233,101,43.3,72,30.9,53,22.7,7,3.0,60,25.8
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Math",234,234,100.0,234,142,60.7,71,30.3,"*","*","*","*",21,9.0
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","ELA",299,139,46.5,127,68,53.5,27,21.3,23,18.1,9,7.1,32,25.2
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Math",298,119,39.9,112,90,80.4,18,16.1,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","ELA",275,243,88.4,241,23,9.5,33,13.7,67,27.8,118,49.0,185,76.8
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Math",276,267,96.7,266,43,16.2,51,19.2,67,25.2,105,39.5,172,64.7
"New London School District","=""0950011""","Jennings School","=""0950311""","ELA",258,244,94.6,243,131,53.9,68,28.0,37,15.2,7,2.9,44,18.1
"New London School District","=""0950011""","Jennings School","=""0950311""","Math",253,252,99.6,252,133,52.8,71,28.2,36,14.3,12,4.8,48,19.0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","ELA",602,588,97.7,580,253,43.6,187,32.2,126,21.7,14,2.4,140,24.1
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Math",598,590,98.7,583,345,59.2,170,29.2,56,9.6,12,2.1,68,11.7
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","ELA",263,260,98.9,260,95,36.5,74,28.5,67,25.8,24,9.2,91,35.0
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Math",263,262,99.6,261,101,38.7,95,36.4,55,21.1,10,3.8,65,24.9
"New London School District","=""0950011""","New London High School","=""0956111""","ELA",203,196,96.6,192,42,21.9,65,33.9,55,28.6,30,15.6,85,44.3
"New London School District","=""0950011""","New London High School","=""0956111""","Math",203,192,94.6,192,109,56.8,45,23.4,25,13.0,13,6.8,38,19.8
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","ELA",249,244,98.0,243,68,28.0,67,27.6,67,27.6,41,16.9,108,44.4
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Math",248,247,99.6,246,113,45.9,68,27.6,41,16.7,24,9.8,65,26.4
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","ELA",113,113,100.0,113,20,17.7,30,26.5,30,26.5,33,29.2,63,55.8
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Math",113,113,100.0,113,27,23.9,35,31.0,37,32.7,14,12.4,51,45.1
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","ELA",87,83,95.4,83,10,12.0,24,28.9,29,34.9,20,24.1,49,59.0
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Math",87,84,96.6,84,15,17.9,21,25.0,37,44.0,11,13.1,48,57.1
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","ELA",301,252,83.7,246,35,14.2,78,31.7,81,32.9,52,21.1,133,54.1
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Math",301,254,84.4,252,66,26.2,82,32.5,71,28.2,33,13.1,104,41.3
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","ELA",114,109,95.6,109,11,10.1,28,25.7,40,36.7,30,27.5,70,64.2
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Math",114,109,95.6,109,13,11.9,34,31.2,39,35.8,23,21.1,62,56.9
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","ELA",1004,962,95.8,960,222,23.1,204,21.3,314,32.7,220,22.9,534,55.6
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Math",1004,955,95.1,954,250,26.2,328,34.4,241,25.3,135,14.2,376,39.4
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","ELA",677,595,87.9,595,142,23.9,190,31.9,202,33.9,61,10.3,263,44.2
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Math",677,614,90.7,605,169,27.9,231,38.2,126,20.8,79,13.1,205,33.9
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","ELA",173,172,99.4,172,18,10.5,35,20.3,53,30.8,66,38.4,119,69.2
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Math",173,173,100.0,173,16,9.2,47,27.2,63,36.4,47,27.2,110,63.6
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","ELA",116,116,100.0,116,22,19.0,28,24.1,27,23.3,39,33.6,66,56.9
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Math",116,116,100.0,116,17,14.7,30,25.9,30,25.9,39,33.6,69,59.5
"Newington School District","=""0940011""","John Paterson School","=""0940811""","ELA",170,169,99.4,169,24,14.2,44,26.0,39,23.1,62,36.7,101,59.8
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Math",170,169,99.4,169,25,14.8,49,29.0,66,39.1,29,17.2,95,56.2
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","ELA",680,675,99.3,675,80,11.9,137,20.3,295,43.7,163,24.1,458,67.9
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Math",680,675,99.3,675,138,20.4,225,33.3,161,23.9,151,22.4,312,46.2
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","ELA",614,611,99.5,611,89,14.6,159,26.0,254,41.6,109,17.8,363,59.4
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Math",612,610,99.7,610,129,21.1,194,31.8,162,26.6,125,20.5,287,47.0
"Newington School District","=""0940011""","Newington High School","=""0946111""","ELA",296,265,89.5,254,55,21.7,90,35.4,90,35.4,19,7.5,109,42.9
"Newington School District","=""0940011""","Newington High School","=""0946111""","Math",296,267,90.2,262,106,40.5,81,30.9,68,26.0,7,2.7,75,28.6
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","ELA",147,147,100.0,147,15,10.2,35,23.8,53,36.1,44,29.9,97,66.0
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Math",147,147,100.0,147,11,7.5,46,31.3,59,40.1,31,21.1,90,61.2
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","ELA",152,152,100.0,152,13,8.6,31,20.4,47,30.9,61,40.1,108,71.1
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Math",152,152,100.0,152,12,7.9,49,32.2,55,36.2,36,23.7,91,59.9
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","ELA",141,139,98.6,139,6,4.3,14,10.1,29,20.9,90,64.7,119,85.6
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Math",141,139,98.6,139,9,6.5,40,28.8,45,32.4,45,32.4,90,64.7
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","ELA",175,174,99.4,174,15,8.6,32,18.4,61,35.1,66,37.9,127,73.0
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Math",175,174,99.4,174,12,6.9,52,29.9,64,36.8,46,26.4,110,63.2
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","ELA",412,327,79.4,327,40,12.2,70,21.4,124,37.9,93,28.4,217,66.4
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Math",412,284,68.9,284,99,34.9,67,23.6,74,26.1,44,15.5,118,41.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","ELA",824,802,97.3,802,37,4.6,153,19.1,410,51.1,202,25.2,612,76.3
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Math",824,802,97.3,802,93,11.6,201,25.1,231,28.8,277,34.5,508,63.3
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","ELA",728,724,99.5,721,49,6.8,116,16.1,305,42.3,251,34.8,556,77.1
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Math",728,723,99.3,722,83,11.5,198,27.4,225,31.2,216,29.9,441,61.1
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","ELA",161,160,99.4,160,12,7.5,34,21.3,55,34.4,59,36.9,114,71.3
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Math",161,161,100.0,161,22,13.7,45,28.0,70,43.5,24,14.9,94,58.4
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","ELA",63,63,100.0,63,13,20.6,13,20.6,18,28.6,19,30.2,37,58.7
