district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
Groton School District,Carl C. Cutler Middle School,Tagalog,8,<=5,0595311,Carl C. Cutler Middle School,Groton School District
Groton School District,Fitch Senior High School,Spanish,43,17,,,
Groton School District,Fitch Senior High School,Portuguese,<=5,<=5,,,
Groton School District,Fitch Senior High School,Arabic,<=5,<=5,,,
Groton School District,Fitch Senior High School,French,<=5,<=5,,,
Groton School District,Fitch Senior High School,German,<=5,<=5,,,
Groton School District,Fitch Senior High School,Gujarati,<=5,<=5,,,
Groton School District,Fitch Senior High School,Creole-Haitian,<=5,<=5,,,
Groton School District,Fitch Senior High School,Hindi,<=5,<=5,,,
Groton School District,Fitch Senior High School,Korean,<=5,<=5,,,
Groton School District,Fitch Senior High School,Pilipino (Filipino),<=5,<=5,,,
Groton School District,Fitch Senior High School,Turkish,<=5,<=5,,,
Groton School District,Fitch Senior High School,Urdu,<=5,<=5,,,
Groton School District,Fitch Senior High School,Cebuano,<=5,<=5,,,
Groton School District,Fitch Senior High School,Mandarin,<=5,<=5,,,
Groton School District,Fitch Senior High School,Visayan,<=5,<=5,,,
Groton School District,Fitch Senior High School,Fujianese,<=5,<=5,,,
Groton School District,Fitch Senior High School,Creole-Jaotoam,<=5,<=5,,,
Groton School District,Fitch Senior High School,Tagalog,10,<=5,,,
Guilford School District,Guilford Lakes School,Spanish,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Arabic,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,French,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Serbo-Croatian,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Tamil,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Urdu,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Vietnamese,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Guilford Lakes School,Mandarin,<=5,<=5,0600211,Guilford Lakes School,Guilford School District
Guilford School District,Melissa Jones School,Spanish,<=5,<=5,0600311,Melissa Jones School,Guilford School District
Guilford School District,Melissa Jones School,Hausa,<=5,<=5,0600311,Melissa Jones School,Guilford School District
Guilford School District,Melissa Jones School,Japanese,<=5,<=5,0600311,Melissa Jones School,Guilford School District
Guilford School District,Melissa Jones School,Korean,<=5,<=5,0600311,Melissa Jones School,Guilford School District
Guilford School District,Melissa Jones School,Mandarin,7,<=5,0600311,Melissa Jones School,Guilford School District
Guilford School District,Calvin Leete School,Spanish,<=5,<=5,0600411,Calvin Leete School,Guilford School District
Guilford School District,Calvin Leete School,Arabic,<=5,<=5,0600411,Calvin Leete School,Guilford School District
Guilford School District,Calvin Leete School,French,<=5,<=5,0600411,Calvin Leete School,Guilford School District
Guilford School District,Calvin Leete School,Gujarati,<=5,<=5,0600411,Calvin Leete School,Guilford School District
Guilford School District,A. W. Cox School,Spanish,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Arabic,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,French,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Japanese,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Korean,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Swedish,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Ukrainian,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Mandarin,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. W. Cox School,Tagalog,<=5,<=5,0600611,A. W. Cox School,Guilford School District
Guilford School District,A. Baldwin Middle School,Spanish,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Polish,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Greek,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Arabic,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,French,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Gujarati,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Hausa,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Japanese,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Russian,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Vietnamese,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Mandarin,7,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,A. Baldwin Middle School,Tagalog,<=5,<=5,0600711,A. Baldwin Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Spanish,15,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Italian,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Polish,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Arabic,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,German,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Gujarati,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Russian,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,E. C. Adams Middle School,Mandarin,<=5,<=5,0605111,E. C. Adams Middle School,Guilford School District
Guilford School District,Guilford High School,Spanish,6,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Italian,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Polish,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,French,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,German,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Russian,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Serbo-Croatian,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Vietnamese,<=5,<=5,0606111,Guilford High School,Guilford School District
Guilford School District,Guilford High School,Mandarin,<=5,<=5,0606111,Guilford High School,Guilford School District
Hamden School District,Shepherd Glen School,Spanish,11,6,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Arabic,23,15,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Bengali,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,French,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Gujarati,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Creole-Haitian,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Hindi,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Japanese,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Korean,9,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Malayalam,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Pashto,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Punjabi,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Russian,6,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Tamil,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Telugu,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Turkish,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Ukrainian,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Urdu,9,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Bangla,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Cantonese,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Mandarin,12,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Tibetan,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Visayan,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Fujianese,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Tagalog,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
Hamden School District,Shepherd Glen School,Uzbek,<=5,<=5,0620111,Shepherd Glen School,Hamden School District
