"school_code","district_code","district","school","gender","2011_12","2012_13","2013_14","2014_15","2015_16"
"0644811","0640011","Hartford School District","MDP - Batchelder School","Male","","","","*","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Female","","","","*","*"
"0645011","0640011","Hartford School District","MDP - Bulkeley High School","Male","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Female","","","","*","*"
"0644911","0640011","Hartford School District","MDP - HPHS Law and Government Academy","Male","","","","*","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Female","","","","*","*"
"0648511","0640011","Hartford School District","MDP - Moylan School","Male","","","","*","*"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Female","44.6","39.3","36.4","18.2","17.1"
"0641211","0640011","Hartford School District","McDonough Expeditionary Learning School","Male","44.3","48.2","39.9","27.8","25.6"
"0641911","0640011","Hartford School District","Milner Elementary School","Female","40.7","35.8","39.8","39.7","25.1"
"0641911","0640011","Hartford School District","Milner Elementary School","Male","34.2","33.1","42.2","37.7","27.8"
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Female","*","9.2","6.4","9.9",""
"0643711","0640011","Hartford School District","Montessori Magnet School at Annie Fisher","Male","*","10.4","6.7","11.7",""
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Female","","","","","8.8"
"0643711","0640011","Hartford School District","Montessori Magnet at Fisher School","Male","","","","","5.4"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Female","","","*","*","*"
"0640511","0640011","Hartford School District","Montessori Magnet at Moylan School","Male","","","*","*","*"
"0642711","0640011","Hartford School District","New Visions Program","Female","","","","*",""
"0642711","0640011","Hartford School District","New Visions Program","Male","","","","*",""
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Female","6.3","5.6","4.4","9.4","3.3"
"0642011","0640011","Hartford School District","Noah Webster Micro Society School","Male","9.8","9.4","8.3","9.9","3.8"
"0647811","0640011","Hartford School District","OPPortunity High School","Female","79.3","60.5","75.0","78.3",""
"0647811","0640011","Hartford School District","OPPortunity High School","Male","70.7","60.0","64.4","72.0",""
"0641511","0640011","Hartford School District","Parkville Community School","Female","24.5","18.4","24.8","18.1","22.2"
"0641511","0640011","Hartford School District","Parkville Community School","Male","22.6","19.5","27.6","21.9","26.1"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Female","25.0","20.5","16.2","29.9","30.0"
"0646611","0640011","Hartford School District","Pathways Academy of Technology and Design","Male","23.0","13.0","16.2","14.7","17.6"
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Female","7.0","10.0","13.9","12.8",""
"0641111","0640011","Hartford School District","R.J. Kinsella Magnet School of Performing Arts","Male","3.2","8.4","14.6","14.2",""
"0644011","0640011","Hartford School District","Renzulli Academy","Female","23.4","13.9","10.0","*","*"
"0644011","0640011","Hartford School District","Renzulli Academy","Male","23.3","18.4","14.8","*","*"
"0640111","0640011","Hartford School District","SAND School","Female","42.3","40.5","50.2","37.8","24.6"
"0640111","0640011","Hartford School District","SAND School","Male","35.3","38.9","45.2","42.3","27.9"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Female","*","*","*","8.3","6.8"
"0642511","0640011","Hartford School District","STEM Magnet School at Annie Fisher","Male","*","*","*","7.6","5.7"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Female","","22.2","10.6","*","*"
"0643811","0640011","Hartford School District","STEM Magnet School at Dwight","Male","","25.9","16.5","*","*"
"0643011","0640011","Hartford School District","Sanchez School","Female","30.8","24.5","25.5","19.3","16.6"
"0643011","0640011","Hartford School District","Sanchez School","Male","35.9","30.0","28.6","26.0","17.2"
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","Female","11.3","","","",""
"0645611","0640011","Hartford School District","Sarah J Rawson Middle Grades Academy","Male","15.7","","","",""
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Female","22.4","14.1","16.5","17.7","16.8"
"0641711","0640011","Hartford School District","Sarah J. Rawson Elementary School","Male","28.5","14.5","23.7","26.6","19.9"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Female","*","30.6","43.1","35.7","26.9"
"0642611","0640011","Hartford School District","Simpson-Waverly School","Male","*","27.7","43.4","35.5","32.6"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Female","14.3","18.2","22.8","17.6","17.6"
"0646511","0640011","Hartford School District","Sports and Medical Sciences Academy","Male","11.5","13.6","17.0","13.6","13.5"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Female","","","","9.8","10.4"
"0646711","0640011","Hartford School District","University High School of Science and Engineering","Male","","","","8.9","10.8"
"0646711","0640011","Hartford School District","University High of Science and Engineering","Female","15.6","12.5","10.0","",""
"0646711","0640011","Hartford School District","University High of Science and Engineering","Male","13.8","9.8","11.1","",""
"0642111","0640011","Hartford School District","West Middle School","Female","17.0","20.3","24.9","21.9","16.6"
"0642111","0640011","Hartford School District","West Middle School","Male","19.5","19.3","27.1","19.2","28.9"
"0650111","0650011","Hartland School District","Hartland School","Female","*","*","*","*","*"
"0650111","0650011","Hartland School District","Hartland School","Male","*","*","*","*","*"
"0670211","0670011","Hebron School District","Gilead Hill School","Female","4.7","*","*","*","*"
"0670211","0670011","Hebron School District","Gilead Hill School","Male","5.4","*","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","Female","2.6","3.3","*","*","*"
"0670111","0670011","Hebron School District","Hebron Elementary School","Male","3.3","3.3","*","*","*"
"2860113","2860013","Highville Charter School District","Highville Charter School","Female","3.9","5.9","*","6.1","7.3"
"2860113","2860013","Highville Charter School District","Highville Charter School","Male","5.0","5.6","*","7.1","6.7"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Female","6.0","6.4","4.9","4.1","*"
"2640113","2640013","Integrated Day Charter School District","Integrated Day Charter School","Male","7.6","8.7","7.3","6.7","*"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Female","*","11.4","10.8","10.3","6.2"
"2655113","2650013","Interdistrict School for Arts and Comm District","Interdistrict School For Arts And Communication","Male","*","7.5","11.8","14.2","8.3"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Female","*","5.7","5.4","8.1","5.9"
"2610113","2610013","Jumoke Academy District","Jumoke Academy","Male","*","6.5","7.1","7.5","6.8"
"0680111","0680011","Kent School District","Kent Center School","Female","4.9","*","*","*","*"
"0680111","0680011","Kent School District","Kent Center School","Male","8.5","*","*","*","*"
"0680211","0680011","Kent School District","LEAPSS","Female","","","","*",""
"0680211","0680011","Kent School District","LEAPSS","Male","","","","*",""
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Female","","","","*","*"
"0690611","0690011","Killingly School District","Killingly Alternative Learning Program","Male","","","","*","*"
"0690111","0690011","Killingly School District","Killingly Central School","Female","8.5","16.5","7.3","6.3","11.1"
"0690111","0690011","Killingly School District","Killingly Central School","Male","6.4","12.5","7.8","6.0","9.3"
"0696111","0690011","Killingly School District","Killingly High School","Female","27.7","21.5","17.7","16.1","18.3"
"0696111","0690011","Killingly School District","Killingly High School","Male","21.2","23.8","20.6","17.2","18.2"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Female","10.7","11.9","9.2","8.5","8.3"
"0695211","0690011","Killingly School District","Killingly Intermediate School","Male","15.0","11.9","11.7","8.5","11.8"
"0690311","0690011","Killingly School District","Killingly Memorial School","Female","6.0","12.5","8.7","3.7","*"
"0690311","0690011","Killingly School District","Killingly Memorial School","Male","4.9","10.6","7.7","5.3","*"
"2456014","2450014","Learn","Connecticut River Academy","Female","22.7","42.1","33.6","40.1","13.2"
"2456014","2450014","Learn","Connecticut River Academy","Male","23.1","29.9","22.6","31.7","7.5"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Female","54.3","*","*","*","11.0"
"2455014","2450014","Learn","Dual Language & Arts Magnet Middle School","Male","54.3","*","*","*","9.2"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Female","","","51.7","21.0","17.9"
"2450314","2450014","Learn","Goodwin College Early Childhood Interdistrict Magnet School","Male","","","30.0","18.0","15.7"
"2451214","2450014","Learn","LEARN ABA Program at Center School","Female","","","","*",""
"2451214","2450014","Learn","LEARN ABA Program at Center School","Male","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Female","","","","*",""
"2451114","2450014","Learn","LEARN Haynes Elementary Intensive Program","Male","","","","*",""
"2450614","2450014","Learn","LEARN High School ABA at MS","Male","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Female","","","","*",""
"2450914","2450014","Learn","LEARN Kelly Middle School Intensive Program","Male","","","","*",""
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","Female","","","","*",""
"2450714","2450014","Learn","LEARN Ledyard RICHES Program","Male","","","","*",""
"2450814","2450014","Learn","LEARN SAILS Middle School Program","Male","","","","*",""
"2451014","2450014","Learn","LEARN SAILS Program at Salem","Male","","","","*",""
"2450414","2450014","Learn","LEARN STS 18-21 Year Old Program","Male","","","","*",""
"2451214","2450014","Learn","Learn ABA Program at Center School","Female","","","","","*"
"2451214","2450014","Learn","Learn ABA Program at Center School","Male","","","","","*"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","Female","","","","","*"
"2451114","2450014","Learn","Learn Haynes Elementary Intensive Program","Male","","","","","*"
"2450614","2450014","Learn","Learn High School ABA at MS","Female","","","","","*"
"2450614","2450014","Learn","Learn High School ABA at MS","Male","","","","","*"
"2450914","2450014","Learn","Learn Kelly Middle School Intensive Program","Female","","","","","*"
"2450914","2450014","Learn","Learn Kelly Middle School Intensive Program","Male","","","","","*"
