district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Great Oaks Charter School District,Instructional Supplies and Equipment,,,,,180270.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Instruction and Educational Media Services,,,,,455164.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Student Support Services,,,,,37564.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Administration and Support Services,,,,,436455.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Plant Operation and Maintenance,,,,,137098.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Transportation,,,,,0.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Students Tuitioned Out,,,,,,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Other,,,,,73238.0,2940013,Great Oaks Charter School District,2940013
Great Oaks Charter School District,Total Expenditures,,,,,1953055.0,2940013,Great Oaks Charter School District,2940013
Greenwich School District,Instructional Staff and Services,107833701.0,105446093.0,108334937.0,123795353.0,130429647.0,0570011,Greenwich School District,0570011
Greenwich School District,Instructional Supplies and Equipment,3169743.0,3142239.0,3585909.0,3161850.0,3098319.0,0570011,Greenwich School District,0570011
Greenwich School District,Instruction and Educational Media Services,2641621.0,2834305.0,3435577.0,4062061.0,4181162.0,0570011,Greenwich School District,0570011
Greenwich School District,Student Support Services,10838065.0,10921443.0,10864289.0,12283827.0,12661559.0,0570011,Greenwich School District,0570011
Greenwich School District,Administration and Support Services,15203751.0,14569464.0,15010951.0,16574532.0,18243564.0,0570011,Greenwich School District,0570011
Greenwich School District,Plant Operation and Maintenance,16502998.0,13151568.0,12985005.0,14042393.0,13656932.0,0570011,Greenwich School District,0570011
Greenwich School District,Transportation,4879582.0,5132712.0,4955319.0,5232144.0,5411923.0,0570011,Greenwich School District,0570011
Greenwich School District,Students Tuitioned Out,3772468.0,4490011.0,4035698.0,4732224.0,4742011.0,0570011,Greenwich School District,0570011
Greenwich School District,Other,0.0,0.0,0.0,0.0,0.0,0570011,Greenwich School District,0570011
Greenwich School District,Total Expenditures,164841929.0,159687835.0,163207685.0,183884384.0,192425117.0,0570011,Greenwich School District,0570011
Griswold School District,Instructional Staff and Services,17118222.0,15449919.0,14899071.0,14955992.0,14709221.0,0580011,Griswold School District,0580011
Griswold School District,Instructional Supplies and Equipment,399161.0,262873.0,173010.0,160883.0,207975.0,0580011,Griswold School District,0580011
Griswold School District,Instruction and Educational Media Services,202343.0,364435.0,231285.0,595780.0,245204.0,0580011,Griswold School District,0580011
Griswold School District,Student Support Services,890830.0,975999.0,1051401.0,735770.0,1057836.0,0580011,Griswold School District,0580011
Griswold School District,Administration and Support Services,3639399.0,3567691.0,3968546.0,4115958.0,3847432.0,0580011,Griswold School District,0580011
Griswold School District,Plant Operation and Maintenance,2426902.0,2422788.0,2760997.0,2799703.0,4647320.0,0580011,Griswold School District,0580011
Griswold School District,Transportation,1577869.0,1685725.0,1565423.0,1691867.0,1548753.0,0580011,Griswold School District,0580011
Griswold School District,Students Tuitioned Out,718151.0,882343.0,1095576.0,1457925.0,1022921.0,0580011,Griswold School District,0580011
Griswold School District,Other,392823.0,396199.0,297848.0,352641.0,462697.0,0580011,Griswold School District,0580011
Griswold School District,Total Expenditures,27365700.0,26007972.0,26043157.0,26866519.0,27749359.0,0580011,Griswold School District,0580011
Groton School District,Instructional Staff and Services,43937423.0,42536270.0,43425972.0,43728356.0,40873799.0,0590011,Groton School District,0590011
Groton School District,Instructional Supplies and Equipment,1739867.0,1370466.0,2270619.0,1154881.0,700759.0,0590011,Groton School District,0590011
Groton School District,Instruction and Educational Media Services,2680882.0,2681915.0,2298759.0,2058296.0,4063634.0,0590011,Groton School District,0590011
Groton School District,Student Support Services,5901122.0,5772305.0,5520000.0,5249761.0,8243814.0,0590011,Groton School District,0590011
Groton School District,Administration and Support Services,7924941.0,9573643.0,7974144.0,7215867.0,7920192.0,0590011,Groton School District,0590011
Groton School District,Plant Operation and Maintenance,8046355.0,8014756.0,7267689.0,7320951.0,7126092.0,0590011,Groton School District,0590011
Groton School District,Transportation,4200371.0,4323037.0,4870087.0,5218444.0,4679582.0,0590011,Groton School District,0590011
Groton School District,Students Tuitioned Out,2537751.0,3097707.0,3828540.0,4957309.0,5109722.0,0590011,Groton School District,0590011
Groton School District,Other,0.0,0.0,0.0,100000.0,0.0,0590011,Groton School District,0590011
Groton School District,Total Expenditures,76968712.0,77370099.0,77455810.0,77003865.0,78717594.0,0590011,Groton School District,0590011
Guilford School District,Instructional Staff and Services,30094247.0,30310482.0,30692634.0,31842450.0,33177744.0,0600011,Guilford School District,0600011
Guilford School District,Instructional Supplies and Equipment,882637.0,919434.0,917620.0,1026090.0,986891.0,0600011,Guilford School District,0600011
Guilford School District,Instruction and Educational Media Services,1569786.0,1776659.0,1744322.0,1831344.0,1934301.0,0600011,Guilford School District,0600011
Guilford School District,Student Support Services,3325368.0,3374407.0,3296924.0,3440345.0,3631027.0,0600011,Guilford School District,0600011
Guilford School District,Administration and Support Services,5309736.0,5315351.0,5700868.0,5721128.0,5883276.0,0600011,Guilford School District,0600011
Guilford School District,Plant Operation and Maintenance,4477702.0,4691155.0,5013197.0,5091838.0,5319533.0,0600011,Guilford School District,0600011
Guilford School District,Transportation,3108314.0,3044872.0,3264217.0,3357953.0,3333638.0,0600011,Guilford School District,0600011
Guilford School District,Students Tuitioned Out,2737212.0,3140062.0,3856379.0,3713829.0,3870103.0,0600011,Guilford School District,0600011
Guilford School District,Other,706765.0,718203.0,729111.0,788293.0,819023.0,0600011,Guilford School District,0600011
Guilford School District,Total Expenditures,52211767.0,53290625.0,55215272.0,56813270.0,58955536.0,0600011,Guilford School District,0600011
Hamden School District,Instructional Staff and Services,61214976.0,59250839.0,61039934.0,63288405.0,64680783.0,0620011,Hamden School District,0620011
Hamden School District,Instructional Supplies and Equipment,829643.0,740817.0,941260.0,1369728.0,2424480.0,0620011,Hamden School District,0620011
Hamden School District,Instruction and Educational Media Services,1245919.0,1428837.0,1424898.0,1499809.0,1490911.0,0620011,Hamden School District,0620011
Hamden School District,Student Support Services,7282135.0,8082060.0,8248041.0,8104349.0,8423414.0,0620011,Hamden School District,0620011
Hamden School District,Administration and Support Services,9197442.0,9439062.0,9582151.0,9726732.0,10062741.0,0620011,Hamden School District,0620011
Hamden School District,Plant Operation and Maintenance,10391123.0,10456178.0,10191896.0,10804015.0,11500979.0,0620011,Hamden School District,0620011
Hamden School District,Transportation,6566854.0,6727969.0,7145353.0,7374492.0,7741532.0,0620011,Hamden School District,0620011
Hamden School District,Students Tuitioned Out,11212279.0,10370205.0,10595947.0,10385491.0,10748783.0,0620011,Hamden School District,0620011
Hamden School District,Other,896980.0,940187.0,1012011.0,987190.0,1038045.0,0620011,Hamden School District,0620011
Hamden School District,Total Expenditures,108837351.0,107436154.0,110181491.0,113540211.0,118111668.0,0620011,Hamden School District,0620011
Hampton School District,Instructional Staff and Services,1430075.0,1439907.0,1326210.0,1221077.0,1262688.0,0630011,Hampton School District,0630011
Hampton School District,Instructional Supplies and Equipment,42061.0,33441.0,48811.0,52356.0,26700.0,0630011,Hampton School District,0630011
Hampton School District,Instruction and Educational Media Services,73476.0,82664.0,79982.0,60869.0,62648.0,0630011,Hampton School District,0630011
Hampton School District,Student Support Services,176543.0,182704.0,204848.0,240655.0,241497.0,0630011,Hampton School District,0630011
Hampton School District,Administration and Support Services,335529.0,364587.0,344790.0,372458.0,315131.0,0630011,Hampton School District,0630011
Hampton School District,Plant Operation and Maintenance,188479.0,431425.0,230191.0,216803.0,240254.0,0630011,Hampton School District,0630011
Hampton School District,Transportation,151846.0,148980.0,148037.0,158110.0,154536.0,0630011,Hampton School District,0630011
Hampton School District,Students Tuitioned Out,0.0,16567.0,9137.0,9000.0,19525.0,0630011,Hampton School District,0630011
Hampton School District,Other,27296.0,17798.0,20000.0,7589.0,15809.0,0630011,Hampton School District,0630011
Hampton School District,Total Expenditures,2425305.0,2718073.0,2412006.0,2338917.0,2338788.0,0630011,Hampton School District,0630011
Hartford School District,Instructional Staff and Services,190625798.0,192251811.0,194221360.0,194348611.0,,0640011,Hartford School District,0640011
Hartford School District,Instructional Supplies and Equipment,12843318.0,6997940.0,10764164.0,11314153.0,,0640011,Hartford School District,0640011
Hartford School District,Instruction and Educational Media Services,7350042.0,6716890.0,7006942.0,9074801.0,,0640011,Hartford School District,0640011
Hartford School District,Student Support Services,25176993.0,27121589.0,29100518.0,30558051.0,,0640011,Hartford School District,0640011
Hartford School District,Administration and Support Services,44460967.0,48594069.0,48861848.0,53208272.0,,0640011,Hartford School District,0640011
Hartford School District,Plant Operation and Maintenance,43040865.0,40439978.0,35200588.0,38940865.0,,0640011,Hartford School District,0640011
Hartford School District,Transportation,26724310.0,27219201.0,26962976.0,25295126.0,,0640011,Hartford School District,0640011
Hartford School District,Students Tuitioned Out,39320800.0,41748790.0,48034401.0,55532756.0,,0640011,Hartford School District,0640011
Hartford School District,Other,288917.0,246188.0,175628.0,206433.0,,0640011,Hartford School District,0640011
Hartford School District,Total Expenditures,389832010.0,391336456.0,400328425.0,418479068.0,,0640011,Hartford School District,0640011
Hartland School District,Instructional Staff and Services,1657011.0,1681778.0,1731118.0,1893049.0,1812861.0,0650011,Hartland School District,0650011
Hartland School District,Instructional Supplies and Equipment,62477.0,69902.0,57570.0,62271.0,46098.0,0650011,Hartland School District,0650011
Hartland School District,Instruction and Educational Media Services,200978.0,182058.0,176176.0,221392.0,224069.0,0650011,Hartland School District,0650011
Hartland School District,Student Support Services,385327.0,405343.0,395632.0,391289.0,437905.0,0650011,Hartland School District,0650011
