district,district_code,school,school_code,count,year,group
Watertown School District,1530011,Swift Middle School,1535111,665,2015,all
Watertown School District,1530011,Watertown High School,1536111,860,2015,all
West Hartford School District,1550011,Achieve,1559111,10,2015,all
West Hartford School District,1550011,Aiken School,1551611,417,2015,all
West Hartford School District,1550011,Braeburn Learning Center,1559311,6,2015,all
West Hartford School District,1550011,Braeburn School,1550211,364,2015,all
West Hartford School District,1550011,Bristow Middle School,1555311,422,2015,all
West Hartford School District,1550011,Bugbee School,1550411,430,2015,all
West Hartford School District,1550011,Charter Oak International Academy,1550511,322,2015,all
West Hartford School District,1550011,Conard High School,1556111,1540,2015,all
West Hartford School District,1550011,Duffy School,1550611,487,2015,all
West Hartford School District,1550011,Hall High School,1556211,1463,2015,all
West Hartford School District,1550011,King Philip Middle School,1555111,939,2015,all
West Hartford School District,1550011,Morley School,1550911,301,2015,all
West Hartford School District,1550011,Norfeldt Learning Center,1559411,8,2015,all
West Hartford School District,1550011,Norfeldt School,1551011,347,2015,all
West Hartford School District,1550011,REACH,1557311,36,2015,all
West Hartford School District,1550011,STRIVE-West Hartford,1559211,29,2015,all
West Hartford School District,1550011,Sedgwick Middle School,1555211,861,2015,all
West Hartford School District,1550011,Smith School,1551711,359,2015,all
West Hartford School District,1550011,WAAVE (W Hartford Applied Academic/Voc'l Experience),1559011,12,2015,all
West Hartford School District,1550011,Webster Hill School,1551211,430,2015,all
West Hartford School District,1550011,Whiting Lane Learning Center,1559511,8,2015,all
West Hartford School District,1550011,Whiting Lane School,1551311,437,2015,all
West Hartford School District,1550011,Wolcott Learning Center,1559611,8,2015,all
West Hartford School District,1550011,Wolcott School,1551511,467,2015,all
West Haven School District,1560011,ASD Lab,1561111,10,2015,all
West Haven School District,1560011,Alma E. Pagels School,1560811,340,2015,all
West Haven School District,1560011,Blended,1560711,17,2015,all
West Haven School District,1560011,Blended (Molloy),1560511,17,2015,all
West Haven School District,1560011,Carrigan 5/6 Intermediate School,1565311,901,2015,all
West Haven School District,1560011,Edith E. Mackrille School,1560611,300,2015,all
West Haven School District,1560011,Forest School,1560311,461,2015,all
West Haven School District,1560011,Harry M. Bailey Middle School,1565111,842,2015,all
West Haven School District,1560011,Life Skills,1560111,6,2015,all
West Haven School District,1560011,PACE,1560211,36,2015,all
West Haven School District,1560011,Savin Rock Community School,1561411,481,2015,all
West Haven School District,1560011,Seth G. Haley School,1560411,419,2015,all
West Haven School District,1560011,Washington School,1561211,469,2015,all
West Haven School District,1560011,West Haven High School,1566111,1456,2015,all
Westbrook School District,1540011,Daisy Ingraham School,1540211,261,2015,all
Westbrook School District,1540011,Westbrook High School,1546111,287,2015,all
Westbrook School District,1540011,Westbrook Middle School,1545111,227,2015,all
Weston School District,1570011,Hurlbutt Elementary School,1570111,446,2015,all
Weston School District,1570011,Weston High School,1576111,840,2015,all
Weston School District,1570011,Weston Intermediate School,1570211,531,2015,all
Weston School District,1570011,Weston Middle School,1575111,582,2015,all
Westport School District,1580011,Bedford Middle School,1585111,835,2015,all
Westport School District,1580011,CES Segregated,1580111,7,2015,all
Westport School District,1580011,Coleytown Elementary School,1580311,404,2015,all
Westport School District,1580011,Coleytown Middle School,1585311,528,2015,all
Westport School District,1580011,Green's Farms School,1580411,411,2015,all
Westport School District,1580011,Green's Farms Segregated,1580211,*,2015,all
Westport School District,1580011,King's Highway Elementary School,1580511,485,2015,all
Westport School District,1580011,King's Highway Segregated,1580611,6,2015,all
Westport School District,1580011,Long Lots School,1580711,560,2015,all
Westport School District,1580011,Saugatuck Elementary School,1580811,516,2015,all
Westport School District,1580011,Staples High School,1586111,1885,2015,all
Westport School District,1580011,Stepping Stones Preschool,1588011,50,2015,all
Wethersfield School District,1590011,Alfred W. Hanmer School,1590811,353,2015,all
Wethersfield School District,1590011,Charles Wright School,1591011,326,2015,all
Wethersfield School District,1590011,Emerson-Williams School,1590211,424,2015,all
Wethersfield School District,1590011,Highcrest School,1591111,426,2015,all
Wethersfield School District,1590011,Samuel B. Webb Elementary School,1591211,362,2015,all
Wethersfield School District,1590011,Silas Deane Middle School,1595211,544,2015,all
Wethersfield School District,1590011,Wethersfield High School,1596111,1185,2015,all
Willington School District,1600011,Center School,1600111,248,2015,all
Willington School District,1600011,Hall Memorial School,1605111,186,2015,all
Wilton School District,1610011,Cider Mill School,1610711,971,2015,all
Wilton School District,1610011,Middlebrook School,1615211,1018,2015,all
Wilton School District,1610011,Miller-Driscoll School,1610511,813,2015,all
Wilton School District,1610011,Wilton High School,1616111,1336,2015,all
Wilton School District,1610011,Wilton-Westport Evening School,1610111,*,2015,all
Winchester School District,1620011,Batcheller Early Education Center,1620411,149,2015,all
Winchester School District,1620011,Mary P. Hinsdale School,1620211,237,2015,all
Winchester School District,1620011,Pearson Middle School,1625111,171,2015,all
Windham School District,1630011,Charles H. Barrows STEM Academy,1630411,551,2015,all
Windham School District,1630011,Early Headstart-Commerce Dr.,1638011,23,2015,all
Windham School District,1630011,Natchaug School,1630111,318,2015,all
Windham School District,1630011,North Windham ASD Program,1630811,*,2015,all
Windham School District,1630011,North Windham School,1630311,472,2015,all
Windham School District,1630011,Sweeney Medically Fragile Program,1630911,*,2015,all
Windham School District,1630011,W. B. Sweeney School,1630611,264,2015,all
Windham School District,1630011,Windham Center School,1630511,275,2015,all
Windham School District,1630011,Windham Early Childhood Prospect Street,1638311,186,2015,all
Windham School District,1630011,Windham Early Childhood Tuckie Road,1631011,47,2015,all
Windham School District,1630011,Windham High School,1636111,561,2015,all
Windham School District,1630011,Windham Middle School,1635111,563,2015,all
Windsor Locks School District,1650011,North Street School,1650111,428,2015,all
Windsor Locks School District,1650011,Pine Meadow Academy,1650611,31,2015,all
Windsor Locks School District,1650011,RISE Transition Academy,1650211,8,2015,all
Windsor Locks School District,1650011,South Elementary School,1650411,381,2015,all
Windsor Locks School District,1650011,Windsor Locks High School,1656111,434,2015,all
Windsor Locks School District,1650011,Windsor Locks Middle School,1655111,348,2015,all
Windsor School District,1640011,Clover Street School,1640111,288,2015,all
Windsor School District,1640011,Community Based Transition Academy,1640211,11,2015,all
Windsor School District,1640011,Expulsion,1640411,*,2015,all
Windsor School District,1640011,John F. Kennedy School,1640811,406,2015,all
Windsor School District,1640011,Oliver Ellsworth School,1640911,405,2015,all
Windsor School District,1640011,Plato Credit Recovery,1640611,*,2015,all
Windsor School District,1640011,Poquonock Elementary School,1640511,286,2015,all
Windsor School District,1640011,Sage Park Middle School,1645311,673,2015,all
Windsor School District,1640011,Spark,1640311,12,2015,all
Windsor School District,1640011,Windsor High School,1646111,1096,2015,all
Wolcott School District,1660011,ABC Classroom,1660311,*,2015,all
Wolcott School District,1660011,Alcott School,1660611,285,2015,all
Wolcott School District,1660011,Frisbie School,1660211,312,2015,all
Wolcott School District,1660011,Phoenix Program,1660411,*,2015,all
Wolcott School District,1660011,Tyrrell Middle School,1665111,604,2015,all
Wolcott School District,1660011,Wakelee School,1660511,329,2015,all
Wolcott School District,1660011,Wolcott High School,1666111,800,2015,all
Woodbridge School District,1670011,Beecher Road School,1670311,771,2015,all
Woodstock Academy District,9030022,Woodstock Academy,9036122,1022,2015,all
Woodstock School District,1690011,Woodstock Elementary School,1690211,424,2015,all
Woodstock School District,1690011,Woodstock Middle School,1695111,432,2015,all
