2007_08,2008_09,2009_10,2010_11,2011_12,2012_13,2013_14,2014_15,2015_16,2016_17,district,district_code,school,school_code,total,year
,,,,,,,,,165,New Britain School District,0890011,Roosevelt Early Learning Center,0890111,165,2016-17
,,,,,,,,,157,New Britain School District,0890011,Satellite Careers Academy,0899511,157,2016-17
,,,,,,,,,807,New Britain School District,0890011,Slade Middle School,0895211,807,2016-17
,,,,,,,,,685,New Britain School District,0890011,Smalley Academy,0891211,685,2016-17
,,,,,,,,,566,New Britain School District,0890011,Smith School,0891311,566,2016-17
,,,,,,,,,7,New Britain School District,0890011,Sunrise Intermediate (Holmes),0890411,7,2016-17
,,,,,,,,,24,New Britain School District,0890011,Sunrise Primary (Chamberlain),0890211,24,2016-17
,,,,,,,,,515,New Britain School District,0890011,Vance School,0891511,515,2016-17
,,,,,,,,,547,New Canaan School District,0900011,East School,0900411,547,2016-17
,,,,,,,,,1266,New Canaan School District,0900011,New Canaan High School,0906111,1266,2016-17
,,,,,,,,,1359,New Canaan School District,0900011,Saxe Middle School,0905111,1359,2016-17
,,,,,,,,,545,New Canaan School District,0900011,South School,0900211,545,2016-17
,,,,,,,,,524,New Canaan School District,0900011,West School,0900311,524,2016-17
,,,,,,,,,13,New Fairfield School District,0910011,Alternative Learning Center,0910311,13,2016-17
,,,,,,,,,502,New Fairfield School District,0910011,Consolidated School,0910111,502,2016-17
,,,,,,,,,488,New Fairfield School District,0910011,Meeting House Hill School,0910211,488,2016-17
,,,,,,,,,844,New Fairfield School District,0910011,New Fairfield High School,0916111,844,2016-17
,,,,,,,,,540,New Fairfield School District,0910011,New Fairfield Middle School,0915211,540,2016-17
,,,,,,,,,278,New Hartford School District,0920011,Ann Antolini School,0920311,278,2016-17
,,,,,,,,,99,New Hartford School District,0920011,Bakerville Consolidated School,0920111,99,2016-17
,,,,,,,,,66,New Hartford School District,0920011,New Hartford Elementary School,0920211,66,2016-17
,,,,,,,,,427,New Haven School District,0930011,Edgewood School,0931211,427,2016-17
,,,,,,,,,550,New Haven School District,0930011,Nathan Hale School,0931411,550,2016-17
,,,,,,,,,471,New Haven School District,0930011,Augusta Lewis Troup School,0931511,471,2016-17
,,,,,,,,,562,New Haven School District,0930011,Barnard Environmental Magnet School,0930211,562,2016-17
,,,,,,,,,503,New Haven School District,0930011,Beecher School,0930311,503,2016-17
,,,,,,,,,12,New Haven School District,0930011,Benjamin Jepson Head Start,0933411,12,2016-17
,,,,,,,,,515,New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,515,2016-17
,,,,,,,,,448,New Haven School District,0930011,Betsy Ross Arts Magnet School,0935511,448,2016-17
,,,,,,,,,493,New Haven School District,0930011,Bishop Woods Architecture and Design Magnet School,0934311,493,2016-17
,,,,,,,,,11,New Haven School District,0930011,Bishop Woods Self Contained Autism,0937911,11,2016-17
,,,,,,,,,542,New Haven School District,0930011,Brennan Rogers School,0932111,542,2016-17
,,,,,,,,,21,New Haven School District,0930011,Brennan Rogers Self Contained Autism,0937211,21,2016-17
,,,,,,,,,389,New Haven School District,0930011,"Celentano BioTech, Health and Medical Magnet School",0934811,389,2016-17
,,,,,,,,,11,New Haven School District,0930011,Celentano Self Contained ID,0937411,11,2016-17
,,,,,,,,,518,New Haven School District,0930011,Clinton Avenue School,0930611,518,2016-17
,,,,,,,,,10,New Haven School District,0930011,Clinton Self Contained ID,0937811,10,2016-17
,,,,,,,,,487,New Haven School District,0930011,Columbus Family Academy,0934111,487,2016-17
,,,,,,,,,645,New Haven School District,0930011,Conte/West Hills Magnet School,0933111,645,2016-17
,,,,,,,,,644,New Haven School District,0930011,Cooperative High School,0936411,644,2016-17
,,,,,,,,,222,New Haven School District,0930011,Cortlandt V.R. Creed Health and Sport Sciences High School,0936811,222,2016-17
,,,,,,,,,511,New Haven School District,0930011,Davis 21st Century Magnet Elementary School,0930911,511,2016-17
,,,,,,,,,29,New Haven School District,0930011,Domus Academy,0935611,29,2016-17
,,,,,,,,,458,New Haven School District,0930011,Dr. Reginald Mayo Early Learning Center,0932711,458,2016-17
,,,,,,,,,490,New Haven School District,0930011,East Rock Community Magnet School,0934611,490,2016-17
,,,,,,,,,29,New Haven School District,0930011,East Rock Self Contained MD,0937511,29,2016-17
,,,,,,,,,601,New Haven School District,0930011,Engineering - Science University Magnet School,0931711,601,2016-17
,,,,,,,,,874,New Haven School District,0930011,Fair Haven School,0931611,874,2016-17
,,,,,,,,,*,New Haven School District,0930011,Fair Haven Self Contained ID,0938711,*,2016-17
,,,,,,,,,220,New Haven School District,0930011,Headstart,0938011,220,2016-17
,,,,,,,,,36,New Haven School District,0930011,Helene Grant HeadStart,0938311,36,2016-17
,,,,,,,,,251,New Haven School District,0930011,High School In The Community,0936611,251,2016-17
,,,,,,,,,487,New Haven School District,0930011,Hill Central Music Academy,0930711,487,2016-17
,,,,,,,,,648,New Haven School District,0930011,Hill Regional Career High School,0936311,648,2016-17
,,,,,,,,,913,New Haven School District,0930011,James Hillhouse High School,0936211,913,2016-17
,,,,,,,,,525,New Haven School District,0930011,John C. Daniels,0931311,525,2016-17
,,,,,,,,,537,New Haven School District,0930011,John S. Martinez Sea and Sky STEM School,0930811,537,2016-17
,,,,,,,,,536,New Haven School District,0930011,King/Robinson Magnet School,0933011,536,2016-17
,,,,,,,,,382,New Haven School District,0930011,Lincoln-Bassett School,0932011,382,2016-17
,,,,,,,,,537,New Haven School District,0930011,Mauro-Sheridan Magnet School,0931911,537,2016-17
,,,,,,,,,407,New Haven School District,0930011,Metropolitan Business Academy,0936011,407,2016-17
,,,,,,,,,10,New Haven School District,0930011,Nathan Hale Self Contained ID,0937711,10,2016-17
,,,,,,,,,288,New Haven School District,0930011,New Haven Academy,0937011,288,2016-17
,,,,,,,,,93,New Haven School District,0930011,New Horizons High School,0932211,93,2016-17
,,,,,,,,,64,New Haven School District,0930011,New Light High School,0932611,64,2016-17
,,,,,,,,,45,New Haven School District,0930011,Off-Campus Classroom Program (OCC),0937311,45,2016-17
,,,,,,,,,330,New Haven School District,0930011,Quinnipiac Real World Math STEM School,0933511,330,2016-17
,,,,,,,,,86,New Haven School District,0930011,Riverside Education Academy,0939111,86,2016-17
,,,,,,,,,480,New Haven School District,0930011,Roberto Clemente Leadership Academy for Global Awareness,0934211,480,2016-17
,,,,,,,,,689,New Haven School District,0930011,Ross/Woodward School,0931011,689,2016-17
,,,,,,,,,333,New Haven School District,0930011,Sound School,0936711,333,2016-17
,,,,,,,,,344,New Haven School District,0930011,Strong 21st Century Communications Magnet and SCSU Lab School,0932811,344,2016-17
,,,,,,,,,21,New Haven School District,0930011,Strong Self Contained Autism,0937611,21,2016-17
,,,,,,,,,533,New Haven School District,0930011,Truman School,0932911,533,2016-17
,,,,,,,,,209,New Haven School District,0930011,West Rock Authors Academy,0934911,209,2016-17
,,,,,,,,,11,New Haven School District,0930011,West Rock Self Contained Autism,0938411,11,2016-17
,,,,,,,,,*,New Haven School District,0930011,Wexler Grant Self Contained,0938611,*,2016-17
,,,,,,,,,435,New Haven School District,0930011,Wexler/Grant Community School,0933211,435,2016-17
,,,,,,,,,1488,New Haven School District,0930011,Wilbur Cross High School,0936111,1488,2016-17
,,,,,,,,,21,New Haven School District,0930011,Wilbur Cross Self Contained MD,0938511,21,2016-17
,,,,,,,,,444,New Haven School District,0930011,Worthington Hooker School,0933811,444,2016-17
,,,,,,,,,534,New London School District,0950011,Jennings School,0950311,534,2016-17
,,,,,,,,,416,New London School District,0950011,Bennie Dover Jackson Middle School,0955111,416,2016-17
,,,,,,,,,224,New London School District,0950011,Harbor,0950611,224,2016-17
,,,,,,,,,523,New London School District,0950011,Nathan Hale Arts Magnet School,0950911,523,2016-17
,,,,,,,,,585,New London School District,0950011,New London High School,0956111,585,2016-17
,,,,,,,,,105,New London School District,0950011,New London Visual and Performing Arts Magnet School,0951411,105,2016-17
,,,,,,,,,*,New London School District,0950011,Pre-Kindergarten at Winthrop,0950711,*,2016-17
,,,,,,,,,559,New London School District,0950011,Science and Technology Magnet School of Southeastern Connecticut,0951311,559,2016-17
,,,,,,,,,560,New London School District,0950011,Winthrop STEM Elementary Magnet School,0950811,560,2016-17
,,,,,,,,,445,New Milford School District,0960011,Hill And Plain School,0960511,445,2016-17
,,,,,,,,,19,New Milford School District,0960011,Litchfield Hills Transition Center,0969011,19,2016-17
,,,,,,,,,1366,New Milford School District,0960011,New Milford High School,0966111,1366,2016-17
,,,,,,,,,447,New Milford School District,0960011,Northville Elementary School,0960811,447,2016-17
,,,,,,,,,903,New Milford School District,0960011,Sarah Noble Intermediate School,0960911,903,2016-17
,,,,,,,,,1025,New Milford School District,0960011,Schaghticoke Middle School,0965211,1025,2016-17
,,,,,,,,,*,Newington School District,3480015,SAGE,3480415,*,2016-17
,,,,,,,,,480,Newington School District,0940011,Anna Reynolds School,0940611,480,2016-17
,,,,,,,,,296,Newington School District,0940011,Elizabeth Green School,0940211,296,2016-17
,,,,,,,,,371,Newington School District,0940011,John Paterson School,0940811,371,2016-17
,,,,,,,,,688,Newington School District,0940011,John Wallace Middle School,0945311,688,2016-17
,,,,,,,,,599,Newington School District,0940011,Martin Kellogg Middle School,0945111,599,2016-17
,,,,,,,,,1269,Newington School District,0940011,Newington High School,0946111,1269,2016-17
,,,,,,,,,347,Newington School District,0940011,Ruth Chaffee School,0940711,347,2016-17
,,,,,,,,,300,Newtown School District,0970011,Hawley Elementary School,0970111,300,2016-17
,,,,,,,,,273,Newtown School District,0970011,Head O'Meadow Elementary School,0970411,273,2016-17
,,,,,,,,,365,Newtown School District,0970011,Middle Gate Elementary School,0970311,365,2016-17
,,,,,,,,,1684,Newtown School District,0970011,Newtown High School,0976111,1684,2016-17
,,,,,,,,,750,Newtown School District,0970011,Newtown Middle School,0975111,750,2016-17
,,,,,,,,,60,Newtown School District,0970011,Newtown Preschool,0978011,60,2016-17
,,,,,,,,,659,Newtown School District,0970011,Reed Intermediate School,0970511,659,2016-17
,,,,,,,,,356,Newtown School District,0970011,Sandy Hook Elementary School,0970211,356,2016-17
,,,,,,,,,102,Norfolk School District,0980011,Botelle Elementary School,0980111,102,2016-17
,,,,,,,,,401,North Branford School District,0990011,Jerome Harrison School,0990411,401,2016-17
,,,,,,,,,577,North Branford School District,0990011,North Branford High School,0996111,577,2016-17
,,,,,,,,,462,North Branford School District,0990011,North Branford Intermediate School,0995111,462,2016-17
,,,,,,,,,*,North Branford School District,0990011,School to Work Program,0999011,*,2016-17
,,,,,,,,,391,North Branford School District,0990011,Totoket Valley Elementary School,0990611,391,2016-17
,,,,,,,,,278,North Canaan School District,1000011,North Canaan Elementary School,1000111,278,2016-17
,,,,,,,,,318,North Haven School District,1010011,Clintonville Elementary School,1010811,318,2016-17
,,,,,,,,,369,North Haven School District,1010011,Green Acres Elementary School,1010711,369,2016-17
,,,,,,,,,276,North Haven School District,1010011,Montowese Elementary School,1010211,276,2016-17
,,,,,,,,,1015,North Haven School District,1010011,North Haven High School,1016111,1015,2016-17
,,,,,,,,,746,North Haven School District,1010011,North Haven Middle School,1015211,746,2016-17
,,,,,,,,,6,North Haven School District,1010011,North Haven Transition Partnership,1010111,6,2016-17
,,,,,,,,,405,North Haven School District,1010011,Ridge Road Elementary School,1010311,405,2016-17
,,,,,,,,,371,North Stonington School District,1020011,North Stonington Elementary School,1020111,371,2016-17
,,,,,,,,,359,North Stonington School District,1020011,Wheeler High School,1026111,359,2016-17
,,,,,,,,,1481,Norwalk School District,1030011,Brien McMahon High School,1036211,1481,2016-17
,,,,,,,,,456,Norwalk School District,1030011,Brookside Elementary School,1030211,456,2016-17
,,,,,,,,,290,Norwalk School District,1030011,Center for Global Studies,1030511,290,2016-17
,,,,,,,,,342,Norwalk School District,1030011,Columbus Magnet School,1030311,342,2016-17
,,,,,,,,,448,Norwalk School District,1030011,Cranbury Elementary School,1030411,448,2016-17
,,,,,,,,,446,Norwalk School District,1030011,Fox Run Elementary School,1032011,446,2016-17
,,,,,,,,,594,Norwalk School District,1030011,Jefferson Magnet School,1030711,594,2016-17
,,,,,,,,,537,Norwalk School District,1030011,Kendall Elementary School,1030811,537,2016-17
,,,,,,,,,447,Norwalk School District,1030011,Marvin Elementary School,1032211,447,2016-17
,,,,,,,,,406,Norwalk School District,1030011,Naramake Elementary School,1032111,406,2016-17
,,,,,,,,,657,Norwalk School District,1030011,Nathan Hale Middle School,1035211,657,2016-17
,,,,,,,,,171,Norwalk School District,1030011,Norwalk Early Childhood Center,1030111,171,2016-17
,,,,,,,,,1616,Norwalk School District,1030011,Norwalk High School,1036111,1616,2016-17
,,,,,,,,,49,Norwalk School District,1030011,Norwalk Pathways Academy at Briggs,1036311,49,2016-17
,,,,,,,,,692,Norwalk School District,1030011,Ponus Ridge Middle School,1035311,692,2016-17
,,,,,,,,,485,Norwalk School District,1030011,Roton Middle School,1035511,485,2016-17
,,,,,,,,,425,Norwalk School District,1030011,Rowayton School,1031311,425,2016-17
,,,,,,,,,472,Norwalk School District,1030011,Silvermine Elementary School,1032311,472,2016-17
,,,,,,,,,387,Norwalk School District,1030011,Tracey School,1031411,387,2016-17
,,,,,,,,,688,Norwalk School District,1030011,West Rocks Middle School,1035411,688,2016-17
,,,,,,,,,323,Norwalk School District,1030011,Wolfpit School,1032411,323,2016-17
,,,,,,,,,7,Norwich Free Academy District,9010022,Alternative Pathways to Success,9010322,7,2016-17
,,,,,,,,,8,Norwich Free Academy District,9010022,Night School,9010222,8,2016-17
,,,,,,,,,2323,Norwich Free Academy District,9010022,Norwich Free Academy,9016122,2323,2016-17
,,,,,,,,,18,Norwich School District,1040011,Transition Academy,1041011,18,2016-17
,,,,,,,,,9,Norwich School District,1040011,Virtual Learning Academy,1049211,9,2016-17
,,,,,,,,,20,Norwich School District,1040011,ABA Autism Program,1040411,20,2016-17
,,,,,,,,,6,Norwich School District,1040011,ABA Program @ Kelly,1041111,6,2016-17
,,,,,,,,,204,Norwich School District,1040011,Bishop School Early Learning Center,1040111,204,2016-17
,,,,,,,,,60,Norwich School District,1040011,Case Street Early Learning Center at DTZ,1040211,60,2016-17
,,,,,,,,,*,Norwich School District,1040011,IRS Program at Moriarty,1040911,*,2016-17
,,,,,,,,,331,Norwich School District,1040011,John B. Stanton Network School,1041411,331,2016-17
,,,,,,,,,700,Norwich School District,1040011,Kelly Middle School,1045111,700,2016-17
,,,,,,,,,406,Norwich School District,1040011,Moriarty Magnet School,1042011,406,2016-17
,,,,,,,,,355,Norwich School District,1040011,Samuel Huntington School,1040811,355,2016-17
,,,,,,,,,13,Norwich School District,1040011,Special Needs Program,1040511,13,2016-17
,,,,,,,,,331,Norwich School District,1040011,Teachers' Memorial Middle School,1045211,331,2016-17
,,,,,,,,,273,Norwich School District,1040011,Thomas W. Mahan School,1041711,273,2016-17
,,,,,,,,,242,Norwich School District,1040011,Uncas Network School,1041911,242,2016-17
,,,,,,,,,315,Norwich School District,1040011,Veterans' Memorial School,1041811,315,2016-17
,,,,,,,,,259,Norwich School District,1040011,Wequonnoc Magnet School,1041511,259,2016-17
,,,,,,,,,328,Odyssey Community School District,2630013,Odyssey Community School,2635113,328,2016-17
,,,,,,,,,363,Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,363,2016-17
,,,,,,,,,497,Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,497,2016-17
,,,,,,,,,451,Old Saybrook School District,1060011,Old Saybrook Senior High School,1066111,451,2016-17
,,,,,,,,,194,Orange School District,1070011,Mary L. Tracy School,1070211,194,2016-17
,,,,,,,,,345,Orange School District,1070011,Peck Place School,1070511,345,2016-17
,,,,,,,,,343,Orange School District,1070011,Race Brook School,1070311,343,2016-17
,,,,,,,,,283,Orange School District,1070011,Turkey Hill School,1070411,283,2016-17
,,,,,,,,,14,Oxford School District,1080011,Alternative Education,1080411,14,2016-17
,,,,,,,,,496,Oxford School District,1080011,Great Oak School,1085111,496,2016-17
,,,,,,,,,436,Oxford School District,1080011,Oxford Center School,1080111,436,2016-17
,,,,,,,,,599,Oxford School District,1080011,Oxford High School,1086011,599,2016-17
,,,,,,,,,393,Oxford School District,1080011,Quaker Farms School,1080311,393,2016-17
,,,,,,,,,360,Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,360,2016-17
,,,,,,,,,157,Path Academy District,2930013,Path Academy,2930113,157,2016-17
,,,,,,,,,20,Plainfield School District,1090011,Early Childhood Center,1098011,20,2016-17
,,,,,,,,,309,Plainfield School District,1090011,Moosup Elementary School,1090111,309,2016-17
,,,,,,,,,506,Plainfield School District,1090011,Plainfield Central School,1095111,506,2016-17
,,,,,,,,,669,Plainfield School District,1090011,Plainfield High School,1096111,669,2016-17
,,,,,,,,,344,Plainfield School District,1090011,Plainfield Memorial School,1090311,344,2016-17
,,,,,,,,,425,Plainfield School District,1090011,Shepard Hill Elementary School,1090411,425,2016-17
,,,,,,,,,299,Plainville School District,1100011,Frank T. Wheeler School,1100411,299,2016-17
,,,,,,,,,414,Plainville School District,1100011,Linden Street School,1100211,414,2016-17
,,,,,,,,,386,Plainville School District,1100011,Louis Toffolon School,1100511,386,2016-17
,,,,,,,,,548,Plainville School District,1100011,Middle School of Plainville,1105211,548,2016-17
,,,,,,,,,700,Plainville School District,1100011,Plainville High School,1106111,700,2016-17
,,,,,,,,,338,Plymouth School District,1110011,Eli Terry Jr. Middle School,1115111,338,2016-17
,,,,,,,,,341,Plymouth School District,1110011,Harry S. Fisher Elementary School,1110411,341,2016-17
,,,,,,,,,313,Plymouth School District,1110011,Plymouth Center School,1110211,313,2016-17
,,,,,,,,,493,Plymouth School District,1110011,Terryville High School,1116111,493,2016-17
,,,,,,,,,375,Pomfret School District,1120011,Pomfret Community School,1120111,375,2016-17
,,,,,,,,,209,Portland School District,1130011,Brownstone Intermediate School,1130511,209,2016-17
,,,,,,,,,295,Portland School District,1130011,Gildersleeve School,1130411,295,2016-17
,,,,,,,,,376,Portland School District,1130011,Portland High School,1136111,376,2016-17
,,,,,,,,,216,Portland School District,1130011,Portland Middle School,1135111,216,2016-17
,,,,,,,,,234,Portland School District,1130011,Valley View School,1130211,234,2016-17
,,,,,,,,,138,Preston School District,1140011,Preston Plains School,1145111,138,2016-17
,,,,,,,,,287,Preston School District,1140011,Preston Veterans' Memorial School,1140411,287,2016-17
,,,,,,,,,*,Putnam School District,1160011,Helping Hands,1169011,*,2016-17
,,,,,,,,,*,Putnam School District,1160011,PALS - Putnam Alternative Learning System,1160111,*,2016-17
,,,,,,,,,619,Putnam School District,1160011,Putnam Elementary School,1160311,619,2016-17
,,,,,,,,,280,Putnam School District,1160011,Putnam High School,1166111,280,2016-17
,,,,,,,,,268,Putnam School District,1160011,Putnam Middle School,1165111,268,2016-17
,,,,,,,,,436,Redding School District,1170011,John Read Middle School,1175111,436,2016-17
,,,,,,,,,500,Redding School District,1170011,Redding Elementary School,1170111,500,2016-17
,,,,,,,,,*,Regional School District 01,2010012,ALPSS,2010512,*,2016-17
,,,,,,,,,412,Regional School District 01,2010012,Housatonic Valley Regional High School,2016112,412,2016-17
,,,,,,,,,*,Regional School District 01,2010012,LEAPSS,2010412,*,2016-17
,,,,,,,,,*,Regional School District 01,2010012,SELC,2010312,*,2016-17
,,,,,,,,,*,Regional School District 01,2010012,TOTAL,2010212,*,2016-17
,,,,,,,,,333,Regional School District 04,2040012,John Winthrop Middle School,2045112,333,2016-17
,,,,,,,,,6,Regional School District 04,2040012,Region 4 Transition Academy,2040112,6,2016-17
,,,,,,,,,606,Regional School District 04,2040012,Valley Regional High School,2046112,606,2016-17
,,,,,,,,,370,Regional School District 05,2050012,Amity Middle School: Bethany,2055112,370,2016-17
,,,,,,,,,400,Regional School District 05,2050012,Amity Middle School: Orange,2055212,400,2016-17
,,,,,,,,,1452,Regional School District 05,2050012,Amity Regional High School,2056112,1452,2016-17
,,,,,,,,,194,Regional School District 06,2060012,Goshen Center School,2060112,194,2016-17
,,,,,,,,,148,Regional School District 06,2060012,James Morris School,2060212,148,2016-17
,,,,,,,,,548,Regional School District 06,2060012,Wamogo Regional High School,2066112,548,2016-17
,,,,,,,,,82,Regional School District 06,2060012,Warren Elementary School,2060312,82,2016-17
,,,,,,,,,7,Regional School District 07,2070012,AIM,2079112,7,2016-17
,,,,,,,,,8,Regional School District 07,2070012,FLEX,2079012,8,2016-17
,,,,,,,,,19,Regional School District 07,2070012,Highlander Transition Academy,2070112,19,2016-17
,,,,,,,,,16,Regional School District 07,2070012,Links,2079212,16,2016-17
,,,,,,,,,705,Regional School District 07,2070012,Northwestern Regional High School,2076112,705,2016-17
,,,,,,,,,326,Regional School District 07,2070012,Northwestern Regional Middle School,2075112,326,2016-17
,,,,,,,,,12,Regional School District 07,2070012,STEP,2079312,12,2016-17
,,,,,,,,,1025,Regional School District 08,2080012,RHAM High School,2086112,1025,2016-17
,,,,,,,,,514,Regional School District 08,2080012,RHAM Middle School,2085112,514,2016-17
,,,,,,,,,952,Regional School District 09,2090012,Joel Barlow High School,2096112,952,2016-17
,,,,,,,,,777,Regional School District 10,2100012,Har-Bur Middle School,2105112,777,2016-17
,,,,,,,,,372,Regional School District 10,2100012,Harwinton Consolidated School,2100312,372,2016-17
,,,,,,,,,443,Regional School District 10,2100012,Lake Garda Elementary School,2100212,443,2016-17
,,,,,,,,,760,Regional School District 10,2100012,Lewis S. Mills High School,2106112,760,2016-17
,,,,,,,,,246,Regional School District 11,2110012,Parish Hill High School,2116112,246,2016-17
,,,,,,,,,86,Regional School District 12,2120012,Booth Free School,2120212,86,2016-17
,,,,,,,,,409,Regional School District 12,2120012,Shepaug Valley School,2120312,409,2016-17
,,,,,,,,,47,Regional School District 12,2120012,The Burnham School,2120112,47,2016-17
,,,,,,,,,165,Regional School District 12,2120012,Washington Primary School,2120412,165,2016-17
,,,,,,,,,547,Regional School District 13,2130012,Coginchaug Regional High School,2136112,547,2016-17
,,,,,,,,,297,Regional School District 13,2130012,Frank Ward Strong School,2135112,297,2016-17
,,,,,,,,,260,Regional School District 13,2130012,Frederick Brewster School,2130112,260,2016-17
,,,,,,,,,261,Regional School District 13,2130012,John Lyman School,2130512,261,2016-17
,,,,,,,,,349,Regional School District 13,2130012,Middlefield Memorial School,2130412,349,2016-17
,,,,,,,,,25,Regional School District 13,2130012,Middlesex Transition Academy,2130312,25,2016-17
,,,,,,,,,254,Regional School District 14,2140012,Bethlehem Elementary School,2140112,254,2016-17
,,,,,,,,,38,Regional School District 14,2140012,Integrated Star Preschool Program,2148012,38,2016-17
,,,,,,,,,374,Regional School District 14,2140012,Mitchell Elementary School,2140212,374,2016-17
,,,,,,,,,722,Regional School District 14,2140012,Nonnewaug High School,2146112,722,2016-17
,,,,,,,,,*,Regional School District 14,2140012,Region 14 Transition Academy,2140412,*,2016-17
,,,,,,,,,368,Regional School District 14,2140012,Woodbury Middle School,2145112,368,2016-17
,,,,,,,,,363,Regional School District 15,2150012,Gainfield Elementary School,2150412,363,2016-17
,,,,,,,,,513,Regional School District 15,2150012,Long Meadow Elementary School,2150712,513,2016-17
,,,,,,,,,16,Regional School District 15,2150012,MIJ Program,2150112,16,2016-17
,,,,,,,,,448,Regional School District 15,2150012,Memorial Middle School,2155212,448,2016-17
,,,,,,,,,303,Regional School District 15,2150012,Middlebury Elementary School,2150612,303,2016-17
,,,,,,,,,1219,Regional School District 15,2150012,Pomperaug Regional High School,2156212,1219,2016-17
,,,,,,,,,348,Regional School District 15,2150012,Pomperaug School,2150512,348,2016-17
,,,,,,,,,494,Regional School District 15,2150012,Rochambeau Middle School,2155112,494,2016-17
,,,,,,,,,358,Regional School District 16,2160012,Laurel Ledge School,2160112,358,2016-17
,,,,,,,,,548,Regional School District 16,2160012,Long River Middle School,2165112,548,2016-17
,,,,,,,,,603,Regional School District 16,2160012,Prospect Elementary School,2160512,603,2016-17
,,,,,,,,,12,Regional School District 16,2160012,WRHS Alternative Education Program,2160412,12,2016-17
,,,,,,,,,680,Regional School District 16,2160012,Woodland Regional High School,2166012,680,2016-17
,,,,,,,,,277,Regional School District 17,2170012,Burr District Elementary School,2170212,277,2016-17
,,,,,,,,,189,Regional School District 17,2170012,Haddam Elementary School,2170112,189,2016-17
,,,,,,,,,643,Regional School District 17,2170012,Haddam-Killingworth High School,2176112,643,2016-17
,,,,,,,,,727,Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,727,2016-17
,,,,,,,,,263,Regional School District 17,2170012,Killingworth Elementary School,2170312,263,2016-17
,,,,,,,,,*,Regional School District 17,2170012,RSD17 Transition Program,2170412,*,2016-17
,,,,,,,,,45,Regional School District 18,2180012,Center School,2180312,45,2016-17
,,,,,,,,,*,Regional School District 18,2180012,Alternative Program,2180412,*,2016-17
,,,,,,,,,201,Regional School District 18,2180012,Lyme Consolidated School,2180112,201,2016-17
,,,,,,,,,487,Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,487,2016-17
,,,,,,,,,321,Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,321,2016-17
,,,,,,,,,247,Regional School District 18,2180012,Mile Creek School,2180212,247,2016-17
,,,,,,,,,1137,Regional School District 19,2190012,E. O. Smith High School,2196112,1137,2016-17
,,,,,,,,,16,Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,16,2016-17
,,,,,,,,,20,Regional School District 19,2190012,PM Panthers,2190212,20,2016-17
,,,,,,,,,19,Regional School District 19,2190012,STAAR Program,2190312,19,2016-17
,,,,,,,,,15,Ridgefield School District,1180011,Alternative High School,1188011,15,2016-17
,,,,,,,,,321,Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,321,2016-17
,,,,,,,,,351,Ridgefield School District,1180011,Branchville Elementary School,1180611,351,2016-17
,,,,,,,,,*,Ridgefield School District,1180011,District Program ERMS,1181011,*,2016-17
,,,,,,,,,8,Ridgefield School District,1180011,District Program RES,1180711,8,2016-17
,,,,,,,,,*,Ridgefield School District,1180011,District Program SES,1180911,*,2016-17
,,,,,,,,,*,Ridgefield School District,1180011,District Program SRMS,1181111,*,2016-17
,,,,,,,,,784,Ridgefield School District,1180011,East Ridge Middle School,1185111,784,2016-17
,,,,,,,,,328,Ridgefield School District,1180011,Farmingville Elementary School,1180411,328,2016-17
,,,,,,,,,340,Ridgefield School District,1180011,Ridgebury Elementary School,1180311,340,2016-17
,,,,,,,,,6,Ridgefield School District,1180011,Ridgefield 18-21 Transition Program,1189011,6,2016-17
,,,,,,,,,1666,Ridgefield School District,1180011,Ridgefield High School,1186111,1666,2016-17
,,,,,,,,,372,Ridgefield School District,1180011,Scotland Elementary School,1180511,372,2016-17
,,,,,,,,,479,Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,479,2016-17
,,,,,,,,,292,Ridgefield School District,1180011,Veterans Park Elementary School,1180211,292,2016-17
,,,,,,,,,600,Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,600,2016-17
,,,,,,,,,*,Rocky Hill School District,1190011,Alternative Learning Program,1190111,*,2016-17
,,,,,,,,,555,Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,555,2016-17
,,,,,,,,,*,Rocky Hill School District,1190011,Pathways,1190311,*,2016-17
,,,,,,,,,726,Rocky Hill School District,1190011,Rocky Hill High School,1196111,726,2016-17
,,,,,,,,,724,Rocky Hill School District,1190011,West Hill School,1190511,724,2016-17
,,,,,,,,,402,Salem School District,1210011,Salem Elementary School,1210111,402,2016-17
,,,,,,,,,280,Salisbury School District,1220011,Salisbury Central School,1220111,280,2016-17
,,,,,,,,,116,Scotland School District,1230011,Scotland Elementary School,1230111,116,2016-17
,,,,,,,,,443,Seymour School District,1240011,Bungay School,1240111,443,2016-17
,,,,,,,,,501,Seymour School District,1240011,Chatfield-LoPresti School,1240211,501,2016-17
