"school_code","district_code","district","school","2011_12","2012_13","2013_14","2014_15","2015_16"
"1410211","1410011","Thompson School District","District Autism Program","","","","*","*"
"1410111","1410011","Thompson School District","Mary R. Fisher Elementary School","7.8","10.1","*","2.6","2.2"
"1415111","1410011","Thompson School District","Thompson Middle School","8.2","4.7","3.8","5.6","5.0"
"1416111","1410011","Thompson School District","Tourtellotte Memorial High School","19.8","10.7","12.4","10.0","18.1"
"1420111","1420011","Tolland School District","Birch Grove Primary School","2.8","2.4","0.0","0.0","3.9"
"1420311","1420011","Tolland School District","TALC","","","","*","*"
"1426111","1420011","Tolland School District","Tolland High School","9.3","7.3","6.5","7.8","7.8"
"1420211","1420011","Tolland School District","Tolland Intermediate School","3.8","2.8","2.6","2.3","1.5"
"1425111","1420011","Tolland School District","Tolland Middle School","2.6","5.7","2.5","3.1","4.2"
"1430111","1430011","Torrington School District","East School","7.8","8.1","9.7","4.7","3.7"
"1431511","1430011","Torrington School District","ABC / Forbes School","","","","","*"
"1431811","1430011","Torrington School District","East - The Learning Center","","","","*",""
"1430211","1430011","Torrington School District","Forbes School","9.3","10.8","10.0","7.2","6.9"
"1431411","1430011","Torrington School District","Migeon Academy","","","","45.5","*"
"1430811","1430011","Torrington School District","Southwest School","8.1","11.0","8.2","7.6","7.1"
"1432411","1430011","Torrington School District","Torringford / ABC","","","","","*"
"1430911","1430011","Torrington School District","Torringford School","4.9","5.7","5.5","5.6","4.7"
"1436111","1430011","Torrington School District","Torrington High School","23.8","23.4","27.8","17.0","15.6"
"1435111","1430011","Torrington School District","Torrington Middle School","16.9","15.1","13.1","13.1","12.0"
"1431711","1430011","Torrington School District","Vogel-Wetmore / Reach","","","","*",""
"1431311","1430011","Torrington School District","Vogel-Wetmore School","9.9","8.9","7.3","6.1","5.3"
"2785113","2780013","Trailblazers Academy District","Trailblazers Academy","6.5","*","0.0","65.9","18.6"
"1440111","1440011","Trumbull School District","Booth Hill School","2.8","4.0","1.6","3.9","2.8"
"1440811","1440011","Trumbull School District","Daniels Farm School","3.5","3.2","2.5","4.2","1.7"
"1441011","1440011","Trumbull School District","Frenchtown Elementary School","4.0","5.2","1.4","3.1","2.0"
"1445211","1440011","Trumbull School District","Hillcrest Middle School","7.1","8.5","3.4","6.2","7.2"
"1440411","1440011","Trumbull School District","Jane Ryan School","2.9","3.7","1.7","*","3.6"
"1445111","1440011","Trumbull School District","Madison Middle School","6.4","7.1","3.7","3.2","6.6"
"1440311","1440011","Trumbull School District","Middlebrook School","4.7","3.9","2.8","4.5","6.8"
"1440511","1440011","Trumbull School District","REACH","","","","*","*"
"1440911","1440011","Trumbull School District","Tashua School","*","1.6","*","3.4","2.7"
"1440211","1440011","Trumbull School District","Trumbull Alternative School","","","","*","*"
"1446111","1440011","Trumbull School District","Trumbull High School","9.1","1.9","1.5","2.3","5.1"
"3360115","3360015","Unified School District #1","Bridgeport Correctional Center","25.0","44.0","*","*","*"
"3360215","3360015","Unified School District #1","Brooklyn Correctional Institution","*","*","*","*",""
"3360315","3360015","Unified School District #1","Cheshire Correctional Institution","41.9","58.8","65.2","*","*"
"3362415","3360015","Unified School District #1","Corrigan/Radgowski Correctional Institution","88.9","39.4","25.9","*","*"
"3360415","3360015","Unified School District #1","Enfield Correctional Institution","*","*","*","*","*"
"3361915","3360015","Unified School District #1","Garner Correctional Institution","85.7","70.8","52.0","51.7","*"
"3360615","3360015","Unified School District #1","Hartford Correctional Center","95.7","32.4","*","*","*"
"3362215","3360015","Unified School District #1","MacDougall/Walker Correctional Institution","84.0","48.8","*","*","*"
"3361115","3360015","Unified School District #1","Manson Youth Institution","42.6","52.1","18.4","30.7","39.9"
"3360915","3360015","Unified School District #1","New Haven Correctional Center","36.7","*","*","*","*"
"3362615","3360015","Unified School District #1","Northern Correctional Institution","*","*","*","*","*"
"3361215","3360015","Unified School District #1","Osborn Correctional Institution","48.3","*","*","*","*"
"3361315","3360015","Unified School District #1","Robinson Correctional Institution","72.0","*","*","*","*"
"3361515","3360015","Unified School District #1","Willard/Cybulski Correctional Institution","*","*","","*","*"
"3362515","3360015","Unified School District #1","York Correctional Institution","*","*","*","*","*"
"3470115","3470015","Unified School District #2","Children''s Place School","*","*","","",""
"3470115","3470015","Unified School District #2","Children's Place School","","","0.0","*","*"
"3470315","3470015","Unified School District #2","Riverview School","64.4","*","*","*","*"
"3470215","3470015","Unified School District #2","Virtual Academy","","","","","*"
"3476715","3470015","Unified School District #2","Walter G. Cady School","*","*","0.0","*","*"
"1450111","1450011","Union School District","Union Elementary School","*","0.0","*","7.8","*"
"1460311","1460011","Vernon School District","Northeast School","7.4","7.9","*","6.2","5.8"
"1461411","1460011","Vernon School District","Center Road School","4.8","2.5","3.6","*","3.5"
"1460111","1460011","Vernon School District","Lake Street School","3.7","*","*","2.8","3.0"
"1460511","1460011","Vernon School District","Loveland Hill School","","","*","*","*"
"1460211","1460011","Vernon School District","Maple Street School","15.8","8.0","12.2","10.4","8.2"
"1469011","1460011","Vernon School District","Next Step Program (AACBP)","*","*","*","*","*"
"1466111","1460011","Vernon School District","Rockville High School","15.8","14.5","13.3","16.6","18.4"
"1461011","1460011","Vernon School District","Skinner Road School","9.1","5.0","5.2","10.3","10.4"
"1465111","1460011","Vernon School District","Vernon Center Middle School","5.9","5.2","3.6","5.7","7.9"
"1470111","1470011","Voluntown School District","Voluntown Elementary School","*","7.6","9.5","*","*"
"1480211","1480011","Wallingford School District","Highland School","10.5","11.8","5.2","2.4","4.0"
"1489011","1480011","Wallingford School District","A.R.T.S. Academy","78.3","*","*","*","*"
"1481011","1480011","Wallingford School District","Cook Hill School","7.3","13.2","4.0","4.0","4.5"
"1485211","1480011","Wallingford School District","Dag  Hammarskjold Middle School","9.0","8.9","4.0","3.5",""
"1485211","1480011","Wallingford School District","Dag Hammarskjold Middle School","","","","","5.6"
"1480511","1480011","Wallingford School District","Education Enhancement Program","","","","50.0","35.0"
"1480911","1480011","Wallingford School District","Evarts C. Stevens School","10.5","8.8","4.5","4.5","1.9"
"1489211","1480011","Wallingford School District","Harvest Park","*","*","*","*","*"
"1485311","1480011","Wallingford School District","James H. Moran Middle School","9.4","10.3","5.5","4.4","4.2"
"1486111","1480011","Wallingford School District","Lyman Hall High School","12.1","8.5","7.3","7.1","6.9"
"1486211","1480011","Wallingford School District","Mark T. Sheehan High School","8.6","6.9","8.2","7.7","6.7"
"1480111","1480011","Wallingford School District","Moses Y. Beach School","16.7","6.3","3.5","3.5","3.0"
"1489111","1480011","Wallingford School District","Multi-Vocational Life Skills Program","*","*","*","*","*"
"1480311","1480011","Wallingford School District","Parker Farms School","13.2","13.0","5.0","4.5","2.2"
"1481211","1480011","Wallingford School District","Pond Hill School","13.5","16.6","3.8","1.7","2.4"
"1480411","1480011","Wallingford School District","Rock Hill School","10.3","12.9","3.1","4.5","4.5"
"1480811","1480011","Wallingford School District","Yalesville School","3.8","2.6","2.4","*","*"
"3480415","1510011","Waterbury School District","SAGE","","","","","*"
"3480115","1510011","Waterbury School District","Bridgeport Detention Center","","","","","*"
"1515211","1510011","Waterbury School District","West Side Middle School","21.9","21.9","21.4","18.3","19.8"
"1512311","1510011","Waterbury School District","Washington School","8.5","13.4","13.3","12.0","13.0"
"1512111","1510011","Waterbury School District","B. W. Tinker School","5.1","8.6","10.6","9.3","7.4"
"1510411","1510011","Waterbury School District","B.W. Tinker BDLC","","","","","27.3"
"1514311","1510011","Waterbury School District","Bucks Hill Bilingual","","","","","12.0"
"1510511","1510011","Waterbury School District","Bucks Hill School","15.2","12.5","14.3","16.3","11.9"
"1510111","1510011","Waterbury School District","Bunker Hill BDLC","","","","","25.0"
"1510611","1510011","Waterbury School District","Bunker Hill School","15.6","19.2","20.7","20.8","10.7"
"1511911","1510011","Waterbury School District","Carrington ESC","","","","","*"
"1512711","1510011","Waterbury School District","Carrington School","11.8","12.0","8.7","9.2","6.4"
"1514111","1510011","Waterbury School District","Chase Bilingual","","","","","9.5"
"1514511","1510011","Waterbury School District","Crosby Autism","","","","","*"
"1516211","1510011","Waterbury School District","Crosby High School","29.2","31.7","30.9","34.6","32.0"
"1514011","1510011","Waterbury School District","Crosby NVCC (Waterbury Transition Learning Center)","","","","","*"
"1510911","1510011","Waterbury School District","Driggs School","24.1","18.6","26.6","16.4","20.6"
"1513611","1510011","Waterbury School District","Duggan CBL","","","","","*"
"1511611","1510011","Waterbury School District","Duggan School","13.8","11.7","17.8","9.2","9.6"
"1519111","1510011","Waterbury School District","Enlightenment School","86.2","93.9","91.5","93.9","95.1"
"1513911","1510011","Waterbury School District","Excel III","","","","","*"
"1511411","1510011","Waterbury School District","F. J. Kingsbury School","11.6","15.7","14.4","13.1","7.1"
"1512611","1510011","Waterbury School District","Gilmartin School","10.3","11.1","11.1","12.2","9.3"
"1510711","1510011","Waterbury School District","H. S. Chase School","8.0","9.3","8.2","7.8","4.9"
"1514211","1510011","Waterbury School District","Hopeville Bilingual","","","","","11.8"
"1511311","1510011","Waterbury School District","Hopeville School","15.3","14.4","20.7","17.3","13.7"
"1516411","1510011","Waterbury School District","John F. Kennedy High School","24.0","27.2","29.8","27.0","30.9"
"1513111","1510011","Waterbury School District","Maloney Interdistrict Magnet School","3.2","2.3","2.6","2.2","3.1"
"1513511","1510011","Waterbury School District","Margaret M. Generali Autism","","","","","*"
"1511111","1510011","Waterbury School District","Margaret M. Generali Elementary School","6.9","10.7","9.6","12.7","5.3"
"1512911","1510011","Waterbury School District","Michael F. Wallace Autism","","","","","*"
"1515111","1510011","Waterbury School District","Michael F. Wallace Middle School","21.0","20.3","22.7","19.2","15.4"
"1511811","1510011","Waterbury School District","North End ESC","","","","","*"
"1515311","1510011","Waterbury School District","North End Middle School","20.8","22.5","21.0","17.5","19.5"
"1512411","1510011","Waterbury School District","Reed ESC","","","","","50.0"
"1513411","1510011","Waterbury School District","Reed School","","15.5","11.9","14.8","10.0"
"1512811","1510011","Waterbury School District","Regan School","9.7","6.8","10.9","10.5","4.5"
"1513311","1510011","Waterbury School District","Rotella Interdistrict Magnet School","1.7","3.1","2.9","1.7","2.2"
"1512011","1510011","Waterbury School District","Sprague School","13.2","20.9","19.2","15.4","6.2"
"1519011","1510011","Waterbury School District","State Street School","81.1","83.3","79.7","82.1","81.0"
"1512211","1510011","Waterbury School District","Walsh School","19.9","17.5","23.8","21.4","12.9"
"1516011","1510011","Waterbury School District","Waterbury Arts Magnet School (High)","15.7","17.8","16.1","13.1","10.5"
"1515011","1510011","Waterbury School District","Waterbury Arts Magnet School (Middle)","8.9","8.7","7.3","6.2","6.5"
"1516711","1510011","Waterbury School District","Waterbury Career Academy","","","9.3","4.4","5.2"
"1510811","1510011","Waterbury School District","Wendell L. Cross School","6.6","7.4","6.8","9.1","4.1"
"1511711","1510011","Waterbury School District","Wilby ESC","","","","","*"
"1516311","1510011","Waterbury School District","Wilby High School","30.2","37.1","43.9","39.7","34.2"
"1511211","1510011","Waterbury School District","Woodrow Wilson BDLC","","","","","42.9"
"1513211","1510011","Waterbury School District","Woodrow Wilson School","12.0","18.9","19.9","18.8","10.3"
"1521111","1520011","Waterford School District","Autism Class","","","","*","*"
"1520311","1520011","Waterford School District","Avery Point Transition Program","","","","","*"
"1525111","1520011","Waterford School District","Clark Lane Middle School","5.8","6.3","7.3","6.3","5.8"
"1520211","1520011","Waterford School District","Great Neck Elementary School","3.3","2.9","3.0","*","*"
"1520611","1520011","Waterford School District","Oswegatchie Elementary School","4.5","3.6","3.8","4.3","1.6"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","5.0","4.4","5.0","6.2","5.2"
"1526111","1520011","Waterford School District","Waterford High School","11.4","13.3","6.9","7.7","8.7"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","","","","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","2.8","*","3.1","3.1","3.4"
"1530211","1530011","Watertown School District","John Trumbull Primary School","4.1","6.0","5.0","6.2","5.7"
"1530411","1530011","Watertown School District","Polk School","4.1","3.6","2.1","4.6","5.2"
"1535111","1530011","Watertown School District","Swift Middle School","5.0","4.7","5.5","4.7","5.5"
"1536111","1530011","Watertown School District","Watertown High School","26.8","23.2","23.6","19.0","13.5"
"1551711","1550011","West Hartford School District","Smith School","6.5","8.1","4.5","6.8","8.5"
"1559111","1550011","West Hartford School District","Achieve","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","","","","29.4","42.9"
"1551611","1550011","West Hartford School District","Aiken School","2.9","2.8","4.6","3.7","2.3"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","","","","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","2.7","6.9","7.0","5.1","1.7"
"1555311","1550011","West Hartford School District","Bristow Middle School","5.1","3.8","4.6","1.9","1.9"
"1550411","1550011","West Hartford School District","Bugbee School","3.1","2.0","3.3","2.6","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","4.6","3.8","4.6","5.0","4.3"
"1556111","1550011","West Hartford School District","Conard High School","7.3","7.1","5.5","6.1","5.8"
"1550611","1550011","West Hartford School District","Duffy School","2.3","1.8","3.5","2.6","1.8"
"1556211","1550011","West Hartford School District","Hall High School","6.3","7.0","4.4","5.4","6.1"
"1555111","1550011","West Hartford School District","King Philip Middle School","6.4","6.3","4.5","4.2","4.1"
"1550911","1550011","West Hartford School District","Morley School","3.7","3.6","3.4","2.1","4.1"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","","","","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","3.0","4.0","3.5","3.8","2.0"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","*","46.7","66.7","50.0",""
"1555211","1550011","West Hartford School District","Sedgwick Middle School","6.7","8.2","6.1","6.7","6.1"
"1559211","1550011","West Hartford School District","Strive-West Hartford","","","","","68.8"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","*","*","*","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","7.3","7.4","6.1","6.0","8.1"
"1559511","1550011","West Hartford School District","Whiting Lane Learning Center","","","","*","*"
"1551311","1550011","West Hartford School District","Whiting Lane School","5.3","5.1","4.8","5.9","7.9"
"1559611","1550011","West Hartford School District","Wolcott Learning Center","","","","*","*"
"1551511","1550011","West Hartford School District","Wolcott School","4.7","4.2","4.9","4.7","3.8"
"1561211","1560011","West Haven School District","Washington School","8.9","19.0","14.1","16.8","11.2"
"1560111","1560011","West Haven School District","Life Skills","","","*","*","*"
"1561111","1560011","West Haven School District","ASD Lab","","","","","*"
"1560811","1560011","West Haven School District","Alma E. Pagels School","6.8","14.2","15.9","11.7","10.9"
"1560711","1560011","West Haven School District","Blended","","","","","14.9"
"1560511","1560011","West Haven School District","Blended (Molloy)","","","","","64.0"
"1565311","1560011","West Haven School District","Carrigan 5/6 Intermediate School","13.1","13.4","13.2","14.6","11.0"
"1560611","1560011","West Haven School District","Edith E. Mackrille School","10.4","15.9","11.0","5.4","2.5"
"1560311","1560011","West Haven School District","Forest School","7.3","13.1","12.0","13.3","7.8"
"1565111","1560011","West Haven School District","Harry M. Bailey Middle School","23.3","27.1","18.4","22.3","14.3"
"1560211","1560011","West Haven School District","PACE","","","","70.3","64.3"
"1561411","1560011","West Haven School District","Savin Rock Community School","12.2","16.3","13.8","13.1","8.5"
"1560411","1560011","West Haven School District","Seth G. Haley School","4.7","9.6","8.2","10.5","8.4"
"1566111","1560011","West Haven School District","West Haven High School","19.5","15.4","16.9","17.9","11.1"
"1540211","1540011","Westbrook School District","Daisy Ingraham School","2.7","4.0","4.2","4.5","3.1"
"1546111","1540011","Westbrook School District","Westbrook High School","7.5","8.9","6.8","4.7","7.7"
"1545111","1540011","Westbrook School District","Westbrook Middle School","4.9","7.8","2.3","*","*"
"1570111","1570011","Weston School District","Hurlbutt Elementary School","6.3","7.3","5.5","4.3","3.7"
"1576111","1570011","Weston School District","Weston High School","18.5","8.0","3.4","5.2","5.3"
"1570211","1570011","Weston School District","Weston Intermediate School","6.2","5.6","5.4","4.2","3.0"
"1575111","1570011","Weston School District","Weston Middle School","10.2","8.5","8.2","8.9","3.6"
"1585111","1580011","Westport School District","Bedford Middle School","3.4","4.3","4.9","2.5","4.2"
"1580111","1580011","Westport School District","CES Segregated","","","","","*"
"1580311","1580011","Westport School District","Coleytown Elementary School","1.9","3.3","2.0","*","*"
"1585311","1580011","Westport School District","Coleytown Middle School","2.6","4.3","4.5","2.7","3.5"
"1580411","1580011","Westport School District","Green's Farms School","2.4","2.4","3.2","1.5","4.1"
"1580211","1580011","Westport School District","Green's Farms Segregated","","","","","*"
"1580511","1580011","Westport School District","King's Highway Elementary School","*","1.8","1.6","2.4","2.0"
"1580611","1580011","Westport School District","King's Highway Segregated","","","","","*"
"1580711","1580011","Westport School District","Long Lots School","2.0","3.4","4.8","1.4","*"
"1580811","1580011","Westport School District","Saugatuck Elementary School","*","*","1.1","1.3","1.5"
"1586111","1580011","Westport School District","Staples High School","1.8","1.3","1.7","1.4","2.0"
"1590811","1590011","Wethersfield School District","Alfred W. Hanmer School","3.9","4.6","2.2","2.6","2.5"
"1591011","1590011","Wethersfield School District","Charles Wright School","4.8","5.8","2.0","4.1","1.8"
"1590211","1590011","Wethersfield School District","Emerson-Williams School","*","2.0","1.4","2.4","2.1"
"1591111","1590011","Wethersfield School District","Highcrest School","2.3","3.8","*","2.3","2.3"
"1591211","1590011","Wethersfield School District","Samuel B. Webb Elementary School","3.1","5.2","*","*","*"
"1595211","1590011","Wethersfield School District","Silas Deane Middle School","6.7","8.4","3.5","3.8","3.3"
"1596111","1590011","Wethersfield School District","Wethersfield High School","6.6","17.7","8.8","6.0","5.7"
"1600111","1600011","Willington School District","Center School","5.4","*","*","6.2","*"
"1605111","1600011","Willington School District","Hall Memorial School","4.3","5.3","4.9","*","7.4"
"1615211","1610011","Wilton School District","Middlebrook School","6.6","3.5","3.3","1.7","2.2"
"1610711","1610011","Wilton School District","Cider Mill School","3.5","2.1","1.4","1.8","1.3"
"1610511","1610011","Wilton School District","Miller-Driscoll School","2.6","3.0","3.3","3.8","1.8"
"1616111","1610011","Wilton School District","Wilton High School","41.0","48.2","37.2","7.2","9.1"
"1610111","1610011","Wilton School District","Wilton-Westport Evening School","","","","*","*"
"1620411","1620011","Winchester School District","Batcheller Early Education Center","14.7","7.9","10.6","12.1","12.2"
"1620211","1620011","Winchester School District","Mary P. Hinsdale School","8.6","5.7","4.5","2.8","3.9"
"1625111","1620011","Winchester School District","Pearson Middle School","10.6","*","5.4","5.7","4.1"
"1620111","1620011","Winchester School District","WISE Academy","","*","*","*",""
"1630411","1630011","Windham School District","Charles H. Barrows STEM Academy","","","*","5.5","4.8"
"1630111","1630011","Windham School District","Natchaug School","22.1","22.4","20.8","7.9","13.8"
"1630811","1630011","Windham School District","North Windham ASD Program","","","","*","*"
"1630311","1630011","Windham School District","North Windham School","9.2","10.7","9.5","12.0","10.2"
"1638411","1630011","Windham School District","Partial Day Program","*","","","",""
"1630911","1630011","Windham School District","Sweeney Medically Fragile Program","","","","*","*"
"1630611","1630011","Windham School District","W. B. Sweeney School","10.3","18.5","18.3","13.5","14.5"
"1630511","1630011","Windham School District","Windham Center School","11.8","10.6","11.8","17.9","17.7"
"1636111","1630011","Windham School District","Windham High School","32.9","30.3","33.2","23.8","31.8"
"1635111","1630011","Windham School District","Windham Middle School","15.0","15.8","17.8","19.9","16.4"
"1650111","1650011","Windsor Locks School District","North Street School","7.9","10.3","7.0","10.5","8.4"
"1650611","1650011","Windsor Locks School District","Pine Meadow Academy","","","","55.2","71.8"
"1650211","1650011","Windsor Locks School District","RISE Transition Academy","","","","*","*"
"1650411","1650011","Windsor Locks School District","South Elementary School","5.1","6.1","5.0","5.8","6.1"
"1656111","1650011","Windsor Locks School District","Windsor Locks High School","17.7","14.7","16.5","19.9","15.6"
"1655111","1650011","Windsor Locks School District","Windsor Locks Middle School","11.1","7.9","9.4","11.0","10.7"
"1640111","1640011","Windsor School District","Clover Street School","2.7","4.7","*","5.2","3.4"
"1640211","1640011","Windsor School District","Community Based Transition Academy","","","","*","*"
"1640411","1640011","Windsor School District","Expulsion","","","","*","*"
"1640811","1640011","Windsor School District","John F. Kennedy School","*","*","5.9","4.3","4.0"
"1640911","1640011","Windsor School District","Oliver Ellsworth School","4.0","8.5","5.2","7.3","4.4"
"1640611","1640011","Windsor School District","Plato Credit Recovery","","","","","*"
"1640511","1640011","Windsor School District","Poquonock Elementary School","7.0","8.0","7.2","8.4","10.0"
"1641011","1640011","Windsor School District","Roger Wolcott Early Child Center","9.7","","","",""
"1645311","1640011","Windsor School District","Sage Park Middle School","6.4","7.0","7.7","6.9","8.2"
"1640311","1640011","Windsor School District","Spark","","","","*","*"
"1646111","1640011","Windsor School District","Windsor High School","12.4","13.9","18.7","9.7","12.2"
"1660311","1660011","Wolcott School District","ABC Classroom","","","","*","*"
"1660611","1660011","Wolcott School District","Alcott School","3.0","4.4","*","3.0","*"
"1660211","1660011","Wolcott School District","Frisbie School","1.8","4.0","*","1.9","*"
"1660411","1660011","Wolcott School District","Phoenix Program","","","","*","*"
"1665111","1660011","Wolcott School District","Tyrrell Middle School","2.6","2.7","2.0","1.6","1.3"
"1660511","1660011","Wolcott School District","Wakelee School","1.8","1.5","*","*","1.8"
"1666111","1660011","Wolcott School District","Wolcott High School","5.6","3.4","6.6","8.0","6.2"
"1670211","1670011","Woodbridge School District","Beecher Road Intermediate School","3.4","","","",""
"1670111","1670011","Woodbridge School District","Beecher Road Primary School","*","","","",""
"1670311","1670011","Woodbridge School District","Beecher Road School","","*","*","*","4.7"
"9036122","9030022","Woodstock Academy District","Woodstock Academy","6.0","6.2","6.4","7.9","6.3"
"1690211","1690011","Woodstock School District","Woodstock Elementary School","5.9","5.5","5.3","5.5","2.7"
"1695111","1690011","Woodstock School District","Woodstock Middle School","3.1","4.3","*","*","1.6"

