district,language,students,els,district_code,check_dist_col
Westport School District,Korean,9,<=5,1580011,Westport School District
Westport School District,Hebrew,<=5,<=5,1580011,Westport School District
Westport School District,Latvian,<=5,<=5,1580011,Westport School District
Westport School District,Lithuanian,<=5,<=5,1580011,Westport School District
Westport School District,Malay(Indonesian),<=5,<=5,1580011,Westport School District
Westport School District,Norwegian,9,<=5,1580011,Westport School District
Westport School District,Punjabi,<=5,<=5,1580011,Westport School District
Westport School District,Russian,16,<=5,1580011,Westport School District
Westport School District,Serbo-Croatian,<=5,<=5,1580011,Westport School District
Westport School District,Swedish,13,<=5,1580011,Westport School District
Westport School District,Tamil,<=5,<=5,1580011,Westport School District
Westport School District,Telugu,<=5,<=5,1580011,Westport School District
Westport School District,Urdu,<=5,<=5,1580011,Westport School District
Westport School District,Cantonese,8,<=5,1580011,Westport School District
Westport School District,Catalan,<=5,<=5,1580011,Westport School District
Westport School District,Mandarin,24,<=5,1580011,Westport School District
Westport School District,Boust,<=5,<=5,1580011,Westport School District
Wethersfield School District,Spanish,134,74,1590011,Wethersfield School District
Wethersfield School District,Portuguese,10,<=5,1590011,Wethersfield School District
Wethersfield School District,Lao,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Italian,13,8,1590011,Wethersfield School District
Wethersfield School District,Polish,15,7,1590011,Wethersfield School District
Wethersfield School District,Greek,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Albanian,57,33,1590011,Wethersfield School District
Wethersfield School District,Armenian,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Bengali,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,German,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Gujarati,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Creole-Haitian,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Hindi,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Hungarian,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Rumanian,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Russian,7,<=5,1590011,Wethersfield School District
Wethersfield School District,Serbo-Croatian,80,41,1590011,Wethersfield School District
Wethersfield School District,Sindhi,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Swedish,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Pilipino (Filipino),<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Tamil,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Telugu,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Thai,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Turkish,19,14,1590011,Wethersfield School District
Wethersfield School District,Ukrainian,9,<=5,1590011,Wethersfield School District
Wethersfield School District,Urdu,11,7,1590011,Wethersfield School District
Wethersfield School District,Vietnamese,10,<=5,1590011,Wethersfield School District
Wethersfield School District,Amharic,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Bangla,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Cantonese,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Mandarin,21,11,1590011,Wethersfield School District
Wethersfield School District,Visayan,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Karen,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Papiamento,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Patois,<=5,<=5,1590011,Wethersfield School District
Wethersfield School District,Tagalog,<=5,<=5,1590011,Wethersfield School District
Willington School District,Spanish,<=5,<=5,1600011,Willington School District
Willington School District,Portuguese,<=5,<=5,1600011,Willington School District
Willington School District,Arabic,<=5,<=5,1600011,Willington School District
Willington School District,Turkish,<=5,<=5,1600011,Willington School District
Willington School District,Vietnamese,<=5,<=5,1600011,Willington School District
Willington School District,Mandarin,<=5,<=5,1600011,Willington School District
Wilton School District,Spanish,29,6,1610011,Wilton School District
Wilton School District,Portuguese,7,<=5,1610011,Wilton School District
Wilton School District,Italian,<=5,<=5,1610011,Wilton School District
Wilton School District,Polish,22,<=5,1610011,Wilton School District
Wilton School District,Arabic,<=5,<=5,1610011,Wilton School District
Wilton School District,Armenian,<=5,<=5,1610011,Wilton School District
Wilton School District,Bulgarian,<=5,<=5,1610011,Wilton School District
Wilton School District,Dutch,<=5,<=5,1610011,Wilton School District
Wilton School District,Farsi,<=5,<=5,1610011,Wilton School District
Wilton School District,French,7,<=5,1610011,Wilton School District
Wilton School District,German,<=5,<=5,1610011,Wilton School District
Wilton School District,Gujarati,<=5,<=5,1610011,Wilton School District
Wilton School District,Creole-Haitian,<=5,<=5,1610011,Wilton School District
Wilton School District,Hindi,8,<=5,1610011,Wilton School District
Wilton School District,Hungarian,<=5,<=5,1610011,Wilton School District
Wilton School District,Japanese,<=5,<=5,1610011,Wilton School District
Wilton School District,Korean,<=5,<=5,1610011,Wilton School District
Wilton School District,Hebrew,<=5,<=5,1610011,Wilton School District
Wilton School District,Latvian,6,<=5,1610011,Wilton School District
Wilton School District,Lithuanian,<=5,<=5,1610011,Wilton School District
Wilton School District,Malayalam,<=5,<=5,1610011,Wilton School District
Wilton School District,Marathi,<=5,<=5,1610011,Wilton School District
Wilton School District,Russian,12,<=5,1610011,Wilton School District
Wilton School District,Serbo-Croatian,<=5,<=5,1610011,Wilton School District
Wilton School District,Swedish,<=5,<=5,1610011,Wilton School District
Wilton School District,Tamil,<=5,<=5,1610011,Wilton School District
Wilton School District,Telugu,<=5,<=5,1610011,Wilton School District
Wilton School District,Thai,<=5,<=5,1610011,Wilton School District
Wilton School District,Ukrainian,<=5,<=5,1610011,Wilton School District
Wilton School District,Urdu,<=5,<=5,1610011,Wilton School District
Wilton School District,Burmese,<=5,<=5,1610011,Wilton School District
Wilton School District,Cantonese,6,<=5,1610011,Wilton School District
Wilton School District,Mandarin,24,<=5,1610011,Wilton School District
Wilton School District,Persian,<=5,<=5,1610011,Wilton School District
Wilton School District,Tagalog,<=5,<=5,1610011,Wilton School District
Winchester School District,None,<=5,<=5,1620011,Winchester School District
Winchester School District,Spanish,16,16,1620011,Winchester School District
Winchester School District,Polish,<=5,<=5,1620011,Winchester School District
Winchester School District,Greek,<=5,<=5,1620011,Winchester School District
Winchester School District,Vietnamese,<=5,<=5,1620011,Winchester School District
Winchester School District,Cantonese,<=5,<=5,1620011,Winchester School District
Windham School District,None,278,<=5,1630011,Windham School District
Windham School District,Spanish,1178,760,1630011,Windham School District
Windham School District,Lao,<=5,<=5,1630011,Windham School District
Windham School District,Italian,<=5,<=5,1630011,Windham School District
Windham School District,Polish,<=5,<=5,1630011,Windham School District
Windham School District,Greek,<=5,<=5,1630011,Windham School District
Windham School District,Arabic,12,6,1630011,Windham School District
Windham School District,Dari,6,<=5,1630011,Windham School District
Windham School District,Farsi,9,<=5,1630011,Windham School District
Windham School District,Korean,<=5,<=5,1630011,Windham School District
Windham School District,Russian,<=5,<=5,1630011,Windham School District
Windham School District,Turkish,<=5,<=5,1630011,Windham School District
Windham School District,Urdu,<=5,<=5,1630011,Windham School District
Windham School District,Mandarin,<=5,<=5,1630011,Windham School District
Windham School District,Kirundi,<=5,<=5,1630011,Windham School District
Windham School District,Palauan,<=5,<=5,1630011,Windham School District
Windham School District,Quechua,<=5,<=5,1630011,Windham School District
Windsor School District,Spanish,115,45,1640011,Windsor School District
Windsor School District,Portuguese,7,<=5,1640011,Windsor School District
Windsor School District,Lao,<=5,<=5,1640011,Windsor School District
Windsor School District,Hmong,<=5,<=5,1640011,Windsor School District
Windsor School District,Italian,<=5,<=5,1640011,Windsor School District
Windsor School District,Polish,<=5,<=5,1640011,Windsor School District
Windsor School District,Greek,<=5,<=5,1640011,Windsor School District
Windsor School District,Afrikaans,<=5,<=5,1640011,Windsor School District
Windsor School District,Albanian,<=5,<=5,1640011,Windsor School District
Windsor School District,Arabic,12,8,1640011,Windsor School District
Windsor School District,Bengali,<=5,<=5,1640011,Windsor School District
Windsor School District,Farsi,<=5,<=5,1640011,Windsor School District
Windsor School District,French,<=5,<=5,1640011,Windsor School District
Windsor School District,Ganda,<=5,<=5,1640011,Windsor School District
Windsor School District,German,<=5,<=5,1640011,Windsor School District
Windsor School District,Gujarati,9,<=5,1640011,Windsor School District
Windsor School District,Creole-Haitian,8,<=5,1640011,Windsor School District
Windsor School District,Hausa,<=5,<=5,1640011,Windsor School District
Windsor School District,Hindi,<=5,<=5,1640011,Windsor School District
Windsor School District,Lithuanian,<=5,<=5,1640011,Windsor School District
Windsor School District,Malay(Indonesian),<=5,<=5,1640011,Windsor School District
Windsor School District,Malayalam,<=5,<=5,1640011,Windsor School District
Windsor School District,Punjabi,<=5,<=5,1640011,Windsor School District
Windsor School District,Akan,<=5,<=5,1640011,Windsor School District
Windsor School District,Russian,<=5,<=5,1640011,Windsor School District
Windsor School District,Serbo-Croatian,6,<=5,1640011,Windsor School District
Windsor School District,Pilipino (Filipino),<=5,<=5,1640011,Windsor School District
Windsor School District,Tamil,<=5,<=5,1640011,Windsor School District
Windsor School District,Telugu,6,<=5,1640011,Windsor School District
Windsor School District,Turkish,6,<=5,1640011,Windsor School District
Windsor School District,Twi/Fante,<=5,<=5,1640011,Windsor School District
Windsor School District,Ukrainian,<=5,<=5,1640011,Windsor School District
Windsor School District,Urdu,16,<=5,1640011,Windsor School District
Windsor School District,Vietnamese,22,<=5,1640011,Windsor School District
Windsor School District,Nepali,<=5,<=5,1640011,Windsor School District
Windsor School District,Bangla,<=5,<=5,1640011,Windsor School District
Windsor School District,Fante,<=5,<=5,1640011,Windsor School District
Windsor School District,Mandarin,8,<=5,1640011,Windsor School District
Windsor School District,Wolof,<=5,<=5,1640011,Windsor School District
Windsor School District,Patois,<=5,<=5,1640011,Windsor School District
Windsor School District,Patwa,12,8,1640011,Windsor School District
Windsor School District,Tagalog,<=5,<=5,1640011,Windsor School District
Windsor School District,Ga,<=5,<=5,1640011,Windsor School District
Windsor School District,Kikuyu,<=5,<=5,1640011,Windsor School District
Windsor Locks School District,None,32,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Spanish,25,14,1650011,Windsor Locks School District
Windsor Locks School District,Portuguese,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Lao,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Khmer(Cambodian),<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Italian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Polish,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Arabic,31,20,1650011,Windsor Locks School District
Windsor Locks School District,Bengali,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Farsi,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,French,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Gujarati,22,10,1650011,Windsor Locks School District
Windsor Locks School District,Creole-Haitian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Hindi,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Hungarian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Japanese,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Korean,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Macedonian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Punjabi,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Akan,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Serbo-Croatian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Sindhi,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Singhalese,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Pilipino (Filipino),<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Tamil,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Telugu,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Turkish,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Twi/Fante,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Ukrainian,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Urdu,12,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Vietnamese,6,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Nepali,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Mandarin,9,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Sinhala,<=5,<=5,1650011,Windsor Locks School District
Windsor Locks School District,Tagalog,<=5,<=5,1650011,Windsor Locks School District
Wolcott School District,Spanish,17,9,1660011,Wolcott School District
Wolcott School District,Portuguese,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Lao,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Italian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Polish,11,<=5,1660011,Wolcott School District
Wolcott School District,Greek,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Albanian,60,24,1660011,Wolcott School District
Wolcott School District,Arabic,6,<=5,1660011,Wolcott School District
Wolcott School District,Armenian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Bengali,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Farsi,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Gujarati,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Hungarian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Korean,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Lithuanian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Macedonian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Russian,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Serbo-Croatian,9,<=5,1660011,Wolcott School District
Wolcott School District,Turkish,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Urdu,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Vietnamese,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Bangla,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Cantonese,<=5,<=5,1660011,Wolcott School District
Wolcott School District,Mandarin,<=5,<=5,1660011,Wolcott School District
Woodbridge School District,Spanish,12,<=5,1670011,Woodbridge School District
Woodbridge School District,Khmer(Cambodian),<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Polish,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Arabic,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Bulgarian,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Farsi,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,French,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,German,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Korean,7,<=5,1670011,Woodbridge School District
Woodbridge School District,Hebrew,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Russian,7,<=5,1670011,Woodbridge School District
Woodbridge School District,Thai,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Turkish,8,<=5,1670011,Woodbridge School District
Woodbridge School District,Vietnamese,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Cantonese,<=5,<=5,1670011,Woodbridge School District
Woodbridge School District,Mandarin,38,9,1670011,Woodbridge School District
Woodbridge School District,Persian,<=5,<=5,1670011,Woodbridge School District
Woodstock School District,Spanish,<=5,<=5,1690011,Woodstock School District
Woodstock School District,Bulgarian,<=5,<=5,1690011,Woodstock School District
Woodstock School District,Korean,<=5,<=5,1690011,Woodstock School District
Woodstock School District,Russian,<=5,<=5,1690011,Woodstock School District
Woodstock School District,Thai,<=5,<=5,1690011,Woodstock School District
Woodstock School District,Urdu,<=5,<=5,1690011,Woodstock School District
Regional School District 01,Spanish,<=5,<=5,2010012,Regional School District 01
Regional School District 01,Polish,<=5,<=5,2010012,Regional School District 01
Regional School District 01,Arabic,<=5,<=5,2010012,Regional School District 01
Regional School District 01,Ukrainian,<=5,<=5,2010012,Regional School District 01
Regional School District 01,Burmese,<=5,<=5,2010012,Regional School District 01
Regional School District 04,Spanish,14,<=5,2040012,Regional School District 04
Regional School District 04,French,<=5,<=5,2040012,Regional School District 04
Regional School District 04,Creole-Haitian,<=5,<=5,2040012,Regional School District 04
Regional School District 04,Vietnamese,<=5,<=5,2040012,Regional School District 04
Regional School District 04,Mandarin,<=5,<=5,2040012,Regional School District 04
Regional School District 05,Spanish,7,<=5,2050012,Regional School District 05
Regional School District 05,Portuguese,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Italian,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Polish,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Albanian,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Arabic,10,<=5,2050012,Regional School District 05
Regional School District 05,Bengali,<=5,<=5,2050012,Regional School District 05
Regional School District 05,French,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Hindi,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Japanese,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Korean,22,<=5,2050012,Regional School District 05
Regional School District 05,Hebrew,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Punjabi,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Rumanian,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Russian,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Telugu,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Turkish,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Ukrainian,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Urdu,8,<=5,2050012,Regional School District 05
Regional School District 05,Vietnamese,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Bangla,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Cantonese,<=5,<=5,2050012,Regional School District 05
Regional School District 05,Mandarin,20,6,2050012,Regional School District 05
Regional School District 06,Spanish,<=5,<=5,2060012,Regional School District 06
Regional School District 06,Polish,<=5,<=5,2060012,Regional School District 06
Regional School District 06,Albanian,18,6,2060012,Regional School District 06
Regional School District 06,French,<=5,<=5,2060012,Regional School District 06
Regional School District 06,Lithuanian,<=5,<=5,2060012,Regional School District 06
Regional School District 06,Punjabi,<=5,<=5,2060012,Regional School District 06
Regional School District 06,Fante,<=5,<=5,2060012,Regional School District 06
Regional School District 07,Greek,<=5,<=5,2070012,Regional School District 07
Regional School District 07,German,<=5,<=5,2070012,Regional School District 07
Regional School District 07,Cantonese,<=5,<=5,2070012,Regional School District 07
Regional School District 08,Spanish,<=5,<=5,2080012,Regional School District 08
Regional School District 08,Russian,<=5,<=5,2080012,Regional School District 08
Regional School District 09,Spanish,<=5,<=5,2090012,Regional School District 09
Regional School District 09,Portuguese,<=5,<=5,2090012,Regional School District 09
Regional School District 09,Polish,<=5,<=5,2090012,Regional School District 09
Regional School District 09,French,<=5,<=5,2090012,Regional School District 09
Regional School District 09,Russian,<=5,<=5,2090012,Regional School District 09
Regional School District 09,Urdu,<=5,<=5,2090012,Regional School District 09
Regional School District 09,Mandarin,<=5,<=5,2090012,Regional School District 09
Regional School District 10,Spanish,9,<=5,2100012,Regional School District 10
Regional School District 10,Portuguese,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Khmer(Cambodian),<=5,<=5,2100012,Regional School District 10
Regional School District 10,Italian,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Polish,17,10,2100012,Regional School District 10
Regional School District 10,French,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Hindi,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Japanese,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Russian,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Vietnamese,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Mandarin,<=5,<=5,2100012,Regional School District 10
Regional School District 10,Tagalog,<=5,<=5,2100012,Regional School District 10
Regional School District 11,Spanish,<=5,<=5,2110012,Regional School District 11
Regional School District 11,Greek,<=5,<=5,2110012,Regional School District 11
Regional School District 12,Spanish,<=5,<=5,2120012,Regional School District 12
Regional School District 12,Arabic,<=5,<=5,2120012,Regional School District 12
Regional School District 12,Russian,<=5,<=5,2120012,Regional School District 12
Regional School District 13,Spanish,8,<=5,2130012,Regional School District 13
Regional School District 13,Lao,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Italian,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Polish,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Albanian,<=5,<=5,2130012,Regional School District 13
Regional School District 13,French,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Hindi,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Russian,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Nepali,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Bangla,<=5,<=5,2130012,Regional School District 13
Regional School District 13,Mandarin,6,<=5,2130012,Regional School District 13
Regional School District 13,Ga,<=5,<=5,2130012,Regional School District 13
Regional School District 14,Spanish,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Portuguese,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Polish,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Greek,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Albanian,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Arabic,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Bulgarian,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Russian,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Telugu,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Thai,<=5,<=5,2140012,Regional School District 14
Regional School District 14,Ukrainian,<=5,<=5,2140012,Regional School District 14
Regional School District 15,Spanish,17,7,2150012,Regional School District 15
Regional School District 15,Portuguese,12,<=5,2150012,Regional School District 15
Regional School District 15,Italian,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Polish,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Greek,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Albanian,29,11,2150012,Regional School District 15
Regional School District 15,Arabic,7,<=5,2150012,Regional School District 15
Regional School District 15,Benba,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Bengali,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Dari,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Dutch,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Farsi,<=5,<=5,2150012,Regional School District 15
Regional School District 15,French,<=5,<=5,2150012,Regional School District 15
Regional School District 15,German,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Gujarati,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Hindi,6,<=5,2150012,Regional School District 15
Regional School District 15,Japanese,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Korean,6,<=5,2150012,Regional School District 15
Regional School District 15,Lithuanian,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Macedonian,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Russian,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Serbo-Croatian,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Tamil,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Telugu,8,<=5,2150012,Regional School District 15
Regional School District 15,Urdu,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Vietnamese,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Cantonese,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Fante,<=5,<=5,2150012,Regional School District 15
Regional School District 15,Mandarin,28,7,2150012,Regional School District 15
Regional School District 16,Spanish,10,<=5,2160012,Regional School District 16
Regional School District 16,Portuguese,13,<=5,2160012,Regional School District 16
Regional School District 16,Khmer(Cambodian),<=5,<=5,2160012,Regional School District 16
Regional School District 16,Italian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Polish,9,<=5,2160012,Regional School District 16
Regional School District 16,Albanian,24,6,2160012,Regional School District 16
Regional School District 16,Arabic,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Bengali,<=5,<=5,2160012,Regional School District 16
Regional School District 16,French,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Creole-Haitian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Hausa,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Korean,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Macedonian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Rumanian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Russian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Serbo-Croatian,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Turkish,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Twi/Fante,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Urdu,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Vietnamese,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Bangla,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Mandarin,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Ga,<=5,<=5,2160012,Regional School District 16
Regional School District 16,Georgian,<=5,<=5,2160012,Regional School District 16
Regional School District 17,Spanish,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Polish,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Thai,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Ukrainian,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Urdu,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Vietnamese,<=5,<=5,2170012,Regional School District 17
Regional School District 17,Patwa,<=5,<=5,2170012,Regional School District 17
Regional School District 18,Spanish,6,<=5,2180012,Regional School District 18
Regional School District 18,Portuguese,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Lao,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Finnish,<=5,<=5,2180012,Regional School District 18
Regional School District 18,French,<=5,<=5,2180012,Regional School District 18
Regional School District 18,German,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Japanese,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Malayalam,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Ukrainian,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Urdu,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Cantonese,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Mandarin,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Tibetan,<=5,<=5,2180012,Regional School District 18
Regional School District 18,Fujianese,<=5,<=5,2180012,Regional School District 18
Regional School District 19,Spanish,13,7,2190012,Regional School District 19
Regional School District 19,Polish,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Greek,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Arabic,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Farsi,<=5,<=5,2190012,Regional School District 19
Regional School District 19,French,<=5,<=5,2190012,Regional School District 19
Regional School District 19,German,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Korean,7,<=5,2190012,Regional School District 19
Regional School District 19,Turkish,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Urdu,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Nepali,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Cantonese,<=5,<=5,2190012,Regional School District 19
Regional School District 19,Mandarin,17,<=5,2190012,Regional School District 19
Capitol Region Education Council,Spanish,506,263,2410014,Capitol Region Education Council
Capitol Region Education Council,Portuguese,19,6,2410014,Capitol Region Education Council
Capitol Region Education Council,Lao,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Hmong,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Polish,26,10,2410014,Capitol Region Education Council
Capitol Region Education Council,Greek,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Afrikaans,<=5,<=5,2410014,Capitol Region Education Council
