american_indian,american_indian_or_alaska_native,asian,black_not_of_hispanic_origin,black_or_african_american,district,district_code,hispanic_latino,hispanic_latino_of_any_race,native_hawaiian_or_other_pacific_islander,not_reported,school,school_code,total,two_or_more_races,white,white_not_of_hispanic_origin,year
,0,*,,43,New London School District,0950011,,27,0,,Shoreline Academy,0950511,108,*,31,,2010-11
,0,*,,73,New London School District,0950011,,96,*,,Winthrop STEM Elementary Magnet School,0950811,224,21,30,,2010-11
,0,31,,11,New Milford School District,0960011,,52,0,,Hill And Plain School,0960511,456,10,352,,2010-11
,0,16,,10,New Milford School District,0960011,,49,0,,John Pettibone School,0960711,458,9,374,,2010-11
,0,0,,0,New Milford School District,0960011,,0,0,,Litchfield Hills Transition Center,0969011,9,0,9,,2010-11
,0,59,,24,New Milford School District,0960011,,99,*,,New Milford High School,0966111,1510,*,1317,,2010-11
,0,10,,8,New Milford School District,0960011,,30,0,,Northville Elementary School,0960811,548,7,493,,2010-11
,*,43,,23,New Milford School District,0960011,,89,0,,Sarah Noble Intermediate School,0960911,1024,*,847,,2010-11
,0,30,,*,New Milford School District,0960011,,61,0,,Schaghticoke Middle School,0965211,748,*,636,,2010-11
,0,49,,7,Newington School District,0940011,,67,0,,Anna Reynolds School,0940611,441,23,295,,2010-11
,*,21,,*,Newington School District,0940011,,37,0,,Elizabeth Green School,0940211,303,19,210,,2010-11
,0,37,,30,Newington School District,0940011,,44,0,,John Paterson School,0940811,476,26,339,,2010-11
,*,68,,43,Newington School District,0940011,,102,0,,John Wallace Middle School,0945311,706,*,465,,2010-11
,*,43,,*,Newington School District,0940011,,119,0,,Martin Kellogg Middle School,0945111,622,27,406,,2010-11
,*,122,,64,Newington School District,0940011,,170,0,,Newington High School,0946111,1485,*,1095,,2010-11
,*,35,,24,Newington School District,0940011,,75,0,,Ruth Chaffee School,0940711,392,*,238,,2010-11
,0,17,,*,Newtown School District,0970011,,17,0,,Hawley Elementary School,0970111,416,*,370,,2010-11
,0,9,,0,Newtown School District,0970011,,13,0,,Head O'Meadow Elementary School,0970411,369,0,347,,2010-11
,*,21,,*,Newtown School District,0970011,,19,0,,Middle Gate Elementary School,0970311,480,16,418,,2010-11
,0,61,,19,Newtown School District,0970011,,79,0,,Newtown High School,0976111,1731,11,1561,,2010-11
,*,23,,*,Newtown School District,0970011,,45,0,,Newtown Middle School,0975111,897,18,805,,2010-11
,0,*,,0,Newtown School District,0970011,,6,0,,Newtown Preschool,0978011,88,*,77,,2010-11
,0,27,,*,Newtown School District,0970011,,38,0,,Reed Intermediate School,0970511,895,*,810,,2010-11
,0,33,,*,Newtown School District,0970011,,27,0,,Sandy Hook Elementary School,0970211,575,*,501,,2010-11
,0,*,,*,Norfolk School District,0980011,,*,0,,Botelle Elementary School,0980111,133,*,127,,2010-11
,0,0,,0,Norfolk School District,0980011,,0,0,,Bridges II,0989211,*,0,*,,2010-11
,0,*,,0,Norfolk School District,0980011,,*,0,,IEP Program,0989011,*,0,*,,2010-11
,0,*,,12,North Branford School District,0990011,,20,0,,Jerome Harrison School,0990411,475,*,432,,2010-11
,0,13,,21,North Branford School District,0990011,,38,0,,North Branford High School,0996111,688,0,616,,2010-11
,*,20,,*,North Branford School District,0990011,,18,0,,North Branford Intermediate School,0995111,609,0,561,,2010-11
,*,13,,*,North Branford School District,0990011,,13,0,,Totoket Valley Elementary School,0990611,518,0,479,,2010-11
,0,*,,*,North Canaan School District,1000011,,32,0,,North Canaan Elementary School,1000111,318,9,271,,2010-11
,*,22,,11,North Haven School District,1010011,,18,0,,Clintonville Elementary School,1010811,400,*,339,,2010-11
,*,35,,11,North Haven School District,1010011,,26,0,,Green Acres Elementary School,1010711,371,*,292,,2010-11
,0,24,,6,North Haven School District,1010011,,28,0,,Montowese Elementary School,1010211,386,7,321,,2010-11
,*,63,,57,North Haven School District,1010011,,88,*,,North Haven High School,1016111,1173,25,934,,2010-11
,*,50,,35,North Haven School District,1010011,,38,0,,North Haven Middle School,1015211,832,*,692,,2010-11
,0,31,,13,North Haven School District,1010011,,26,0,,Ridge Road Elementary School,1010311,424,16,338,,2010-11
,*,*,,6,North Stonington School District,1020011,,14,0,,North Stonington Elementary School,1020111,371,8,336,,2010-11
,*,*,,*,North Stonington School District,1020011,,*,0,,Wheeler High School,1026111,224,*,210,,2010-11
,*,0,,10,North Stonington School District,1020011,,6,0,,Wheeler Middle School,1025111,201,*,179,,2010-11
,9,84,,511,Norwalk School District,1030011,,581,0,,Brien McMahon High School,1036211,1695,6,504,,2010-11
,0,15,,87,Norwalk School District,1030011,,276,0,,Brookside Elementary School,1030211,508,10,120,,2010-11
,0,*,,80,Norwalk School District,1030011,,53,0,,Columbus Magnet School,1030311,326,*,157,,2010-11
,0,23,,65,Norwalk School District,1030011,,112,0,,Cranbury Elementary School,1030411,486,0,286,,2010-11
,0,25,,88,Norwalk School District,1030011,,112,0,,Fox Run Elementary School,1032011,466,11,230,,2010-11
,*,63,,132,Norwalk School District,1030011,,275,0,,Jefferson Magnet School,1030711,561,*,86,,2010-11
,0,*,,131,Norwalk School District,1030011,,271,0,,Kendall Elementary School,1030811,508,*,77,,2010-11
,0,*,,66,Norwalk School District,1030011,,209,0,,Marvin Elementary School,1032211,485,*,187,,2010-11
,0,*,,58,Norwalk School District,1030011,,149,0,,Naramake Elementary School,1032111,463,*,234,,2010-11
,0,*,,105,Norwalk School District,1030011,,192,0,,Nathan Hale Middle School,1035211,632,*,303,,2010-11
,*,57,,302,Norwalk School District,1030011,,471,0,,Norwalk High School,1036111,1496,*,656,,2010-11
,0,*,,58,Norwalk School District,1030011,,43,0,,Norwalk Pathways Academy at Briggs,1036311,118,0,*,,2010-11
,*,32,,184,Norwalk School District,1030011,,248,0,,Ponus Ridge Middle School,1035311,667,*,196,,2010-11
,0,*,,91,Norwalk School District,1030011,,145,0,,Roton Middle School,1035511,409,*,162,,2010-11
,0,*,,63,Norwalk School District,1030011,,98,0,,Rowayton School,1031311,473,*,293,,2010-11
,0,*,,61,Norwalk School District,1030011,,215,0,,Silvermine Elementary School,1032311,355,*,64,,2010-11
,*,22,,92,Norwalk School District,1030011,,185,0,,Tracey School,1031411,394,*,89,,2010-11
,*,26,,154,Norwalk School District,1030011,,239,0,,West Rocks Middle School,1035411,670,*,241,,2010-11
,0,*,,60,Norwalk School District,1030011,,96,0,,Wolfpit School,1032411,346,*,174,,2010-11
,41,109,,221,Norwich Free Academy District,9010022,,311,53,,Norwich Free Academy,9016122,2381,176,1470,,2010-11
,0,*,,6,Norwich School District,1040011,,*,0,,Bishop School Early Learning Center,1040111,16,*,*,,2010-11
,*,0,,10,Norwich School District,1040011,,*,0,,Deborah-Tennant Zinewicz  School,1049111,37,0,22,,2010-11
,0,0,,*,Norwich School District,1040011,,*,0,,Hickory Street School,1049011,14,*,*,,2010-11
,*,40,,75,Norwich School District,1040011,,112,*,,John B. Stanton Network School,1041411,399,33,131,,2010-11
,*,24,,134,Norwich School District,1040011,,148,*,,Kelly Middle School,1045111,619,49,253,,2010-11
,*,*,,101,Norwich School District,1040011,,116,0,,Moriarty Magnet School,1042011,507,28,232,,2010-11
,0,21,,45,Norwich School District,1040011,,60,0,,Samuel Huntington School,1040811,384,34,224,,2010-11
,*,88,,99,Norwich School District,1040011,,121,*,,Teachers' Memorial Middle School,1045211,539,21,197,,2010-11
,*,*,,21,Norwich School District,1040011,,20,0,,Thames River Academy,1046111,87,*,38,,2010-11
,*,60,,41,Norwich School District,1040011,,80,0,,Thomas W. Mahan School,1041711,317,*,102,,2010-11
,*,12,,58,Norwich School District,1040011,,117,*,,Uncas Network School,1041911,299,31,75,,2010-11
,7,23,,67,Norwich School District,1040011,,86,0,,Veterans' Memorial School,1041811,328,23,122,,2010-11
,*,*,,55,Norwich School District,1040011,,66,*,,Wequonnoc Magnet School,1041511,260,36,96,,2010-11
,*,8,,35,Odyssey Community School District,2630013,,40,*,,Odyssey Community School,2635113,181,9,87,,2010-11
,0,19,,12,Old Saybrook School District,1060011,,34,*,,Kathleen E. Goodwin School,1060211,451,*,382,,2010-11
,0,38,,*,Old Saybrook School District,1060011,,28,*,,Old Saybrook Middle School,1065211,582,14,493,,2010-11
,*,37,,7,Old Saybrook School District,1060011,,13,0,,Old Saybrook Senior High School,1066111,535,*,476,,2010-11
,0,18,,*,Orange School District,1070011,,10,0,,Mary L. Tracy School,1070211,178,*,145,,2010-11
,0,49,,9,Orange School District,1070011,,8,0,,Peck Place School,1070511,395,0,329,,2010-11
,0,54,,9,Orange School District,1070011,,24,0,,Race Brook School,1070311,411,7,317,,2010-11
,*,31,,13,Orange School District,1070011,,10,0,,Turkey Hill School,1070411,297,*,241,,2010-11
,0,11,,7,Oxford School District,1080011,,30,0,,Great Oak School,1085111,500,11,441,,2010-11
,*,*,,7,Oxford School District,1080011,,22,0,,Oxford Center School,1080111,525,9,480,,2010-11
,0,*,,20,Oxford School District,1080011,,22,0,,Oxford High School,1086011,629,*,570,,2010-11
,0,15,,*,Oxford School District,1080011,,36,0,,Quaker Farms School,1080311,543,*,476,,2010-11
,0,*,,151,Park City Prep Charter School District,2830013,,87,*,,Park City Prep Charter School,2835113,250,*,*,,2010-11
,0,*,,*,Plainfield School District,1090011,,*,0,,Early Childhood Center,1098011,16,0,13,,2010-11
,*,*,,9,Plainfield School District,1090011,,8,0,,Moosup Elementary School,1090111,403,0,376,,2010-11
,14,15,,25,Plainfield School District,1090011,,15,*,,Plainfield Central School,1095111,585,*,514,,2010-11
,9,16,,15,Plainfield School District,1090011,,22,0,,Plainfield High School,1096111,792,0,730,,2010-11
,6,9,,17,Plainfield School District,1090011,,9,0,,Plainfield Memorial School,1090311,408,0,367,,2010-11
,*,11,,28,Plainfield School District,1090011,,14,*,,Shepard Hill Elementary School,1090411,422,0,365,,2010-11
,*,11,,25,Plainville School District,1100011,,46,0,,Frank T. Wheeler School,1100411,267,*,176,,2010-11
,0,6,,11,Plainville School District,1100011,,53,0,,Linden Street School,1100211,412,17,325,,2010-11
,0,*,,*,Plainville School District,1100011,,39,0,,Louis Toffolon School,1100511,365,14,294,,2010-11
,0,12,,23,Plainville School District,1100011,,68,0,,Middle School of Plainville,1105211,575,22,450,,2010-11
,*,15,,42,Plainville School District,1100011,,65,*,,Plainville High School,1106111,796,18,649,,2010-11
,0,*,,*,Plainville School District,1100011,,8,0,,Prekindergarten Program,1108011,48,*,37,,2010-11
,*,*,,8,Plymouth School District,1110011,,17,0,,Eli Terry Jr. Middle School,1115111,441,*,410,,2010-11
,0,9,,*,Plymouth School District,1110011,,10,0,,Harry S. Fisher Elementary School,1110411,362,*,334,,2010-11
,*,*,,*,Plymouth School District,1110011,,13,0,,Plymouth Center School,1110211,400,*,378,,2010-11
,*,8,,13,Plymouth School District,1110011,,*,0,,Terryville High School,1116111,527,0,497,,2010-11
,*,14,,8,Pomfret School District,1120011,,12,0,,Pomfret Community School,1120111,513,*,477,,2010-11
,0,7,,6,Portland School District,1130011,,11,0,,Brownstone Intermediate School,1130511,233,8,201,,2010-11
,*,*,,6,Portland School District,1130011,,15,*,,Gildersleeve School,1130411,242,9,205,,2010-11
,0,*,,*,Portland School District,1130011,,9,0,,Portland High School,1136111,367,8,341,,2010-11
,0,*,,*,Portland School District,1130011,,11,0,,Portland Middle School,1135111,226,8,201,,2010-11
,0,*,,*,Portland School District,1130011,,22,0,,Valley View School,1130211,336,15,288,,2010-11
,*,*,,*,Preston School District,1140011,,*,0,,Preston Plains School,1145111,135,*,119,,2010-11
,*,*,,9,Preston School District,1140011,,*,*,,Preston Veterans' Memorial School,1140411,295,6,265,,2010-11
,0,0,,0,Putnam School District,1160011,,0,0,,Helping Hands,1169011,*,0,*,,2010-11
,*,13,,*,Putnam School District,1160011,,36,*,,Putnam Elementary School,1160311,699,26,615,,2010-11
,*,*,,7,Putnam School District,1160011,,19,0,,Putnam High School,1166111,314,7,272,,2010-11
,*,0,,*,Putnam School District,1160011,,20,0,,Putnam Middle School,1165111,275,26,221,,2010-11
,*,20,,*,Redding School District,1170011,,19,0,,John Read Middle School,1175111,582,17,515,,2010-11
,0,13,,*,Redding School District,1170011,,27,*,,Redding Elementary School,1170111,661,50,568,,2010-11
,0,*,,*,Regional School District 01,2010012,,17,0,,Housatonic Valley Regional High School,2016112,502,6,468,,2010-11
,*,*,,*,Regional School District 04,2040012,,23,0,,John Winthrop Middle School,2045112,364,*,326,,2010-11
,0,11,,*,Regional School District 04,2040012,,18,0,,Valley Regional High School,2046112,609,*,572,,2010-11
,0,27,,*,Regional School District 05,2050012,,19,0,,Amity Middle School: Bethany,2055112,414,*,350,,2010-11
,*,49,,*,Regional School District 05,2050012,,25,0,,Amity Middle School: Orange,2055212,412,0,323,,2010-11
,*,172,,45,Regional School District 05,2050012,,51,0,,Amity Regional High School,2056112,1649,*,1377,,2010-11
,*,*,,*,Regional School District 06,2060012,,6,*,,Goshen Center School,2060112,213,*,193,,2010-11
,0,*,,*,Regional School District 06,2060012,,9,0,,James Morris School,2060212,196,0,181,,2010-11
,0,*,,*,Regional School District 06,2060012,,9,*,,Wamogo Regional High School,2066112,545,8,519,,2010-11
,0,*,,0,Regional School District 06,2060012,,*,0,,Warren Elementary School,2060312,93,0,87,,2010-11
,0,0,,*,Regional School District 07,2070012,,*,0,,AIM,2079112,16,0,13,,2010-11
,0,0,,0,Regional School District 07,2070012,,0,0,,FLEX,2079012,6,0,6,,2010-11
,0,0,,*,Regional School District 07,2070012,,*,0,,Intensive Learning Program,2079412,11,0,9,,2010-11
,0,0,,0,Regional School District 07,2070012,,*,0,,Links,2079212,15,0,*,,2010-11
,0,*,,*,Regional School District 07,2070012,,12,0,,Northwestern Regional High School,2076112,762,0,738,,2010-11
,*,6,,*,Regional School District 07,2070012,,7,0,,Northwestern Regional Middle School,2075112,330,*,311,,2010-11
,0,0,,0,Regional School District 07,2070012,,0,0,,STEP,2079312,28,0,28,,2010-11
,*,20,,11,Regional School District 08,2080012,,17,0,,RHAM High School,2086112,1156,*,1102,,2010-11
,0,12,,*,Regional School District 08,2080012,,14,0,,RHAM Middle School,2085112,609,*,578,,2010-11
,0,24,,8,Regional School District 09,2090012,,35,0,,Joel Barlow High School,2096112,968,10,891,,2010-11
,0,17,,*,Regional School District 10,2100012,,35,0,,Har-Bur Middle School,2105112,889,*,829,,2010-11
,0,*,,*,Regional School District 10,2100012,,9,0,,Harwinton Consolidated School,2100312,476,*,459,,2010-11
,0,10,,*,Regional School District 10,2100012,,27,*,,Lake Garda Elementary School,2100212,574,*,530,,2010-11
,0,15,,*,Regional School District 10,2100012,,36,0,,Lewis S. Mills High School,2106112,822,*,762,,2010-11
,*,*,,6,Regional School District 11,2110012,,16,0,,Parish Hill High School,2116112,274,0,249,,2010-11
,0,0,,*,Regional School District 12,2120012,,*,0,,Booth Free School,2120212,113,0,107,,2010-11
,0,*,,0,Regional School District 12,2120012,,0,0,,Early Childhood Education Center,2128012,19,0,*,,2010-11
,0,*,,*,Regional School District 12,2120012,,8,*,,Shepaug Valley High School,2126112,326,7,306,,2010-11
,0,*,,*,Regional School District 12,2120012,,10,*,,Shepaug Valley Middle School,2125112,226,0,206,,2010-11
,0,0,,0,Regional School District 12,2120012,,*,0,,The Burnham School,2120112,84,0,*,,2010-11
,0,*,,*,Regional School District 12,2120012,,8,*,,Washington Primary School,2120412,162,0,145,,2010-11
,*,8,,*,Regional School District 13,2130012,,9,0,,Coginchaug Regional High School,2136112,569,10,537,,2010-11
,0,*,,0,Regional School District 13,2130012,,8,0,,Francis E. Korn School,2130212,200,*,184,,2010-11
,0,*,,*,Regional School District 13,2130012,,14,0,,Frank Ward Strong School,2135112,350,6,324,,2010-11
,0,*,,0,Regional School District 13,2130012,,*,0,,Frederick Brewster School,2130112,269,12,241,,2010-11
,0,*,,*,Regional School District 13,2130012,,8,0,,John Lyman School,2130512,319,12,288,,2010-11
,*,*,,*,Regional School District 13,2130012,,16,0,,Middlefield Memorial School,2130412,334,6,304,,2010-11
,0,9,,0,Regional School District 14,2140012,,12,0,,Bethlehem Elementary School,2140112,349,0,328,,2010-11
,0,*,,0,Regional School District 14,2140012,,0,0,,Integrated Star Preschool Program,2148012,43,0,*,,2010-11
,0,11,,*,Regional School District 14,2140012,,*,0,,Mitchell Elementary School,2140212,387,*,370,,2010-11
,*,8,,*,Regional School District 14,2140012,,17,0,,Nonnewaug High School,2146112,854,0,819,,2010-11
,0,*,,*,Regional School District 14,2140012,,7,0,,Woodbury Middle School,2145112,447,0,429,,2010-11
,*,32,,8,Regional School District 15,2150012,,18,0,,Gainfield Elementary School,2150412,424,*,363,,2010-11
,0,38,,12,Regional School District 15,2150012,,35,0,,Long Meadow Elementary School,2150712,603,7,511,,2010-11
,*,26,,*,Regional School District 15,2150012,,23,0,,Memorial Middle School,2155212,508,0,456,,2010-11
,0,*,,*,Regional School District 15,2150012,,21,0,,Middlebury Elementary School,2150612,461,0,424,,2010-11
,*,51,,18,Regional School District 15,2150012,,56,0,,Pomperaug Regional High School,2156212,1381,*,1248,,2010-11
,*,27,,*,Regional School District 15,2150012,,17,*,,Pomperaug School,2150512,498,*,446,,2010-11
,0,37,,*,Regional School District 15,2150012,,27,0,,Rochambeau Middle School,2155112,550,*,480,,2010-11
,0,*,,13,Regional School District 16,2160012,,13,0,,Algonquin School,2160312,480,*,447,,2010-11
,0,*,,*,Regional School District 16,2160012,,7,0,,Community School,2160212,211,*,196,,2010-11
,*,10,,11,Regional School District 16,2160012,,30,0,,Laurel Ledge School,2160112,471,*,416,,2010-11
,0,*,,*,Regional School District 16,2160012,,27,0,,Long River Middle School,2165112,595,*,557,,2010-11
,*,6,,27,Regional School District 16,2160012,,42,0,,Woodland Regional High School,2166012,779,*,698,,2010-11
,*,7,,10,Regional School District 17,2170012,,*,0,,Burr District Elementary School,2170212,301,*,280,,2010-11
,0,*,,*,Regional School District 17,2170012,,*,0,,Haddam Elementary School,2170112,252,*,239,,2010-11
