"school_code","district_code","district","school","grade","2011_12","2012_13","2013_14","2014_15","2015_16"
"1520711","1520011","Waterford School District","Quaker Hill Elementary School","Grade   5","*","*","*","*","*"
"1526111","1520011","Waterford School District","Waterford High School","Grade   9","4.9","4.4","3.3","7.1","4.4"
"1526111","1520011","Waterford School District","Waterford High School","Grade 10","9.2","5.6","5.0","6.5","10.2"
"1526111","1520011","Waterford School District","Waterford High School","Grade 11","9.5","8.5","8.8","8.3","9.3"
"1526111","1520011","Waterford School District","Waterford High School","Grade 12","21.0","30.9","10.6","9.0","11.0"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","Grade 10","","","","","*"
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","Grade 11","","","","*",""
"1521211","1520011","Waterford School District","Waterford High School Tutor Center","Grade 12","","","","","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Grade   3","*","0.0","*","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Grade   4","*","*","*","*","*"
"1530311","1530011","Watertown School District","Fletcher W. Judson School","Grade   5","*","*","*","*","*"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Kindergarten","4.1","5.7","7.5","8.4","8.4"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Grade   1","5.6","7.7","*","4.4","4.1"
"1530211","1530011","Watertown School District","John Trumbull Primary School","Grade   2","2.8","4.6","*","5.9","4.8"
"1530411","1530011","Watertown School District","Polk School","Grade   3","*","*","*","*","*"
"1530411","1530011","Watertown School District","Polk School","Grade   4","*","5.8","*","7.5","*"
"1530411","1530011","Watertown School District","Polk School","Grade   5","6.9","*","*","*","10.5"
"1535111","1530011","Watertown School District","Swift Middle School","Grade   6","5.2","2.9","*","4.4","*"
"1535111","1530011","Watertown School District","Swift Middle School","Grade   7","3.9","4.9","*","4.1","*"
"1535111","1530011","Watertown School District","Swift Middle School","Grade   8","5.9","6.3","7.9","5.6","5.4"
"1535111","1530011","Watertown School District","Swift Middle School","Grade   9","","","","","*"
"1536111","1530011","Watertown School District","Watertown High School","Grade   8","*","","","",""
"1536111","1530011","Watertown School District","Watertown High School","Grade   9","*","15.9","16.6","12.4","8.0"
"1536111","1530011","Watertown School District","Watertown High School","Grade 10","21.9","19.4","22.1","17.2","12.1"
"1536111","1530011","Watertown School District","Watertown High School","Grade 11","26.6","20.1","19.4","17.7","11.6"
"1536111","1530011","Watertown School District","Watertown High School","Grade 12","41.5","35.1","35.0","29.1","21.6"
"1551711","1550011","West Hartford School District","Smith School","Kindergarten","15.9","9.7","*","12.2","*"
"1551711","1550011","West Hartford School District","Smith School","Grade   1","15.7","13.5","0.0","*","11.8"
"1551711","1550011","West Hartford School District","Smith School","Grade   2","*","*","*","*","*"
"1551711","1550011","West Hartford School District","Smith School","Grade   3","0.0","*","*","*","10.9"
"1551711","1550011","West Hartford School District","Smith School","Grade   4","*","8.8","*","*","*"
"1551711","1550011","West Hartford School District","Smith School","Grade   5","*","*","*","*","*"
"1559111","1550011","West Hartford School District","Achieve","Grade 12","*","*","*","*","*"
"1557311","1550011","West Hartford School District","REACH","Grade   9","","","","*","*"
"1557311","1550011","West Hartford School District","REACH","Grade 10","","","","*","*"
"1557311","1550011","West Hartford School District","REACH","Grade 11","","","","*","*"
"1557311","1550011","West Hartford School District","REACH","Grade 12","","","","*","*"
"1551611","1550011","West Hartford School District","Aiken School","Kindergarten","0.0","*","10.4","0.0","*"
"1551611","1550011","West Hartford School District","Aiken School","Grade   1","*","*","*","10.2","0.0"
"1551611","1550011","West Hartford School District","Aiken School","Grade   2","*","*","0.0","*","*"
"1551611","1550011","West Hartford School District","Aiken School","Grade   3","*","*","*","*","0.0"
"1551611","1550011","West Hartford School District","Aiken School","Grade   4","*","*","*","*","*"
"1551611","1550011","West Hartford School District","Aiken School","Grade   5","*","0.0","9.5","*","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Kindergarten","","","","","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Grade   2","","","","*","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Grade   3","","","","*","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Grade   4","","","","","*"
"1559311","1550011","West Hartford School District","Braeburn Learning Center","Grade   5","","","","*",""
"1550211","1550011","West Hartford School District","Braeburn School","Kindergarten","*","*","10.9","12.3","*"
"1550211","1550011","West Hartford School District","Braeburn School","Grade   1","*","*","*","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","Grade   2","*","*","*","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","Grade   3","*","*","*","0.0","0.0"
"1550211","1550011","West Hartford School District","Braeburn School","Grade   4","*","10.9","10.9","*","*"
"1550211","1550011","West Hartford School District","Braeburn School","Grade   5","*","*","*","*","0.0"
"1555311","1550011","West Hartford School District","Bristow Middle School","Grade   6","*","*","*","*","*"
"1555311","1550011","West Hartford School District","Bristow Middle School","Grade   7","*","*","*","*","*"
"1555311","1550011","West Hartford School District","Bristow Middle School","Grade   8","5.8","5.1","6.7","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","Kindergarten","8.2","*","*","0.0","0.0"
"1550411","1550011","West Hartford School District","Bugbee School","Grade   1","0.0","*","0.0","*","0.0"
"1550411","1550011","West Hartford School District","Bugbee School","Grade   2","*","*","*","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","Grade   3","*","*","0.0","0.0","0.0"
"1550411","1550011","West Hartford School District","Bugbee School","Grade   4","*","0.0","*","*","*"
"1550411","1550011","West Hartford School District","Bugbee School","Grade   5","*","*","*","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Kindergarten","*","*","*","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Grade   1","*","0.0","10.3","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Grade   2","*","*","*","12.1","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Grade   3","0.0","*","*","*","*"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Grade   4","*","*","*","0.0","0.0"
"1550511","1550011","West Hartford School District","Charter Oak International Academy","Grade   5","*","*","*","*","0.0"
"1556111","1550011","West Hartford School District","Conard High School","Grade   9","6.3","4.6","4.1","6.5","5.8"
"1556111","1550011","West Hartford School District","Conard High School","Grade 10","8.0","6.6","4.4","5.7","5.1"
"1556111","1550011","West Hartford School District","Conard High School","Grade 11","6.4","9.9","5.4","6.5","6.3"
"1556111","1550011","West Hartford School District","Conard High School","Grade 12","8.9","7.6","8.4","5.4","6.1"
"1550611","1550011","West Hartford School District","Duffy School","Kindergarten","*","*","*","*","*"
"1550611","1550011","West Hartford School District","Duffy School","Grade   1","0.0","0.0","*","*","*"
"1550611","1550011","West Hartford School District","Duffy School","Grade   2","*","*","*","*","0.0"
"1550611","1550011","West Hartford School District","Duffy School","Grade   3","*","0.0","*","*","*"
"1550611","1550011","West Hartford School District","Duffy School","Grade   4","0.0","*","*","*","*"
"1550611","1550011","West Hartford School District","Duffy School","Grade   5","*","*","*","*","*"
"1556211","1550011","West Hartford School District","Hall High School","Grade   9","5.1","6.1","4.1","3.6","3.4"
"1556211","1550011","West Hartford School District","Hall High School","Grade 10","5.8","6.7","2.5","4.1","5.9"
"1556211","1550011","West Hartford School District","Hall High School","Grade 11","8.6","7.9","4.4","6.2","4.5"
"1556211","1550011","West Hartford School District","Hall High School","Grade 12","5.7","7.2","6.4","7.8","11.0"
"1555111","1550011","West Hartford School District","King Philip Middle School","Grade   6","3.7","6.2","2.4","1.8","2.2"
"1555111","1550011","West Hartford School District","King Philip Middle School","Grade   7","6.7","4.3","5.2","4.9","5.0"
"1555111","1550011","West Hartford School District","King Philip Middle School","Grade   8","8.8","*","5.6","5.9","5.2"
"1555111","1550011","West Hartford School District","King Philip Middle School","Grade   9","","*","","",""
"1550911","1550011","West Hartford School District","Morley School","Kindergarten","*","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Grade   1","*","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Grade   2","0.0","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Grade   3","*","0.0","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Grade   4","*","*","*","*","*"
"1550911","1550011","West Hartford School District","Morley School","Grade   5","*","*","*","0.0","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Kindergarten","","","","*","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Grade   1","","","","","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Grade   2","","","","*","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Grade   3","","","","","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Grade   4","","","","","*"
"1559411","1550011","West Hartford School District","Norfeldt Learning Center","Grade   5","","","","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Kindergarten","*","*","*","*","0.0"
"1551011","1550011","West Hartford School District","Norfeldt School","Grade   1","*","9.7","*","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Grade   2","*","*","*","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Grade   3","*","*","0.0","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Grade   4","*","*","*","*","*"
"1551011","1550011","West Hartford School District","Norfeldt School","Grade   5","*","*","*","*","0.0"
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Grade   9","*","*","*","*",""
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Grade 10","*","*","*","*",""
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Grade 11","*","*","*","*",""
"1559211","1550011","West Hartford School District","STRIVE-West Hartford","Grade 12","*","*","*","*",""
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Grade   6","5.2","7.1","5.8","4.8","3.9"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Grade   7","6.3","7.9","5.1","6.1","7.1"
"1555211","1550011","West Hartford School District","Sedgwick Middle School","Grade   8","8.5","9.6","7.5","9.1","7.5"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Grade   9","","","","","*"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Grade 10","","","","","*"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Grade 11","","","","","*"
"1559211","1550011","West Hartford School District","Strive-West Hartford","Grade 12","","","","","*"
"1559011","1550011","West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Grade 12","*","*","*","*","*"
"1551211","1550011","West Hartford School District","Webster Hill School","Kindergarten","14.5","*","12.7","8.6","*"
