"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2012-13"

"",,,,"English Learner Status",,
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",546,7,553
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","*","*",527
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","*","*",175
"Orange School District","=""1070011""","Peck Place School","=""1070511""","*","*",380
"Orange School District","=""1070011""","Race Brook School","=""1070311""",368,8,376
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",310,6,316
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","*","*",529
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",500,7,507
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",582,7,589
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",460,10,470
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",251
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",18,0,18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*","*",358
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","*","*",587
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",733,7,740
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*","*",386
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","*","*",403
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",237,30,267
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",365,45,410
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",341,12,353
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",532,6,538
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","*","*",741
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","*","*",48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",422
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","*","*",334
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*","*",360
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",490
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*","*",472
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",244
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",211,0,211
"Portland School District","=""1130011""","Portland High School","=""1136111""","*","*",374
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*","*",230
"Portland School District","=""1130011""","Valley View School","=""1130211""",304,12,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*",135
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",263,8,271
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",645,20,665
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","*","*",294
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",292,7,299
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*","*",553
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",572,7,579
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*","*",421
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",366
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",624
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*","*",355
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*",372
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1612,9,1621
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",41,0,41
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",191
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*","*",158
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",561
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",78,0,78
"Regional School District 07","=""2070012""","AIM","=""2079112""",15,0,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""",6,0,6
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*",0,"*"
"Regional School District 07","=""2070012""","Links","=""2079212""",13,0,13
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",714,0,714
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",360,0,360
"Regional School District 07","=""2070012""","STEP","=""2079312""",17,0,17
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",1133
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",627,0,627
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",7,0,7
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",1012
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*",850
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*","*",464
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",493,15,508
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*","*",802
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",280,0,280
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",94,0,94
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",21,0,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",320,0,320
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","*","*",199
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",69,0,69
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","*","*",138
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*","*",577
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","*","*",174
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","*","*",334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*","*",242
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",283
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",343
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*",281
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",46,0,46
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",372,7,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","*","*",806
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",411,0,411
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","*","*",374
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",556,6,562
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","*","*",486
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",411,10,421
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*","*",1259
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","*","*",447
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*","*",526
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",453,10,463
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",214
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",454,7,461
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",550,7,557
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","*","*",720
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",319,0,319
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*","*",252
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*","*",634
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*","*",768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",339,0,339
"Regional School District 18","=""2180012""","Center School","=""2180312""","*","*",261
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",188,0,188
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",421,0,421
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",360,0,360
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",203,13,216
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1203,20,1223
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",362
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",397,8,405
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",771,6,777
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",354,7,361
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",393
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1750,9,1759
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",377,8,385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",495
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*","*",337
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",553,10,563
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",503,33,536
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",721,11,732
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",595,36,631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",422
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",309,0,309
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",127,0,127
"Seymour School District","=""1240011""","Bungay School","=""1240111""",480,27,507
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",552,18,570
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",603,7,610
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",589,10,599
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",188,0,188
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",307,19,326
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",304,19,323
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",435,25,460
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",865,10,875
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",393,58,451
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",845,17,862
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1554,24,1578
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",211,26,237
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*",383
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",220,13,233
"Simsbury School District","=""1280011""","Central School","=""1280111""",391,6,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*",748
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",435,9,444
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1550,9,1559
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",649,10,659
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",279,7,286
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",429,6,435
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",363,0,363
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","*","*",674
"Somers School District","=""1290011""","Somers High School","=""1296111""","*","*",540
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",348,12,360
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",402,21,423
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",345,21,366
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",331,12,343
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","*",0,"*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1399,10,1409
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","*","*",1065
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",290,16,306
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",838,7,845
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",645,21,666
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",267,13,280
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",445,13,458
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",727,8,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",277,6,283
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",226,9,235
"Southington School District","=""1310011""","Southington High School","=""1316211""",2024,13,2037
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",346,10,356
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",412,16,428
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",367,7,374
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",370
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*","*",477
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",480
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*","*",383
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","*","*",178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","*","*",198
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",138,0,138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",546,51,597
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",446,96,542
"Stamford School District","=""1350011""","Dolan School","=""1355311""",471,60,531
"Stamford School District","=""1350011""","Hart School","=""1352211""",502,85,587
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",514,98,612
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",450,106,556
"Stamford School District","=""1350011""","Newfield School","=""1350611""",570,120,690
"Stamford School District","=""1350011""","Northeast School","=""1351811""",552,134,686
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",48,0,48
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",585,69,654
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",732,91,823
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",549,98,647
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",572,52,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",533,121,654
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1757,195,1952
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",661,106,767
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","*","*",684
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",572,108,680
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",480,98,578
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1876,254,2130
"Stamford School District","=""1350011""","Westover School","=""1351411""",654,62,716
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",498,0,498
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*","*",485
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",416,0,416
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","*","*",332
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","*","*",771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",131
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",210
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",498,22,520
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1204,6,1210
"Stratford School District","=""1380011""","Chapel School","=""1380311""",541,14,555
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","*","*",529
"Stratford School District","=""1380011""","Franklin School","=""1380411""",273,20,293
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",533,23,556
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",208,10,218
"Stratford School District","=""1380011""","Lordship School","=""1380811""",222,10,232
"Stratford School District","=""1380011""","Nichols School","=""1380911""",424,13,437
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",597,81,678
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","*","*",13
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",463,7,470
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",1047,28,1075
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",17,0,17
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",335,41,376
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",434,10,444
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*","*",541
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","*","*",860
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",599,0,599
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","*","*",276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",488,17,505
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","*","*",310
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",256,0,256
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","*","*",438
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",471,0,471
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",380,0,380
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",302,0,302
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",567,15,582
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*","*",900
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*","*",666
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","*","*",688
"Torrington School District","=""1430011""","East School","=""1430111""",382,10,392
"Torrington School District","=""1430011""","Forbes School","=""1430211""",344,51,395
"Torrington School District","=""1430011""","Southwest School","=""1430811""",290,38,328
"Torrington School District","=""1430011""","Torringford School","=""1430911""",563,47,610
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1056,45,1101
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1023,33,1056
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",383,90,473
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",168,0,168
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",515,11,526
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",459,9,468
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",616,21,637
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","*","*",777
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",386,6,392
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",841,7,848
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",439,25,464
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",377,9,386
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",225,0,225
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2176,19,2195
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",17,0,17
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",29,0,29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",21,0,21
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",12,0,12
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",23,0,23
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",38,0,38
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",60,0,60
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",315,0,315
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",17,0,17
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",19,0,19
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",24,0,24
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",15,0,15
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",12,0,12
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",36,0,36
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",23
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",56,0,56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",88,0,88
"Union School District","=""1450011""","Union Elementary School","=""1450111""",71,0,71
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",322
"Vernon School District","=""1460011""","Center Road School","=""1461411""",476,20,496
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","*","*",278
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","*","*",334
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",11,0,11
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",959,14,973
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",313,19,332
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",688,11,699
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",315,0,315
"Wallingford School District","=""1480011""","Highland School","=""1480211""",268,17,285
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",17,0,17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",319,46,365
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",661,20,681
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",318,42,360
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",7,0,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",690,15,705
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1111,24,1135
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","*","*",914
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",318,32,350
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",13,0,13
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",297,30,327
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",336,19,355
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",346,18,364
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","*","*",384
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",909,148,1057
"Waterbury School District","=""1510011""","Washington School","=""1512311""",296,54,350
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",519,44,563
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",372,52,424
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",447,58,505
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",317,140,457
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1290,173,1463
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",503,51,554
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",400,37,437
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",176,22,198
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",470,40,510
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",455,32,487
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",592,164,756
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",328,132,460
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1210,148,1358
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",587,14,601
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",515,70,585
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1087,133,1220
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",980,125,1105
"Waterbury School District","=""1510011""","Reed School","=""1513411""",298,31,329
"Waterbury School District","=""1510011""","Regan School","=""1512811""",245,9,254
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",604,11,615
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""","*","*",200
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",359,41,400
"Waterbury School District","=""1510011""","State Street School","=""1519011""",71,13,84
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",440,71,511
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",461,8,469
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",333
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",324,28,352
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1173,156,1329
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",372,53,425
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",667,8,675
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",345,8,353
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*","*",394
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",354,7,361
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",837,7,844
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*","*",307
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",641,41,682
"Watertown School District","=""1530011""","Polk School","=""1530411""",327,10,337
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",759,11,770
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",918,10,928
"West Hartford School District","=""1550011""","Smith School","=""1551711""",311,53,364
"West Hartford School District","=""1550011""","Achieve","=""1559111""",9,0,9
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",434,26,460
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",361,23,384
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",409,11,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",446,13,459
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",261,47,308
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1491,51,1542
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",497,6,503
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1440,35,1475
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",878,34,912
"West Hartford School District","=""1550011""","Morley School","=""1550911""",321,13,334
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",388,18,406
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",852,41,893
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","*","*",25
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",9,0,9
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",423,66,489
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",504,34,538
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",456,44,500
"West Haven School District","=""1560011""","Washington School","=""1561211""",367,73,440
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",349,21,370
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",806,83,889
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",317,40,357
"West Haven School District","=""1560011""","Forest School","=""1560311""",353,100,453
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",858,49,907
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",402,131,533
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",391,89,480
