"Student Counts by School and Free/Reduced Lunch Eligibility"
"All Districts, All Schools"
"2015-16"

"",,,,"Free/Reduced Lunch Eligibility",,,
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""","*",0,0,"*"
"Windham School District","=""1630011""","North Windham School","=""1630311""",367,69,36,472
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""","*","*",0,"*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",226,28,10,264
"Windham School District","=""1630011""","Windham Center School","=""1630511""",215,50,10,275
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",156,17,13,186
"Windham School District","=""1630011""","Windham Early Childhood Tuckie Road","=""1631011""",35,"*","*",47
"Windham School District","=""1630011""","Windham High School","=""1636111""",418,107,36,561
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",474,70,19,563
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",129,270,29,428
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""",15,16,0,31
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","*","*",0,8
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",123,237,21,381
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",113,292,29,434
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",118,215,15,348
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",96,182,10,288
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""","*",6,"*",11
"Windsor School District","=""1640011""","Expulsion","=""1640411""","*","*",0,"*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",108,273,25,406
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",128,261,16,405
"Windsor School District","=""1640011""","Plato Credit Recovery","=""1640611""","*",0,0,"*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",114,160,12,286
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",212,410,51,673
"Windsor School District","=""1640011""","Spark","=""1640311""","*","*",0,12
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",304,713,79,1096
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","*","*",0,"*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",37,242,6,285
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",65,227,20,312
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","*",0,"*","*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",81,496,27,604
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",57,254,18,329
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",139,610,51,800
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",42,714,15,771
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","*",1003,"*",1022
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",56,347,21,424
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",48,365,19,432

