"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Math",551,541,98.2,541,265,49.0,151,27.9,79,14.6,46,8.5,125,23.1
"Stratford School District","=""1380011""","Franklin School","=""1380411""","ELA",134,134,100.0,134,43,32.1,41,30.6,35,26.1,15,11.2,50,37.3
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Math",134,134,100.0,134,57,42.5,49,36.6,"*","*","*","*",28,20.9
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","ELA",558,558,100.0,558,130,23.3,159,28.5,209,37.5,60,10.8,269,48.2
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Math",558,557,99.8,557,248,44.5,180,32.3,87,15.6,42,7.5,129,23.2
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","ELA",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Math",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","ELA",141,141,100.0,141,35,24.8,39,27.7,40,28.4,27,19.1,67,47.5
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Math",141,141,100.0,141,43,30.5,43,30.5,29,20.6,26,18.4,55,39.0
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","ELA",255,255,100.0,255,78,30.6,73,28.6,65,25.5,39,15.3,104,40.8
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Math",255,255,100.0,255,102,40.0,86,33.7,51,20.0,16,6.3,67,26.3
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","ELA",346,345,99.7,345,82,23.8,79,22.9,111,32.2,73,21.2,184,53.3
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Math",346,345,99.7,345,113,32.8,119,34.5,78,22.6,35,10.1,113,32.8
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","ELA",407,404,99.3,404,65,16.1,85,21.0,123,30.4,131,32.4,254,62.9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Math",407,404,99.3,404,102,25.2,128,31.7,81,20.0,93,23.0,174,43.1
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","ELA",199,197,99.0,197,56,28.4,48,24.4,64,32.5,29,14.7,93,47.2
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Math",199,197,99.0,197,64,32.5,66,33.5,55,27.9,12,6.1,67,34.0
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Math","*","*","*","*","*","*","*","*",147,32.2,"*","*","*","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","ELA",561,551,98.2,551,61,11.1,105,19.1,215,39.0,170,30.9,385,69.9
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Math",561,548,97.7,548,"*","*",161,29.4,"*","*",146,26.6,"*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","ELA",98,98,100.0,98,44,44.9,37,37.8,"*","*","*","*",17,17.3
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Math",98,98,100.0,98,52,53.1,41,41.8,"*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","ELA",172,168,97.7,168,38,22.6,52,31.0,57,33.9,21,12.5,78,46.4
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Math",172,167,97.1,167,72,43.1,49,29.3,32,19.2,14,8.4,46,27.5
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","ELA",68,67,98.5,67,20,29.9,21,31.3,18,26.9,8,11.9,26,38.8
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Math",68,67,98.5,67,20,29.9,22,32.8,18,26.9,7,10.4,25,37.3
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","ELA",217,216,99.5,216,57,26.4,51,23.6,65,30.1,43,19.9,108,50.0
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Math",217,216,99.5,216,37,17.1,89,41.2,54,25.0,36,16.7,90,41.7
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","ELA",168,168,100.0,168,26,15.5,40,23.8,67,39.9,35,20.8,102,60.7
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Math",168,168,100.0,168,37,22.0,49,29.2,56,33.3,26,15.5,82,48.8
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","ELA",159,153,96.2,153,48,31.4,51,33.3,36,23.5,18,11.8,54,35.3
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Math",159,153,96.2,153,38,24.8,56,36.6,45,29.4,14,9.2,59,38.6
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","ELA",338,322,95.3,322,96,29.8,108,33.5,92,28.6,26,8.1,118,36.6
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Math",338,323,95.6,323,138,42.7,120,37.2,49,15.2,16,5.0,65,20.1
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","ELA",544,544,100.0,544,46,8.5,102,18.8,152,27.9,244,44.9,396,72.8
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Math",542,541,99.8,541,52,9.6,136,25.1,186,34.4,167,30.9,353,65.2
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","ELA",662,657,99.2,657,64,9.7,137,20.9,284,43.2,172,26.2,456,69.4
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Math",662,657,99.2,657,49,7.5,161,24.5,256,39.0,191,29.1,447,68.0
"Torrington School District","=""1430011""","East School","=""1430111""","ELA",187,171,91.4,171,30,17.5,42,24.6,45,26.3,54,31.6,99,57.9
"Torrington School District","=""1430011""","East School","=""1430111""","Math",187,171,91.4,171,26,15.2,62,36.3,58,33.9,25,14.6,83,48.5
"Torrington School District","=""1430011""","Forbes School","=""1430211""","ELA",185,180,97.3,180,67,37.2,44,24.4,47,26.1,22,12.2,69,38.3
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Math",185,179,96.8,179,79,44.1,60,33.5,34,19.0,6,3.4,40,22.3
"Torrington School District","=""1430011""","Forbes School / ABC","=""1431511""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Forbes School / ABC","=""1431511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","ELA",142,140,98.6,140,22,15.7,32,22.9,46,32.9,40,28.6,86,61.4
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Math",142,140,98.6,140,38,27.1,55,39.3,38,27.1,9,6.4,47,33.6
"Torrington School District","=""1430011""","Torringford School","=""1430911""","ELA",340,334,98.2,334,71,21.3,86,25.7,105,31.4,72,21.6,177,53.0
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Math",342,336,98.2,336,77,22.9,151,44.9,80,23.8,28,8.3,108,32.1
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","ELA",1006,960,95.4,960,287,29.9,307,32.0,312,32.5,54,5.6,366,38.1
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Math",1006,951,94.5,951,417,43.8,351,36.9,143,15.0,40,4.2,183,19.2
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","ELA",193,192,99.5,192,39,20.3,61,31.8,50,26.0,42,21.9,92,47.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Math",193,192,99.5,192,47,24.5,80,41.7,45,23.4,20,10.4,65,33.9
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","ELA",129,124,96.1,124,85,68.5,25,20.2,"*","*","*","*",14,11.3
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Math",129,120,93.0,120,94,78.3,"*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","ELA",257,257,100.0,257,8,3.1,31,12.1,75,29.2,143,55.6,218,84.8
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Math",257,257,100.0,257,8,3.1,40,15.6,83,32.3,126,49.0,209,81.3
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","ELA",247,246,99.6,246,8,3.3,38,15.4,50,20.3,150,61.0,200,81.3
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Math",247,246,99.6,246,9,3.7,36,14.6,76,30.9,125,50.8,201,81.7
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","ELA",297,296,99.7,296,18,6.1,36,12.2,75,25.3,167,56.4,242,81.8
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Math",297,296,99.7,296,17,5.7,54,18.2,103,34.8,122,41.2,225,76.0
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","ELA",749,728,97.2,727,36,5.0,84,11.6,269,37.0,338,46.5,607,83.5
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Math",749,728,97.2,727,48,6.6,126,17.3,194,26.7,359,49.4,553,76.1
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","ELA",201,200,99.5,200,8,4.0,20,10.0,44,22.0,128,64.0,172,86.0
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Math",201,199,99.0,199,11,5.5,16,8.0,62,31.2,110,55.3,172,86.4
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","ELA",787,774,98.3,774,56,7.2,104,13.4,303,39.1,311,40.2,614,79.3
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Math",787,774,98.3,774,57,7.4,151,19.5,217,28.0,349,45.1,566,73.1
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","ELA",266,266,100.0,266,18,6.8,41,15.4,74,27.8,133,50.0,207,77.8
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Math",266,266,100.0,266,24,9.0,56,21.1,89,33.5,97,36.5,186,69.9
"Trumbull School District","=""1440011""","REACH","=""1440511""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","ELA",197,193,98.0,193,10,5.2,20,10.4,56,29.0,107,55.4,163,84.5
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Math",197,193,98.0,193,10,5.2,33,17.1,41,21.2,109,56.5,150,77.7
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","ELA",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Math",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","ELA",49,49,100.0,49,8,16.3,10,20.4,16,32.7,15,30.6,31,63.3
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Math",49,49,100.0,49,8,16.3,12,24.5,17,34.7,12,24.5,29,59.2
"Vernon School District","=""1460011""","Northeast School","=""1460311""","ELA",137,137,100.0,137,32,23.4,27,19.7,48,35.0,30,21.9,78,56.9
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Math",137,137,100.0,137,28,20.4,48,35.0,43,31.4,18,13.1,61,44.5
"Vernon School District","=""1460011""","Center Road School","=""1461411""","ELA",241,239,99.2,238,72,30.3,50,21.0,61,25.6,55,23.1,116,48.7
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Math",242,240,99.2,239,83,34.7,71,29.7,60,25.1,25,10.5,85,35.6
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","ELA",107,104,97.2,104,28,26.9,23,22.1,29,27.9,24,23.1,53,51.0
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Math",107,104,97.2,104,24,23.1,29,27.9,33,31.7,18,17.3,51,49.0
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","ELA",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Math",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","ELA",105,105,100.0,105,40,38.1,22,21.0,30,28.6,13,12.4,43,41.0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Math",106,106,100.0,106,38,35.8,38,35.8,24,22.6,6,5.7,30,28.3
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","ELA",133,132,99.2,132,51,38.6,29,22.0,31,23.5,21,15.9,52,39.4
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Math",134,131,97.8,131,42,32.1,47,35.9,32,24.4,10,7.6,42,32.1
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","ELA",672,660,98.2,660,191,28.9,192,29.1,200,30.3,77,11.7,277,42.0
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Math",672,659,98.1,659,241,36.6,228,34.6,124,18.8,66,10.0,190,28.8
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","ELA",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Math",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""","ELA",720,711,98.8,711,119,16.7,174,24.5,292,41.1,126,17.7,418,58.8
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""","Math",720,710,98.6,710,169,23.8,243,34.2,194,27.3,104,14.6,298,42.0
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","ELA",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Math",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","ELA",694,680,98.0,680,113,16.6,194,28.5,281,41.3,92,13.5,373,54.9
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Math",694,680,98.0,680,153,22.5,235,34.6,191,28.1,101,14.9,292,42.9
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","ELA",271,271,100.0,271,56,20.7,65,24.0,92,33.9,58,21.4,150,55.4
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Math",271,271,100.0,271,51,18.8,84,31.0,90,33.2,46,17.0,136,50.2
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","ELA",329,329,100.0,329,59,17.9,87,26.4,95,28.9,88,26.7,183,55.6
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Math",329,329,100.0,329,56,17.0,115,35.0,98,29.8,60,18.2,158,48.0
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","ELA",337,335,99.4,335,71,21.2,85,25.4,96,28.7,83,24.8,179,53.4
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Math",337,334,99.1,334,67,20.1,102,30.5,109,32.6,56,16.8,165,49.4
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","ELA",319,318,99.7,318,39,12.3,71,22.3,108,34.0,100,31.4,208,65.4
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Math",319,318,99.7,318,39,12.3,90,28.3,107,33.6,82,25.8,189,59.4
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","ELA",1004,1000,99.6,1000,539,53.9,248,24.8,166,16.6,47,4.7,213,21.3
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Math",1005,1001,99.6,1001,671,67.0,225,22.5,84,8.4,21,2.1,105,10.5
"Waterbury School District","=""1510011""","Washington School","=""1512311""","ELA",141,141,100.0,141,54,38.3,50,35.5,25,17.7,12,8.5,37,26.2
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Math",141,141,100.0,141,80,56.7,38,27.0,18,12.8,"*","*","*","*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","ELA",303,303,100.0,303,116,38.3,76,25.1,72,23.8,39,12.9,111,36.6
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Math",303,303,100.0,303,106,35.0,103,34.0,75,24.8,19,6.3,94,31.0
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","ELA",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","Math",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bridgeport Detention Center","=""3480115""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bridgeport Detention Center","=""3480115""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""","ELA",86,86,100.0,86,74,86.0,"*","*","*","*",0,0.0,"*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""","Math",86,86,100.0,86,78,90.7,"*","*","*","*",0,0.0,"*","*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","ELA",178,178,100.0,178,99,55.6,46,25.8,27,15.2,6,3.4,33,18.5
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Math",178,178,100.0,178,126,70.8,39,21.9,"*","*","*","*",13,7.3
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""","ELA",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""","Math",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","ELA",223,223,100.0,223,119,53.4,44,19.7,37,16.6,23,10.3,60,26.9
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Math",224,224,100.0,224,116,51.8,70,31.3,32,14.3,6,2.7,38,17.0
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","ELA",328,328,100.0,328,133,40.5,93,28.4,75,22.9,27,8.2,102,31.1
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Math",328,328,100.0,328,150,45.7,99,30.2,58,17.7,21,6.4,79,24.1
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""","ELA",33,33,100.0,33,28,84.8,"*","*","*","*",0,0.0,"*","*"
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""","Math",33,33,100.0,33,25,75.8,"*","*","*","*",0,0.0,"*","*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","ELA",237,237,100.0,237,123,51.9,72,30.4,35,14.8,7,3.0,42,17.7
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Math",237,237,100.0,237,137,57.8,79,33.3,"*","*","*","*",21,8.9
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","ELA",281,281,100.0,281,107,38.1,83,29.5,61,21.7,30,10.7,91,32.4
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Math",282,282,100.0,282,151,53.5,74,26.2,38,13.5,19,6.7,57,20.2
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","ELA",77,68,88.3,68,61,89.7,"*","*","*","*",0,0.0,"*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Math",77,70,90.9,70,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","Excel III","=""1513911""","ELA",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Math",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","ELA",265,261,98.5,261,81,31.0,80,30.7,59,22.6,41,15.7,100,38.3
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Math",265,261,98.5,261,101,38.7,81,31.0,58,22.2,21,8.0,79,30.3
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","ELA",298,298,100.0,298,142,47.7,78,26.2,68,22.8,10,3.4,78,26.2
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Math",297,297,100.0,297,184,62.0,79,26.6,"*","*","*","*",34,11.4
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","ELA",361,361,100.0,361,174,48.2,104,28.8,57,15.8,26,7.2,83,23.0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Math",361,361,100.0,361,177,49.0,114,31.6,62,17.2,8,2.2,70,19.4
"Waterbury School District","=""1510011""","Hopeville Bilingual","=""1514211""","ELA",33,33,100.0,33,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","Hopeville Bilingual","=""1514211""","Math",33,33,100.0,33,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","ELA",168,168,100.0,168,84,50.0,55,32.7,21,12.5,8,4.8,29,17.3
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Math",168,168,100.0,168,99,58.9,48,28.6,"*","*","*","*",21,12.5
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","ELA",254,253,99.6,253,81,32.0,68,26.9,63,24.9,41,16.2,104,41.1
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Math",254,253,99.6,253,70,27.7,105,41.5,56,22.1,22,8.7,78,30.8
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","ELA",252,252,100.0,252,76,30.2,82,32.5,64,25.4,30,11.9,94,37.3
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Math",252,252,100.0,252,114,45.2,82,32.5,47,18.7,9,3.6,56,22.2
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","ELA",1180,1174,99.5,1173,612,52.2,281,24.0,236,20.1,44,3.8,280,23.9
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Math",1179,1172,99.4,1172,775,66.1,266,22.7,96,8.2,35,3.0,131,11.2
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","ELA",949,946,99.7,946,498,52.6,249,26.3,160,16.9,39,4.1,199,21.0
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Math",949,946,99.7,946,711,75.2,183,19.3,46,4.9,6,0.6,52,5.5
"Waterbury School District","=""1510011""","Reed School","=""1513411""","ELA",253,253,100.0,253,117,46.2,71,28.1,45,17.8,20,7.9,65,25.7
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Math",253,253,100.0,253,135,53.4,77,30.4,32,12.6,9,3.6,41,16.2
"Waterbury School District","=""1510011""","Regan School","=""1512811""","ELA",141,141,100.0,141,51,36.2,35,24.8,34,24.1,21,14.9,55,39.0
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Math",141,141,100.0,141,53,37.6,43,30.5,32,22.7,13,9.2,45,31.9
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","ELA",280,279,99.6,279,41,14.7,81,29.0,88,31.5,69,24.7,157,56.3
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Math",280,279,99.6,279,50,17.9,104,37.3,85,30.5,40,14.3,125,44.8
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","ELA",191,191,100.0,191,125,65.4,38,19.9,"*","*","*","*",28,14.7
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Math",191,191,100.0,191,119,62.3,51,26.7,"*","*","*","*",21,11.0
"Waterbury School District","=""1510011""","State Street School","=""1519011""","ELA",26,25,96.2,25,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Math",26,25,96.2,25,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","ELA",211,211,100.0,211,127,60.2,49,23.2,27,12.8,8,3.8,35,16.6
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Math",211,211,100.0,211,140,66.4,48,22.7,"*","*","*","*",23,10.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","ELA",321,317,98.8,317,74,23.3,88,27.8,110,34.7,45,14.2,155,48.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Math",321,317,98.8,317,124,39.1,118,37.2,52,16.4,23,7.3,75,23.7
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","ELA",148,147,99.3,147,43,29.3,50,34.0,33,22.4,21,14.3,54,36.7
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Math",148,147,99.3,147,68,46.3,46,31.3,"*","*","*","*",33,22.4
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","ELA",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","Math",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","ELA",147,147,100.0,147,68,46.3,36,24.5,37,25.2,6,4.1,43,29.3
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Math",147,147,100.0,147,73,49.7,51,34.7,"*","*","*","*",23,15.6
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","ELA",661,660,99.8,660,92,13.9,153,23.2,278,42.1,137,20.8,415,62.9
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","Math",661,660,99.8,660,147,22.3,225,34.1,157,23.8,131,19.8,288,43.6
