"Student Counts by School and English Learner Status"
"All Districts, All Schools"
"2013-14"

"",,,,"English Learner Status",,
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","*","*",19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",306,92,398
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",606,52,658
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",339,75,414
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",383,34,417
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",400,68,468
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",226,49,275
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",233,47,280
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",268,29,297
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""",9,0,9
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",237,18,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",325,0,325
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","*","*",391
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",554,6,560
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","*","*",486
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",122,12,134
"Orange School District","=""1070011""","Peck Place School","=""1070511""",365,9,374
"Orange School District","=""1070011""","Race Brook School","=""1070311""",367,7,374
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",302,7,309
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","*","*",514
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*","*",503
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",590,10,600
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",412,16,428
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","*","*",260
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",18,0,18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*","*",339
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",587,6,593
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",694,6,700
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","*","*",372
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",418,11,429
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",237,39,276
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",354,45,399
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",338,16,354
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",522,9,531
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",717,6,723
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",36,0,36
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",380
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","*","*",346
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""",16,0,16
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","*","*",352
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","*","*",470
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*","*",424
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",225,0,225
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","*","*",203
"Portland School District","=""1130011""","Portland High School","=""1136111""","*","*",384
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","*","*",250
"Portland School District","=""1130011""","Valley View School","=""1130211""",307,9,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",155,0,155
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",262,6,268
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",658,19,677
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","*","*",277
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","*","*",289
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*","*",520
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","*","*",540
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","*","*",428
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","*","*",357
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*","*",621
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*","*",389
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*","*",385
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1567,10,1577
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""","*","*",51
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","*","*",174
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*","*",138
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","*","*",552
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",80,0,80
"Regional School District 07","=""2070012""","AIM","=""2079112""",10,0,10
"Regional School District 07","=""2070012""","FLEX","=""2079012""",7,0,7
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","*",0,"*"
"Regional School District 07","=""2070012""","Links","=""2079212""",14,0,14
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","*","*",716
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",360,0,360
"Regional School District 07","=""2070012""","STEP","=""2079312""",12,0,12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","*","*",1118
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",608,0,608
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",10,0,10
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","*","*",1064
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","*","*",831
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","*","*",444
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",483,11,494
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","*","*",796
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*",287
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",85,0,85
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","*","*",492
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",64,0,64
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",155,0,155
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*","*",576
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",146,0,146
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",334,0,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","*","*",224
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","*","*",254
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","*","*",330
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","*","*",283
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""","*","*",51
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",373,6,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",794,7,801
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*","*",371
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",363,10,373
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",546,7,553
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",471,0,471
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",359,8,367
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","*","*",1254
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",424,6,430
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*","*",530
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",415,11,426
"Regional School District 16","=""2160012""","Community School","=""2160212""","*","*",216
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",415,7,422
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*",560
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","*","*",715
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",307,0,307
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","*","*",251
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*","*",619
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*","*",800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",292,0,292
"Regional School District 18","=""2180012""","Center School","=""2180312""","*","*",159
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*","*",207
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",428,0,428
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",365,0,365
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",235,11,246
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1183,13,1196
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",373,7,380
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",391,8,399
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","*","*",769
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",356,8,364
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","*","*",368
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*",0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","*","*",1784
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",372,8,380
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",489
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*","*",333
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",580,10,590
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",454,38,492
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",714,13,727
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",563,47,610
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",430
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","*","*",279
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",133,0,133
"Seymour School District","=""1240011""","Bungay School","=""1240111""",464,40,504
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",560,25,585
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","*","*",625
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",568,14,582
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","*","*",177
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",293,19,312
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",271,25,296
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",428,12,440
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",826,14,840
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",376,59,435
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",826,15,841
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1535,21,1556
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",211,28,239
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*","*",372
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",219,16,235
"Simsbury School District","=""1280011""","Central School","=""1280111""","*","*",392
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","*","*",725
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*","*",423
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1502,10,1512
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",618,7,625
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",267,7,274
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",390,7,397
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",370,0,370
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","*","*",649
"Somers School District","=""1290011""","Somers High School","=""1296111""",488,0,488
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",338,9,347
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",423,19,442
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",362,25,387
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",337,15,352
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",7,0,7
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1355,8,1363
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",1029,14,1043
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",280,21,301
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","*","*",848
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",620,20,640
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",279,14,293
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",447,8,455
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",764,12,776
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",266,10,276
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",229,8,237
"Southington School District","=""1310011""","Southington High School","=""1316211""",2028,8,2036
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",320,7,327
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",407,16,423
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*","*",360
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",360
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*","*",482
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",478
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",342,0,342
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",161,0,161
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",164,0,164
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",147,0,147
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",566,56,622
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",463,89,552
"Stamford School District","=""1350011""","Dolan School","=""1355311""",514,59,573
"Stamford School District","=""1350011""","Hart School","=""1352211""",526,76,602
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",520,96,616
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",447,80,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",575,132,707
"Stamford School District","=""1350011""","Northeast School","=""1351811""",547,117,664
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",152,0,152
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",609,79,688
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",726,78,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",552,90,642
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",575,49,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",591,120,711
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1751,177,1928
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",600,88,688
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",689,6,695
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",584,97,681
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",464,82,546
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1877,269,2146
"Stamford School District","=""1350011""","Westover School","=""1351411""",626,62,688
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",479,0,479
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*","*",413
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","*","*",426
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","*","*",312
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",26,0,26
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",20,0,20
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","*","*",771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",126
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",211
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",489,28,517
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1146,7,1153
"Stratford School District","=""1380011""","Chapel School","=""1380311""",541,19,560
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",515,8,523
"Stratford School District","=""1380011""","Franklin School","=""1380411""",304,9,313
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",551,25,576
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",206,18,224
"Stratford School District","=""1380011""","Lordship School","=""1380811""",222,13,235
"Stratford School District","=""1380011""","Nichols School","=""1380911""",421,10,431
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",624,74,698
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",11,0,11
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",462,9,471
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",1005,36,1041
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",21,0,21
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",346,32,378
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*","*",481
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*","*",496
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","*","*",841
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",594,0,594
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","*","*",277
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",515,22,537
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",284,0,284
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",240,0,240
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",414,0,414
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",442
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",349,0,349
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",277,0,277
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",554,10,564
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*","*",847
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*","*",617
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","*","*",682
"Torrington School District","=""1430011""","East School","=""1430111""",368,9,377
"Torrington School District","=""1430011""","Forbes School","=""1430211""",315,48,363
"Torrington School District","=""1430011""","Southwest School","=""1430811""",295,35,330
"Torrington School District","=""1430011""","Torringford School","=""1430911""",568,55,623
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1007,48,1055
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1001,40,1041
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",374,101,475
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",162,0,162
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",501,8,509
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",459,11,470
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",641,30,671
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",760,6,766
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",396,7,403
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",782,11,793
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",430,24,454
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",378,7,385
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",220,0,220
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2120,18,2138
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",9,0,9
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*",0,"*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",15,0,15
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",29,0,29
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",11,0,11
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",27,0,27
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",26,0,26
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",29,0,29
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",310,0,310
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",16,0,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",10,0,10
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",12,0,12
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",13,0,13
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",7,0,7
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",22,0,22
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",22,0,22
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",54,0,54
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","*","*",121
"Union School District","=""1450011""","Union Elementary School","=""1450111""",78,0,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",329
"Vernon School District","=""1460011""","Center Road School","=""1461411""",469,33,502
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","*","*",256
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""",8,0,8
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",323,0,323
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",10,0,10
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",912,14,926
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",283,23,306
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",645,17,662
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",303,0,303
"Wallingford School District","=""1480011""","Highland School","=""1480211""",247,18,265
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",13,0,13
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",299,44,343
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",681,19,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",323,36,359
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",7,0,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",661,20,681
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1076,22,1098
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","*","*",892
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",296,31,327
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",7,0,7
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",261,28,289
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",348,26,374
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",324,19,343
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","*","*",376
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",842,146,988
"Waterbury School District","=""1510011""","Washington School","=""1512311""",294,43,337
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",525,47,572
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",387,160,547
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",460,54,514
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",403,43,446
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1223,166,1389
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",500,47,547
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",425,39,464
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",166,25,191
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",477,38,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",479,39,518
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",598,186,784
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",322,163,485
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1157,129,1286
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",589,13,602
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",538,63,601
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1059,112,1171
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",923,127,1050
"Waterbury School District","=""1510011""","Reed School","=""1513411""",330,48,378
"Waterbury School District","=""1510011""","Regan School","=""1512811""",249,12,261
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",604,10,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",203,0,203
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",421,51,472
"Waterbury School District","=""1510011""","State Street School","=""1519011""",63,16,79
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",387,72,459
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",483,6,489
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",331
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",226,19,245
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",330,37,367
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1137,155,1292
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",365,52,417
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",657,7,664
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*",339
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*","*",374
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",353,9,362
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",799,8,807
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*","*",286
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",642,35,677
"Watertown School District","=""1530011""","Polk School","=""1530411""",330,8,338
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",723,11,734
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",867,15,882
"West Hartford School District","=""1550011""","Smith School","=""1551711""",312,56,368
"West Hartford School District","=""1550011""","Achieve","=""1559111""","*","*",8
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",443,25,468
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",343,21,364
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",409,9,418
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",453,14,467
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",271,44,315
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1460,42,1502
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",512,20,532
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1445,31,1476
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",876,30,906
"West Hartford School District","=""1550011""","Morley School","=""1550911""",316,14,330
