"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","Subject","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Non-ELL","*","78.9%","94.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","ELL",6,"*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Non-ELL",681,"79.3%","94.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Non-ELL",125,"72.0%","88.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Non-ELL",124,"62.9%","86.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Non-ELL","*","63.5%","80.1%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Non-ELL","*","74.9%","92.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Non-ELL",168,"64.3%","88.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Non-ELL","*","65.7%","88.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Non-ELL","*","68.9%","88.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","ELL","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Non-ELL","*","59.8%","81.6%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","Non-ELL","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","Non-ELL","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Non-ELL",39,"46.2%","63.9%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Non-ELL",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","ELL","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Non-ELL","*","42.6%","64.3%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","ELL","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Non-ELL","*","61.6%","86.1%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Non-ELL",66,"45.5%","63.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Non-ELL",67,"50.7%","81.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA","Non-ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math","Non-ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Non-ELL",65,"43.1%","69.5%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Non-ELL",65,"66.2%","93.1%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Non-ELL",76,"50.0%","75.6%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Non-ELL",76,"48.7%","79.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Non-ELL",74,"35.1%","56.3%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","ELL",6,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Non-ELL",75,"49.3%","77.1%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","ELL",12,"*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Non-ELL",604,"38.6%","57.2%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","ELL",13,"*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Non-ELL",603,"33.8%","53.8%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Non-ELL",142,"37.3%","58.9%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Non-ELL",142,"49.3%","74.7%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","Non-ELL",6,"*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","Non-ELL",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","ELL",19,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Non-ELL",664,"41.9%","61.0%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","ELL",19,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Non-ELL",664,"35.1%","55.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","Non-ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","Non-ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","ELL",15,"*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Non-ELL",643,"42.1%","62.0%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","ELL",17,"*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Non-ELL",643,"33.7%","53.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","ELL",21,"33.3%","69.1%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Non-ELL",141,"44.7%","67.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","ELL",22,"45.5%","73.4%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Non-ELL",141,"37.6%","69.0%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","ELL",20,"25.0%","53.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Non-ELL",200,"58.5%","82.1%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","ELL",21,"52.4%","77.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Non-ELL",200,"37.5%","64.0%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","ELL",12,"*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Non-ELL",192,"39.1%","65.3%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","ELL",12,"*","*"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Non-ELL",193,"40.4%","67.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Non-ELL","*","58.4%","81.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","ELL","*","*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Non-ELL","*","58.4%","84.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","ELL",22,"31.8%","68.1%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","Non-ELL",166,"25.3%","49.3%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","ELL",22,"31.8%","53.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","Non-ELL",166,"26.5%","53.9%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","ELA","Non-ELL",7,"*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Math","Non-ELL",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","Non-ELL",81,"13.6%","35.0%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","Non-ELL",81,"19.8%","46.0%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","ELA","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Math","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","ELL",17,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","Non-ELL",112,"29.5%","63.0%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","Non-ELL",113,"21.2%","49.2%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","Non-ELL",228,"30.3%","54.0%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","Non-ELL",228,"39.0%","60.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","ELL",14,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","Non-ELL",112,"28.6%","62.6%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","ELL",14,"*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","Non-ELL",113,"23.9%","55.6%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","Non-ELL",174,"47.7%","70.8%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","Non-ELL",175,"35.4%","56.8%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELA","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELA","Non-ELL","*","12.9%","36.2%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Math","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Math","Non-ELL","*","18.2%","32.1%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","ELA","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Math","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","ELL",9,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","Non-ELL",140,"38.6%","67.4%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","ELL",10,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","Non-ELL",139,"43.9%","73.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","Non-ELL",213,"40.4%","65.4%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","ELL",16,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","Non-ELL",212,"26.4%","48.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","ELL",42,"33.3%","63.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","Non-ELL",181,"28.7%","55.0%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","ELL",43,"25.6%","50.2%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","Non-ELL",181,"33.1%","56.2%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","ELL",17,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","Non-ELL",76,"30.3%","62.4%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","ELL",19,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","Non-ELL",76,"36.8%","61.5%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","Non-ELL",157,"30.6%","57.5%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","Non-ELL",157,"36.9%","62.3%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","ELL",11,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","Non-ELL",123,"31.7%","60.4%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","ELL",11,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","Non-ELL",123,"20.3%","47.8%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","ELL",107,"30.8%","48.9%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","Non-ELL",922,"30.3%","49.4%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","ELL",112,"30.4%","45.3%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","Non-ELL",922,"27.2%","43.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","ELL",103,"28.2%","54.9%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","Non-ELL",737,"35.0%","56.7%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","ELL",113,"32.7%","50.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","Non-ELL",734,"26.4%","43.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA","Non-ELL",161,"32.9%","56.3%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math","Non-ELL",161,"36.0%","59.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA","Non-ELL","*","43.4%","72.4%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math","Non-ELL","*","32.9%","52.8%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA","Non-ELL","*","30.6%","55.5%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math","Non-ELL","*","43.3%","65.4%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA","Non-ELL",98,"15.3%","46.5%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math","Non-ELL",98,"21.4%","55.1%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA","Non-ELL",87,"43.7%","77.2%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","ELL",18,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math","Non-ELL",87,"33.3%","58.6%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA","Non-ELL",67,"35.8%","65.0%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","ELL",12,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math","Non-ELL",67,"38.8%","66.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA","Non-ELL",304,"33.2%","51.6%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","ELL",6,"*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math","Non-ELL",304,"28.3%","46.0%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA","Non-ELL","*","39.0%","63.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math","Non-ELL","*","22.1%","49.8%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","ELL",122,"27.9%","48.9%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA","Non-ELL",740,"39.6%","61.7%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","ELL",127,"29.9%","48.9%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math","Non-ELL",742,"31.9%","48.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","ELA","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Math","Non-ELL","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELA","ELL",8,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELA","Non-ELL",80,"48.8%","74.4%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Math","ELL",9,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Math","Non-ELL",80,"31.3%","65.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELA","ELL",8,"*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELA","Non-ELL",617,"41.7%","60.0%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Math","ELL",10,"*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Math","Non-ELL",616,"45.6%","62.4%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELA","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELA","Non-ELL","*","58.8%","76.9%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Math","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Math","Non-ELL","*","55.7%","83.0%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELA","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELA","Non-ELL","*","41.9%","64.6%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Math","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Math","Non-ELL","*","36.8%","65.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELA","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELA","Non-ELL","*","46.1%","70.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Math","ELL","*","*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Math","Non-ELL","*","55.7%","80.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELA","ELL","*","*","*"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELA","Non-ELL","*","48.1%","71.9%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Math","ELL","*","*","*"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Math","Non-ELL","*","31.5%","58.5%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELA","ELL",6,"*","*"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELA","Non-ELL",213,"38.5%","65.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Math","ELL",6,"*","*"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Math","Non-ELL",213,"30.0%","56.3%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELA","ELL",8,"*","*"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELA","Non-ELL",626,"48.4%","68.3%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Math","ELL",8,"*","*"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Math","Non-ELL",626,"41.1%","61.4%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELA","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELA","Non-ELL","*","47.6%","70.2%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Math","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Math","Non-ELL","*","55.6%","78.0%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","ELA","Non-ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Math","Non-ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELA","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","ELA","Non-ELL","*","58.5%","77.8%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Math","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Math","Non-ELL","*","65.1%","88.7%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELA","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","ELA","Non-ELL",402,"46.8%","62.4%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Math","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Math","Non-ELL",400,"45.0%","62.0%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","ELA","Non-ELL",157,"56.7%","71.3%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Math","Non-ELL",157,"59.9%","80.1%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELA","ELL",7,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","ELA","Non-ELL",81,"24.7%","56.6%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Math","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Math","Non-ELL",81,"39.5%","69.2%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELA","ELL",8,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","ELA","Non-ELL",157,"56.7%","78.9%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Math","ELL",12,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Math","Non-ELL",156,"62.2%","89.1%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELA","ELL",21,"33.3%","59.1%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","ELA","Non-ELL",853,"41.9%","58.4%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Math","ELL",22,"22.7%","39.7%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Math","Non-ELL",849,"41.1%","59.1%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELA","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","ELA","Non-ELL","*","56.1%","72.7%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Math","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Math","Non-ELL","*","66.3%","88.7%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELA","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","ELA","Non-ELL","*","42.1%","65.1%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Math","ELL","*","*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Math","Non-ELL","*","55.3%","77.3%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELA","ELL",24,"54.2%","69.2%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","ELA","Non-ELL",787,"39.4%","53.7%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Math","ELL",24,"29.2%","50.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Math","Non-ELL",785,"35.7%","52.2%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","ELA","ELL",11,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","ELA","Non-ELL",94,"52.1%","75.4%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Math","ELL",13,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Math","Non-ELL",94,"54.3%","76.3%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","ELA","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","ELA","Non-ELL",124,"47.6%","72.5%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Math","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Math","Non-ELL",123,"39.8%","66.2%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","ELA","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","ELA","Non-ELL",122,"58.2%","80.2%"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Math","ELL",9,"*","*"
"=""1550011""","West Hartford School District","=""1551311""","Whiting Lane School","Math","Non-ELL",121,"76.9%","94.6%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","ELA","ELL",10,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","ELA","Non-ELL",148,"34.5%","56.8%"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Math","ELL",10,"*","*"
"=""1550011""","West Hartford School District","=""1551511""","Wolcott School","Math","Non-ELL",148,"37.8%","63.8%"
