district_code,district_name,school_code,school,subject,school_level,mean,n,state_mean,state_n,year
0150011,Bridgeport School District,0152511,Read School,1,Elementary,22,31,20,5150.0,2014-15
0150011,Bridgeport School District,0152511,Read School,2,Elementary,26,25,21,5089.0,2014-15
0150011,Bridgeport School District,0152511,Read School,3,Elementary,29,15,21,4804.0,2014-15
0150011,Bridgeport School District,0152511,Read School,4,Elementary,26,16,21,5070.0,2014-15
0150011,Bridgeport School District,0152511,Read School,5,Elementary,28,16,21,5597.0,2014-15
0150011,Bridgeport School District,0152511,Read School,6,Elementary,28,18,21,7941.0,2014-15
0150011,Bridgeport School District,0152511,Read School,7,Elementary,21,17,20,7910.0,2014-15
0150011,Bridgeport School District,0152511,Read School,8,Elementary,22,21,20,7959.0,2014-15
0150011,Bridgeport School District,0152511,Read School,KG,Elementary,24,26,19,4651.0,2014-15
0150011,Bridgeport School District,0152511,Read School,PK,Elementary,18,2,16,1262.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,1,Elementary,23,25,20,5150.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,2,Elementary,21,25,21,5089.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,3,Elementary,20,15,21,4804.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,4,Elementary,27,10,21,5070.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,5,Elementary,19,10,21,5597.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,6,Elementary,26,12,21,7941.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,7,Elementary,23,7,20,7910.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,8,Elementary,25,8,20,7959.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,KG,Elementary,21,21,19,4651.0,2014-15
0150011,Bridgeport School District,0152611,Roosevelt School,PK,Elementary,18,2,16,1262.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,1,Elementary,19,18,20,5150.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,2,Elementary,21,19,21,5089.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,3,Elementary,23,10,21,4804.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,4,Elementary,25,10,21,5070.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,5,Elementary,24,10,21,5597.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,6,Elementary,19,12,21,7941.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,7,Elementary,27,8,20,7910.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,8,Elementary,19,8,20,7959.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,KG,Elementary,21,15,19,4651.0,2014-15
0150011,Bridgeport School District,0153011,Waltersville School,PK,Elementary,18,1,16,1262.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,1,Elementary,23,13,20,5150.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,2,Elementary,29,18,21,5089.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,3,Elementary,29,15,21,4804.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,4,Elementary,28,15,21,5070.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,5,Elementary,24,15,21,5597.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,6,Elementary,24,19,21,7941.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,7,Elementary,24,16,20,7910.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,8,Elementary,27,16,20,7959.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,KG,Elementary,24,16,19,4651.0,2014-15
0150011,Bridgeport School District,0153211,Geraldine Johnson School,PK,Elementary,18,1,16,1262.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,1,Elementary,23,19,20,5150.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,2,Elementary,24,19,21,5089.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,3,Elementary,26,16,21,4804.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,4,Elementary,23,17,21,5070.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,5,Elementary,22,11,21,5597.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,6,Elementary,22,13,21,7941.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,7,Elementary,24,16,20,7910.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,8,Elementary,24,13,20,7959.0,2014-15
0150011,Bridgeport School District,0153611,Winthrop School,KG,Elementary,23,16,19,4651.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,1,Elementary,15,18,20,5150.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,2,Elementary,24,12,21,5089.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,3,Elementary,23,10,21,4804.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,4,Elementary,23,10,21,5070.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,5,Elementary,23,10,21,5597.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,6,Elementary,24,12,21,7941.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,7,Elementary,24,10,20,7910.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,8,Elementary,23,10,20,7959.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,KG,Elementary,15,15,19,4651.0,2014-15
0150011,Bridgeport School District,0153711,Interdistrict Discovery Magnet School,PK,Elementary,16,6,16,1262.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,1,Elementary,24,12,20,5150.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,2,Elementary,25,12,21,5089.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,3,Elementary,16,10,21,4804.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,4,Elementary,20,10,21,5070.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,5,Elementary,15,10,21,5597.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,6,Elementary,12,12,21,7941.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,7,Elementary,24,4,20,7910.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,8,Elementary,17,7,20,7959.0,2014-15
0150011,Bridgeport School District,0153911,Cross School,KG,Elementary,23,10,19,4651.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,1,Elementary,22,33,20,5150.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,2,Elementary,27,25,21,5089.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,3,Elementary,28,16,21,4804.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,4,Elementary,27,21,21,5070.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,5,Elementary,27,21,21,5597.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,6,Elementary,21,28,21,7941.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,7,Elementary,23,32,20,7910.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,8,Elementary,20,25,20,7959.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,KG,Elementary,23,26,19,4651.0,2014-15
0150011,Bridgeport School District,0154011,Blackham School,PK,Elementary,18,2,16,1262.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,1,Elementary,23,6,20,5150.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,2,Elementary,19,12,21,5089.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,3,Elementary,22,5,21,4804.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,4,Elementary,20,5,21,5070.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,5,Elementary,21,5,21,5597.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,6,Elementary,22,6,21,7941.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,7,Elementary,24,6,20,7910.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,8,Elementary,20,6,20,7959.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,KG,Elementary,20,5,19,4651.0,2014-15
0150011,Bridgeport School District,0154111,Dunbar School,PK,Elementary,18,1,16,1262.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,1,Elementary,19,28,20,5150.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,2,Elementary,26,21,21,5089.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,3,Elementary,24,18,21,4804.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,4,Elementary,24,19,21,5070.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,5,Elementary,22,10,21,5597.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,6,Elementary,21,21,21,7941.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,7,Elementary,22,30,20,7910.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,8,Elementary,24,27,20,7959.0,2014-15
0150011,Bridgeport School District,0154211,Curiale School,KG,Elementary,16,25,19,4651.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,1,Elementary,24,12,20,5150.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,2,Elementary,24,12,21,5089.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,3,Elementary,23,10,21,4804.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,4,Elementary,23,10,21,5070.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,5,Elementary,22,10,21,5597.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,6,Elementary,21,12,21,7941.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,7,Elementary,26,10,20,7910.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,8,Elementary,23,6,20,7959.0,2014-15
0150011,Bridgeport School District,0154511,High Horizons Magnet School,KG,Elementary,22,5,19,4651.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,1,Elementary,24,13,20,5150.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,2,Elementary,25,12,21,5089.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,3,Elementary,25,10,21,4804.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,5,Elementary,25,10,21,5597.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,6,Elementary,25,12,21,7941.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,7,Elementary,19,15,20,7910.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,8,Elementary,19,15,20,7959.0,2014-15
0150011,Bridgeport School District,0154611,Multicultural Magnet School,KG,Elementary,24,11,19,4651.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,1,Elementary,8,1,20,5150.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,2,Elementary,6,1,21,5089.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,3,Elementary,7,1,21,4804.0,2014-15
0150011,Bridgeport School District,0159011,Bridgeport Learning Center,7,Elementary,9,4,20,7910.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,1,Elementary,17,3,20,5150.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,2,Elementary,21,3,21,5089.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,3,Elementary,21,3,21,4804.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,4,Elementary,22,3,21,5070.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,5,Elementary,23,2,21,5597.0,2014-15
0170011,Bristol School District,0170311,Edgewood School,KG,Elementary,17,3,19,4651.0,2014-15
0170011,Bristol School District,0170411,Bristol Early Childhood Center-BECC,PK,Elementary,22,4,16,1262.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,1,Elementary,22,5,20,5150.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,2,Elementary,20,5,21,5089.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,3,Elementary,21,3,21,4804.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,4,Elementary,27,4,21,5070.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,5,Elementary,24,4,21,5597.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,6,Elementary,24,16,21,7941.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,7,Elementary,27,15,20,7910.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,8,Elementary,32,12,20,7959.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,KG,Elementary,19,5,19,4651.0,2014-15
0170011,Bristol School District,0170511,Greene-Hills School,PK,Elementary,30,1,16,1262.0,2014-15
0170011,Bristol School District,0171111,South Side School,1,Elementary,18,4,20,5150.0,2014-15
0170011,Bristol School District,0171111,South Side School,2,Elementary,22,4,21,5089.0,2014-15
0170011,Bristol School District,0171111,South Side School,3,Elementary,23,3,21,4804.0,2014-15
0170011,Bristol School District,0171111,South Side School,4,Elementary,27,3,21,5070.0,2014-15
0170011,Bristol School District,0171111,South Side School,5,Elementary,23,4,21,5597.0,2014-15
0170011,Bristol School District,0171111,South Side School,KG,Elementary,18,4,19,4651.0,2014-15
0170011,Bristol School District,0171111,South Side School,PK,Elementary,31,2,16,1262.0,2014-15
0170011,Bristol School District,0171211,Stafford School,1,Elementary,19,4,20,5150.0,2014-15
0170011,Bristol School District,0171211,Stafford School,2,Elementary,20,4,21,5089.0,2014-15
0170011,Bristol School District,0171211,Stafford School,3,Elementary,20,4,21,4804.0,2014-15
0170011,Bristol School District,0171211,Stafford School,4,Elementary,23,3,21,5070.0,2014-15
0170011,Bristol School District,0171211,Stafford School,5,Elementary,21,3,21,5597.0,2014-15
0170011,Bristol School District,0171211,Stafford School,KG,Elementary,21,4,19,4651.0,2014-15
0170011,Bristol School District,0171211,Stafford School,PK,Elementary,13,1,16,1262.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,1,Elementary,19,3,20,5150.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,2,Elementary,15,4,21,5089.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,3,Elementary,24,3,21,4804.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,4,Elementary,23,3,21,5070.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,5,Elementary,19,3,21,5597.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,KG,Elementary,22,3,19,4651.0,2014-15
0170011,Bristol School District,0171411,Ellen P. Hubbell School,PK,Elementary,30,2,16,1262.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,1,Elementary,16,3,20,5150.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,2,Elementary,18,3,21,5089.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,3,Elementary,22,3,21,4804.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,4,Elementary,21,3,21,5070.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,5,Elementary,26,2,21,5597.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,KG,Elementary,18,3,19,4651.0,2014-15
0170011,Bristol School District,0171711,Mountain View School,PK,Elementary,32,2,16,1262.0,2014-15
0170011,Bristol School District,0171911,Ivy Drive School,1,Elementary,17,3,20,5150.0,2014-15
