district,district_code,school,school_code,subject,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year,drg
Manchester School District,0770011,Washington School,0771411,Math,185,185,100.0,185,98,53.0,50,27.0,28,15.1,*,*,*,*,2015-16,G
Mansfield School District,0780011,Annie E. Vinton School,0780411,ELA,104,101,97.1,101,10,9.9,10,9.9,26,25.7,55,54.5,81,80.2,2015-16,C
Mansfield School District,0780011,Annie E. Vinton School,0780411,Math,104,101,97.1,101,6,5.9,16,15.8,24,23.8,55,54.5,79,78.2,2015-16,C
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,ELA,77,72,93.5,72,8,11.1,6,8.3,14,19.4,44,61.1,58,80.6,2015-16,C
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,Math,78,73,93.6,73,*,*,*,*,25,34.2,35,47.9,60,82.2,2015-16,C
Mansfield School District,0780011,Mansfield Middle School School,0785111,ELA,527,484,91.8,484,36,7.4,73,15.1,175,36.2,200,41.3,375,77.5,2015-16,C
Mansfield School District,0780011,Mansfield Middle School School,0785111,Math,527,485,92.0,485,49,10.1,110,22.7,135,27.8,191,39.4,326,67.2,2015-16,C
Mansfield School District,0780011,Southeast Elementary School,0780511,ELA,103,99,96.1,99,17,17.2,8,8.1,23,23.2,51,51.5,74,74.7,2015-16,C
Mansfield School District,0780011,Southeast Elementary School,0780511,Math,103,99,96.1,99,8,8.1,20,20.2,35,35.4,36,36.4,71,71.7,2015-16,C
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,ELA,341,340,99.7,340,31,9.1,59,17.4,101,29.7,149,43.8,250,73.5,2015-16,C
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,Math,341,339,99.4,339,21,6.2,66,19.5,107,31.6,145,42.8,252,74.3,2015-16,C
Meriden School District,0800011,Benjamin Franklin School,0800111,ELA,174,172,98.9,172,61,35.5,42,24.4,40,23.3,29,16.9,69,40.1,2015-16,H
Meriden School District,0800011,Benjamin Franklin School,0800111,Math,174,171,98.3,171,72,42.1,61,35.7,21,12.3,17,9.9,38,22.2,2015-16,H
Meriden School District,0800011,Casimir Pulaski School,0801111,ELA,339,335,98.8,335,102,30.4,92,27.5,93,27.8,48,14.3,141,42.1,2015-16,H
Meriden School District,0800011,Casimir Pulaski School,0801111,Math,338,333,98.5,333,91,27.3,111,33.3,91,27.3,40,12.0,131,39.3,2015-16,H
Meriden School District,0800011,Hanover School,0800311,ELA,251,251,100.0,251,112,44.6,50,19.9,52,20.7,37,14.7,89,35.5,2015-16,H
Meriden School District,0800011,Hanover School,0800311,Math,251,251,100.0,251,118,47.0,78,31.1,37,14.7,18,7.2,55,21.9,2015-16,H
Meriden School District,0800011,Israel Putnam School,0800411,ELA,287,286,99.7,286,91,31.8,60,21.0,98,34.3,37,12.9,135,47.2,2015-16,H
Meriden School District,0800011,Israel Putnam School,0800411,Math,285,281,98.6,280,106,37.9,103,36.8,52,18.6,19,6.8,71,25.4,2015-16,H
Meriden School District,0800011,John Barry School,0800511,ELA,230,230,100.0,230,100,43.5,57,24.8,44,19.1,29,12.6,73,31.7,2015-16,H
Meriden School District,0800011,John Barry School,0800511,Math,229,229,100.0,229,90,39.3,77,33.6,47,20.5,15,6.6,62,27.1,2015-16,H
Meriden School District,0800011,Lincoln Middle School,0805211,ELA,717,716,99.9,716,224,31.3,168,23.5,235,32.8,89,12.4,324,45.3,2015-16,H
Meriden School District,0800011,Lincoln Middle School,0805211,Math,717,702,97.9,702,326,46.4,200,28.5,114,16.2,62,8.8,176,25.1,2015-16,H
Meriden School District,0800011,Nathan Hale School,0800711,ELA,313,313,100.0,313,107,34.2,63,20.1,88,28.1,55,17.6,143,45.7,2015-16,H
Meriden School District,0800011,Nathan Hale School,0800711,Math,313,313,100.0,313,108,34.5,102,32.6,67,21.4,36,11.5,103,32.9,2015-16,H
Meriden School District,0800011,Roger Sherman School,0800811,ELA,230,230,100.0,230,104,45.2,56,24.3,44,19.1,26,11.3,70,30.4,2015-16,H
Meriden School District,0800011,Roger Sherman School,0800811,Math,230,229,99.6,229,100,43.7,75,32.8,37,16.2,17,7.4,54,23.6,2015-16,H
Meriden School District,0800011,STEP-Meriden School District,0800911,ELA,15,14,*,14,*,*,*,*,*,*,*,*,*,*,2015-16,H
Meriden School District,0800011,STEP-Meriden School District,0800911,Math,15,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16,H
Meriden School District,0800011,STEPS-Meriden School District,0801211,ELA,30,27,90.0,27,19,70.4,*,*,*,*,0,0.0,*,*,2015-16,H
Meriden School District,0800011,STEPS-Meriden School District,0801211,Math,30,26,86.7,26,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,H
Meriden School District,0800011,Thomas Hooker School,0801011,ELA,163,163,100.0,163,26,16.0,26,16.0,56,34.4,55,33.7,111,68.1,2015-16,H
Meriden School District,0800011,Thomas Hooker School,0801011,Math,163,162,99.4,162,21,13.0,59,36.4,43,26.5,39,24.1,82,50.6,2015-16,H
Meriden School District,0800011,Venture Academy-Meriden School District,0801311,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,H
Meriden School District,0800011,Venture Academy-Meriden School District,0801311,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,H
Meriden School District,0800011,Washington Middle School,0805411,ELA,650,643,98.9,643,228,35.5,209,32.5,166,25.8,40,6.2,206,32.0,2015-16,H
Meriden School District,0800011,Washington Middle School,0805411,Math,650,633,97.4,633,386,61.0,161,25.4,58,9.2,28,4.4,86,13.6,2015-16,H
Middletown School District,0830011,Bielefield School,0830211,ELA,146,146,100.0,146,47,32.2,45,30.8,31,21.2,23,15.8,54,37.0,2015-16,G
Middletown School District,0830011,Bielefield School,0830211,Math,146,146,100.0,146,58,39.7,43,29.5,34,23.3,11,7.5,45,30.8,2015-16,G
Middletown School District,0830011,Farm Hill School,0830511,ELA,164,164,100.0,164,57,34.8,35,21.3,39,23.8,33,20.1,72,43.9,2015-16,G
Middletown School District,0830011,Farm Hill School,0830511,Math,164,164,100.0,163,66,40.5,40,24.5,31,19.0,26,16.0,57,35.0,2015-16,G
Middletown School District,0830011,ICM - Lawrence,0830711,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,ICM - Lawrence,0830711,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,ICM - Spencer,0832011,ELA,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,ICM - Spencer,0832011,Math,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,Keigwin Middle School,0831511,ELA,315,314,99.7,312,65,20.8,87,27.9,99,31.7,61,19.6,160,51.3,2015-16,G
Middletown School District,0830011,Keigwin Middle School,0831511,Math,315,312,99.0,312,88,28.2,110,35.3,64,20.5,50,16.0,114,36.5,2015-16,G
Middletown School District,0830011,Lawrence School,0831311,ELA,117,117,100.0,117,28,23.9,19,16.2,42,35.9,28,23.9,70,59.8,2015-16,G
Middletown School District,0830011,Lawrence School,0831311,Math,117,117,100.0,117,19,16.2,41,35.0,28,23.9,29,24.8,57,48.7,2015-16,G
Middletown School District,0830011,MacDonough School,0830911,ELA,93,93,100.0,93,44,47.3,19,20.4,22,23.7,8,8.6,30,32.3,2015-16,G
Middletown School District,0830011,MacDonough School,0830911,Math,93,93,100.0,93,40,43.0,30,32.3,*,*,*,*,23,24.7,2015-16,G
Middletown School District,0830011,Moody School,0831211,ELA,125,124,99.2,124,11,8.9,19,15.3,44,35.5,50,40.3,94,75.8,2015-16,G
Middletown School District,0830011,Moody School,0831211,Math,125,124,99.2,124,14,11.3,32,25.8,42,33.9,36,29.0,78,62.9,2015-16,G
Middletown School District,0830011,OASIS,0830311,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,OASIS,0830311,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Middletown School District,0830011,STEM - Macdonough,0832111,ELA,20,20,100.0,20,0,0.0,*,*,*,*,14,70.0,*,*,2015-16,G
Middletown School District,0830011,STEM - Macdonough,0832111,Math,20,20,100.0,20,*,*,*,*,6,30.0,12,60.0,18,90.0,2015-16,G
Middletown School District,0830011,Snow School,0831111,ELA,136,136,100.0,136,26,19.1,22,16.2,45,33.1,43,31.6,88,64.7,2015-16,G
Middletown School District,0830011,Snow School,0831111,Math,136,136,100.0,136,36,26.5,35,25.7,33,24.3,32,23.5,65,47.8,2015-16,G
Middletown School District,0830011,Spencer School,0830111,ELA,146,146,100.0,146,34,23.3,41,28.1,45,30.8,26,17.8,71,48.6,2015-16,G
Middletown School District,0830011,Spencer School,0830111,Math,146,146,100.0,146,47,32.2,45,30.8,33,22.6,21,14.4,54,37.0,2015-16,G
Middletown School District,0830011,Wesley School,0831411,ELA,133,133,100.0,133,25,18.8,24,18.0,40,30.1,44,33.1,84,63.2,2015-16,G
Middletown School District,0830011,Wesley School,0831411,Math,132,132,100.0,132,31,23.5,33,25.0,41,31.1,27,20.5,68,51.5,2015-16,G
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,ELA,671,671,100.0,671,183,27.3,148,22.1,239,35.6,101,15.1,340,50.7,2015-16,G
Middletown School District,0830011,Woodrow Wilson Middle School,0835411,Math,671,669,99.7,669,262,39.2,183,27.4,134,20.0,90,13.5,224,33.5,2015-16,G
Milford School District,0840011,Calf Pen Meadow School,0840111,ELA,147,147,100.0,147,24,16.3,34,23.1,49,33.3,40,27.2,89,60.5,2015-16,D
Milford School District,0840011,Calf Pen Meadow School,0840111,Math,148,148,100.0,148,27,18.2,46,31.1,51,34.5,24,16.2,75,50.7,2015-16,D
Milford School District,0840011,East Shore Middle School,0845111,ELA,454,448,98.7,448,57,12.7,94,21.0,198,44.2,99,22.1,297,66.3,2015-16,D
Milford School District,0840011,East Shore Middle School,0845111,Math,454,448,98.7,448,106,23.7,154,34.4,97,21.7,91,20.3,188,42.0,2015-16,D
Milford School District,0840011,Harborside Middle School,0845211,ELA,528,506,95.8,506,34,6.7,109,21.5,216,42.7,147,29.1,363,71.7,2015-16,D
Milford School District,0840011,Harborside Middle School,0845211,Math,527,501,95.1,501,77,15.4,125,25.0,143,28.5,156,31.1,299,59.7,2015-16,D
Milford School District,0840011,J. F. Kennedy School,0841911,ELA,181,177,97.8,177,21,11.9,42,23.7,66,37.3,48,27.1,114,64.4,2015-16,D
Milford School District,0840011,J. F. Kennedy School,0841911,Math,181,177,97.8,177,25,14.1,56,31.6,65,36.7,31,17.5,96,54.2,2015-16,D
Milford School District,0840011,Live Oaks School,0841611,ELA,134,131,97.8,131,20,15.3,27,20.6,37,28.2,47,35.9,84,64.1,2015-16,D
Milford School District,0840011,Live Oaks School,0841611,Math,134,131,97.8,131,21,16.0,34,26.0,46,35.1,30,22.9,76,58.0,2015-16,D
Milford School District,0840011,Mathewson School,0841711,ELA,211,205,97.2,205,23,11.2,42,20.5,67,32.7,73,35.6,140,68.3,2015-16,D
Milford School District,0840011,Mathewson School,0841711,Math,211,202,95.7,202,26,12.9,58,28.7,70,34.7,48,23.8,118,58.4,2015-16,D
Milford School District,0840011,Meadowside School,0840711,ELA,145,140,96.6,140,29,20.7,24,17.1,45,32.1,42,30.0,87,62.1,2015-16,D
Milford School District,0840011,Meadowside School,0840711,Math,145,140,96.6,140,23,16.4,47,33.6,47,33.6,23,16.4,70,50.0,2015-16,D
Milford School District,0840011,Orange Avenue School,0840811,ELA,194,191,98.5,191,29,15.2,35,18.3,61,31.9,66,34.6,127,66.5,2015-16,D
Milford School District,0840011,Orange Avenue School,0840811,Math,194,191,98.5,191,26,13.6,50,26.2,64,33.5,51,26.7,115,60.2,2015-16,D
Milford School District,0840011,Orchard Hills School,0841811,ELA,168,167,99.4,167,19,11.4,31,18.6,52,31.1,65,38.9,117,70.1,2015-16,D
Milford School District,0840011,Orchard Hills School,0841811,Math,168,167,99.4,167,18,10.8,53,31.7,60,35.9,36,21.6,96,57.5,2015-16,D
Milford School District,0840011,Pumpkin Delight School,0841011,ELA,136,135,99.3,135,31,23.0,29,21.5,38,28.1,37,27.4,75,55.6,2015-16,D
Milford School District,0840011,Pumpkin Delight School,0841011,Math,135,134,99.3,134,19,14.2,39,29.1,44,32.8,32,23.9,76,56.7,2015-16,D
Milford School District,0840011,West Shore Middle School,0845311,ELA,447,443,99.1,443,69,15.6,139,31.4,167,37.7,68,15.3,235,53.0,2015-16,D
Milford School District,0840011,West Shore Middle School,0845311,Math,447,443,99.1,443,122,27.5,143,32.3,94,21.2,84,19.0,178,40.2,2015-16,D
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,ELA,259,257,99.2,257,19,7.4,32,12.5,58,22.6,148,57.6,206,80.2,2015-16,B
Monroe School District,0850011,Fawn Hollow Elementary School,0850511,Math,259,257,99.2,257,13,5.1,42,16.3,88,34.2,114,44.4,202,78.6,2015-16,B
Monroe School District,0850011,Jockey Hollow School,0855211,ELA,786,782,99.5,782,55,7.0,128,16.4,339,43.4,260,33.2,599,76.6,2015-16,B
Monroe School District,0850011,Jockey Hollow School,0855211,Math,786,781,99.4,781,115,14.7,205,26.2,255,32.7,206,26.4,461,59.0,2015-16,B
Monroe School District,0850011,Monroe Elementary School,0850111,ELA,167,163,97.6,163,*,*,*,*,45,27.6,101,62.0,146,89.6,2015-16,B
Monroe School District,0850011,Monroe Elementary School,0850111,Math,167,163,97.6,163,6,3.7,21,12.9,54,33.1,82,50.3,136,83.4,2015-16,B
Monroe School District,0850011,Stepney Elementary School,0850311,ELA,233,231,99.1,231,20,8.7,36,15.6,73,31.6,102,44.2,175,75.8,2015-16,B
Monroe School District,0850011,Stepney Elementary School,0850311,Math,234,232,99.1,232,20,8.6,52,22.4,72,31.0,88,37.9,160,69.0,2015-16,B
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,ELA,182,182,100.0,182,30,16.5,48,26.4,48,26.4,56,30.8,104,57.1,2015-16,F
Montville School District,0860011,Dr. Charles E. Murphy School,0860711,Math,182,182,100.0,182,39,21.4,53,29.1,53,29.1,37,20.3,90,49.5,2015-16,F
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,ELA,546,544,99.6,544,87,16.0,143,26.3,228,41.9,86,15.8,314,57.7,2015-16,F
Montville School District,0860011,Leonard J. Tyl Middle School,0865111,Math,545,543,99.6,543,139,25.6,202,37.2,136,25.0,66,12.2,202,37.2,2015-16,F
Montville School District,0860011,Mohegan School,0860111,ELA,165,165,100.0,165,35,21.2,42,25.5,48,29.1,40,24.2,88,53.3,2015-16,F
Montville School District,0860011,Mohegan School,0860111,Math,165,165,100.0,165,30,18.2,56,33.9,54,32.7,25,15.2,79,47.9,2015-16,F
Montville School District,0860011,Oakdale School,0860511,ELA,152,152,100.0,152,8,5.3,19,12.5,38,25.0,87,57.2,125,82.2,2015-16,F
Montville School District,0860011,Oakdale School,0860511,Math,152,152,100.0,152,9,5.9,29,19.1,53,34.9,61,40.1,114,75.0,2015-16,F
Naugatuck School District,0880011,Andrew Avenue School,0880811,ELA,102,101,99.0,101,34,33.7,25,24.8,21,20.8,21,20.8,42,41.6,2015-16,G
Naugatuck School District,0880011,Andrew Avenue School,0880811,Math,102,101,99.0,101,25,24.8,29,28.7,27,26.7,20,19.8,47,46.5,2015-16,G
Naugatuck School District,0880011,City Hill Middle School,0885111,ELA,677,673,99.4,673,174,25.9,175,26.0,239,35.5,85,12.6,324,48.1,2015-16,G
Naugatuck School District,0880011,City Hill Middle School,0885111,Math,677,673,99.4,673,325,48.3,198,29.4,108,16.0,42,6.2,150,22.3,2015-16,G
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,ELA,312,311,99.7,311,62,19.9,90,28.9,87,28.0,72,23.2,159,51.1,2015-16,G
Naugatuck School District,0880011,Cross Street Intermediate School,0880211,Math,312,311,99.7,311,99,31.8,111,35.7,64,20.6,37,11.9,101,32.5,2015-16,G
Naugatuck School District,0880011,Hillside Intermediate School,0880411,ELA,323,323,100.0,323,86,26.6,78,24.1,115,35.6,44,13.6,159,49.2,2015-16,G
Naugatuck School District,0880011,Hillside Intermediate School,0880411,Math,323,323,100.0,323,130,40.2,115,35.6,55,17.0,23,7.1,78,24.1,2015-16,G
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,ELA,120,119,99.2,119,26,21.8,33,27.7,37,31.1,23,19.3,60,50.4,2015-16,G
Naugatuck School District,0880011,Hop Brook Elementary School,0880511,Math,120,119,99.2,119,17,14.3,40,33.6,39,32.8,23,19.3,62,52.1,2015-16,G
Naugatuck School District,0880011,Maple Hill School,0880311,ELA,203,203,100.0,203,47,23.2,56,27.6,50,24.6,50,24.6,100,49.3,2015-16,G
Naugatuck School District,0880011,Maple Hill School,0880311,Math,203,203,100.0,203,37,18.2,78,38.4,64,31.5,24,11.8,88,43.3,2015-16,G
Naugatuck School District,0880011,Salem School,0880611,ELA,99,99,100.0,99,29,29.3,27,27.3,19,19.2,24,24.2,43,43.4,2015-16,G
Naugatuck School District,0880011,Salem School,0880611,Math,99,99,100.0,99,18,18.2,33,33.3,24,24.2,24,24.2,48,48.5,2015-16,G
Naugatuck School District,0880011,Western School,0880711,ELA,118,118,100.0,118,41,34.7,25,21.2,23,19.5,29,24.6,52,44.1,2015-16,G
Naugatuck School District,0880011,Western School,0880711,Math,118,118,100.0,118,25,21.2,40,33.9,35,29.7,18,15.3,53,44.9,2015-16,G
"New Beginnings Inc., Family Academy District",2800013,"New Beginnings Inc., Family Academy",2800113,ELA,237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6,2015-16,
"New Beginnings Inc., Family Academy District",2800013,"New Beginnings Inc., Family Academy",2800113,Math,237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8,2015-16,
New Britain School District,0890011,Alternative Center School,0899111,ELA,24,23,95.8,23,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Britain School District,0890011,Alternative Center School,0899111,Math,24,22,91.7,22,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Britain School District,0890011,Behavior Support,0891011,ELA,10,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Behavior Support,0891011,Math,10,10,*,10,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Chamberlain  Elementary School,0890311,ELA,227,227,100.0,227,118,52.0,45,19.8,35,15.4,29,12.8,64,28.2,2015-16,I
New Britain School District,0890011,Chamberlain  Elementary School,0890311,Math,224,224,100.0,224,138,61.6,49,21.9,26,11.6,11,4.9,37,16.5,2015-16,I
New Britain School District,0890011,Frank J. DiLoreto School,0891111,ELA,482,482,100.0,482,263,54.6,125,25.9,70,14.5,24,5.0,94,19.5,2015-16,I
New Britain School District,0890011,Frank J. DiLoreto School,0891111,Math,482,482,100.0,482,309,64.1,122,25.3,40,8.3,11,2.3,51,10.6,2015-16,I
New Britain School District,0890011,Gaffney School,0890511,ELA,191,191,100.0,191,101,52.9,44,23.0,26,13.6,20,10.5,46,24.1,2015-16,I
New Britain School District,0890011,Gaffney School,0890511,Math,191,189,99.0,189,107,56.6,50,26.5,22,11.6,10,5.3,32,16.9,2015-16,I
New Britain School District,0890011,Hartford Detention Center,3480315,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Hartford Detention Center,3480315,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Holmes School,0890611,ELA,213,213,100.0,213,87,40.8,40,18.8,45,21.1,41,19.2,86,40.4,2015-16,I
New Britain School District,0890011,Holmes School,0890611,Math,212,212,100.0,212,74,34.9,76,35.8,43,20.3,19,9.0,62,29.2,2015-16,I
New Britain School District,0890011,House of Arts Letters and Science (HALS)  Academy,0895411,ELA,150,149,99.3,149,*,*,*,*,72,48.3,63,42.3,135,90.6,2015-16,I
New Britain School District,0890011,House of Arts Letters and Science (HALS)  Academy,0895411,Math,150,149,99.3,149,*,*,*,*,61,40.9,42,28.2,103,69.1,2015-16,I
New Britain School District,0890011,Jefferson School,0890711,ELA,212,211,99.5,211,96,45.5,55,26.1,36,17.1,24,11.4,60,28.4,2015-16,I
New Britain School District,0890011,Jefferson School,0890711,Math,212,211,99.5,211,103,48.8,73,34.6,27,12.8,8,3.8,35,16.6,2015-16,I
New Britain School District,0890011,KEY Middle,0891711,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,KEY Middle,0891711,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Lincoln School,0890811,ELA,270,267,98.9,267,132,49.4,67,25.1,52,19.5,16,6.0,68,25.5,2015-16,I
New Britain School District,0890011,Lincoln School,0890811,Math,270,267,98.9,267,160,59.9,68,25.5,*,*,*,*,39,14.6,2015-16,I
New Britain School District,0890011,New Britain Transition Center,0899011,ELA,27,26,96.3,25,23,92.0,*,*,*,*,0,0.0,*,*,2015-16,I
New Britain School District,0890011,New Britain Transition Center,0899011,Math,28,27,96.4,27,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Britain School District,0890011,Northend School,0890911,ELA,137,137,100.0,137,79,57.7,30,21.9,21,15.3,7,5.1,28,20.4,2015-16,I
New Britain School District,0890011,Northend School,0890911,Math,134,134,100.0,134,98,73.1,27,20.1,9,6.7,0,0.0,9,6.7,2015-16,I
New Britain School District,0890011,Pulaski Middle School,0895311,ELA,754,751,99.6,751,446,59.4,180,24.0,114,15.2,11,1.5,125,16.6,2015-16,I
New Britain School District,0890011,Pulaski Middle School,0895311,Math,750,743,99.1,742,537,72.4,161,21.7,36,4.9,8,1.1,44,5.9,2015-16,I
New Britain School District,0890011,Slade Middle School,0895211,ELA,725,720,99.3,720,445,61.8,176,24.4,93,12.9,6,0.8,99,13.8,2015-16,I
New Britain School District,0890011,Slade Middle School,0895211,Math,725,719,99.2,719,515,71.6,161,22.4,36,5.0,7,1.0,43,6.0,2015-16,I
New Britain School District,0890011,Smalley Academy,0891211,ELA,300,299,99.7,299,226,75.6,51,17.1,*,*,*,*,22,7.4,2015-16,I
New Britain School District,0890011,Smalley Academy,0891211,Math,301,300,99.7,300,248,82.7,*,*,*,*,0,0.0,*,*,2015-16,I
New Britain School District,0890011,Smith School,0891311,ELA,282,282,100.0,282,159,56.4,61,21.6,42,14.9,20,7.1,62,22.0,2015-16,I
New Britain School District,0890011,Smith School,0891311,Math,283,283,100.0,283,145,51.2,92,32.5,39,13.8,7,2.5,46,16.3,2015-16,I
New Britain School District,0890011,Steps,0891811,ELA,33,33,100.0,33,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Britain School District,0890011,Steps,0891811,Math,32,32,100.0,31,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
New Britain School District,0890011,Sunrise Intermediate,0890411,ELA,11,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Sunrise Intermediate,0890411,Math,11,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Sunrise Primary,0890211,ELA,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Sunrise Primary,0890211,Math,7,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16,I
New Britain School District,0890011,Vance School,0891511,ELA,275,274,99.6,274,127,46.4,81,29.6,45,16.4,21,7.7,66,24.1,2015-16,I
New Britain School District,0890011,Vance School,0891511,Math,266,265,99.6,265,154,58.1,76,28.7,29,10.9,6,2.3,35,13.2,2015-16,I
New Canaan School District,0900011,East School,0900411,ELA,245,243,99.2,243,13,5.3,11,4.5,52,21.4,167,68.7,219,90.1,2015-16,A
New Canaan School District,0900011,East School,0900411,Math,245,243,99.2,243,*,*,*,*,70,28.8,154,63.4,224,92.2,2015-16,A
New Canaan School District,0900011,Saxe Middle School,0905111,ELA,1331,1325,99.5,1325,63,4.8,190,14.3,521,39.3,551,41.6,1072,80.9,2015-16,A
New Canaan School District,0900011,Saxe Middle School,0905111,Math,1332,1325,99.5,1325,70,5.3,286,21.6,355,26.8,614,46.3,969,73.1,2015-16,A
New Canaan School District,0900011,South School,0900211,ELA,241,237,98.3,237,6,2.5,29,12.2,49,20.7,153,64.6,202,85.2,2015-16,A
New Canaan School District,0900011,South School,0900211,Math,241,237,98.3,237,7,3.0,19,8.0,71,30.0,140,59.1,211,89.0,2015-16,A
New Canaan School District,0900011,West School,0900311,ELA,209,209,100.0,209,10,4.8,13,6.2,36,17.2,150,71.8,186,89.0,2015-16,A
New Canaan School District,0900011,West School,0900311,Math,210,210,100.0,210,*,*,*,*,64,30.5,126,60.0,190,90.5,2015-16,A
New Fairfield School District,0910011,Meeting House Hill School,0910211,ELA,488,465,95.3,465,51,11.0,74,15.9,137,29.5,203,43.7,340,73.1,2015-16,B
New Fairfield School District,0910011,Meeting House Hill School,0910211,Math,488,459,94.1,458,37,8.1,117,25.5,162,35.4,142,31.0,304,66.4,2015-16,B
New Fairfield School District,0910011,New Fairfield Middle School,0915211,ELA,580,520,89.7,520,44,8.5,106,20.4,210,40.4,160,30.8,370,71.2,2015-16,B
New Fairfield School District,0910011,New Fairfield Middle School,0915211,Math,580,513,88.4,513,80,15.6,140,27.3,144,28.1,149,29.0,293,57.1,2015-16,B
New Hartford School District,0920011,Ann Antolini School,0920311,ELA,295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6,2015-16,C
New Hartford School District,0920011,Ann Antolini School,0920311,Math,295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7,2015-16,C
New Haven School District,0930011,Edgewood School,0931211,ELA,283,283,100.0,283,99,35.0,74,26.1,54,19.1,56,19.8,110,38.9,2015-16,I
New Haven School District,0930011,Edgewood School,0931211,Math,283,281,99.3,281,141,50.2,81,28.8,23,8.2,36,12.8,59,21.0,2015-16,I
New Haven School District,0930011,Nathan Hale School,0931411,ELA,307,297,96.7,297,63,21.2,92,31.0,97,32.7,45,15.2,142,47.8,2015-16,I
New Haven School District,0930011,Nathan Hale School,0931411,Math,308,297,96.4,297,88,29.6,113,38.0,65,21.9,31,10.4,96,32.3,2015-16,I
New Haven School District,0930011,Augusta Lewis Troup School,0931511,ELA,300,295,98.3,295,180,61.0,66,22.4,43,14.6,6,2.0,49,16.6,2015-16,I
New Haven School District,0930011,Augusta Lewis Troup School,0931511,Math,301,296,98.3,296,217,73.3,64,21.6,15,5.1,0,0.0,15,5.1,2015-16,I
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,ELA,298,296,99.3,296,164,55.4,65,22.0,55,18.6,12,4.1,67,22.6,2015-16,I
New Haven School District,0930011,Barnard Environmental Magnet School,0930211,Math,298,296,99.3,296,172,58.1,84,28.4,33,11.1,7,2.4,40,13.5,2015-16,I
New Haven School District,0930011,Beecher School,0930311,ELA,283,276,97.5,276,112,40.6,79,28.6,57,20.7,28,10.1,85,30.8,2015-16,I
New Haven School District,0930011,Beecher School,0930311,Math,283,275,97.2,275,149,54.2,91,33.1,26,9.5,9,3.3,35,12.7,2015-16,I
New Haven School District,0930011,Benjamin Jepson Magnet School,0931811,ELA,292,291,99.7,291,87,29.9,82,28.2,89,30.6,33,11.3,122,41.9,2015-16,I
