district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
Trumbull School District,Trumbull High School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,2.0,270.2,0.00740192450037
Trumbull School District,Trumbull High School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,60.0,270.2,0.222057735011
Trumbull School District,Trumbull High School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,3.0,270.2,0.0111028867506
Trumbull School District,Trumbull High School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,21.0,270.2,0.0777202072539
Trumbull School District,Trumbull High School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,16.6,270.2,0.0614359733531
Trumbull School District,Trumbull High School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,1.0,270.2,0.00370096225019
Trumbull School District,Trumbull High School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,2.0,270.2,0.00740192450037
Trumbull School District,Other,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,,1440011,,,B,2015-16,0.4,0.6,0.666666666667
Trumbull School District,Other,Counselors  Social Workers  and School Psychologists,Certified,1440011,,1440011,,,B,2015-16,0.2,0.6,0.333333333333
Trumbull School District,Educating Learners in Transitional Environments (ELITE),Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440611,Educating Learners in Transitional Environments (ELITE),B,2015-16,1.0,1.1,0.909090909091
Trumbull School District,Educating Learners in Transitional Environments (ELITE),Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440611,Educating Learners in Transitional Environments (ELITE),B,2015-16,0.1,1.1,0.0909090909091
Trumbull School District,Trumbull Alternative School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,0.5,5.1,0.0980392156863
Trumbull School District,Trumbull Alternative School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,4.1,5.1,0.803921568627
Trumbull School District,Trumbull Alternative School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,0.0,5.1,0.0
Trumbull School District,Trumbull Alternative School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,0.3,5.1,0.0588235294118
Trumbull School District,Trumbull Alternative School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,0.2,5.1,0.0392156862745
Trumbull School District,Trumbull Alternative School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440211,Trumbull Alternative School,B,2015-16,0.0,5.1,0.0
Trumbull School District,REACH,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440511,REACH,B,2015-16,0.0,2.5,0.0
Trumbull School District,REACH,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440511,REACH,B,2015-16,0.0,2.5,0.0
Trumbull School District,REACH,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440511,REACH,B,2015-16,0.3,2.5,0.12
Trumbull School District,REACH,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440511,REACH,B,2015-16,0.2,2.5,0.08
Trumbull School District,REACH,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440511,REACH,B,2015-16,2.0,2.5,0.8
Unified School District #1,Bridgeport Correctional Center,Administrators  Coordinators and Department Chairs - School Level,Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,,2.3,
Unified School District #1,Bridgeport Correctional Center,Counselors  Social Workers  and School Psychologists,Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,,2.3,
Unified School District #1,Bridgeport Correctional Center,General Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,0.0,2.3,0.0
Unified School District #1,Bridgeport Correctional Center,General Education - Teachers and Instructors,Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,1.0,2.3,0.434782608696
Unified School District #1,Bridgeport Correctional Center,Library/Media - Support Staff,Non-Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,0.0,2.3,0.0
Unified School District #1,Bridgeport Correctional Center,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,0.3,2.3,0.130434782609
Unified School District #1,Bridgeport Correctional Center,School Nurses,Non-Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,0.0,2.3,0.0
Unified School District #1,Bridgeport Correctional Center,Special Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,0.0,2.3,0.0
Unified School District #1,Bridgeport Correctional Center,Special Education - Teachers and Instructors,Certified,,Unified School District #1,,3360115,Bridgeport Correctional Center,,2015-16,1.0,2.3,0.434782608696
Unified School District #1,Brooklyn Correctional Institution,Administrators  Coordinators and Department Chairs - School Level,Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,1.0,4.5,0.222222222222
Unified School District #1,Brooklyn Correctional Institution,Counselors  Social Workers  and School Psychologists,Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,,4.5,
Unified School District #1,Brooklyn Correctional Institution,General Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,0.0,4.5,0.0
Unified School District #1,Brooklyn Correctional Institution,General Education - Teachers and Instructors,Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,2.0,4.5,0.444444444444
Unified School District #1,Brooklyn Correctional Institution,Library/Media - Support Staff,Non-Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,0.0,4.5,0.0
Unified School District #1,Brooklyn Correctional Institution,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,0.5,4.5,0.111111111111
Unified School District #1,Brooklyn Correctional Institution,School Nurses,Non-Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,0.0,4.5,0.0
Unified School District #1,Brooklyn Correctional Institution,Special Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,0.0,4.5,0.0
Unified School District #1,Brooklyn Correctional Institution,Special Education - Teachers and Instructors,Certified,,Unified School District #1,,3360215,Brooklyn Correctional Institution,,2015-16,1.0,4.5,0.222222222222
Unified School District #1,Cheshire Correctional Institution,Administrators  Coordinators and Department Chairs - School Level,Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,,10.0,
Unified School District #1,Cheshire Correctional Institution,Counselors  Social Workers  and School Psychologists,Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,,10.0,
Unified School District #1,Cheshire Correctional Institution,General Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,0.0,10.0,0.0
Unified School District #1,Cheshire Correctional Institution,General Education - Teachers and Instructors,Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,8.0,10.0,0.8
Unified School District #1,Cheshire Correctional Institution,Library/Media - Support Staff,Non-Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,0.0,10.0,0.0
Unified School District #1,Cheshire Correctional Institution,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,1.0,10.0,0.1
Unified School District #1,Cheshire Correctional Institution,School Nurses,Non-Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,0.0,10.0,0.0
Unified School District #1,Cheshire Correctional Institution,Special Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,0.0,10.0,0.0
Unified School District #1,Cheshire Correctional Institution,Special Education - Teachers and Instructors,Certified,,Unified School District #1,,3360315,Cheshire Correctional Institution,,2015-16,1.0,10.0,0.1
Unified School District #1,Corrigan/Radgowski Correctional Institution,Administrators  Coordinators and Department Chairs - School Level,Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,1.0,15.0,0.0666666666667
Unified School District #1,Corrigan/Radgowski Correctional Institution,Counselors  Social Workers  and School Psychologists,Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,2.0,15.0,0.133333333333
Unified School District #1,Corrigan/Radgowski Correctional Institution,General Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,0.0,15.0,0.0
Unified School District #1,Corrigan/Radgowski Correctional Institution,General Education - Teachers and Instructors,Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,6.0,15.0,0.4
Unified School District #1,Corrigan/Radgowski Correctional Institution,Library/Media - Support Staff,Non-Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,0.0,15.0,0.0
Unified School District #1,Corrigan/Radgowski Correctional Institution,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,2.0,15.0,0.133333333333
Unified School District #1,Corrigan/Radgowski Correctional Institution,School Nurses,Non-Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,0.0,15.0,0.0
Unified School District #1,Corrigan/Radgowski Correctional Institution,Special Education - Paraprofessional Instructional Assistants,Non-Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,0.0,15.0,0.0
Unified School District #1,Corrigan/Radgowski Correctional Institution,Special Education - Teachers and Instructors,Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,3.0,15.0,0.2
Unified School District #1,Corrigan/Radgowski Correctional Institution,Library/Media - Specialists (Certified),Certified,,Unified School District #1,,3362415,Corrigan/Radgowski Correctional Institution,,2015-16,1.0,15.0,0.0666666666667
Unified School District #1,Enfield Correctional Institution,Administrators  Coordinators and Department Chairs - School Level,Certified,,Unified School District #1,,3360415,Enfield Correctional Institution,,2015-16,1.0,9.8,0.102040816327
Unified School District #1,Enfield Correctional Institution,Counselors  Social Workers  and School Psychologists,Certified,,Unified School District #1,,3360415,Enfield Correctional Institution,,2015-16,,9.8,
