district,school,assignment_category,educator_type,dist_code,check_dist_col,district_code,school_code,check_sch_col,drg,year,count,total,pct
Torrington School District,Vogel-Wetmore School,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1431311,Vogel-Wetmore School,G,2015-16,1.0,96.3,0.0103842159917
Torrington School District,Vogel-Wetmore School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431311,Vogel-Wetmore School,G,2015-16,29.0,96.3,0.301142263759
Torrington School District,Vogel-Wetmore School,Special Education - Teachers and Instructors,Certified,1430011,Torrington School District,1430011,1431311,Vogel-Wetmore School,G,2015-16,7.5,96.3,0.0778816199377
Torrington School District,Vogel-Wetmore School,Instructional Specialists Who Support Teachers,Certified,1430011,Torrington School District,1430011,1431311,Vogel-Wetmore School,G,2015-16,3.4,96.3,0.0353063343718
Torrington School District,Vogel-Wetmore School,Library/Media - Specialists (Certified),Certified,1430011,Torrington School District,1430011,1431311,Vogel-Wetmore School,G,2015-16,0.5,96.3,0.00519210799585
Torrington School District,Other,Counselors  Social Workers  and School Psychologists,Certified,1430011,,1430011,,,G,2015-16,0.8,4.1,0.19512195122
Torrington School District,Other,Special Education - Teachers and Instructors,Certified,1430011,,1430011,,,G,2015-16,2.6,4.1,0.634146341463
Torrington School District,Other,Instructional Specialists Who Support Teachers,Certified,1430011,,1430011,,,G,2015-16,0.7,4.1,0.170731707317
Torrington School District,Even Start Young Parent,General Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,1.0,1.0,1.0
Torrington School District,Even Start Young Parent,General Education - Teachers and Instructors,Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,,1.0,
Torrington School District,Even Start Young Parent,Library/Media - Support Staff,Non-Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,0.0,1.0,0.0
Torrington School District,Even Start Young Parent,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,0.0,1.0,0.0
Torrington School District,Even Start Young Parent,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,0.0,1.0,0.0
Torrington School District,Even Start Young Parent,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431011,Even Start Young Parent,G,2015-16,0.0,1.0,0.0
Torrington School District,Vogel-Wetmore / Reach,Special Education - Teachers and Instructors,Certified,1430011,Torrington School District,1430011,1431711,Vogel-Wetmore / Reach,G,2015-16,,,
Torrington School District,ABC / Forbes School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431511,ABC / Forbes School,G,2015-16,0.0,8.3,0.0
Torrington School District,ABC / Forbes School,Library/Media - Support Staff,Non-Certified,1430011,Torrington School District,1430011,1431511,ABC / Forbes School,G,2015-16,0.0,8.3,0.0
Torrington School District,ABC / Forbes School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1430011,Torrington School District,1430011,1431511,ABC / Forbes School,G,2015-16,0.0,8.3,0.0
Torrington School District,ABC / Forbes School,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1431511,ABC / Forbes School,G,2015-16,0.3,8.3,0.0361445783133
Torrington School District,ABC / Forbes School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431511,ABC / Forbes School,G,2015-16,8.0,8.3,0.963855421687
Torrington School District,Pre-K SpEd,General Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431611,Pre-K SpEd,G,2015-16,0.0,7.2,0.0
Torrington School District,Pre-K SpEd,Library/Media - Support Staff,Non-Certified,1430011,Torrington School District,1430011,1431611,Pre-K SpEd,G,2015-16,0.0,7.2,0.0
Torrington School District,Pre-K SpEd,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1430011,Torrington School District,1430011,1431611,Pre-K SpEd,G,2015-16,0.0,7.2,0.0
Torrington School District,Pre-K SpEd,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1431611,Pre-K SpEd,G,2015-16,0.2,7.2,0.0277777777778
Torrington School District,Pre-K SpEd,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431611,Pre-K SpEd,G,2015-16,7.0,7.2,0.972222222222
Torrington School District,Torrington Expulsion Program,General Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431411,Torrington Expulsion Program,G,2015-16,0.0,0.1,0.0
Torrington School District,Torrington Expulsion Program,Library/Media - Support Staff,Non-Certified,1430011,Torrington School District,1430011,1431411,Torrington Expulsion Program,G,2015-16,0.0,0.1,0.0
Torrington School District,Torrington Expulsion Program,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1430011,Torrington School District,1430011,1431411,Torrington Expulsion Program,G,2015-16,0.0,0.1,0.0
Torrington School District,Torrington Expulsion Program,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1431411,Torrington Expulsion Program,G,2015-16,0.1,0.1,1.0
Torrington School District,Torrington Expulsion Program,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1431411,Torrington Expulsion Program,G,2015-16,0.0,0.1,0.0
Torrington School District,Voices / Vogel-Wetmore,General Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1432011,Voices / Vogel-Wetmore,G,2015-16,0.0,8.1,0.0
Torrington School District,Voices / Vogel-Wetmore,Library/Media - Support Staff,Non-Certified,1430011,Torrington School District,1430011,1432011,Voices / Vogel-Wetmore,G,2015-16,0.0,8.1,0.0
Torrington School District,Voices / Vogel-Wetmore,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1430011,Torrington School District,1430011,1432011,Voices / Vogel-Wetmore,G,2015-16,0.0,8.1,0.0
Torrington School District,Voices / Vogel-Wetmore,School Nurses,Non-Certified,1430011,Torrington School District,1430011,1432011,Voices / Vogel-Wetmore,G,2015-16,0.1,8.1,0.0123456790123
Torrington School District,Voices / Vogel-Wetmore,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1430011,Torrington School District,1430011,1432011,Voices / Vogel-Wetmore,G,2015-16,8.0,8.1,0.987654320988
Trailblazers Academy District,Trailblazers Academy,Administrators  Coordinators and Department Chairs - School Level,Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,1.0,26.1,0.0383141762452
Trailblazers Academy District,Trailblazers Academy,General Education - Paraprofessional Instructional Assistants,Non-Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,1.3,26.1,0.0498084291188
Trailblazers Academy District,Trailblazers Academy,General Education - Teachers and Instructors,Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,12.0,26.1,0.459770114943
Trailblazers Academy District,Trailblazers Academy,Library/Media - Support Staff,Non-Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,0.0,26.1,0.0
Trailblazers Academy District,Trailblazers Academy,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,8.0,26.1,0.306513409962
Trailblazers Academy District,Trailblazers Academy,School Nurses,Non-Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,0.8,26.1,0.0306513409962
Trailblazers Academy District,Trailblazers Academy,Special Education - Paraprofessional Instructional Assistants,Non-Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,0.0,26.1,0.0
Trailblazers Academy District,Trailblazers Academy,Special Education - Teachers and Instructors,Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,1.0,26.1,0.0383141762452
Trailblazers Academy District,Trailblazers Academy,Instructional Specialists Who Support Teachers,Certified,2780013,Trailblazers Academy District,2780013,2785113,Trailblazers Academy,,2015-16,2.0,26.1,0.0766283524904
Trumbull School District,Booth Hill School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,1.0,57.6,0.0173611111111
Trumbull School District,Booth Hill School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,1.9,57.6,0.0329861111111
Trumbull School District,Booth Hill School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,2.4,57.6,0.0416666666667
Trumbull School District,Booth Hill School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,28.5,57.6,0.494791666667
Trumbull School District,Booth Hill School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,0.0,57.6,0.0
Trumbull School District,Booth Hill School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,9.5,57.6,0.164930555556
Trumbull School District,Booth Hill School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,1.0,57.6,0.0173611111111
Trumbull School District,Booth Hill School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,7.0,57.6,0.121527777778
Trumbull School District,Booth Hill School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,2.0,57.6,0.0347222222222
Trumbull School District,Booth Hill School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,3.3,57.6,0.0572916666667
Trumbull School District,Booth Hill School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1440111,Booth Hill School,B,2015-16,1.0,57.6,0.0173611111111
Trumbull School District,Daniels Farm School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,1.0,60.6,0.016501650165
Trumbull School District,Daniels Farm School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,1.8,60.6,0.029702970297
Trumbull School District,Daniels Farm School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,3.9,60.6,0.0643564356436
Trumbull School District,Daniels Farm School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,29.0,60.6,0.478547854785
Trumbull School District,Daniels Farm School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,0.0,60.6,0.0
Trumbull School District,Daniels Farm School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,10.9,60.6,0.179867986799
Trumbull School District,Daniels Farm School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,1.0,60.6,0.016501650165
Trumbull School District,Daniels Farm School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,7.0,60.6,0.115511551155
Trumbull School District,Daniels Farm School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,2.5,60.6,0.0412541254125
Trumbull School District,Daniels Farm School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,2.5,60.6,0.0412541254125
Trumbull School District,Daniels Farm School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1440811,Daniels Farm School,B,2015-16,1.0,60.6,0.016501650165
Trumbull School District,Frenchtown Elementary School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,2.4,99.9,0.024024024024
Trumbull School District,Frenchtown Elementary School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,3.7,99.9,0.037037037037
Trumbull School District,Frenchtown Elementary School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,4.4,99.9,0.044044044044
Trumbull School District,Frenchtown Elementary School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,33.4,99.9,0.334334334334
Trumbull School District,Frenchtown Elementary School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,0.0,99.9,0.0
Trumbull School District,Frenchtown Elementary School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,12.0,99.9,0.12012012012
Trumbull School District,Frenchtown Elementary School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,1.0,99.9,0.01001001001
Trumbull School District,Frenchtown Elementary School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,29.5,99.9,0.295295295295
Trumbull School District,Frenchtown Elementary School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,7.2,99.9,0.0720720720721
Trumbull School District,Frenchtown Elementary School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,5.3,99.9,0.0530530530531
Trumbull School District,Frenchtown Elementary School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1441011,Frenchtown Elementary School,B,2015-16,1.0,99.9,0.01001001001
Trumbull School District,Head Start,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,,1440011,,,B,2015-16,0.2,3.3,0.0606060606061
Trumbull School District,Head Start,Counselors  Social Workers  and School Psychologists,Certified,1440011,,1440011,,,B,2015-16,0.2,3.3,0.0606060606061
Trumbull School District,Head Start,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,,1440011,,,B,2015-16,1.3,3.3,0.393939393939
Trumbull School District,Head Start,General Education - Teachers and Instructors,Certified,1440011,,1440011,,,B,2015-16,,3.3,
Trumbull School District,Head Start,Library/Media - Support Staff,Non-Certified,1440011,,1440011,,,B,2015-16,0.0,3.3,0.0
Trumbull School District,Head Start,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,,1440011,,,B,2015-16,1.6,3.3,0.484848484848
Trumbull School District,Head Start,School Nurses,Non-Certified,1440011,,1440011,,,B,2015-16,0.0,3.3,0.0
Trumbull School District,Head Start,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,,1440011,,,B,2015-16,0.0,3.3,0.0
Trumbull School District,Hillcrest Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,2.4,113.9,0.0210711150132
Trumbull School District,Hillcrest Middle School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,6.2,113.9,0.054433713784
Trumbull School District,Hillcrest Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,0.0,113.9,0.0
Trumbull School District,Hillcrest Middle School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,50.0,113.9,0.438981562774
Trumbull School District,Hillcrest Middle School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,0.0,113.9,0.0
Trumbull School District,Hillcrest Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,16.6,113.9,0.145741878841
Trumbull School District,Hillcrest Middle School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,1.0,113.9,0.00877963125549
Trumbull School District,Hillcrest Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,23.0,113.9,0.201931518876
Trumbull School District,Hillcrest Middle School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,11.6,113.9,0.101843722564
Trumbull School District,Hillcrest Middle School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,2.1,113.9,0.0184372256365
Trumbull School District,Hillcrest Middle School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1445211,Hillcrest Middle School,B,2015-16,1.0,113.9,0.00877963125549
Trumbull School District,Jane Ryan School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,1.6,57.7,0.0277296360485
Trumbull School District,Jane Ryan School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,1.8,57.7,0.0311958405546
Trumbull School District,Jane Ryan School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,2.9,57.7,0.050259965338
Trumbull School District,Jane Ryan School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,24.1,57.7,0.417677642981
Trumbull School District,Jane Ryan School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,0.0,57.7,0.0
Trumbull School District,Jane Ryan School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,12.4,57.7,0.214904679376
Trumbull School District,Jane Ryan School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,1.0,57.7,0.0173310225303
Trumbull School District,Jane Ryan School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,7.0,57.7,0.121317157712
Trumbull School District,Jane Ryan School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,2.6,57.7,0.0450606585789
Trumbull School District,Jane Ryan School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,3.3,57.7,0.0571923743501
Trumbull School District,Jane Ryan School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1440411,Jane Ryan School,B,2015-16,1.0,57.7,0.0173310225303
Trumbull School District,Madison Middle School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,2.4,105.7,0.0227057710501
Trumbull School District,Madison Middle School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,6.0,105.7,0.0567644276254
Trumbull School District,Madison Middle School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,0.2,105.7,0.00189214758751
Trumbull School District,Madison Middle School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,49.8,105.7,0.47114474929
Trumbull School District,Madison Middle School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,0.0,105.7,0.0
Trumbull School District,Madison Middle School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,18.8,105.7,0.177861873226
Trumbull School District,Madison Middle School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,1.0,105.7,0.00946073793756
Trumbull School District,Madison Middle School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,12.4,105.7,0.117313150426
Trumbull School District,Madison Middle School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,9.6,105.7,0.0908230842006
Trumbull School District,Madison Middle School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,4.5,105.7,0.042573320719
Trumbull School District,Madison Middle School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1445111,Madison Middle School,B,2015-16,1.0,105.7,0.00946073793756
Trumbull School District,Middlebrook School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,1.0,63.4,0.0157728706625
Trumbull School District,Middlebrook School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,2.6,63.4,0.0410094637224
Trumbull School District,Middlebrook School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,4.5,63.4,0.0709779179811
Trumbull School District,Middlebrook School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,30.0,63.4,0.473186119874
Trumbull School District,Middlebrook School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,0.0,63.4,0.0
Trumbull School District,Middlebrook School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,9.5,63.4,0.149842271293
Trumbull School District,Middlebrook School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,1.0,63.4,0.0157728706625
Trumbull School District,Middlebrook School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,7.2,63.4,0.11356466877
Trumbull School District,Middlebrook School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,2.6,63.4,0.0410094637224
Trumbull School District,Middlebrook School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,4.0,63.4,0.0630914826498
Trumbull School District,Middlebrook School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1440311,Middlebrook School,B,2015-16,1.0,63.4,0.0157728706625
Trumbull School District,Tashua School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,1.0,59.6,0.0167785234899
Trumbull School District,Tashua School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,1.6,59.6,0.0268456375839
Trumbull School District,Tashua School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,2.9,59.6,0.0486577181208
Trumbull School District,Tashua School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,25.8,59.6,0.43288590604
Trumbull School District,Tashua School,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,0.0,59.6,0.0
Trumbull School District,Tashua School,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,10.7,59.6,0.179530201342
Trumbull School District,Tashua School,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,1.0,59.6,0.0167785234899
Trumbull School District,Tashua School,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,8.7,59.6,0.145973154362
Trumbull School District,Tashua School,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,3.6,59.6,0.0604026845638
Trumbull School District,Tashua School,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,3.3,59.6,0.0553691275168
Trumbull School District,Tashua School,Library/Media - Specialists (Certified),Certified,1440011,Trumbull School District,1440011,1440911,Tashua School,B,2015-16,1.0,59.6,0.0167785234899
Trumbull School District,Trumbull Early Childhood Education Center,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,0.8,42.0,0.0190476190476
Trumbull School District,Trumbull Early Childhood Education Center,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,2.6,42.0,0.0619047619048
Trumbull School District,Trumbull Early Childhood Education Center,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,0.7,42.0,0.0166666666667
Trumbull School District,Trumbull Early Childhood Education Center,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,2.4,42.0,0.0571428571429
Trumbull School District,Trumbull Early Childhood Education Center,Library/Media - Support Staff,Non-Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,0.0,42.0,0.0
Trumbull School District,Trumbull Early Childhood Education Center,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,4.6,42.0,0.109523809524
Trumbull School District,Trumbull Early Childhood Education Center,School Nurses,Non-Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,1.0,42.0,0.0238095238095
Trumbull School District,Trumbull Early Childhood Education Center,Special Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,16.6,42.0,0.395238095238
Trumbull School District,Trumbull Early Childhood Education Center,Special Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,10.5,42.0,0.25
Trumbull School District,Trumbull Early Childhood Education Center,Instructional Specialists Who Support Teachers,Certified,1440011,Trumbull School District,1440011,1448011,Trumbull Early Childhood Education Center,B,2015-16,2.8,42.0,0.0666666666667
Trumbull School District,Trumbull High School,Administrators  Coordinators and Department Chairs - School Level,Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,10.9,270.2,0.040340488527
Trumbull School District,Trumbull High School,Counselors  Social Workers  and School Psychologists,Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,22.1,270.2,0.0817912657291
Trumbull School District,Trumbull High School,General Education - Paraprofessional Instructional Assistants,Non-Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,2.0,270.2,0.00740192450037
Trumbull School District,Trumbull High School,General Education - Teachers and Instructors,Certified,1440011,Trumbull School District,1440011,1446111,Trumbull High School,B,2015-16,129.6,270.2,0.479644707624
